run_date,run_id,canonical_project_id,canonical_project_name,project_identity_confidence,distress_id,deal_fingerprint_id,duplicate_cluster_id,distress_type,market,residential_sector,gp_or_developer,lender_or_debt_provider,related_project_or_deal,distress_score,distress_priority_label,evidence_signals,potential_woomi_angle,recommended_next_action,source_article_title,url,confidence_level
2026-06-04,20260604-000136-6cfa7913,PRJ-20260604-0046,General Project Signal - California - JLL Arranges $252M Financing for Huntington Beach Seniors Project,100,DST-20260604-001,DFP-38DEE0D2A8,DCL-20260604-001,construction loan gap,California,Apartment,JLL,JLL,Construction Financing - California - JLL Lines Up $144M Construction Loan for Santa Ana Multifamily,80,Critical Distress Watch,Construction Financing; construction loan,"Evaluate LA / California entitlement, zoning, or local GP partnership relevance","Track debt maturity, lender exposure, sponsor stress, and recapitalization options",JLL Lines Up $144M Construction Loan for Santa Ana Multifamily,https://www.connectcre.com/stories/jll-lines-up-144m-construction-loan-for-santa-ana-multifamily/,Medium
2026-06-04,20260604-000136-6cfa7913,PRJ-20260604-0047,"Recapitalization - California - PEF Advisors, Freestone Capital Form JV to Recapitalize Affordable Properties",100,DST-20260604-017,DFP-920342F693,DCL-20260604-017,recapitalization need,California,Affordable Housing,PEF Advisors,Unknown,"Recapitalization - California - PEF Advisors, Freestone Capital Form JV to Recapitalize Affordable Properties",72,High Distress Watch,Recapitalization; recapitalization,"Evaluate LA / California entitlement, zoning, or local GP partnership relevance","Track debt maturity, lender exposure, sponsor stress, and recapitalization options","PEF Advisors, Freestone Capital Form JV to Recapitalize Affordable Properties",https://www.connectcre.com/stories/pef-advisors-freestone-capital-form-jv-to-recapitalize-affordable-properties/,Medium
2026-06-04,20260604-000136-6cfa7913,PRJ-20260604-0113,Refinancing - New York - Slate Property Group Closes on $86M Refi for LIC Apartments,100,DST-20260604-003,DFP-F215452BB2,DCL-20260604-003,refinancing stress,New York,Apartment,Walker & Dunlop,walker & dunlop,Refinancing - New York - Slate Property Group Closes on $86M Refi for LIC Apartments,67,High Distress Watch,Refinancing; refinancing,"Track potential rescue capital, debt recapitalization, or capital partner opening","Track debt maturity, lender exposure, sponsor stress, and recapitalization options",Slate Property Group Closes on $86M Refi for LIC Apartments,https://www.connectcre.com/stories/slate-property-group-closes-on-86m-refi-for-lic-apartments/,Medium
2026-06-04,20260604-000136-6cfa7913,PRJ-20260604-0151,"Refinancing - Sarasota / Florida - Berkadia Arranges $82.1M Refinancing for Apartment Community in Nokomis, Florida",100,DST-20260604-002,DFP-58B14F6E56,DCL-20260604-002,refinancing stress,Sarasota / Florida,Apartment,Berkadia,Berkadia,"Refinancing - Sarasota / Florida - Berkadia Arranges $82.1M Refinancing for Apartment Community in Nokomis, Florida",67,High Distress Watch,Refinancing; refinancing,"Track potential rescue capital, debt recapitalization, or capital partner opening","Track debt maturity, lender exposure, sponsor stress, and recapitalization options","Berkadia Arranges $82.1M Refinancing for Apartment Community in Nokomis, Florida",https://rebusinessonline.com/berkadia-arranges-82-1m-refinancing-for-apartment-community-in-nokomis-florida/,Medium
2026-06-04,20260604-000136-6cfa7913,PRJ-20260604-0052,Refinancing - Connecticut - Newmark Provides $115.6M Agency Loan for Refinancing of Southern Connecticut Multifamily P...,100,DST-20260604-004,DFP-5F9C6308F6,DCL-20260604-004,refinancing stress,Connecticut,Apartment,Freddie Mac,Freddie Mac,Refinancing - Connecticut - Newmark Provides $115.6M Agency Loan for Refinancing of Southern Connecticut Multifamily P...,65,High Distress Watch,Refinancing; refinancing,"Track potential rescue capital, debt recapitalization, or capital partner opening","Track debt maturity, lender exposure, sponsor stress, and recapitalization options",Newmark Provides $115.6M Agency Loan for Refinancing of Southern Connecticut Multifamily Properties,https://rebusinessonline.com/newmark-provides-115-6m-agency-loan-for-refinancing-of-southern-connecticut-multifamily-properties/,Medium
2026-06-04,20260604-000136-6cfa7913,PRJ-20260604-0100,Construction Financing - Miami / Florida - Alta Developers Lands $91.8M Construction Loan for Miami Apartments,80,DST-20260604-019,DFP-E32E8A9E2D,DCL-20260604-019,construction loan gap,Miami / Florida,Apartment,Unknown,Unknown,Construction Financing - Miami / Florida - Alta Developers Lands $91.8M Construction Loan for Miami Apartments,60,High Distress Watch,Construction Financing; construction loan,"Track potential rescue capital, debt recapitalization, or capital partner opening","Track debt maturity, lender exposure, sponsor stress, and recapitalization options",Alta Developers Lands $91.8M Construction Loan for Miami Apartments,https://www.connectcre.com/stories/alta-developers-lands-91-8m-construction-loan-for-miami-apartments/,Medium
2026-06-04,20260604-000136-6cfa7913,PRJ-20260604-0076,Construction Financing - Los Angeles / California - PSRS Arranges $6.8M in Construction Financing for Affordable Housing Project in North Holl...,80,DST-20260604-020,DFP-016DE810E8,DCL-20260604-020,construction loan gap,Los Angeles / California,Affordable Housing,Unknown,Unknown,Construction Financing - Los Angeles / California - PSRS Arranges $6.8M in Construction Financing for Affordable Housing Project in North Holl...,56,Monitor,Construction Financing,"Track potential rescue capital, debt recapitalization, or capital partner opening",Monitor for repeated distress signals,PSRS Arranges $6.8M in Construction Financing for Affordable Housing Project in North Hollywood,https://rebusinessonline.com/psrs-arranges-6-8m-in-construction-financing-for-affordable-multifamily-project-in-north-hollywood/,Low
2026-06-04,20260604-000136-6cfa7913,PRJ-20260604-0110,Refinancing - New York City / New York - Derby Copeland Capital Provides $54 Million Refi for Lexington Avenue Condo,80,DST-20260604-045,DFP-BAF967DC89,DCL-20260604-045,refinancing stress,New York City / New York,General Residential,Unknown,Unknown,Refinancing - New York City / New York - Derby Copeland Capital Provides $54 Million Refi for Lexington Avenue Condo,53,Monitor,Refinancing; refinancing,"Track potential rescue capital, debt recapitalization, or capital partner opening",Monitor for repeated distress signals,Derby Copeland Capital Provides $54 Million Refi for Lexington Avenue Condo,https://commercialobserver.com/2026/06/derby-copeland-capital-54-million-refi-660-lexington-avenue/,Medium
2026-06-04,20260604-000136-6cfa7913,PRJ-20260604-0029,Entitlement / Permitting - Atlanta / Georgia - Cambridge Properties Bringing New Life to Aging Charlotte Center,80,DST-20260604-050,DFP-7277C0303C,DCL-20260604-050,refinancing stress,Atlanta / Georgia,Student Housing,Unknown,Unknown,Refinancing - Atlanta / Georgia - Georgia Tech Student Housing Investors Ink Refi,52,Monitor,Refinancing; refinancing,"Track potential rescue capital, debt recapitalization, or capital partner opening",Monitor for repeated distress signals,Georgia Tech Student Housing Investors Ink Refi,https://www.connectcre.com/stories/georgia-tech-student-housing-investors-ink-refi/,Medium
2026-06-04,20260604-000136-6cfa7913,PRJ-20260604-0035,Construction Financing - Austin / Texas - Developer Duo Inks $870M Construction Loan for Lake Austin Four Seasons Residences,100,DST-20260604-009,DFP-7520E112C4,DCL-20260604-009,construction loan gap,Austin / Texas,Apartment,Lincoln Property Company,Unknown,Construction Financing - Austin / Texas - Developer Duo Inks $870M Construction Loan for Lake Austin Four Seasons Residences,50,Monitor,Construction Financing; construction loan,"Track potential rescue capital, debt recapitalization, or capital partner opening",Monitor for repeated distress signals,Developer Duo Inks $870M Construction Loan for Lake Austin Four Seasons Residences,https://www.connectcre.com/stories/developer-duo-inks-870m-construction-loan-for-lake-austin-four-seasons-residences/,Medium
