run_date,run_id,run_timestamp,entity_type,entity_name,signal_type,market_or_region,residential_sector,first_seen_date,last_seen_date,observation_count,current_run_signal_count,persistence_score,momentum_direction,signal_acceleration,recurring_signal_label,historical_importance_score,longitudinal_conviction_score,institutional_persistence_score,capital_flow_strength_score
2026-06-04,20260604-081413-1726a3a1,2026-06-04 08:14:13,Lender / Debt Provider,JLL,Construction Financing,California,Apartment,2026-05-19,2026-06-04,32,1,99,Stable,0,Persistent,90,95,92,89
2026-06-04,20260604-081413-1726a3a1,2026-06-04 08:14:13,Relationship Edge,JLL -> JLL,Financing Relationship,California,,2026-05-19,2026-06-04,75,3,100,Stable,0,Persistent,84,94,92,89
2026-06-04,20260604-081413-1726a3a1,2026-06-04 08:14:13,Relationship Edge,JLL -> California,Financing Relationship,California,,2026-05-19,2026-06-04,32,1,99,Stable,0,Persistent,84,93,92,89
2026-06-04,20260604-081413-1726a3a1,2026-06-04 08:14:13,Relationship Edge,CBRE -> CBRE,Financing Relationship,Los Angeles / California,,2026-06-02,2026-06-04,10,1,97,Stable,0,Persistent,83,91,91,88
2026-06-04,20260604-081413-1726a3a1,2026-06-04 08:14:13,Relationship Edge,PEF Advisors -> California,Financing Relationship,California,,2026-06-02,2026-06-04,20,2,97,Stable,0,Persistent,83,91,91,88
2026-06-04,20260604-081413-1726a3a1,2026-06-04 08:14:13,Institutional Capital Partner,Santa Ana Multifamily JLL Capital,Refinancing / Recapitalization,California,Apartment,2026-06-02,2026-06-04,6,1,80,Stable,0,Persistent,83,81,82,81
2026-06-04,20260604-081413-1726a3a1,2026-06-04 08:14:13,Deal / Project,Construction Financing - California - JLL Lines Up $144M Construction Loan for Santa Ana Multifamily,Construction Financing,California,Apartment,2026-05-19,2026-06-04,32,1,99,Stable,0,Persistent,82,92,72,81
2026-06-04,20260604-081413-1726a3a1,2026-06-04 08:14:13,Lender / Debt Provider,JLL,General Project Signal,California,Senior Housing,2026-05-20,2026-06-04,33,1,96,Stable,0,Persistent,81,90,90,67
2026-06-04,20260604-081413-1726a3a1,2026-06-04 08:14:13,Relationship Edge,California -> California,Financing Relationship,California,,2026-05-26,2026-06-01,19,0,85,Weakening,0,Fading,79,83,85,83
2026-06-04,20260604-081413-1726a3a1,2026-06-04 08:14:13,Relationship Edge,California -> JLL,Financing Relationship,California,,2026-05-19,2026-06-01,26,0,85,Weakening,0,Fading,79,83,85,83
2026-06-04,20260604-081413-1726a3a1,2026-06-04 08:14:13,Relationship Edge,Los Angeles -> Los Angeles,Financing Relationship,Los Angeles,,2026-05-20,2026-06-01,12,0,85,Weakening,0,Fading,79,83,85,83
2026-06-04,20260604-081413-1726a3a1,2026-06-04 08:14:13,Relationship Edge,Los Angeles -> Los Angeles,Financing Relationship,Los Angeles / California,,2026-06-01,2026-06-04,8,2,83,Stable,0,Persistent,78,81,84,82
2026-06-04,20260604-081413-1726a3a1,2026-06-04 08:14:13,Deal / Project,Construction Financing - Los Angeles - Developer scores construction loan for mixed-use project at 8025 Santa Monica Blvd. in Wes...,Construction Financing,Los Angeles,Affordable Housing,2026-05-27,2026-06-01,10,0,85,Weakening,0,Fading,77,82,65,75
2026-06-04,20260604-081413-1726a3a1,2026-06-04 08:14:13,Relationship Edge,CBRE -> CBRE,Financing Relationship,California,,2026-05-21,2026-06-04,6,2,80,Stable,0,Persistent,77,79,82,81
2026-06-04,20260604-081413-1726a3a1,2026-06-04 08:14:13,Institutional Capital Partner,PSRS,Refinancing / Recapitalization,Los Angeles / California,Affordable Housing,2026-06-04,2026-06-04,2,1,62,Stable,0,Emerging,77,68,74,74
2026-06-04,20260604-081413-1726a3a1,2026-06-04 08:14:13,Institutional Capital Partner,JLL,Capital Inflow,Atlanta / Georgia; California,Apartment,2026-06-02,2026-06-04,6,1,82,Stable,0,Persistent,76,80,84,62
2026-06-04,20260604-081413-1726a3a1,2026-06-04 08:14:13,GP / Developer,JLL,acquisition; disposition / exit; refinancing; operational technology / AI adoption,California,Apartment,2026-06-02,2026-06-04,6,1,82,Stable,0,Persistent,76,80,64,74
2026-06-04,20260604-081413-1726a3a1,2026-06-04 08:14:13,Lender / Debt Provider,CBRE,Office-to-Residential Conversion,Los Angeles / California,Office-to-Residential Conversion,2026-06-01,2026-06-04,7,1,81,Stable,0,Persistent,76,79,83,61
2026-06-04,20260604-081413-1726a3a1,2026-06-04 08:14:13,Institutional Capital Partner,Freestone Capital,Capital Inflow,California,Affordable Housing,2026-06-02,2026-06-04,6,1,81,Stable,0,Persistent,76,79,83,61
2026-06-04,20260604-081413-1726a3a1,2026-06-04 08:14:13,GP / Developer,JLL,Construction Financing,California,Apartment,2026-06-02,2026-06-04,6,1,81,Stable,0,Persistent,76,79,63,73
2026-06-04,20260604-081413-1726a3a1,2026-06-04 08:14:13,Institutional Capital Partner,PEF Advisors,Capital Inflow,California,Affordable Housing,2026-06-02,2026-06-04,6,1,81,Stable,0,Persistent,76,79,83,61
2026-06-04,20260604-081413-1726a3a1,2026-06-04 08:14:13,Institutional Capital Partner,Lincoln Property Company,Development Capital Deployment,California,Apartment,2026-05-28,2026-06-01,9,0,80,Weakening,0,Fading,76,78,82,61
2026-06-04,20260604-081413-1726a3a1,2026-06-04 08:14:13,Lender / Debt Provider,walker & dunlop,Refinancing,California,Affordable Housing,2026-05-27,2026-06-01,4,0,58,Weakening,0,Fading,76,65,72,72
2026-06-04,20260604-081413-1726a3a1,2026-06-04 08:14:13,Relationship Edge,JLL -> California,Market Expansion,California,,2026-05-20,2026-06-04,33,1,96,Stable,0,Persistent,75,88,90,67
2026-06-04,20260604-081413-1726a3a1,2026-06-04 08:14:13,Relationship Edge,CBRE -> Los Angeles,Market Expansion,Los Angeles / California,,2026-06-02,2026-06-04,20,2,94,Stable,0,Persistent,75,86,90,67
2026-06-04,20260604-081413-1726a3a1,2026-06-04 08:14:13,Relationship Edge,CBRE -> Los Angeles,General Association,Los Angeles / California,,2026-06-02,2026-06-04,10,1,94,Stable,0,Persistent,75,86,90,67
2026-06-04,20260604-081413-1726a3a1,2026-06-04 08:14:13,GP / Developer,JLL,refinancing; operational technology / AI adoption,California,Apartment,2026-06-02,2026-06-04,6,1,79,Stable,0,Persistent,75,77,62,73
2026-06-04,20260604-081413-1726a3a1,2026-06-04 08:14:13,Residential Sector,Affordable Housing,"California affordability, entitlement, and public-private partnership signal",California,Affordable Housing,2026-05-22,2026-06-04,10,1,98,Stable,0,Persistent,74,88,72,60
2026-06-04,20260604-081413-1726a3a1,2026-06-04 08:14:13,Residential Sector,Senior Housing,Demographic demand and operating capability signal,California,Senior Housing,2026-05-20,2026-06-04,30,1,97,Stable,0,Persistent,74,88,71,60
2026-06-04,20260604-081413-1726a3a1,2026-06-04 08:14:13,Relationship Edge,California -> California,Acquisition / Buyer,California,,2026-05-21,2026-06-04,28,1,92,Stable,0,Persistent,74,85,88,66
2026-06-04,20260604-081413-1726a3a1,2026-06-04 08:14:13,Relationship Edge,Los Angeles -> California,Market Expansion,California,,2026-05-22,2026-06-04,14,1,92,Stable,0,Persistent,74,85,88,66
2026-06-04,20260604-081413-1726a3a1,2026-06-04 08:14:13,Relationship Edge,Los Angeles -> Los Angeles,Entitlement / Permitting,Los Angeles / California,,2026-06-01,2026-06-04,46,5,92,Stable,0,Persistent,74,85,88,66
2026-06-04,20260604-081413-1726a3a1,2026-06-04 08:14:13,Institutional Capital Partner,Alliance Residential,Capital Inflow,California,Apartment,2026-05-29,2026-06-01,8,0,75,Weakening,0,Fading,74,75,80,59
2026-06-04,20260604-081413-1726a3a1,2026-06-04 08:14:13,Institutional Capital Partner,Alliance Residential,Capital Inflow,Riverside / California,Apartment,2026-06-01,2026-06-02,7,0,74,Weakening,0,Fading,74,74,80,59
2026-06-04,20260604-081413-1726a3a1,2026-06-04 08:14:13,Institutional Capital Partner,Lincoln Property Company,Development Capital Deployment,Santa Monica / California,Apartment,2026-06-01,2026-06-02,7,0,74,Weakening,0,Fading,74,74,80,59
2026-06-04,20260604-081413-1726a3a1,2026-06-04 08:14:13,Deal / Project,General Project Signal - California - JLL Arranges $252M Financing for Huntington Beach Seniors Project,General Project Signal,California,Senior Housing,2026-05-20,2026-06-04,31,1,96,Stable,0,Persistent,73,87,70,59
2026-06-04,20260604-081413-1726a3a1,2026-06-04 08:14:13,GP / Developer,PEF Advisors,Recapitalization,California,Affordable Housing,2026-06-02,2026-06-04,10,1,94,Stable,0,Persistent,73,86,70,59
2026-06-04,20260604-081413-1726a3a1,2026-06-04 08:14:13,Deal / Project,"Recapitalization - California - PEF Advisors, Freestone Capital Form JV to Recapitalize Affordable Properties",Recapitalization,California,Affordable Housing,2026-05-27,2026-06-04,19,1,94,Stable,0,Persistent,73,86,70,59
2026-06-04,20260604-081413-1726a3a1,2026-06-04 08:14:13,Relationship Edge,Los Angeles -> California,Entitlement / Permitting,California,,2026-05-19,2026-06-04,28,2,90,Stable,0,Persistent,73,83,88,65
2026-06-04,20260604-081413-1726a3a1,2026-06-04 08:14:13,Relationship Edge,California -> California,Market Expansion,California,,2026-05-19,2026-06-04,29,2,89,Stable,0,Persistent,73,83,87,65
2026-06-04,20260604-081413-1726a3a1,2026-06-04 08:14:13,Relationship Edge,Alliance Residential -> California,JV / Partnership,Riverside / California,,2026-06-01,2026-06-02,24,0,88,Weakening,0,Fading,73,82,86,64
2026-06-04,20260604-081413-1726a3a1,2026-06-04 08:14:13,Relationship Edge,Alliance Residential -> Riverside,JV / Partnership,Riverside / California,,2026-06-01,2026-06-02,12,0,88,Weakening,0,Fading,73,82,86,64
2026-06-04,20260604-081413-1726a3a1,2026-06-04 08:14:13,Lender / Debt Provider,JLL,Disposition / Exit,California,General Residential,2026-05-29,2026-06-02,15,0,88,Weakening,0,Fading,73,82,86,64
2026-06-04,20260604-081413-1726a3a1,2026-06-04 08:14:13,Relationship Edge,Marcus & Millichap -> Los Angeles,Disposition / Seller,Los Angeles / California,,2026-06-02,2026-06-02,12,0,88,Weakening,0,Fading,73,82,86,64
2026-06-04,20260604-081413-1726a3a1,2026-06-04 08:14:13,Relationship Edge,Los Angeles -> Los Angeles,Disposition / Seller,Los Angeles / California,,2026-06-01,2026-06-02,30,0,87,Weakening,0,Fading,72,81,86,64
2026-06-04,20260604-081413-1726a3a1,2026-06-04 08:14:13,Relationship Edge,Alliance Residential -> California,JV / Partnership,California,,2026-05-29,2026-06-01,20,0,84,Weakening,0,Fading,71,79,84,63
2026-06-04,20260604-081413-1726a3a1,2026-06-04 08:14:13,Relationship Edge,California -> California,Disposition / Seller,California,,2026-05-20,2026-06-01,21,0,84,Weakening,0,Fading,71,79,84,63
2026-06-04,20260604-081413-1726a3a1,2026-06-04 08:14:13,Relationship Edge,Los Angeles -> Los Angeles,Market Expansion,Los Angeles / California,,2026-06-01,2026-06-01,12,0,84,Weakening,0,Fading,71,79,84,63
2026-06-04,20260604-081413-1726a3a1,2026-06-04 08:14:13,Relationship Edge,Los Angeles -> Los Angeles,JV / Partnership,Los Angeles,,2026-05-19,2026-06-01,18,0,84,Weakening,0,Fading,71,79,84,63
2026-06-04,20260604-081413-1726a3a1,2026-06-04 08:14:13,Relationship Edge,Los Angeles -> Los Angeles,Disposition / Seller,Los Angeles,,2026-05-19,2026-06-01,32,0,84,Weakening,0,Fading,71,79,84,63
2026-06-04,20260604-081413-1726a3a1,2026-06-04 08:14:13,Relationship Edge,Los Angeles -> Los Angeles,Entitlement / Permitting,Los Angeles,,2026-05-19,2026-06-01,59,0,84,Weakening,0,Fading,71,79,84,63
2026-06-04,20260604-081413-1726a3a1,2026-06-04 08:14:13,Relationship Edge,Los Angeles -> Los Angeles,Market Expansion,Los Angeles,,2026-05-19,2026-06-01,54,0,84,Weakening,0,Fading,71,79,84,63
2026-06-04,20260604-081413-1726a3a1,2026-06-04 08:14:13,Relationship Edge,California -> northmarq,Financing Relationship,California,,2026-05-22,2026-05-27,9,0,62,Weakening,0,Fading,71,66,74,74
2026-06-04,20260604-081413-1726a3a1,2026-06-04 08:14:13,GP / Developer,Alliance Residential,JV / Partnership,Riverside / California,Apartment,2026-06-01,2026-06-02,12,0,87,Weakening,0,Fading,70,80,66,56
2026-06-04,20260604-081413-1726a3a1,2026-06-04 08:14:13,Residential Sector,Office-to-Residential Conversion,"Adaptive reuse, entitlement, and construction feasibility signal",Los Angeles / California,Office-to-Residential Conversion,2026-06-01,2026-06-04,7,1,86,Stable,0,Persistent,70,80,66,55
2026-06-04,20260604-081413-1726a3a1,2026-06-04 08:14:13,Lender / Debt Provider,CBRE,Office-to-Residential Conversion,Los Angeles / California,Affordable Housing,2026-06-01,2026-06-02,5,0,64,Weakening,0,Fading,70,66,74,55
2026-06-04,20260604-081413-1726a3a1,2026-06-04 08:14:13,Relationship Edge,Berkadia -> Berkadia,Financing Relationship,Sarasota / Florida,,2026-06-01,2026-06-04,13,2,98,Stable,0,Persistent,69,86,92,88
2026-06-04,20260604-081413-1726a3a1,2026-06-04 08:14:13,Residential Sector,Affordable Housing,"California affordability, entitlement, and public-private partnership signal",Los Angeles,Affordable Housing,2026-05-20,2026-06-01,14,0,83,Weakening,0,Fading,69,77,64,54
2026-06-04,20260604-081413-1726a3a1,2026-06-04 08:14:13,Deal / Project,General Project Signal - Los Angeles - Affordable housing slated for 1418 S. Mansfield Ave. in Mid-City,General Project Signal,Los Angeles,Affordable Housing,2026-05-27,2026-06-01,10,0,83,Weakening,0,Fading,69,77,64,54
