run_date,run_id,run_timestamp,la_submarket,article_count,deal_count,entitlement_signal_count,opportunity_count,distress_signal_count,timing_signal_count,residential_sector_focus,entitlement_theme,site_strategy_theme,local_gp_or_developer,project_or_deal_reference,la_opportunity_score,la_execution_risk_score,entitlement_precedent_signal,potential_woomi_site_strategy,recommended_local_follow_up,confidence_level
2026-06-04,20260604-081413-1726a3a1,2026-06-04 08:14:13,Los Angeles,12,4,5,3,0,2,Affordable Housing,Entitlement Approval,Downtown infill; Adaptive reuse corridor; Office conversion corridor,Unknown,80 homes coming to 824 S. Gladys Ave. in San Gabriel; Construction Tops Out at La Mesa Townhome/Apartment Complex; Construction begins for affordable housing at 4151 E. Fountain Ave. in Long Beach; Construction kicks off for affordable housing at 706 W. 85th Street in South L.A.; Development Start - Los Angeles / California - Construction kicks off for affordable housing at 706 W. 85th Street in South L.A.,100,55,Yes,DTLA adaptive reuse watch,Track local planning docket and entitlement precedent,High
2026-06-04,20260604-081413-1726a3a1,2026-06-04 08:14:13,Hollywood,2,2,1,2,1,2,Apartment,Entitlement Approval,General submarket monitoring,Unknown,Construction Financing - Los Angeles / California - PSRS Arranges $6.8M in Construction Financing for Affordable Housing Project in North Holl...; Entitlement / Permitting - Los Angeles / California - New plan unveiled for West Hollywood's Melrose Triangle development; New plan unveiled for West Hollywood's Melrose Triangle development; PSRS Arranges $6.8M in Construction Financing for Affordable Housing Project in North Hollywood,96,46,Yes,Hollywood / transit-oriented housing watch,Track local planning docket and entitlement precedent,High
2026-06-04,20260604-081413-1726a3a1,2026-06-04 08:14:13,Glendale,1,1,2,1,0,1,Affordable Housing,Planning Approval,General submarket monitoring,Unknown,Entitlement / Permitting - New York - Proposed apartments face appeal at 3411 Foothill Blvd. in Glendale; Proposed apartments face appeal at 3411 Foothill Blvd. in Glendale,75,65,Yes,Monitor only,Track local planning docket and entitlement precedent,High
2026-06-04,20260604-081413-1726a3a1,2026-06-04 08:14:13,Santa Ana,1,1,0,1,1,1,Apartment,General Entitlement Signal,General submarket monitoring,Unknown,Construction Financing - California - JLL Lines Up $144M Construction Loan for Santa Ana Multifamily; JLL Lines Up $144M Construction Loan for Santa Ana Multifamily,74,59,No,Orange County suburban apartment watch,Review potential acquisition pipeline,Medium
2026-06-04,20260604-081413-1726a3a1,2026-06-04 08:14:13,Santa Monica,2,2,1,1,0,0,Affordable Housing,Entitlement Approval,General submarket monitoring,Unknown,Entitlement / Permitting - Los Angeles / California - New plan unveiled for West Hollywood's Melrose Triangle development; General Project Signal - Santa Monica / California - Metro-adjacent affordable housing rises at 1640 20th Street in Santa Monica; Metro-adjacent affordable housing rises at 1640 20th Street in Santa Monica; New plan unveiled for West Hollywood's Melrose Triangle development,70,40,Yes,Monitor only,Track local planning docket and entitlement precedent,Medium
2026-06-04,20260604-081413-1726a3a1,2026-06-04 08:14:13,Venice,2,1,1,1,0,1,Affordable Housing,Entitlement Approval,General submarket monitoring,Unknown,Entitlement / Permitting - Los Angeles / California - Venice Dell affordable housing project notches legal win; Metro-adjacent affordable housing rises at 1640 20th Street in Santa Monica; Venice Dell affordable housing project notches legal win,69,52,Yes,Monitor only,Track local planning docket and entitlement precedent,Medium
2026-06-04,20260604-081413-1726a3a1,2026-06-04 08:14:13,West Hollywood,1,1,1,1,0,1,Apartment,Entitlement Approval,General submarket monitoring,Unknown,Entitlement / Permitting - Los Angeles / California - New plan unveiled for West Hollywood's Melrose Triangle development; New plan unveiled for West Hollywood's Melrose Triangle development,68,40,Yes,Hollywood / transit-oriented housing watch,Track local planning docket and entitlement precedent,Medium
2026-06-04,20260604-081413-1726a3a1,2026-06-04 08:14:13,Long Beach,1,1,0,1,0,1,Affordable Housing,General Entitlement Signal,General submarket monitoring,Unknown,Construction begins for affordable housing at 4151 E. Fountain Ave. in Long Beach; Development Start - California - Construction begins for affordable housing at 4151 E. Fountain Ave. in Long Beach,63,30,No,Long Beach mixed-use residential watch,Review potential acquisition pipeline,Medium
2026-06-04,20260604-081413-1726a3a1,2026-06-04 08:14:13,Riverside,1,1,0,1,0,0,General Residential,General Entitlement Signal,General submarket monitoring,Unknown,Blackstone’s Link Logistics Sells Light Industrial Portfolio for $1.8B; JV / Partnership - Riverside / California - Blackstone’s Link Logistics Sells Light Industrial Portfolio for $1.8B,63,30,No,Inland Empire BTR / rental housing watch,Review potential acquisition pipeline,Medium
2026-06-04,20260604-081413-1726a3a1,2026-06-04 08:14:13,California,0,7,0,0,0,0,General Residential,General Entitlement Signal,Transit-oriented development,Unknown,"Acquisition - California - CBRE Brokers $3.7M Sale of Multi-Tenant Retail Property in Santee, California; Acquisition - California - Pacific Urban Investors Acquires 140-Unit Multifamily Community in San Diego; Development Start - California - Affirmed Housing, VTA Break Ground on San Jose TOD; Disposition / Exit - California - Former Bank Branch Positioned as Development Opportunity in Garden Grove Sale; General Project Signal - California - JLL Arranges $252M Financing for Huntington Beach Seniors Project",56,20,No,Hollywood / transit-oriented housing watch,Monitor only,Medium
