run_date,run_id,la_watch_id,la_submarket,project_or_deal_name,gp_or_developer,residential_sector,entitlement_signal_type,entitlement_stage,entitlement_risk_score,entitlement_opportunity_score,local_relevance_score,woomi_site_strategy_relevance,potential_site_strategy_angle,recommended_local_follow_up,source_article_title,url,confidence_level
2026-05-21,20260521-230148-97d5f8bd,LAW-20260521-002,Los Angeles,Office-to-Residential Conversion - Los Angeles - Former IBM offices at 3424 Wilshire to become housing,Unknown,Office-to-Residential Conversion,Office-to-Residential Conversion,Unknown Stage,28,57,67,Relevant to California entitlement monitoring,Track office-to-residential feasibility,"Track local planning docket, sponsor, submarket, and entitlement precedent",Former IBM offices at 3424 Wilshire to become housing,https://la.urbanize.city/post/former-ibm-offices-3424-wilshire-become-housing,Low
2026-05-21,20260521-230148-97d5f8bd,LAW-20260521-003,Los Angeles,Office-to-Residential Conversion - Los Angeles - Adaptive reuse planned for Westwood office tower at 10900 Wilshire Blvd.,Unknown,Office-to-Residential Conversion,Office-to-Residential Conversion,Unknown Stage,28,57,67,Relevant to California entitlement monitoring,Track office-to-residential feasibility,"Track local planning docket, sponsor, submarket, and entitlement precedent",Adaptive reuse planned for Westwood office tower at 10900 Wilshire Blvd.,https://la.urbanize.city/post/adaptive-reuse-planned-westwood-office-tower-10900-wilshire-blvd,Medium
2026-05-21,20260521-230148-97d5f8bd,LAW-20260521-005,California,Entitlement / Permitting - California - Affordable housing unwrapped at 611 S. Hobart Blvd. in Koreatown,Unknown,Affordable Housing,Entitlement Approval,Unknown Stage,38,45,65,Relevant to California entitlement monitoring,Watch affordable housing requirement,"Track local planning docket, sponsor, submarket, and entitlement precedent",Affordable housing unwrapped at 611 S. Hobart Blvd. in Koreatown,https://la.urbanize.city/post/affordable-housing-unwrapped-611-s-hobart-blvd-koreatown,Low
2026-05-21,20260521-230148-97d5f8bd,LAW-20260521-007,L.A.,Entitlement / Permitting - Los Angeles - Developer revives plan for Best Western hotel at 2645 S. Western Ave. in Jefferson Park,Unknown,Multifamily,Entitlement Approval,Unknown Stage,28,45,63,Relevant to California entitlement monitoring,Track entitlement precedent,"Track local planning docket, sponsor, submarket, and entitlement precedent",Developer revives plan for Best Western hotel at 2645 S. Western Ave. in Jefferson Park,https://la.urbanize.city/post/developer-revives-plan-best-western-hotel-2645-s-western-ave-jefferson-park,Low
2026-05-21,20260521-230148-97d5f8bd,LAW-20260521-006,Los Angeles,Entitlement / Permitting - Los Angeles - Tommy Beadel on why Los Angeles is the easiest place to develop real estate,Unknown,Affordable Housing,Entitlement Approval,Unknown Stage,28,45,63,Relevant to California entitlement monitoring,Track entitlement precedent,"Track local planning docket, sponsor, submarket, and entitlement precedent",Tommy Beadel on why Los Angeles is the easiest place to develop real estate,https://la.urbanize.city/post/tommy-beadel-why-los-angeles-easiest-place-develop-real-estate,Low
2026-05-21,20260521-230148-97d5f8bd,LAW-20260521-001,Los Angeles,NYC unveils plan to speed up affordable housing development,Unknown,Affordable Housing,CEQA / Environmental Review,Under Review,75,30,54,General LA / California monitoring,Watch affordable housing requirement,"Review CEQA status, appeal risk, and approval timeline",NYC unveils plan to speed up affordable housing development,https://www.multifamilydive.com/news/nyc-speed-affordable-housing-development/820640/,Low
2026-05-21,20260521-230148-97d5f8bd,LAW-20260521-004,Los Angeles,"AvalonBay, Equity Residential Strike Largest REIT Merger In U.S. History",Unknown,Apartment,Density Bonus / TOC,Unknown Stage,28,48,49,General LA / California monitoring,Monitor density bonus use,Compare density bonus / TOC precedent with target-site assumptions,"AvalonBay, Equity Residential Strike Largest REIT Merger In U.S. History",https://www.bisnow.com/national/news/capital-markets/avalonbay-equity-residential-all-stock-merger-creating-180000-apartment-giant-134679,Low
2026-05-21,20260521-230148-97d5f8bd,LAW-20260521-008,New York,Entitlement / Permitting - New York - NYC unveils plan to speed up affordable housing development,Unknown,Affordable Housing,Entitlement Approval,Unknown Stage,38,30,45,General LA / California monitoring,Watch affordable housing requirement,"Track local planning docket, sponsor, submarket, and entitlement precedent",NYC unveils plan to speed up affordable housing development,https://www.multifamilydive.com/news/nyc-speed-affordable-housing-development/820640/,Low
2026-05-21,20260521-230148-97d5f8bd,LAW-20260521-009,Los Angeles,"High Street, Camden Advance Plans for 400-Unit Apartment Development in Durham",Unknown,Apartment,Planning Approval,Early Planning,35,30,44,General LA / California monitoring,Track entitlement precedent,"Track local planning docket, sponsor, submarket, and entitlement precedent","High Street, Camden Advance Plans for 400-Unit Apartment Development in Durham",https://rebusinessonline.com/high-street-camden-advance-plans-for-400-unit-apartment-development-in-durham/,Low
2026-05-21,20260521-230148-97d5f8bd,LAW-20260521-011,Atlanta,Entitlement / Permitting - Sun Belt - Cambridge Properties Bringing New Life to Aging Charlotte Center,Unknown,Apartment,Entitlement Approval,Unknown Stage,28,30,42,General LA / California monitoring,Track entitlement precedent,"Track local planning docket, sponsor, submarket, and entitlement precedent",Cambridge Properties Bringing New Life to Aging Charlotte Center,https://www.connectcre.com/stories/cambridge-properties-bringing-new-life-to-aging-center/,Low
2026-05-21,20260521-230148-97d5f8bd,LAW-20260521-010,Southeast,"Entitlement / Permitting - Southeast - High Street, Camden Advance Plans for 400-Unit Apartment Development in Durham",Camden Property Trust,Apartment,Entitlement Approval,Early Planning,20,35,42,General LA / California monitoring,Monitor local sponsor activity,"Track local planning docket, sponsor, submarket, and entitlement precedent","High Street, Camden Advance Plans for 400-Unit Apartment Development in Durham",https://rebusinessonline.com/high-street-camden-advance-plans-for-400-unit-apartment-development-in-durham/,Low
