run_date,run_id,canonical_project_id,canonical_project_name,project_identity_confidence,lifecycle_id,canonical_asset_or_project_name,market,city_or_submarket,residential_sector,gp_or_developer,lender_or_capital_partner,current_lifecycle_stage,primary_development_category,primary_category_reason,previous_lifecycle_stage_if_known,lifecycle_progression_signal,lifecycle_risk_score,lifecycle_opportunity_score,timing_bucket,entitlement_complexity_flag,financing_dependency_flag,construction_execution_flag,lease_up_risk_flag,woomi_lifecycle_relevance,recommended_lifecycle_follow_up,evidence_signals,source_article_title,source,url,confidence_level
2026-05-21,20260521-230148-97d5f8bd,PRJ-20260521-0122,"General Project Signal - California - AvalonBay, Equity Residential Merging to Form $69B Multifamily Giant",100,LC-20260521-001,"General Project Signal - California - AvalonBay, Equity Residential Merging to Form $69B Multifamily Giant",California,San Francisco,Apartment,AvalonBay,Unknown,Unknown Stage,excluded,no clear development milestone,,Reappearing,23,100,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,"AvalonBay, Equity Residential Merging to Form $69B Multifamily Giant",Commercial Observer,https://commercialobserver.com/2026/05/avalonbay-equity-residential-merge-multifamily/,High
2026-05-21,20260521-230148-97d5f8bd,PRJ-20260521-0085,"General Project Signal - National - AvalonBay, Equity Residential Strike Largest REIT Merger In U.S. History",100,LC-20260521-002,"General Project Signal - National - AvalonBay, Equity Residential Strike Largest REIT Merger In U.S. History",Unknown,National,Apartment,AvalonBay,Unknown,Unknown Stage,excluded,no clear development milestone,,Reappearing,20,98,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,"AvalonBay, Equity Residential Strike Largest REIT Merger In U.S. History",Bisnow,https://www.bisnow.com/national/news/capital-markets/avalonbay-equity-residential-all-stock-merger-creating-180000-apartment-giant-134679,High
2026-05-21,20260521-230148-97d5f8bd,PRJ-20260521-0124,"Entitlement / Permitting - Southeast - High Street, Camden Advance Plans for 400-Unit Apartment Development in Durham",100,LC-20260521-010,"Entitlement / Permitting - Southeast - High Street, Camden Advance Plans for 400-Unit Apartment Development in Durham",Southeast,Southeast,Apartment,Camden Property Trust,Unknown,Early Site Signal,approval_watch,matched permit,,Reappearing,13,96,Unknown Timing,Low,Low,Low,Low,General monitoring,Monitor lifecycle signal for repeated confirmation,Early Site Signal; Entitlement Play; No explicit timing reference,"High Street, Camden Advance Plans for 400-Unit Apartment Development in Durham",REBusiness Online,https://rebusinessonline.com/high-street-camden-advance-plans-for-400-unit-apartment-development-in-durham/,High
2026-05-21,20260521-230148-97d5f8bd,PRJ-20260521-0036,Disposition / Exit - Sun Belt - Charlotte Apartment Project Fetches $107M,100,LC-20260521-006,Disposition / Exit - Sun Belt - Charlotte Apartment Project Fetches $107M,Sun Belt,Atlanta,Apartment,Wood Partners,northmarq,Unknown Stage,excluded,excluded operating-asset disposition,Unknown Stage,Reappearing,21,94,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,Charlotte Apartment Project Fetches $107M,Connect CRE Charlotte,https://www.connectcre.com/stories/charlotte-apartment-project-fetches-107m/,High
2026-05-21,20260521-230148-97d5f8bd,PRJ-20260521-0096,JV / Partnership - New York - Blackstone Announces Joint Venture with Google to Create New TPU Cloud,100,LC-20260521-019,JV / Partnership - New York - Blackstone Announces Joint Venture with Google to Create New TPU Cloud,New York,New York,General Residential,Blackstone,Unknown,Unknown Stage,excluded,no clear development milestone,Unknown Stage,Reappearing,19,92,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,Blackstone Announces Joint Venture with Google to Create New TPU Cloud,Blackstone Real Estate,https://www.blackstone.com/news/press/blackstone-announces-joint-venture-with-google-to-create-new-tpu-cloud/,High
2026-05-21,20260521-230148-97d5f8bd,PRJ-20260521-0054,Operational / Property Management Tech - Sun Belt - VoltaGrid Announces $1 Billion Strategic Equity Investment from Blackstone and Halliburton...,100,LC-20260521-021,Operational / Property Management Tech - Sun Belt - VoltaGrid Announces $1 Billion Strategic Equity Investment from Blackstone and Halliburton...,Sun Belt,Houston,General Residential,Blackstone,Unknown,Unknown Stage,excluded,no clear development milestone,Unknown Stage,Reappearing,19,92,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,VoltaGrid Announces $1 Billion Strategic Equity Investment from Blackstone and Halliburton to Fund Growth and Acquisition of Propell,Blackstone Real Estate,https://www.blackstone.com/news/press/voltagrid-announces-1-billion-strategic-equity-investment-from-blackstone-and-halliburton-to-fund-growth-and-aquisition-of-propell/,High
2026-05-21,20260521-230148-97d5f8bd,PRJ-20260521-0049,"General Project Signal - Sun Belt - JPI Begins Construction on 277-Unit Multifamily Project in The Colony, Texas",100,LC-20260521-018,"General Project Signal - Sun Belt - JPI Begins Construction on 277-Unit Multifamily Project in The Colony, Texas",Sun Belt,Dallas,Mixed-Use Residential,JPI,Unknown,Unknown Stage,excluded,no clear development milestone,,Reappearing,21,91,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,"JPI Begins Construction on 277-Unit Multifamily Project in The Colony, Texas",REBusiness Online,https://rebusinessonline.com/jpi-begins-construction-on-277-unit-multifamily-project-in-the-colony-texas/,High
2026-05-21,20260521-230148-97d5f8bd,PRJ-20260521-0047,Acquisition - California - Sacramento Multifamily Sale Achieves Market’s Highest Price Per Unit in Four Years,80,LC-20260521-008,Construction Financing - California - JLL Lines Up $144M Construction Loan for Santa Ana Multifamily,California,California,Apartment,Unknown,JLL,Refinancing / Recapitalization,excluded,excluded financing-only article: construction loan,Refinancing / Recapitalization,Mature / Operating,68,86,Unknown Timing,Low,High,Low,Low,Relevant to acquisition / JV timing,"Track lender, maturity, debt terms, and recapitalization need",Refinancing / Recapitalization; Refinancing / Recapitalization; No explicit timing reference,JLL Lines Up $144M Construction Loan for Santa Ana Multifamily,Connect CRE Orange County,https://www.connectcre.com/stories/jll-lines-up-144m-construction-loan-for-santa-ana-multifamily/,High
2026-05-21,20260521-230148-97d5f8bd,PRJ-20260521-0086,Acquisition - National - Arbor Realty Trust Lends $125M on Chicago Apartments Acquisition,100,LC-20260521-005,Acquisition - National - Arbor Realty Trust Lends $125M on Chicago Apartments Acquisition,Unknown,National,Apartment,Brookfield,Unknown,Unknown Stage,excluded,no clear development milestone,,Reappearing,21,85,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,Arbor Realty Trust Lends $125M on Chicago Apartments Acquisition,Commercial Observer,https://commercialobserver.com/2026/05/arbor-realty-trust-chicago-apartments-ohare-airport/,High
2026-05-21,20260521-230148-97d5f8bd,PRJ-20260521-0081,Construction Financing - Sun Belt - Alta Developers Lands $91.8M Construction Loan for Miami Apartments,80,LC-20260521-016,Construction Financing - Sun Belt - Alta Developers Lands $91.8M Construction Loan for Miami Apartments,Sun Belt,Miami,Apartment,Unknown,Unknown,Refinancing / Recapitalization,excluded,excluded financing-only article: construction loan,,Mature / Operating,57,84,Unknown Timing,Low,High,Low,Low,Relevant to acquisition / JV timing,"Track lender, maturity, debt terms, and recapitalization need",Refinancing / Recapitalization; Refinancing / Recapitalization; No explicit timing reference,Alta Developers Lands $91.8M Construction Loan for Miami Apartments,Connect CRE Apartments,https://www.connectcre.com/stories/alta-developers-lands-91-8m-construction-loan-for-miami-apartments/,High
