run_date,run_id,la_transition_watch_id,project_or_asset_name,la_submarket,gp_or_developer,residential_sector,previous_stage,current_stage,transition_type,progression_score,stall_risk_score,execution_momentum_label,la_entry_timing_signal,potential_woomi_site_strategy,recommended_local_follow_up,evidence_article_title,url,confidence_level
2026-05-21,20260521-230148-97d5f8bd,LAT-20260521-001,Office-to-Residential Conversion - Los Angeles - Former IBM offices at 3424 Wilshire to become housing,Los Angeles,Unknown,Office-to-Residential Conversion,Delivery / Opening,Delivery / Opening,Mature / Operating,78,13,Mature,Delivery / lease-up benchmark,Monitor only,"Use as delivery, lease-up, and underwriting benchmark",Former IBM offices at 3424 Wilshire to become housing,https://la.urbanize.city/post/former-ibm-offices-3424-wilshire-become-housing,High
2026-05-21,20260521-230148-97d5f8bd,LAT-20260521-002,Former IBM offices at 3424 Wilshire to become housing,Los Angeles,Unknown,Office-to-Residential Conversion,Delivery / Opening,Delivery / Opening,Mature / Operating,77,13,Mature,Delivery / lease-up benchmark,Monitor only,"Use as delivery, lease-up, and underwriting benchmark",Former IBM offices at 3424 Wilshire to become housing,https://la.urbanize.city/post/former-ibm-offices-3424-wilshire-become-housing,High
2026-05-21,20260521-230148-97d5f8bd,LAT-20260521-003,"Acquisition - Southeast - IPA Brokers Sale of 157-Unit Apartment Community in Lake Charles, Louisiana",Los Angeles,Unknown,Apartment,No Previous Record,Delivery / Opening,Newly Detected Project,72,12,Unknown,Delivery / lease-up benchmark,Monitor only,"Use as delivery, lease-up, and underwriting benchmark","IPA Brokers Sale of 157-Unit Apartment Community in Lake Charles, Louisiana",https://rebusinessonline.com/ipa-brokers-sale-of-157-unit-apartment-community-in-lake-charles-louisiana/,Medium
2026-05-21,20260521-230148-97d5f8bd,LAT-20260521-004,"IPA Brokers Sale of 157-Unit Apartment Community in Lake Charles, Louisiana",Los Angeles,Unknown,Apartment,No Previous Record,Delivery / Opening,Newly Detected Project,71,12,Unknown,Delivery / lease-up benchmark,Monitor only,"Use as delivery, lease-up, and underwriting benchmark","IPA Brokers Sale of 157-Unit Apartment Community in Lake Charles, Louisiana",https://rebusinessonline.com/ipa-brokers-sale-of-157-unit-apartment-community-in-lake-charles-louisiana/,Medium
2026-05-21,20260521-230148-97d5f8bd,LAT-20260521-005,Construction Financing - California - JLL Lines Up $144M Construction Loan for Santa Ana Multifamily,California,Unknown,Apartment,Refinancing / Recapitalization,Refinancing / Recapitalization,Same Stage Persistence,63,31,Stable,Refinancing / recap timing watch,Monitor refinancing or recap timing,"Track maturity, lender, recapitalization need, and potential JV angle",JLL Lines Up $144M Construction Loan for Santa Ana Multifamily,https://www.connectcre.com/stories/jll-lines-up-144m-construction-loan-for-santa-ana-multifamily/,Medium
2026-05-21,20260521-230148-97d5f8bd,LAT-20260521-006,General Project Signal - California - Anaheim Industrial Outdoor Storage Site Secures Bridge Loan,California,Unknown,General Residential,Refinancing / Recapitalization,Refinancing / Recapitalization,Same Stage Persistence,62,30,Stable,Refinancing / recap timing watch,Monitor refinancing or recap timing,"Track maturity, lender, recapitalization need, and potential JV angle",Anaheim Industrial Outdoor Storage Site Secures Bridge Loan,https://www.connectcre.com/stories/anaheim-industrial-outdoor-storage-site-secured-bridge-loan/,Medium
2026-05-21,20260521-230148-97d5f8bd,LAT-20260521-007,Construction Financing - Sun Belt - Alta Developers Lands $91.8M Construction Loan for Miami Apartments,Los Angeles,Unknown,Apartment,No Previous Record,Refinancing / Recapitalization,Newly Detected Project,58,30,Unknown,Refinancing / recap timing watch,Monitor refinancing or recap timing,"Track maturity, lender, recapitalization need, and potential JV angle",Alta Developers Lands $91.8M Construction Loan for Miami Apartments,https://www.connectcre.com/stories/alta-developers-lands-91-8m-construction-loan-for-miami-apartments/,Medium
2026-05-21,20260521-230148-97d5f8bd,LAT-20260521-008,Alta Developers Lands $91.8M Construction Loan for Miami Apartments,Los Angeles,Unknown,Apartment,No Previous Record,Refinancing / Recapitalization,Newly Detected Project,58,29,Unknown,Refinancing / recap timing watch,Monitor refinancing or recap timing,"Track maturity, lender, recapitalization need, and potential JV angle",Alta Developers Lands $91.8M Construction Loan for Miami Apartments,https://www.connectcre.com/stories/alta-developers-lands-91-8m-construction-loan-for-miami-apartments/,Medium
2026-05-21,20260521-230148-97d5f8bd,LAT-20260521-009,Anaheim Industrial Outdoor Storage Site Secures Bridge Loan,California,Unknown,General Residential,Refinancing / Recapitalization,Refinancing / Recapitalization,Same Stage Persistence,54,29,Stable,Refinancing / recap timing watch,Monitor refinancing or recap timing,"Track maturity, lender, recapitalization need, and potential JV angle",Anaheim Industrial Outdoor Storage Site Secures Bridge Loan,https://www.connectcre.com/stories/anaheim-industrial-outdoor-storage-site-secured-bridge-loan/,Medium
2026-05-21,20260521-230148-97d5f8bd,LAT-20260521-010,Refinancing - Sun Belt - Georgia Tech Student Housing Investors Ink Refi,Los Angeles,Unknown,Student Housing,Refinancing / Recapitalization,Refinancing / Recapitalization,Same Stage Persistence,53,29,Stable,Refinancing / recap timing watch,Monitor refinancing or recap timing,"Track maturity, lender, recapitalization need, and potential JV angle",Georgia Tech Student Housing Investors Ink Refi,https://www.connectcre.com/stories/georgia-tech-student-housing-investors-ink-refi/,Medium
