run_date,run_id,run_timestamp,pattern_type,entity_name,market_or_region,residential_sector,first_seen_date,last_seen_date,observation_count,current_run_signal_count,recurring_lender_score,recurring_capital_partner_score,refinancing_frequency,construction_financing_frequency,capital_flow_direction,debt_market_stress_label,capital_rotation_signal,capital_flow_strength_score
2026-05-21,20260521-230148-97d5f8bd,2026-05-21 23:01:48,Recurring Capital Partner,Blackstone,New York,General Residential,2026-05-19,2026-05-21,9,1,0,100,0,0,Stable,No Clear Stress,Stable capital pattern,100
2026-05-21,20260521-230148-97d5f8bd,2026-05-21 23:01:48,Market-Level Capital Concentration,California,California,Apartment,2026-05-19,2026-05-21,11,4,0,0,0,5,Increasing,No Clear Stress,Capital concentration increasing,100
2026-05-21,20260521-230148-97d5f8bd,2026-05-21 23:01:48,Market-Level Capital Concentration,California,California,General Residential,2026-05-19,2026-05-21,9,2,0,0,0,0,Increasing,No Clear Stress,Capital concentration increasing,100
2026-05-21,20260521-230148-97d5f8bd,2026-05-21 23:01:48,Market-Level Capital Concentration,California,California,Affordable Housing,2026-05-19,2026-05-21,9,1,0,0,0,0,Stable,No Clear Stress,Stable capital pattern,100
2026-05-21,20260521-230148-97d5f8bd,2026-05-21 23:01:48,Recurring Lender,JLL,Sun Belt,General Residential,2026-05-19,2026-05-21,8,1,100,0,0,0,Stable,No Clear Stress,Stable capital pattern,100
2026-05-21,20260521-230148-97d5f8bd,2026-05-21 23:01:48,Recurring Lender,JLL,California,Apartment,2026-05-19,2026-05-21,5,1,100,0,0,5,Stable,No Clear Stress,Stable capital pattern,100
2026-05-21,20260521-230148-97d5f8bd,2026-05-21 23:01:48,Market-Level Capital Concentration,Los Angeles,Los Angeles,Affordable Housing,2026-05-19,2026-05-21,13,1,0,0,0,4,Stable,No Clear Stress,Stable capital pattern,100
2026-05-21,20260521-230148-97d5f8bd,2026-05-21 23:01:48,Market-Level Capital Concentration,National,National,Apartment,2026-05-20,2026-05-21,8,4,0,0,0,0,Increasing,No Clear Stress,Capital concentration increasing,100
2026-05-21,20260521-230148-97d5f8bd,2026-05-21 23:01:48,Market-Level Capital Concentration,New York,New York,General Residential,2026-05-19,2026-05-21,9,1,0,0,0,0,Stable,No Clear Stress,Stable capital pattern,100
2026-05-21,20260521-230148-97d5f8bd,2026-05-21 23:01:48,Market-Level Capital Concentration,New York,New York,Affordable Housing,2026-05-19,2026-05-21,9,2,0,0,1,2,Stable,Monitor Debt Conditions,Stable capital pattern,100
2026-05-21,20260521-230148-97d5f8bd,2026-05-21 23:01:48,Market-Level Capital Concentration,New York,New York,Apartment,2026-05-19,2026-05-21,15,1,0,0,5,1,Stable,Refinancing Stress Watch,Stable capital pattern,100
2026-05-21,20260521-230148-97d5f8bd,2026-05-21 23:01:48,Market-Level Capital Concentration,Other / Unknown,Other / Unknown,Affordable Housing,2026-05-19,2026-05-21,10,1,0,0,2,3,Stable,Refinancing Stress Watch,Stable capital pattern,100
2026-05-21,20260521-230148-97d5f8bd,2026-05-21 23:01:48,Market-Level Capital Concentration,Other / Unknown,Other / Unknown,Apartment,2026-05-19,2026-05-21,30,6,0,0,3,1,Stable,Refinancing Stress Watch,Stable capital pattern,100
2026-05-21,20260521-230148-97d5f8bd,2026-05-21 23:01:48,Market-Level Capital Concentration,Other / Unknown,Other / Unknown,Multifamily,2026-05-19,2026-05-21,29,6,0,0,0,2,Stable,No Clear Stress,Stable capital pattern,100
2026-05-21,20260521-230148-97d5f8bd,2026-05-21 23:01:48,Market-Level Capital Concentration,Sun Belt,Sun Belt,General Residential,2026-05-19,2026-05-21,17,3,0,0,0,0,Stable,No Clear Stress,Stable capital pattern,100
2026-05-21,20260521-230148-97d5f8bd,2026-05-21 23:01:48,Market-Level Capital Concentration,Sun Belt,Sun Belt,Student Housing,2026-05-20,2026-05-21,4,1,0,0,4,0,Stable,Refinancing Stress Watch,Stable capital pattern,100
2026-05-21,20260521-230148-97d5f8bd,2026-05-21 23:01:48,Market-Level Capital Concentration,Sun Belt,Sun Belt,BTR / Single-Family Rental,2026-05-19,2026-05-21,11,2,0,0,0,0,Stable,No Clear Stress,Stable capital pattern,100
2026-05-21,20260521-230148-97d5f8bd,2026-05-21 23:01:48,Market-Level Capital Concentration,Sun Belt,Sun Belt,Apartment,2026-05-19,2026-05-21,55,11,0,0,5,6,Stable,Refinancing Stress Watch,Stable capital pattern,100
2026-05-21,20260521-230148-97d5f8bd,2026-05-21 23:01:48,Market-Level Capital Concentration,Sun Belt,Sun Belt,Multifamily,2026-05-19,2026-05-21,10,1,0,0,0,0,Stable,No Clear Stress,Stable capital pattern,100
