run_date,run_id,canonical_project_id,canonical_project_name,project_identity_confidence,run_timestamp,project_or_deal_name,deal_type,asset_type,residential_sector,market,city_or_submarket,state_or_region,gp_or_developer,canonical_gp_or_developer,institutional_partner,lender_or_debt_provider,canonical_lender_or_debt_provider,capital_partner,canonical_capital_partner,canonical_market,unit_count,dollar_amount,loan_amount,acquisition_price,development_cost,cap_rate,rent_growth,vacancy_rate,concession_signal,construction_start_or_delivery_timing,entitlement_or_permitting_stage,deal_signal_score,deal_priority_label,potential_woomi_use,source_article_title,source,url,relevance_score,deal_fingerprint_id,fingerprint_confidence,canonical_deal_name,canonical_event_name,duplicate_cluster_id,duplicate_count
2026-05-21,20260521-230148-97d5f8bd,PRJ-20260521-0103,Acquisition - Other / Unknown - Eastern Union Secures $125.3M Acquisition Loan for Chicago Apartment Property,100,2026-05-21 23:01:48,Acquisition - Other / Unknown - Eastern Union Secures $125.3M Acquisition Loan for Chicago Apartment Property,Acquisition,Apartment,Apartment,Other / Unknown,Unknown,Unknown,Brookfield,Brookfield,brookfield,Unknown,Unknown,brookfield,Brookfield,Other / Unknown,"1,115 units",$125.3M; $125.3M; $125.3 million,$125.3M,$125.3M,,,,,,,,85,High Deal Intelligence,Pricing benchmark,Eastern Union Secures $125.3M Acquisition Loan for Chicago Apartment Property,REBusiness Online,https://rebusinessonline.com/eastern-union-secures-125-3m-acquisition-loan-for-chicago-apartment-property/,100,DFP-8EB4F6B744,80,Acquisition - Acquisition - Other / Unknown - Eastern Union Secures $125.3M Acquisition Loan for Chicago Apartment Property,Acquisition - Brookfield - Other / Unknown,DCL-20260521-001,1
2026-05-21,20260521-230148-97d5f8bd,PRJ-20260521-0075,Disposition / Exit - Los Angeles - Avison Young Tapped to Sell Newly Built 190-Unit Class A Multifamily Portfolio in Echo Par...,80,2026-05-21 23:01:48,Entitlement / Permitting - Los Angeles - Tommy Beadel on why Los Angeles is the easiest place to develop real estate,Entitlement / Permitting,BTR / Single-Family Rental,Affordable Housing,Los Angeles,Los Angeles,California,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Los Angeles,"2,600 units",$1; $26; $50,$1,,,,,,,,entitlement,83,High Deal Intelligence,Capital market signal,Tommy Beadel on why Los Angeles is the easiest place to develop real estate,Urbanize LA,https://la.urbanize.city/post/tommy-beadel-why-los-angeles-easiest-place-develop-real-estate,100,DFP-C07F5F89D7,75,Entitlement / Permitting - Entitlement / Permitting - Los Angeles - Tommy Beadel on why Los Angeles is the easiest place to develop real estate,Entitlement / Permitting - Unknown - Los Angeles,DCL-20260521-002,1
2026-05-21,20260521-230148-97d5f8bd,PRJ-20260521-0122,"General Project Signal - California - AvalonBay, Equity Residential Merging to Form $69B Multifamily Giant",100,2026-05-21 23:01:48,"General Project Signal - California - AvalonBay, Equity Residential Merging to Form $69B Multifamily Giant",General Project Signal,Apartment,Apartment,California,San Francisco,California,AvalonBay,AvalonBay,equity residential,Unknown,Unknown,equity residential,equity residential,California,,$69B; $69B; $69b,,,,,,,,,,83,High Deal Intelligence,Entitlement / zoning watch,"AvalonBay, Equity Residential Merging to Form $69B Multifamily Giant",Commercial Observer,https://commercialobserver.com/2026/05/avalonbay-equity-residential-merge-multifamily/,100,DFP-0828C409E7,80,"General Project Signal - General Project Signal - California - AvalonBay, Equity Residential Merging to Form $69B Multifamily Giant",General Project Signal - AvalonBay - California,DCL-20260521-003,1
2026-05-21,20260521-230148-97d5f8bd,PRJ-20260521-0047,Acquisition - California - Sacramento Multifamily Sale Achieves Market’s Highest Price Per Unit in Four Years,80,2026-05-21 23:01:48,Acquisition - California - Sacramento Multifamily Sale Achieves Market’s Highest Price Per Unit in Four Years,Acquisition,Apartment,Apartment,California,California,California,Unknown,Unknown,Unknown,cbre,CBRE,Unknown,Unknown,California,,$34.5; $34.5,$34.5,$34.5,,,,,,,,81,High Deal Intelligence,Pricing benchmark,Sacramento Multifamily Sale Achieves Market’s Highest Price Per Unit in Four Years,Connect CRE Apartments,https://www.connectcre.com/stories/sacramento-multifamily-sale-achieves-markets-highest-price-per-unit-in-four-years/,100,DFP-54575D3C81,75,Acquisition - Acquisition - California - Sacramento Multifamily Sale Achieves Market’s Highest Price Per Unit in Four Years,Acquisition - Unknown - California,DCL-20260521-004,1
2026-05-21,20260521-230148-97d5f8bd,PRJ-20260521-0047,Acquisition - California - Sacramento Multifamily Sale Achieves Market’s Highest Price Per Unit in Four Years,80,2026-05-21 23:01:48,Construction Financing - California - JLL Lines Up $144M Construction Loan for Santa Ana Multifamily,Construction Financing,Apartment,Apartment,California,California,California,Unknown,Unknown,Unknown,jll,JLL,Unknown,Unknown,California,,$144M; $144M; $144,$144M,,,,,,,,,81,High Deal Intelligence,Capital market signal,JLL Lines Up $144M Construction Loan for Santa Ana Multifamily,Connect CRE Orange County,https://www.connectcre.com/stories/jll-lines-up-144m-construction-loan-for-santa-ana-multifamily/,100,DFP-B52F91F0C5,75,Construction Financing - Construction Financing - California - JLL Lines Up $144M Construction Loan for Santa Ana Multifamily,Construction Financing - Unknown - JLL - California,DCL-20260521-005,1
2026-05-21,20260521-230148-97d5f8bd,PRJ-20260521-0036,Disposition / Exit - Sun Belt - Charlotte Apartment Project Fetches $107M,100,2026-05-21 23:01:48,Disposition / Exit - Sun Belt - Charlotte Apartment Project Fetches $107M,Disposition / Exit,Apartment,Apartment,Sun Belt,Atlanta,Sun Belt,Wood Partners,Wood Partners,Unknown,northmarq,northmarq,Unknown,Unknown,Sun Belt,,$107M; $107M; $107 million,,,,,,,,,,81,High Deal Intelligence,Underwriting benchmark,Charlotte Apartment Project Fetches $107M,Connect CRE Charlotte,https://www.connectcre.com/stories/charlotte-apartment-project-fetches-107m/,100,DFP-93359E6D9F,90,Disposition / Exit - Disposition / Exit - Sun Belt - Charlotte Apartment Project Fetches $107M,Disposition / Exit - Wood Partners - Sun Belt,DCL-20260521-006,1
2026-05-21,20260521-230148-97d5f8bd,PRJ-20260521-0075,Disposition / Exit - Los Angeles - Avison Young Tapped to Sell Newly Built 190-Unit Class A Multifamily Portfolio in Echo Par...,80,2026-05-21 23:01:48,Office-to-Residential Conversion - Los Angeles - Former IBM offices at 3424 Wilshire to become housing,Office-to-Residential Conversion,Office-to-Residential,Office-to-Residential Conversion,Los Angeles,Los Angeles,California,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Unknown,Los Angeles,260 apartments,$60,$60,,,,,,,completed,,79,Useful Deal Signal,Capital market signal,Former IBM offices at 3424 Wilshire to become housing,Urbanize LA,https://la.urbanize.city/post/former-ibm-offices-3424-wilshire-become-housing,100,DFP-F6CEB283B1,75,Office-to-Residential Conversion - Office-to-Residential Conversion - Los Angeles - Former IBM offices at 3424 Wilshire to become housing,Office-to-Residential Conversion - Unknown - Los Angeles,DCL-20260521-007,1
2026-05-21,20260521-230148-97d5f8bd,PRJ-20260521-0049,"General Project Signal - Sun Belt - JPI Begins Construction on 277-Unit Multifamily Project in The Colony, Texas",100,2026-05-21 23:01:48,"General Project Signal - Sun Belt - JPI Begins Construction on 277-Unit Multifamily Project in The Colony, Texas",General Project Signal,Apartment,Mixed-Use Residential,Sun Belt,Dallas,Sun Belt,JPI,JPI,Unknown,Unknown,Unknown,Unknown,Unknown,Sun Belt,"45,000 units",$77.8 million,$77.8 million,,,,,,,,,77,Useful Deal Signal,Capital market signal,"JPI Begins Construction on 277-Unit Multifamily Project in The Colony, Texas",REBusiness Online,https://rebusinessonline.com/jpi-begins-construction-on-277-unit-multifamily-project-in-the-colony-texas/,100,DFP-903AE7B073,90,"General Project Signal - General Project Signal - Sun Belt - JPI Begins Construction on 277-Unit Multifamily Project in The Colony, Texas",General Project Signal - JPI - Sun Belt,DCL-20260521-008,1
2026-05-21,20260521-230148-97d5f8bd,PRJ-20260521-0086,Acquisition - National - Arbor Realty Trust Lends $125M on Chicago Apartments Acquisition,100,2026-05-21 23:01:48,Acquisition - National - Arbor Realty Trust Lends $125M on Chicago Apartments Acquisition,Acquisition,Apartment,Apartment,National,National,Unknown,Brookfield,Brookfield,brookfield,Unknown,Unknown,brookfield,Brookfield,National,,$125M; $125M; $125.3 million,$125.3 million,$125M,,,,,,,,75,Useful Deal Signal,Pricing benchmark,Arbor Realty Trust Lends $125M on Chicago Apartments Acquisition,Commercial Observer,https://commercialobserver.com/2026/05/arbor-realty-trust-chicago-apartments-ohare-airport/,100,DFP-EB3F31FEB1,80,Acquisition - Acquisition - National - Arbor Realty Trust Lends $125M on Chicago Apartments Acquisition,Acquisition - Brookfield - National,DCL-20260521-009,1
2026-05-21,20260521-230148-97d5f8bd,PRJ-20260521-0081,Construction Financing - Sun Belt - Alta Developers Lands $91.8M Construction Loan for Miami Apartments,80,2026-05-21 23:01:48,Acquisition - Sun Belt - El-Ad Pays $45.5M for Coconut Grove Property,Acquisition,Apartment,Apartment,Sun Belt,Miami,Sun Belt,Unknown,Unknown,Unknown,berkadia,Berkadia,Unknown,Unknown,Sun Belt,,$45.5M; $45.5M; $45.5 million,,$45.5M,,,,,,,,73,Useful Deal Signal,Pricing benchmark,El-Ad Pays $45.5M for Coconut Grove Property,Connect CRE South Florida,https://www.connectcre.com/stories/el-ad-pays-45-5m-for-coconut-grove-property/,100,DFP-30194271EF,75,Acquisition - Acquisition - Sun Belt - El-Ad Pays $45.5M for Coconut Grove Property,Acquisition - Unknown - Sun Belt,DCL-20260521-010,1
