run_date,run_id,run_timestamp,canonical_source_entity,canonical_target_entity,relationship_type,market,deal_type,first_seen_date,last_seen_date,repeat_interaction_count,relationship_persistence_score,partnership_stability_label,strategic_relationship_label,capital_alignment_label,relationship_momentum,current_run_signal_count
2026-05-21,20260521-230148-97d5f8bd,2026-05-21 23:01:48,BGO,Sun Belt,Acquisition / Buyer,Sun Belt,Acquisition,2026-05-20,2026-05-20,6,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-05-21,20260521-230148-97d5f8bd,2026-05-21 23:01:48,BTR / Build-to-Rent - Other / Unknown - Build-to-rent sale mandate cut from House’s ROAD to Housing bill,BTR / Build-to-Rent - Other / Unknown - Build-to-rent sale mandate cut from House’s ROAD to Housing bill,Innovation / Construction Strategy,Other / Unknown,BTR / Build-to-Rent,2026-05-19,2026-05-20,4,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-05-21,20260521-230148-97d5f8bd,2026-05-21 23:01:48,Blackstone,New York,Market Expansion,New York,General Project Signal,2026-05-19,2026-05-20,4,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-05-21,20260521-230148-97d5f8bd,2026-05-21 23:01:48,Blackstone,Blackstone,Capital Flow,New York,General Project Signal,2026-05-19,2026-05-20,4,100,Durable,Strategic Relationship Watch,Aligned Capital Relationship,Fading,0
2026-05-21,20260521-230148-97d5f8bd,2026-05-21 23:01:48,Blackstone,Blackstone,JV / Partnership,New York,JV / Partnership,2026-05-19,2026-05-21,10,100,Durable,Repeat JV Partnership,Aligned Capital Relationship,Stable,2
2026-05-21,20260521-230148-97d5f8bd,2026-05-21 23:01:48,Blackstone,Blackstone,Pricing / Valuation Signal,New York,General Project Signal,2026-05-19,2026-05-20,4,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-05-21,20260521-230148-97d5f8bd,2026-05-21 23:01:48,Blackstone,New York,JV / Partnership,New York,JV / Partnership,2026-05-19,2026-05-21,5,100,Durable,Repeat JV Partnership,Aligned Capital Relationship,Stable,1
2026-05-21,20260521-230148-97d5f8bd,2026-05-21 23:01:48,California,California,Market Expansion,California,General Project Signal,2026-05-19,2026-05-21,7,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Stable,1
2026-05-21,20260521-230148-97d5f8bd,2026-05-21 23:01:48,California,JLL,Financing Relationship,California,General Project Signal,2026-05-19,2026-05-21,5,100,Durable,Strategic Relationship Watch,Aligned Capital Relationship,Stable,1
2026-05-21,20260521-230148-97d5f8bd,2026-05-21 23:01:48,Development Start - Other / Unknown - Fourth Quarter 2025 Multifamily Construction Data,Development Start - Other / Unknown - Fourth Quarter 2025 Multifamily Construction Data,Development Activity,Other / Unknown,Development Start,2026-05-19,2026-05-21,5,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Stable,1
2026-05-21,20260521-230148-97d5f8bd,2026-05-21 23:01:48,Development Start - Other / Unknown - Missing Middle Weakness,Development Start - Other / Unknown - Missing Middle Weakness,Development Activity,Other / Unknown,Development Start,2026-05-19,2026-05-21,5,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Stable,1
2026-05-21,20260521-230148-97d5f8bd,2026-05-21 23:01:48,Development Start - Other / Unknown - Overall Housing Starts Inch Lower in 2025,Development Start - Other / Unknown - Overall Housing Starts Inch Lower in 2025,Development Activity,Other / Unknown,Development Start,2026-05-19,2026-05-21,5,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Stable,1
2026-05-21,20260521-230148-97d5f8bd,2026-05-21 23:01:48,Development Start - Other / Unknown - Third Quarter 2025 Multifamily Construction Data,Development Start - Other / Unknown - Third Quarter 2025 Multifamily Construction Data,Development Activity,Other / Unknown,Development Start,2026-05-19,2026-05-21,5,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Stable,1
2026-05-21,20260521-230148-97d5f8bd,2026-05-21 23:01:48,Disposition / Exit - Other / Unknown - NAHB HBGI: Micro Markets Lone Bright Spot for Single-Family Building in Fourth Quarter,Disposition / Exit - Other / Unknown - NAHB HBGI: Micro Markets Lone Bright Spot for Single-Family Building in Fourth Quarter,Disposition / Seller,Other / Unknown,Disposition / Exit,2026-05-19,2026-05-21,5,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Stable,1
2026-05-21,20260521-230148-97d5f8bd,2026-05-21 23:01:48,Entitlement / Permitting - Other / Unknown - Builders Stay Cautious as Single-Family Permits Weaken,Entitlement / Permitting - Other / Unknown - Builders Stay Cautious as Single-Family Permits Weaken,Entitlement / Permitting,Other / Unknown,Entitlement / Permitting,2026-05-19,2026-05-21,5,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Stable,1
2026-05-21,20260521-230148-97d5f8bd,2026-05-21 23:01:48,Entitlement / Permitting - Other / Unknown - Shorter Apartment Construction Time in 2024,Entitlement / Permitting - Other / Unknown - Shorter Apartment Construction Time in 2024,Entitlement / Permitting,Other / Unknown,Entitlement / Permitting,2026-05-19,2026-05-21,5,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Stable,1
2026-05-21,20260521-230148-97d5f8bd,2026-05-21 23:01:48,General Project Signal - Florida - S. Florida Ritz-Carlton Developer Inks $401M Bridge Loan,Berkadia,Financing Relationship,Florida,General Project Signal,2026-05-19,2026-05-21,5,100,Durable,Strategic Relationship Watch,Aligned Capital Relationship,Stable,1
2026-05-21,20260521-230148-97d5f8bd,2026-05-21 23:01:48,General Project Signal - Florida - S. Florida Ritz-Carlton Developer Inks $401M Bridge Loan,Florida,Market Expansion,Florida,General Project Signal,2026-05-19,2026-05-21,5,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Stable,1
