run_date,run_id,run_timestamp,market,residential_sector,market_article_count,high_priority_count,market_signal_count,average_relevance_score,dominant_strategic_angle,dominant_market_signal,regional_risk_or_opportunity,woomi_market_relevance,recommended_market_action
2026-05-21,20260521-230148-97d5f8bd,2026-05-21 23:01:48,Los Angeles,Affordable Housing,15,14,4,89.1,Developer Strategy,Supply / Starts Signal,Supply pressure / lease-up risk,Core Watch Market,Track LA / California entitlement and zoning updates
2026-05-21,20260521-230148-97d5f8bd,2026-05-21 23:01:48,California,Apartment,14,10,6,82.1,Developer Strategy,Supply / Starts Signal,Supply pressure / lease-up risk,Core Watch Market,Track LA / California entitlement and zoning updates
2026-05-21,20260521-230148-97d5f8bd,2026-05-21 23:01:48,National / Other,Apartment,35,18,15,74.2,Institutional Flow,Rent Growth Signal,Institutional capital pricing signal,General Monitoring,Track institutional capital activity
2026-05-21,20260521-230148-97d5f8bd,2026-05-21 23:01:48,Sun Belt,Apartment,23,17,9,81.7,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-05-21,20260521-230148-97d5f8bd,2026-05-21 23:01:48,Southeast,Apartment,13,11,4,85.6,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-05-21,20260521-230148-97d5f8bd,2026-05-21 23:01:48,Florida,Apartment,6,6,2,94.0,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-05-21,20260521-230148-97d5f8bd,2026-05-21 23:01:48,New York,Apartment,6,3,4,80.0,Financing Risk,Supply / Starts Signal,Financing-sensitive development environment,General Monitoring,Review development underwriting assumptions
2026-05-21,20260521-230148-97d5f8bd,2026-05-21 23:01:48,Texas,Apartment,4,3,2,84.0,Developer Strategy,Vacancy Signal,Supply pressure / lease-up risk,Strategic Watch Market,Monitor supply pipeline and concessions
2026-05-21,20260521-230148-97d5f8bd,2026-05-21 23:01:48,Phoenix,BTR / Single-Family Rental,4,3,2,73.2,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-05-21,20260521-230148-97d5f8bd,2026-05-21 23:01:48,Dallas,Mixed-Use Residential,2,2,1,94.5,Developer Strategy,Vacancy Signal,Supply pressure / lease-up risk,Strategic Watch Market,Monitor supply pipeline and concessions
2026-05-21,20260521-230148-97d5f8bd,2026-05-21 23:01:48,Arizona,Multifamily,2,1,1,66.5,Developer Strategy,Deal Size Signal,Institutional capital pricing signal,Strategic Watch Market,Track institutional capital activity
2026-05-21,20260521-230148-97d5f8bd,2026-05-21 23:01:48,Austin,General Residential,1,0,0,56.0,None detected,None detected,General market monitoring,General Monitoring,Monitor only
2026-05-21,20260521-230148-97d5f8bd,2026-05-21 23:01:48,Seattle,General Residential,0,0,0,0,None detected,None detected,General market monitoring,Low Priority,Monitor only
