run_date,run_id,canonical_project_id,canonical_project_name,project_identity_confidence,lifecycle_id,canonical_article_id,title,original_url,published,summary,article_integrity_status,article_integrity_reason,primary_display_section,secondary_display_sections,repeat_exposure_status,has_project_anchor,project_anchor_reason,project_anchor_confidence,development_lifecycle_hint,published_date_normalized,collected_date_normalized,article_age_days,freshness_bucket,freshness_status,freshness_reason,freshness_score,access_status,extracted_city,extracted_state,extracted_market_reason,canonical_asset_or_project_name,market,city_or_submarket,residential_sector,gp_or_developer,lender_or_capital_partner,current_lifecycle_stage,primary_development_category,primary_category_reason,previous_lifecycle_stage_if_known,lifecycle_progression_signal,lifecycle_risk_score,lifecycle_opportunity_score,timing_bucket,entitlement_complexity_flag,financing_dependency_flag,construction_execution_flag,lease_up_risk_flag,woomi_lifecycle_relevance,recommended_lifecycle_follow_up,evidence_signals,source_article_title,source,url,confidence_level
2026-06-17,20260617-001813-7e028cca,PRJ-20260617-0051,Construction Financing - Beverly Hills / California - Developer secures $85m loan for mixed-use project at 55 N. La Cienega Blvd. in Beverly Hil...,100,LC-20260617-001,art_29d9979b5f307513,Developer secures $85m loan for mixed-use project at 55 N. La Cienega Blvd. in Beverly Hills,https://la.urbanize.city/post/developer-secures-85m-loan-mixed-use-project-55-n-la-cienega-blvd-beverly-hills,"Tue, 16 Jun 2026 13:15:00 +0000","Developer secures $85m loan for mixed-use project at 55 N. La Cienega Blvd. in Beverly Hills | Urbanize LA Skip to main content Advertisement Advertisement Marcus & Millichap Capital has announced $85 million in construction financing for a new mixed-use development at the former site of the Stinking Rose restaurant in Beverly Hills. The project from Westland Development Group , which will rise just north of Wilshire Boulevard at 55 N. La Cienega Boulevard, calls for the construction of a six-st",valid,title/source/url metadata are internally consistent,Development Activity,GP / Capital Activity,new_or_fresh,,,,,2026-06-16,2026-06-17,1,fresh_0_3d,fresh,published date parsed; article age 1 day(s),88,access_limited,,,,Construction Financing - Beverly Hills / California - Developer secures $85m loan for mixed-use project at 55 N. La Cienega Blvd. in Beverly Hil...,Unknown,Beverly Hills,Mixed-Use Residential,Marcus & Millichap,Unknown,Unknown Stage,approval_watch,matched entitlement,,Reappearing,45,100,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; Entitlement Play; No explicit timing reference,Developer secures $85m loan for mixed-use project at 55 N. La Cienega Blvd. in Beverly Hills,Urbanize LA,https://la.urbanize.city/post/developer-secures-85m-loan-mixed-use-project-55-n-la-cienega-blvd-beverly-hills,High
2026-06-17,20260617-001813-7e028cca,PRJ-20260617-0103,Construction Financing - Miami / Florida - Developer Duo Closes on $67.5M Financing for Coral Gables Condos,100,LC-20260617-019,art_6f9d9abc3773ed0e,Developer Duo Closes on $67.5M Financing for Coral Gables Condos,https://www.connectcre.com/stories/developer-duo-closes-on-67-5m-financing-for-coral-gables-condos/,"Fri, 12 Jun 2026 13:55:05 +0000","Florida & Gulf Coast CRE News In Your Inbox. Sign up for Connect emails to stay informed with CRE stories that are 150 words or less. Florida & Gulf Coast + South Florida + Apartments | June 12, 2026 By: Mike Boyd Developer Duo Closes on $67.5M Financing for Coral Gables Condos Constellation Group and The Boschetti Group closed on a $67.5 million construction loan for Cora Merrick Park, a boutique residential condominium in Coral Gables. Located at 4241 Aurora Street, Cora will deliver 74 reside",valid,title/source/url metadata are internally consistent,Development Activity,GP / Capital Activity,acceptable_repeat,True,address/street: 4241 aurora street; project/asset term: apartments; project financing tied to anchor: construction loan,high,Project Financing / Capital Event,2026-06-12,2026-06-17,5,fresh_0_3d,fresh,published date parsed; article age 5 day(s),66,open,,,,Developer Duo Closes on $67.5M Financing for Coral Gables Condos,Miami / Florida,Unknown,Apartment,Berkadia,Unknown,Refinancing / Recapitalization,excluded,transaction / capital guard: loan,Refinancing / Recapitalization,Mature / Operating,43,100,Unknown Timing,Low,High,Low,Low,Relevant to acquisition / JV timing,"Track lender, maturity, debt terms, and recapitalization need",Refinancing / Recapitalization; Refinancing / Recapitalization; 2026,Developer Duo Closes on $67.5M Financing for Coral Gables Condos,Connect CRE South Florida,https://www.connectcre.com/stories/developer-duo-closes-on-67-5m-financing-for-coral-gables-condos/,High
2026-06-17,20260617-001813-7e028cca,PRJ-20260617-0056,Acquisition - California - Levin Johnston Finalizes 1031 Exchange for Livermore Apartments,100,LC-20260617-003,art_6eedb49f8748c4a9,Levin Johnston Finalizes 1031 Exchange for Livermore Apartments,https://www.connectcre.com/stories/levin-johnston-finalizes-1031-exchange-for-livermore-apartments/,"Tue, 16 Jun 2026 19:53:01 +0000","California CRE News In Your Inbox. Sign up for Connect emails to stay informed with CRE stories that are 150 words or less. California + Bay Area + Apartments | June 16, 2026 By: Paul Bubny Levin Johnston Finalizes 1031 Exchange for Livermore Apartments The Levin Johnston team of Marcus & Millichap has helped a private investor complete a 1031 exchange involving two apartment communities in the East Bay city of Livermore. The team closed the $5.625-million sale of Pacific Apartments, a 20-unit m",valid,title/source/url metadata are internally consistent,Development Activity,GP / Capital Activity,new_or_fresh,,,,,2026-06-16,2026-06-17,1,fresh_0_3d,fresh,published date parsed; article age 1 day(s),100,open,,,,Acquisition - California - Levin Johnston Finalizes 1031 Exchange for Livermore Apartments,California,California,Apartment,Marcus & Millichap,Unknown,Unknown Stage,excluded,transaction / capital guard: acquisition,,Reappearing,23,100,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,Levin Johnston Finalizes 1031 Exchange for Livermore Apartments,Connect CRE Apartments,https://www.connectcre.com/stories/levin-johnston-finalizes-1031-exchange-for-livermore-apartments/,High
2026-06-17,20260617-001813-7e028cca,PRJ-20260617-0053,Disposition / Exit - California - Former Bank Branch Positioned as Development Opportunity in Garden Grove Sale,100,LC-20260617-004,art_6e05306f1e52dc16,Yorba Linda Parking Lot Sells for Townhome Redevelopment,https://www.connectcre.com/stories/yorba-linda-parking-lot-sells-for-townhome-redevelopment/,"Tue, 09 Jun 2026 20:35:09 +0000","California CRE News In Your Inbox. Sign up for Connect emails to stay informed with CRE stories that are 150 words or less. California + Orange County + Apartments | June 9, 2026 By: Paul Bubny Yorba Linda Parking Lot Sells for Townhome Redevelopment CBRE arranged the $8.12-million sale of a 1.9‑acre residential development site at 4861 Liverpool St. in Yorba Linda. The property, currently a parking lot, was sold by Messiah Lutheran Church. The buyer, an Orange County–based housing developer, pl",valid,title/source/url metadata are internally consistent,Development Activity,GP / Capital Activity,repeat_penalized,,,,,2026-06-09,2026-06-17,8,recent_4_14d,recent,published date parsed; article age 8 day(s),55,open,,,,Disposition / Exit - California - Yorba Linda Parking Lot Sells for Townhome Redevelopment,California,California,Apartment,CBRE,CBRE,Unknown Stage,excluded,transaction / capital guard: disposition,Unknown Stage,Reappearing,23,100,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,Yorba Linda Parking Lot Sells for Townhome Redevelopment,Connect CRE Orange County,https://www.connectcre.com/stories/yorba-linda-parking-lot-sells-for-townhome-redevelopment/,High
2026-06-17,20260617-001813-7e028cca,PRJ-20260617-0088,"Acquisition - Los Angeles / California - World Cup descends on L.A., CicLAvia on June 28, and more",100,LC-20260617-005,art_88824db519ed08ee,"World Cup descends on L.A., CicLAvia on June 28, and more",https://la.urbanize.city/post/world-cup-descends-la-ciclavia-june-28-and-more,"Sat, 13 Jun 2026 13:15:00 +0000","World Cup descends on L.A., CicLAvia on June 28, and more | Urbanize LA Skip to main content Advertisement Advertisement On June 28, CicLAvia returns for a 3.6-mile event in South Los Angeles. Leimert Park Meets Expo Park will run from 9 am to 4 pm along Martin Luther King Jr. Boulevard between Figueroa Street and Crenshaw Boulevard. Route for June 28 CicLAvia CicLAvia Once again, here are the rules: only people-powered vehicles allowed. That means no electric scooters, skateboards, hoverboards,",suspicious_duplicate,source-feed signal bleed suspected,Development Activity,Market Intelligence,repeat_penalized,,,,,2026-06-13,2026-06-17,4,fresh_0_3d,fresh,published date parsed; article age 4 day(s),38,access_limited,,,,"Acquisition - Los Angeles / California - World Cup descends on L.A., CicLAvia on June 28, and more",California,Los Angeles,Affordable Housing,Brookfield,Unknown,Unknown Stage,excluded,transaction / capital guard: acquisition,Unknown Stage,Reappearing,21,100,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,"World Cup descends on L.A., CicLAvia on June 28, and more",Urbanize LA,https://la.urbanize.city/post/world-cup-descends-la-ciclavia-june-28-and-more,High
2026-06-17,20260617-001813-7e028cca,PRJ-20260617-0119,Former Bank Branch Positioned as Development Opportunity in Garden Grove Sale,100,LC-20260617-006,art_6e05306f1e52dc16,Yorba Linda Parking Lot Sells for Townhome Redevelopment,https://www.connectcre.com/stories/yorba-linda-parking-lot-sells-for-townhome-redevelopment/,"Tue, 09 Jun 2026 20:35:09 +0000","California CRE News In Your Inbox. Sign up for Connect emails to stay informed with CRE stories that are 150 words or less. California + Orange County + Apartments | June 9, 2026 By: Paul Bubny Yorba Linda Parking Lot Sells for Townhome Redevelopment CBRE arranged the $8.12-million sale of a 1.9‑acre residential development site at 4861 Liverpool St. in Yorba Linda. The property, currently a parking lot, was sold by Messiah Lutheran Church. The buyer, an Orange County–based housing developer, pl",valid,title/source/url metadata are internally consistent,Development Activity,GP / Capital Activity,repeat_penalized,True,address/street: 4861 liverpool st; site/parcel signal: site; project/asset term: development,high,Site Acquisition / Site Control,2026-06-09,2026-06-17,8,recent_4_14d,recent,published date parsed; article age 8 day(s),55,open,,,,Yorba Linda Parking Lot Sells for Townhome Redevelopment,California,Orange County,Apartment,CBRE,Unknown,Site Acquisition / Site Control,site_parcel_activity,site/parcel signal with project anchor: development site,Site Acquisition / Site Control,Reappearing,12,100,Unknown Timing,Low,Low,Low,Low,Relevant to acquisition / JV timing,Monitor lifecycle signal for repeated confirmation,Site Acquisition / Site Control; Acquisition / Site Control; 2026,Yorba Linda Parking Lot Sells for Townhome Redevelopment,Connect CRE Orange County,https://www.connectcre.com/stories/yorba-linda-parking-lot-sells-for-townhome-redevelopment/,High
2026-06-17,20260617-001813-7e028cca,PRJ-20260617-0141,Disposition / Exit - Phoenix / Arizona - Quarterra Sells 290-Unit Kierland Rental Asset,100,LC-20260617-008,art_258a877c6f7af913,Quarterra Sells 290-Unit Kierland Rental Asset,https://www.connectcre.com/stories/quarterra-sells-290-unit-kierland-rental-asset/,"Thu, 11 Jun 2026 17:25:46 +0000","Phoenix & Southwest CRE News In Your Inbox. Sign up for Connect emails to stay informed with CRE stories that are 150 words or less. Phoenix & Southwest + Phoenix + Apartments | June 11, 2026 By: Mike Boyd Quarterra Sells 290-Unit Kierland Rental Asset Quarterra Multifamily has sold Residences Kierland, a 290-unit community in Scottsdale, to MacNaughton. MultihousingNews reports that Nationwide issued a $90 million, five-year loan to McNaughton for the transaction. This is the first time the pro",valid,title/source/url metadata are internally consistent,Development Activity,GP / Capital Activity,acceptable_repeat,,,,,2026-06-11,2026-06-17,6,fresh_0_3d,fresh,published date parsed; article age 6 day(s),62,open,,,,Disposition / Exit - Phoenix / Arizona - Quarterra Sells 290-Unit Kierland Rental Asset,Unknown,Phoenix,Apartment,Quarterra,Unknown,Site Acquisition / Site Control,excluded,transaction / capital guard: disposition,Site Acquisition / Site Control,Reappearing,10,100,Unknown Timing,Low,Low,Low,Low,Relevant to acquisition / JV timing,Monitor lifecycle signal for repeated confirmation,Site Acquisition / Site Control; General Asset Signal; No explicit timing reference,Quarterra Sells 290-Unit Kierland Rental Asset,Connect CRE Phoenix,https://www.connectcre.com/stories/quarterra-sells-290-unit-kierland-rental-asset/,High
2026-06-17,20260617-001813-7e028cca,PRJ-20260617-0069,Refinancing - Denver / Colorado - Opus Development Receives $67M Refinancing for Multifamily Community in Denver,100,LC-20260617-014,art_2996377723cc39de,Opus Development Receives $67M Refinancing for Multifamily Community in Denver,https://rebusinessonline.com/opus-development-receives-67m-refinancing-for-multifamily-community-in-denver/,2026-06-16T14:02:59Z,"Located in Denver, Kalaco features 280 apartments, a sundeck with pool and spa, a two-level fitness center with yoga studio, coworking lounge and a 233-space parking garage. Colorado Loans Multifamily Western Opus Development Receives $67M Refinancing for Multifamily Community in Denver by Amy Works June 16, 2026 June 16, 2026 6 DENVER — Opus Development Co., along with an Ares Real Estate fund, has received a $67 million, three-year construction take-out loan from a national balance sheet lende",valid,title/source/url metadata are internally consistent,Development Activity,GP / Capital Activity,new_or_fresh,,,,,2026-06-16,2026-06-17,1,fresh_0_3d,fresh,published date parsed; article age 1 day(s),100,open,,,,Refinancing - Denver / Colorado - Opus Development Receives $67M Refinancing for Multifamily Community in Denver,Unknown,Denver,Apartment,JLL,JLL,Refinancing / Recapitalization,excluded,transaction / capital guard: refinancing,,Mature / Operating,53,99,Unknown Timing,Low,High,Low,Low,Relevant to acquisition / JV timing,"Track lender, maturity, debt terms, and recapitalization need",Refinancing / Recapitalization; Refinancing / Recapitalization; No explicit timing reference,Opus Development Receives $67M Refinancing for Multifamily Community in Denver,REBusiness Online,https://rebusinessonline.com/opus-development-receives-67m-refinancing-for-multifamily-community-in-denver/,High
2026-06-17,20260617-001813-7e028cca,PRJ-20260617-0055,General Project Signal - California - JLL Arranges $252M Financing for Huntington Beach Seniors Project,100,LC-20260617-015,art_dd00af25bb095951,Investor in Postal Real Estate Scores Off-Market Deal in San Diego,https://www.connectcre.com/stories/investor-in-postal-real-estate-scores-off-market-deal-in-san-diego/,"Tue, 16 Jun 2026 20:37:12 +0000","California CRE News In Your Inbox. Sign up for Connect emails to stay informed with CRE stories that are 150 words or less. California + San Diego + Retail | June 16, 2026 By: Paul Bubny Investor in Postal Real Estate Scores Off-Market Deal in San Diego Amid an investment climate that has many commercial real estate investors looking for stabilized assets, JLL announced that Postal Realty Holdings LLC has acquired a 32,764-square-foot building leased to United States Postal Service located at 50",valid,title/source/url metadata are internally consistent,GP / Capital Activity,,new_or_fresh,,,,,2026-06-16,2026-06-17,1,fresh_0_3d,fresh,published date parsed; article age 1 day(s),100,open,,,,Acquisition - California - Investor in Postal Real Estate Scores Off-Market Deal in San Diego,California,California,General Residential,JLL,JLL,Unknown Stage,excluded,transaction / capital guard: acquisition,,Reappearing,22,97,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,Investor in Postal Real Estate Scores Off-Market Deal in San Diego,Connect CRE,https://www.connectcre.com/stories/investor-in-postal-real-estate-scores-off-market-deal-in-san-diego/,High
2026-06-17,20260617-001813-7e028cca,PRJ-20260617-0053,Disposition / Exit - California - Former Bank Branch Positioned as Development Opportunity in Garden Grove Sale,100,LC-20260617-017,art_86bc6f4162c00691,Former Bank Branch Positioned as Development Opportunity in Garden Grove Sale,https://www.connectcre.com/stories/former-bank-branch-positioned-as-development-opportunity-in-garden-grove-sale/,"Wed, 03 Jun 2026 20:03:27 +0000","California CRE News In Your Inbox. Sign up for Connect emails to stay informed with CRE stories that are 150 words or less. California + Orange County + Retail | June 3, 2026 By: Paul Bubny Former Bank Branch Positioned as Development Opportunity in Garden Grove Sale CBRE closed the $11 million sale of a former Farmers & Merchants Bank branch at 10422 Garden Grove Blvd. in Garden Grove. The transaction ranks among the highest price-per-square-foot sales in the submarket at more than $1,125 per s",valid,title/source/url metadata are internally consistent,Development Activity,GP / Capital Activity,repeat_penalized,,,,,2026-06-03,2026-06-17,14,recent_4_14d,recent,published date parsed; article age 14 day(s),55,open,,,,Disposition / Exit - California - Former Bank Branch Positioned as Development Opportunity in Garden Grove Sale,California,California,General Residential,CBRE,CBRE,Unknown Stage,excluded,transaction / capital guard: disposition,Unknown Stage,Reappearing,21,96,Unknown Timing,Unknown,Unknown,Unknown,Unknown,General monitoring,Monitor lifecycle signal for repeated confirmation,Unknown Stage; General Asset Signal; No explicit timing reference,Former Bank Branch Positioned as Development Opportunity in Garden Grove Sale,Connect CRE Orange County,https://www.connectcre.com/stories/former-bank-branch-positioned-as-development-opportunity-in-garden-grove-sale/,High
