run_date,run_id,run_timestamp,la_submarket,article_count,deal_count,entitlement_signal_count,opportunity_count,distress_signal_count,timing_signal_count,residential_sector_focus,entitlement_theme,site_strategy_theme,local_gp_or_developer,project_or_deal_reference,la_opportunity_score,la_execution_risk_score,entitlement_precedent_signal,potential_woomi_site_strategy,recommended_local_follow_up,confidence_level
2026-06-17,20260617-001813-7e028cca,2026-06-17 00:18:13,Los Angeles,10,5,6,2,1,2,Affordable Housing,Entitlement Approval,Mixed-use corridor,Unknown,"Acquisition - Los Angeles / California - World Cup descends on L.A., CicLAvia on June 28, and more; Affordable housing slated for 5139 N. Colfax Ave. in Valley Village; Affordable housing takes shape at 711 S. New Hampshire Ave. in Koreatown; Big mixed-use project clears a hurdle at 12555 Ventura Blvd. in Studio City; City Planning Commission approves 76 apartments at 2413 N. Silver Lake Boulevard",100,59,Yes,Monitor only,Track local planning docket and entitlement precedent,High
2026-06-17,20260617-001813-7e028cca,2026-06-17 00:18:13,Silver Lake,1,1,1,1,0,1,Affordable Housing,Planning Approval,General submarket monitoring,Unknown,City Planning Commission approves 76 apartments at 2413 N. Silver Lake Boulevard; Entitlement / Permitting - Los Angeles / California - City Planning Commission approves 76 apartments at 2413 N. Silver Lake Boulevard,68,58,Yes,Monitor only,Track local planning docket and entitlement precedent,Medium
2026-06-17,20260617-001813-7e028cca,2026-06-17 00:18:13,Koreatown,2,1,1,1,0,1,Affordable Housing,Office-to-Residential Conversion,Office conversion corridor,Unknown,"Affordable housing takes shape at 711 S. New Hampshire Ave. in Koreatown; Meeting Tomorrow For 3521 Homestead Road, Santa Clara; Office-to-Residential Conversion - Los Angeles / California - Affordable housing takes shape at 711 S. New Hampshire Ave. in Koreatown",67,67,Yes,Koreatown multifamily watch,Track local planning docket and entitlement precedent,Medium
2026-06-17,20260617-001813-7e028cca,2026-06-17 00:18:13,DTLA,1,1,1,1,0,1,Affordable Housing,Planning Approval,Downtown infill,Unknown,City Planning Commission approves residential towers at 2143 E. Violet St. in DTLA; Entitlement / Permitting - Los Angeles / California - City Planning Commission approves residential towers at 2143 E. Violet St. in DTLA,67,48,Yes,DTLA adaptive reuse watch,Track local planning docket and entitlement precedent,Medium
2026-06-17,20260617-001813-7e028cca,2026-06-17 00:18:13,Burbank,1,1,0,1,0,0,Affordable Housing,General Entitlement Signal,General submarket monitoring,Unknown,General Project Signal - California - Work to commence next year for affordable housing at 2321 Fairview St. in Burbank; Work to commence next year for affordable housing at 2321 Fairview St. in Burbank,58,30,No,Monitor only,Review potential acquisition pipeline,Medium
2026-06-17,20260617-001813-7e028cca,2026-06-17 00:18:13,California,0,7,0,0,0,0,General Residential,General Entitlement Signal,General submarket monitoring,Unknown,Acquisition - California - Investor in Postal Real Estate Scores Off-Market Deal in San Diego; Acquisition - California - Levin Johnston Finalizes 1031 Exchange for Livermore Apartments; Disposition / Exit - California - Former Bank Branch Positioned as Development Opportunity in Garden Grove Sale; Disposition / Exit - California - Yorba Linda Parking Lot Sells for Townhome Redevelopment; General Project Signal - California - JLL Arranges $252M Financing for Huntington Beach Seniors Project,56,20,No,Monitor only,Monitor only,Medium
2026-06-17,20260617-001813-7e028cca,2026-06-17 00:18:13,Hollywood,1,0,1,0,0,0,Affordable Housing,Planning Approval,General submarket monitoring,Unknown,Nine homes slated for 1280 N. Sweetzer Ave. in West Hollywood,30,40,Yes,Hollywood / transit-oriented housing watch,Track local planning docket and entitlement precedent,Low
2026-06-17,20260617-001813-7e028cca,2026-06-17 00:18:13,West Hollywood,1,0,1,0,0,0,Affordable Housing,Planning Approval,General submarket monitoring,Unknown,Nine homes slated for 1280 N. Sweetzer Ave. in West Hollywood,30,40,Yes,Hollywood / transit-oriented housing watch,Track local planning docket and entitlement precedent,Low
2026-06-17,20260617-001813-7e028cca,2026-06-17 00:18:13,Arts District,1,0,0,0,0,0,Affordable Housing,General Entitlement Signal,Downtown infill; Mixed-use corridor; Arts district,Unknown,City Planning Commission approves residential towers at 2143 E. Violet St. in DTLA,12,30,No,Monitor only,Monitor only,Low
2026-06-17,20260617-001813-7e028cca,2026-06-17 00:18:13,Glendale,1,0,0,0,0,0,Affordable Housing,General Entitlement Signal,General submarket monitoring,Unknown,City Planning Commission approves 76 apartments at 2413 N. Silver Lake Boulevard,12,30,No,Monitor only,Monitor only,Low
2026-06-17,20260617-001813-7e028cca,2026-06-17 00:18:13,Orange County,4,0,0,0,0,0,Apartment,General Entitlement Signal,General submarket monitoring,Unknown,"Former Bank Branch Positioned as Development Opportunity in Garden Grove Sale; JLL Arranges $252M Financing for Huntington Beach Seniors Project; PEF Advisors, Freestone Capital Form JV to Recapitalize Affordable Properties; Yorba Linda Parking Lot Sells for Townhome Redevelopment",12,30,No,Orange County suburban apartment watch,Monitor only,Low
2026-06-17,20260617-001813-7e028cca,2026-06-17 00:18:13,Wilshire,2,0,0,0,0,0,Mixed-Use Residential,General Entitlement Signal,Mixed-use corridor,Unknown,Affordable housing takes shape at 711 S. New Hampshire Ave. in Koreatown; Developer secures $85m loan for mixed-use project at 55 N. La Cienega Blvd. in Beverly Hills,12,30,No,Koreatown multifamily watch,Monitor only,Low
