run_date,run_id,la_watch_id,la_submarket,project_or_deal_name,gp_or_developer,residential_sector,entitlement_signal_type,entitlement_stage,entitlement_risk_score,entitlement_opportunity_score,local_relevance_score,woomi_site_strategy_relevance,potential_site_strategy_angle,recommended_local_follow_up,source_article_title,url,confidence_level
2026-06-17,20260617-001813-7e028cca,LAW-20260617-001,Los Angeles,Multifamily Financing In 2026: How Are Projects Moving Ahead?,Unknown,Multifamily,CEQA / Environmental Review,Under Review,65,30,52,General LA / California monitoring,Track entitlement precedent,"Review CEQA status, appeal risk, and approval timeline",Multifamily Financing In 2026: How Are Projects Moving Ahead?,https://www.bisnow.com/national/news/finance/multifamily-financing-capitalone-studiob-134756,Low
2026-06-17,20260617-001813-7e028cca,LAW-20260617-002,Los Angeles,Big mixed-use project clears a hurdle at 12555 Ventura Blvd. in Studio City,Genton Property Group,Affordable Housing,Planning Approval,Approved / Entitled,20,60,51,General LA / California monitoring,Benchmark permitting timeline,Monitor construction-ready pipeline and sponsor execution,Big mixed-use project clears a hurdle at 12555 Ventura Blvd. in Studio City,https://la.urbanize.city/post/big-mixed-use-project-clears-hurdle-12555-ventura-blvd-studio-city,Low
2026-06-17,20260617-001813-7e028cca,LAW-20260617-003,Los Angeles,City Planning Commission approves residential towers at 2143 E. Violet St. in DTLA,,Affordable Housing,Planning Approval,Approved / Entitled,20,55,49,General LA / California monitoring,Benchmark permitting timeline,Monitor construction-ready pipeline and sponsor execution,City Planning Commission approves residential towers at 2143 E. Violet St. in DTLA,https://la.urbanize.city/post/city-planning-commission-approves-residential-towers-2143-e-violet-st-dtla,Low
2026-06-17,20260617-001813-7e028cca,LAW-20260617-004,Los Angeles,"Entitlement / Permitting - Los Angeles / California - Fast Approvals, Slow Delivery: Just 23% Of Units Approved Under ED 1 Have Been Permitted",Unknown,Affordable Housing,Entitlement Approval,Approved / Entitled,20,55,49,General LA / California monitoring,Benchmark permitting timeline,Monitor construction-ready pipeline and sponsor execution,"Fast Approvals, Slow Delivery: Just 23% Of Units Approved Under ED 1 Have Been Permitted",https://www.bisnow.com/los-angeles/news/affordable-housing/ed-1-affordable-housing-streamlining-los-angeles-135010,Low
2026-06-17,20260617-001813-7e028cca,LAW-20260617-005,Los Angeles,"Final Approval For 1215 Bordeaux Drive, Sunnyvale",,Apartment,Zoning / Rezoning,Approved / Entitled,20,55,49,General LA / California monitoring,Benchmark permitting timeline,Monitor construction-ready pipeline and sponsor execution,"Final Approval For 1215 Bordeaux Drive, Sunnyvale",https://sfyimby.com/2026/06/final-approval-for-1215-bordeaux-drive-sunnyvale.html,Medium
2026-06-17,20260617-001813-7e028cca,LAW-20260617-006,National,Office-to-Residential Conversion - Los Angeles / California - Affordable housing takes shape at 711 S. New Hampshire Ave. in Koreatown,Unknown,Affordable Housing,Office-to-Residential Conversion,Unknown Stage,38,42,49,General LA / California monitoring,Watch affordable housing requirement,"Track local planning docket, sponsor, submarket, and entitlement precedent",Affordable housing takes shape at 711 S. New Hampshire Ave. in Koreatown,https://la.urbanize.city/post/affordable-housing-takes-shape-711-s-new-hampshire-ave-koreatown,Low
2026-06-17,20260617-001813-7e028cca,LAW-20260617-007,Washington Dc,"Office-to-Residential Conversion - Washington DC - Rockpoint, LCOR, Potomac Investment Properties Plan Georgetown Office-to-Residential Redev...",Unknown,Office-to-Residential Conversion,Office-to-Residential Conversion,Unknown Stage,28,42,47,General LA / California monitoring,Track office-to-residential feasibility,"Track local planning docket, sponsor, submarket, and entitlement precedent","Rockpoint, LCOR, Potomac Investment Properties Plan Georgetown Office-to-Residential Redevelopment",https://www.connectcre.com/stories/rockpoint-lcor-potomac-investment-properties-plan-georgetown-office-to-residential-redevelopment/,Low
2026-06-17,20260617-001813-7e028cca,LAW-20260617-008,Los Angeles,Entitlement / Permitting - Los Angeles / California - Affordable housing slated for 5139 N. Colfax Ave. in Valley Village,Unknown,Affordable Housing,Entitlement Approval,Unknown Stage,38,30,45,General LA / California monitoring,Watch affordable housing requirement,"Track local planning docket, sponsor, submarket, and entitlement precedent",Affordable housing slated for 5139 N. Colfax Ave. in Valley Village,https://la.urbanize.city/post/affordable-housing-slated-5139-n-colfax-ave-valley-village,Low
2026-06-17,20260617-001813-7e028cca,LAW-20260617-009,Beverly Hills,Construction Financing - Beverly Hills / California - Developer secures $85m loan for mixed-use project at 55 N. La Cienega Blvd. in Beverly Hil...,Marcus & Millichap,Mixed-Use Residential,Entitlement Approval,Unknown Stage,28,35,44,General LA / California monitoring,Monitor local sponsor activity,"Track local planning docket, sponsor, submarket, and entitlement precedent",Developer secures $85m loan for mixed-use project at 55 N. La Cienega Blvd. in Beverly Hills,https://la.urbanize.city/post/developer-secures-85m-loan-mixed-use-project-55-n-la-cienega-blvd-beverly-hills,Low
2026-06-17,20260617-001813-7e028cca,LAW-20260617-010,Los Angeles,City Planning Commission approves 76 apartments at 2413 N. Silver Lake Boulevard,,Affordable Housing,Planning Approval,Under Review,28,30,42,General LA / California monitoring,Monitor local sponsor activity,"Track local planning docket, sponsor, submarket, and entitlement precedent",City Planning Commission approves 76 apartments at 2413 N. Silver Lake Boulevard,https://la.urbanize.city/post/city-planning-commission-approves-76-apartments-2413-n-silver-lake-boulevard,Low
2026-06-17,20260617-001813-7e028cca,LAW-20260617-011,Los Angeles,Nine homes slated for 1280 N. Sweetzer Ave. in West Hollywood,,Affordable Housing,Planning Approval,Under Review,28,30,42,General LA / California monitoring,Monitor local sponsor activity,"Track local planning docket, sponsor, submarket, and entitlement precedent",Nine homes slated for 1280 N. Sweetzer Ave. in West Hollywood,https://la.urbanize.city/post/nine-homes-slated-1280-n-sweetzer-ave-west-hollywood,Low
2026-06-17,20260617-001813-7e028cca,LAW-20260617-012,Unknown,"Entitlement / Permitting - Other / Unknown - Updated Plans For 4095 Pacific Boulevard, San Mateo",Unknown,Apartment,Entitlement Approval,Early Planning,20,30,40,General LA / California monitoring,Track entitlement precedent,"Track local planning docket, sponsor, submarket, and entitlement precedent","Updated Plans For 4095 Pacific Boulevard, San Mateo",https://sfyimby.com/2026/06/updated-plans-for-4095-pacific-boulevard-san-mateo.html,Low
