run_date,run_id,run_timestamp,deal_fingerprint_id,duplicate_cluster_id,fingerprint_confidence,canonical_project_name,canonical_deal_name,canonical_event_name,deal_type,market,residential_sector,canonical_gp_or_developer,canonical_lender_or_debt_provider,unit_count,dollar_amount,loan_amount,source_count,article_count,duplicate_count,sources,article_titles,markets_detected,highest_deal_signal_score
2026-06-15,20260615-001053-87d3b62d,2026-06-15 00:10:53,DFP-25300D695B,DCL-20260615-003,100,Refinancing - Southeast - JLL Secures $64M Refinancing for 820-Bed Student Housing Community Near Mississippi State...,Refinancing - Refinancing - Southeast - JLL Secures $64M Refinancing for 820-Bed Student Housing Community Near Mississippi State...,Refinancing - JLL - JLL - Southeast,Refinancing,Southeast,Student Housing,JLL,JLL,309 units,$64M; $64M; $64 million,$64M,1,1,1,REBusiness Online,JLL Secures $64M Refinancing for 820-Bed Student Housing Community Near Mississippi State University,Southeast,90
2026-06-15,20260615-001053-87d3b62d,2026-06-15 00:10:53,DFP-F3A3950AD2,DCL-20260615-005,90,Acquisition - Other / Unknown - Storyboard Living Acquires Three Value-Add Multifamily Community Properties in Saint Louis,Acquisition - Acquisition - Other / Unknown - Storyboard Living Acquires Three Value-Add Multifamily Community Properties in Saint Louis,Acquisition - CBRE - Other / Unknown,Acquisition,Other / Unknown,Multifamily,CBRE,Fannie Mae,270 units,$22.1 million; $18.4 million; $22.1 million,$18.4 million,1,1,1,Yield PRO,Storyboard Living Acquires Three Value-Add Multifamily Community Properties in Saint Louis,Other / Unknown,85
2026-06-15,20260615-001053-87d3b62d,2026-06-15 00:10:53,DFP-0EF266AB14,DCL-20260615-006,90,Acquisition - Miami / Florida - TPI Trades South Florida Workforce Multifamily Housing Community Clipper Cove in Boynton B...,Acquisition - Acquisition - Miami / Florida - TPI Trades South Florida Workforce Multifamily Housing Community Clipper Cove in Boynton B...,Acquisition - Freddie Mac - Sun Belt,Acquisition,Miami / Florida,Affordable Housing,Freddie Mac,Freddie Mac,,$70.3 million; $53.3 million; $15.3 million,$70.3 million,1,1,1,Yield PRO,TPI Trades South Florida Workforce Multifamily Housing Community Clipper Cove in Boynton Beach Florida,Miami / Florida,85
2026-06-15,20260615-001053-87d3b62d,2026-06-15 00:10:53,DFP-9CC21B7AAE,DCL-20260615-008,90,Construction Financing - Miami / Florida - Developer Duo Closes on $67.5M Financing for Coral Gables Condos,Construction Financing - Construction Financing - Miami / Florida - Developer Duo Closes on $67.5M Financing for Coral Gables Condos,Construction Financing - Berkadia - Berkadia - Sun Belt,Construction Financing,Miami / Florida,Apartment,Berkadia,Berkadia,,$67.5M; $67.5M; $67.5 million,$67.5M,1,1,1,Connect CRE South Florida,Developer Duo Closes on $67.5M Financing for Coral Gables Condos,Miami / Florida,85
2026-06-15,20260615-001053-87d3b62d,2026-06-15 00:10:53,DFP-38DEE0D2A8,DCL-20260615-001,90,Construction Financing - California - JLL Lines Up $144M Construction Loan for Santa Ana Multifamily,Construction Financing - Construction Financing - California - JLL Lines Up $144M Construction Loan for Santa Ana Multifamily,Construction Financing - JLL - JLL - California,Construction Financing,California,Apartment,JLL,JLL,,$144M; $144M; $144,$144M,1,1,1,Connect CRE Orange County,JLL Lines Up $144M Construction Loan for Santa Ana Multifamily,California,93
2026-06-15,20260615-001053-87d3b62d,2026-06-15 00:10:53,DFP-D096CD0DA2,DCL-20260615-011,90,Construction Financing - Beverly Hills / California - MMCC Arranges $85M in Construction Financing for Beverly Hills Mixed-Use Project,Construction Financing - Construction Financing - Beverly Hills / California - MMCC Arranges $85M in Construction Financing for Beverly Hills Mixed-Use Project,Construction Financing - Marcus & Millichap - California,Construction Financing,Beverly Hills / California,Mixed-Use Residential,Marcus & Millichap,Unknown,11 units,$85M; $85M; $85 million,$85M,1,1,1,REBusiness Online,MMCC Arranges $85M in Construction Financing for Beverly Hills Mixed-Use Project,Beverly Hills / California,83
2026-06-15,20260615-001053-87d3b62d,2026-06-15 00:10:53,DFP-BB73BB97D4,DCL-20260615-004,90,Disposition / Exit - California - Yorba Linda Parking Lot Sells for Townhome Redevelopment,Disposition / Exit - Disposition / Exit - California - Yorba Linda Parking Lot Sells for Townhome Redevelopment,Disposition / Exit - CBRE - California,Disposition / Exit,California,Apartment,CBRE,CBRE,,$8.12; $8.12,,1,1,1,Connect CRE Orange County,Yorba Linda Parking Lot Sells for Townhome Redevelopment,California,89
2026-06-15,20260615-001053-87d3b62d,2026-06-15 00:10:53,DFP-5508FCE9F0,DCL-20260615-017,90,Disposition / Exit - California - Former Bank Branch Positioned as Development Opportunity in Garden Grove Sale,Disposition / Exit - Disposition / Exit - California - Former Bank Branch Positioned as Development Opportunity in Garden Grove Sale,Disposition / Exit - CBRE - California,Disposition / Exit,California,General Residential,CBRE,CBRE,,$11 million; $1; $11 million,,1,1,1,Connect CRE Orange County,Former Bank Branch Positioned as Development Opportunity in Garden Grove Sale,California,74
2026-06-15,20260615-001053-87d3b62d,2026-06-15 00:10:53,DFP-C431C120A0,DCL-20260615-013,90,General Project Signal - California - JLL Arranges $252M Financing for Huntington Beach Seniors Project,General Project Signal - General Project Signal - California - JLL Arranges $252M Financing for Huntington Beach Seniors Project,General Project Signal - JLL - California,General Project Signal,California,Senior Housing,JLL,JLL,,$252M; $252M; $252.1 million,$252M,1,1,1,Connect CRE Orange County,JLL Arranges $252M Financing for Huntington Beach Seniors Project,California,78
2026-06-15,20260615-001053-87d3b62d,2026-06-15 00:10:53,DFP-7055481161,DCL-20260615-009,90,JV / Partnership - Miami / Florida - JV Raises $100M for Coral Gables Mixed-Use Project,JV / Partnership - JV / Partnership - Miami / Florida - JV Raises $100M for Coral Gables Mixed-Use Project,JV / Partnership - Berkadia - Sun Belt,JV / Partnership,Miami / Florida,Mixed-Use Residential,Berkadia,Berkadia,,$100M; $100M; $100 million,,1,1,1,Connect CRE South Florida,JV Raises $100M for Coral Gables Mixed-Use Project,Miami / Florida,85
