run_date,run_id,entitlement_signal_id,market,city_or_submarket,residential_sector,gp_or_developer,project_or_deal_name,entitlement_signal_type,entitlement_stage,approval_body,regulatory_theme,affordability_component,density_or_zoning_signal,ceqa_or_environmental_signal,timing_reference,entitlement_risk_score,entitlement_opportunity_score,woomi_developer_relevance,recommended_follow_up,source_article_title,source,url,confidence_level
2026-06-19,20260619-002803-60bf3723,ENT-20260619-005,Other / Unknown,Los Angeles,Apartment,,"Housing Approved For 220 West 20th Avenue, San Mateo",CEQA / Environmental Review,Approved / Entitled,City Council,CEQA risk,No,No clear density / zoning signal,Yes,2026,72,55,Relevant to US residential developer capability,"Monitor CEQA timeline, appeals, and environmental review milestones","Housing Approved For 220 West 20th Avenue, San Mateo",SF YIMBY,https://sfyimby.com/2026/06/housing-approved-for-220-west-20th-avenue-san-mateo.html,Low
2026-06-19,20260619-002803-60bf3723,ENT-20260619-006,Washington DC,Other / Unknown,Apartment,,"Avenue5, Bell Partners to pay DC $1.4M in RealPage suit",CEQA / Environmental Review,Under Review,Unknown,CEQA risk,No,No clear density / zoning signal,Yes,2026,65,30,Relevant to US residential developer capability,"Monitor CEQA timeline, appeals, and environmental review milestones","Avenue5, Bell Partners to pay DC $1.4M in RealPage suit",Multifamily Dive,https://www.multifamilydive.com/news/avenue5-bell-partners-settlement-dc-realpage-lawsuit/822939/,Low
2026-06-19,20260619-002803-60bf3723,ENT-20260619-002,California,Los Angeles,Apartment,,"Meeting Tonight For 1275 South California Street, Walnut Creek",Density Bonus / TOC,Early Planning,Unknown,Density incentive,No,density bonus,No,2026,20,63,Relevant to US residential developer capability,"Track local planning filings, approval body, sponsor, and entitlement precedent","Meeting Tonight For 1275 South California Street, Walnut Creek",SF YIMBY,https://sfyimby.com/2026/06/meeting-tonight-for-1275-south-california-street-walnut-creek.html,Low
2026-06-19,20260619-002803-60bf3723,ENT-20260619-008,Los Angeles / California,Los Angeles,General Residential,,"250,000sf studio complex approved at 3701 S. Stocker St. in Baldwin Hills",Density Bonus / TOC,Delayed / Appealed,City Council,Density incentive,No,toc,No,No explicit timing reference,60,38,Relevant to US residential developer capability,Benchmark density bonus / TOC use and project economics,"250,000sf studio complex approved at 3701 S. Stocker St. in Baldwin Hills",Urbanize LA,https://la.urbanize.city/post/250000sf-studio-complex-approved-3701-s-stocker-st-baldwin-hills,Low
2026-06-19,20260619-002803-60bf3723,ENT-20260619-004,Los Angeles / California,Los Angeles,Affordable Housing,,City Planning Commission approves residential towers at 2143 E. Violet St. in DTLA,Planning Approval,Approved / Entitled,Planning Commission,General regulatory watch,No,No clear density / zoning signal,No,No explicit timing reference,20,55,General entitlement monitoring,Monitor entitlement status for repeated confirmation,City Planning Commission approves residential towers at 2143 E. Violet St. in DTLA,Urbanize LA,https://la.urbanize.city/post/city-planning-commission-approves-residential-towers-2143-e-violet-st-dtla,Low
2026-06-19,20260619-002803-60bf3723,ENT-20260619-017,Other / Unknown,Unknown,Apartment,Unknown,"Entitlement / Permitting - Other / Unknown - Housing Approved For 220 West 20th Avenue, San Mateo",Entitlement Approval,Approved / Entitled,Unknown,General regulatory watch,No,No clear density / zoning signal,No,No explicit timing reference,20,55,General entitlement monitoring,Track construction-ready pipeline and comparable sponsor execution,"Housing Approved For 220 West 20th Avenue, San Mateo",SF YIMBY,https://sfyimby.com/2026/06/housing-approved-for-220-west-20th-avenue-san-mateo.html,Low
2026-06-19,20260619-002803-60bf3723,ENT-20260619-003,Texas,Los Angeles,Apartment,,"Final Approval For 1215 Bordeaux Drive, Sunnyvale",Zoning / Rezoning,Approved / Entitled,Unknown,General regulatory watch,No,specific plan,No,2026,20,55,General entitlement monitoring,Monitor entitlement status for repeated confirmation,"Final Approval For 1215 Bordeaux Drive, Sunnyvale",SF YIMBY,https://sfyimby.com/2026/06/final-approval-for-1215-bordeaux-drive-sunnyvale.html,Medium
2026-06-19,20260619-002803-60bf3723,ENT-20260619-013,California,California,Affordable Housing,Unknown,"Entitlement / Permitting - California - Seven-story, 82-unit apartment building pitched for 402 Atlantic Ave. in Long Beach",Entitlement Approval,Unknown Stage,Unknown,General regulatory watch,No,No clear density / zoning signal,No,No explicit timing reference,28,45,General entitlement monitoring,"Track local planning filings, approval body, sponsor, and entitlement precedent","Seven-story, 82-unit apartment building pitched for 402 Atlantic Ave. in Long Beach",Urbanize LA,https://la.urbanize.city/post/seven-story-82-unit-apartment-building-pitched-402-atlantic-ave-long-beach,Low
2026-06-19,20260619-002803-60bf3723,ENT-20260619-014,New York City / New York,Manhattan,Apartment,Unknown,Office-to-Residential Conversion - New York City / New York - Madison Realty Capital Lends $480M on 1740 Broadway Office-to-Resi Conversion,Office-to-Residential Conversion,Unknown Stage,Unknown,Office conversion policy,No,No clear density / zoning signal,No,No explicit timing reference,28,42,General entitlement monitoring,"Review office conversion feasibility, policy support, and local sponsor activity",Madison Realty Capital Lends $480M on 1740 Broadway Office-to-Resi Conversion,Commercial Observer,https://commercialobserver.com/2026/06/madison-realty-capital-1740-broadway-manhattan-office-to-resi-conversion/,Low
2026-06-19,20260619-002803-60bf3723,ENT-20260619-015,New York City / New York,New York City,Office-to-Residential Conversion,Unknown,Office-to-Residential Conversion - New York City / New York - Post Brothers President Matthew Pestronk On D.C.’s $750M Office Conversion,Office-to-Residential Conversion,Unknown Stage,Unknown,Office conversion policy,No,No clear density / zoning signal,No,No explicit timing reference,28,42,General entitlement monitoring,"Review office conversion feasibility, policy support, and local sponsor activity",Post Brothers President Matthew Pestronk On D.C.’s $750M Office Conversion,Commercial Observer,https://commercialobserver.com/2026/06/post-brothers-matthew-pestronk-dc-office-conversion-housing-geneva/,Low
