run_date,run_id,run_timestamp,market,residential_sector,market_article_count,high_priority_count,market_signal_count,average_relevance_score,dominant_strategic_angle,dominant_market_signal,regional_risk_or_opportunity,woomi_market_relevance,recommended_market_action
2026-06-19,20260619-002803-60bf3723,2026-06-19 00:28:03,California,Affordable Housing,22,16,9,84.1,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Core Watch Market,Track LA / California entitlement and zoning updates
2026-06-19,20260619-002803-60bf3723,2026-06-19 00:28:03,Los Angeles,Affordable Housing,10,6,4,83.2,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Core Watch Market,Track LA / California entitlement and zoning updates
2026-06-19,20260619-002803-60bf3723,2026-06-19 00:28:03,National / Other,Multifamily,28,10,4,70.2,Institutional Flow,Deal Size Signal,Institutional capital pricing signal,General Monitoring,Track institutional capital activity
2026-06-19,20260619-002803-60bf3723,2026-06-19 00:28:03,Florida,Apartment,7,6,2,90.4,Financing Risk,Rent Growth Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-06-19,20260619-002803-60bf3723,2026-06-19 00:28:03,Arizona,Apartment,5,4,3,88.2,Financing Risk,Rent Growth Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-06-19,20260619-002803-60bf3723,2026-06-19 00:28:03,Phoenix,Apartment,5,4,3,88.2,Financing Risk,Rent Growth Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-06-19,20260619-002803-60bf3723,2026-06-19 00:28:03,New York,Multifamily,4,4,2,95.8,Institutional Flow,Supply / Starts Signal,Supply pressure / lease-up risk,General Monitoring,Monitor supply pipeline and concessions
2026-06-19,20260619-002803-60bf3723,2026-06-19 00:28:03,Texas,Senior Housing,5,4,1,79.2,Developer Strategy,Supply / Starts Signal,Supply pressure / lease-up risk,Strategic Watch Market,Monitor supply pipeline and concessions
2026-06-19,20260619-002803-60bf3723,2026-06-19 00:28:03,Southeast,Apartment,4,3,1,76.2,Institutional Flow,Rent Growth Signal,Institutional capital pricing signal,Strategic Watch Market,Track institutional capital activity
2026-06-19,20260619-002803-60bf3723,2026-06-19 00:28:03,Seattle,Affordable Housing,2,2,0,92.0,Financing Risk,None detected,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-06-19,20260619-002803-60bf3723,2026-06-19 00:28:03,Dallas,Affordable Housing,3,2,0,72.7,Financing Risk,None detected,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-06-19,20260619-002803-60bf3723,2026-06-19 00:28:03,Sun Belt,Apartment,1,1,0,86.0,Developer Strategy,None detected,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-06-19,20260619-002803-60bf3723,2026-06-19 00:28:03,Austin,General Residential,0,0,0,0,None detected,None detected,General market monitoring,Low Priority,Monitor only
