run_date,run_id,canonical_project_id,canonical_project_name,project_identity_confidence,run_timestamp,canonical_article_id,article_integrity_status,primary_display_section,secondary_display_sections,repeat_exposure_status,freshness_score,access_status,project_or_deal_name,deal_type,asset_type,residential_sector,market,city_or_submarket,state_or_region,gp_or_developer,canonical_gp_or_developer,institutional_partner,lender_or_debt_provider,canonical_lender_or_debt_provider,capital_partner,canonical_capital_partner,canonical_market,unit_count,dollar_amount,loan_amount,acquisition_price,development_cost,cap_rate,rent_growth,vacancy_rate,concession_signal,construction_start_or_delivery_timing,entitlement_or_permitting_stage,deal_signal_score,deal_priority_label,potential_woomi_use,source_article_title,source,url,relevance_score,deal_fingerprint_id,fingerprint_confidence,canonical_deal_name,canonical_event_name,duplicate_cluster_id,duplicate_count
2026-06-19,20260619-002803-60bf3723,PRJ-20260619-0063,Acquisition - New York City / New York - JLL Capital Markets Arranges $60.5M Financing for Delshah’s Latest Brooklyn Acquisition,100,2026-06-19 00:28:03,art_99da763fc827153b,valid,Development Activity,GP / Capital Activity,new_or_fresh,100,open,Acquisition - New York City / New York - JLL Capital Markets Arranges $60.5M Financing for Delshah’s Latest Brooklyn Acquisition,Acquisition,Multifamily,Multifamily,New York City / New York,Brooklyn,Unknown,JLL,JLL,Unknown,jll,JLL,Unknown,Unknown,New York,93 units,$60.5M; $60.5 million; $60.5m,$60.5M,$60.5M,,,,,,,,95,High Deal Intelligence,Pricing benchmark,JLL Capital Markets Arranges $60.5M Financing for Delshah’s Latest Brooklyn Acquisition,Yield PRO,https://yieldpro.com/2026/06/grand-street-portfolio/,100,DFP-8D56741AA0,100,Acquisition - Acquisition - New York City / New York - JLL Capital Markets Arranges $60.5M Financing for Delshah’s Latest Brooklyn Acquisition,Acquisition - JLL - New York,DCL-20260619-001,1
2026-06-19,20260619-002803-60bf3723,PRJ-20260619-0068,"Construction Financing - California - JLL Arranges Debt, Equity for Luxury Condo Development in Downtown Lafayette",100,2026-06-19 00:28:03,art_63af87ba590521df,valid,Development Activity,GP / Capital Activity,new_or_fresh,100,open,"Construction Financing - California - JLL Arranges Debt, Equity for Luxury Condo Development in Downtown Lafayette",Construction Financing,Apartment,Apartment,California,California,California,JLL,JLL,Unknown,jll,JLL,Unknown,Unknown,California,,$60.5 million; $60.5 million,$60.5 million,,,,,,,,,93,High Deal Intelligence,Capital market signal,"JLL Arranges Debt, Equity for Luxury Condo Development in Downtown Lafayette",Connect CRE,https://www.connectcre.com/stories/jll-arranges-debt-equity-for-luxury-condo-development-in-downtown-lafayette/,100,DFP-63C5FF7E28,90,"Construction Financing - Construction Financing - California - JLL Arranges Debt, Equity for Luxury Condo Development in Downtown Lafayette",Construction Financing - JLL - JLL - California,DCL-20260619-002,1
2026-06-19,20260619-002803-60bf3723,PRJ-20260619-0064,Disposition / Exit - California - Former Bank Branch Positioned as Development Opportunity in Garden Grove Sale,100,2026-06-19 00:28:03,art_6e05306f1e52dc16,valid,Development Activity,GP / Capital Activity,repeat_penalized,55,open,Disposition / Exit - California - Yorba Linda Parking Lot Sells for Townhome Redevelopment,Disposition / Exit,Apartment,Apartment,California,California,California,CBRE,CBRE,Unknown,cbre,CBRE,Unknown,Unknown,California,,$8.12; $8.12,,,,,,,,,,89,High Deal Intelligence,Entitlement / zoning watch,Yorba Linda Parking Lot Sells for Townhome Redevelopment,Connect CRE Orange County,https://www.connectcre.com/stories/yorba-linda-parking-lot-sells-for-townhome-redevelopment/,100,DFP-BB73BB97D4,90,Disposition / Exit - Disposition / Exit - California - Yorba Linda Parking Lot Sells for Townhome Redevelopment,Disposition / Exit - CBRE - California,DCL-20260619-003,1
2026-06-19,20260619-002803-60bf3723,PRJ-20260619-0059,Construction Financing - Beverly Hills / California - Developer secures $85m loan for mixed-use project at 55 N. La Cienega Blvd. in Beverly Hil...,100,2026-06-19 00:28:03,art_29d9979b5f307513,valid,Development Activity,GP / Capital Activity,acceptable_repeat,62,access_limited,Construction Financing - Beverly Hills / California - Developer secures $85m loan for mixed-use project at 55 N. La Cienega Blvd. in Beverly Hil...,Construction Financing,Mixed-Use Residential,Mixed-Use Residential,Beverly Hills / California,Beverly Hills,Unknown,Marcus & Millichap,Marcus & Millichap,Unknown,Unknown,Unknown,Unknown,Unknown,California,22 apartments,$85m; $85m; $85 million,$85m,,,,,,,,entitlement,87,High Deal Intelligence,Capital market signal,Developer secures $85m loan for mixed-use project at 55 N. La Cienega Blvd. in Beverly Hills,Urbanize LA,https://la.urbanize.city/post/developer-secures-85m-loan-mixed-use-project-55-n-la-cienega-blvd-beverly-hills,100,DFP-5F24A5FFEF,90,Construction Financing - Construction Financing - Beverly Hills / California - Developer secures $85m loan for mixed-use project at 55 N. La Cienega Blvd. in Beverly Hil...,Construction Financing - Marcus & Millichap - California,DCL-20260619-004,1
2026-06-19,20260619-002803-60bf3723,PRJ-20260619-0164,Construction Financing - Miami / Florida - Developer Duo Closes on $67.5M Financing for Coral Gables Condos,100,2026-06-19 00:28:03,art_6f9d9abc3773ed0e,valid,Development Activity,GP / Capital Activity,repeat_penalized,58,open,Construction Financing - Miami / Florida - Developer Duo Closes on $67.5M Financing for Coral Gables Condos,Construction Financing,Apartment,Apartment,Miami / Florida,South Florida,Unknown,Berkadia,Berkadia,Unknown,berkadia,Berkadia,Unknown,Unknown,Sun Belt,,$67.5M; $67.5M; $67.5 million,$67.5M,,,,,,,,,85,High Deal Intelligence,Capital market signal,Developer Duo Closes on $67.5M Financing for Coral Gables Condos,Connect CRE South Florida,https://www.connectcre.com/stories/developer-duo-closes-on-67-5m-financing-for-coral-gables-condos/,100,DFP-9CC21B7AAE,90,Construction Financing - Construction Financing - Miami / Florida - Developer Duo Closes on $67.5M Financing for Coral Gables Condos,Construction Financing - Berkadia - Berkadia - Sun Belt,DCL-20260619-005,1
2026-06-19,20260619-002803-60bf3723,PRJ-20260619-0091,BTR / Build-to-Rent - Georgia - Easthaven Townhomes Secured Financing for $34.5M Amid Region’s $7.6B Jobs Boom,100,2026-06-19 00:28:03,art_7c92e0474b0d8849,valid,Development Activity,GP / Capital Activity,new_or_fresh,100,open,BTR / Build-to-Rent - Georgia - Easthaven Townhomes Secured Financing for $34.5M Amid Region’s $7.6B Jobs Boom,BTR / Build-to-Rent,BTR / Single-Family Rental,BTR / Single-Family Rental,Georgia,Georgia,Unknown,JLL,JLL,Unknown,jll,JLL,Unknown,Unknown,Georgia,,$34.5M; $7.6B; $34.5 million,$34.5M,,,,,,,,,81,High Deal Intelligence,Capital market signal,Easthaven Townhomes Secured Financing for $34.5M Amid Region’s $7.6B Jobs Boom,Yield PRO,https://yieldpro.com/2026/06/easthaven/,99,DFP-5138D7F0A0,90,BTR / Build-to-Rent - BTR / Build-to-Rent - Georgia - Easthaven Townhomes Secured Financing for $34.5M Amid Region’s $7.6B Jobs Boom,BTR / Build-to-Rent - JLL - Georgia,DCL-20260619-006,1
2026-06-19,20260619-002803-60bf3723,PRJ-20260619-0068,"Construction Financing - California - JLL Arranges Debt, Equity for Luxury Condo Development in Downtown Lafayette",100,2026-06-19 00:28:03,art_dd00af25bb095951,valid,GP / Capital Activity,,acceptable_repeat,74,open,Acquisition - California - Investor in Postal Real Estate Scores Off-Market Deal in San Diego,Acquisition,Unknown Residential,General Residential,California,California,California,JLL,JLL,Unknown,jll,JLL,Unknown,Unknown,California,,$9.6 million,,$9.6 million,,,,,,,,79,Useful Deal Signal,Pricing benchmark,Investor in Postal Real Estate Scores Off-Market Deal in San Diego,Connect CRE California,https://www.connectcre.com/stories/investor-in-postal-real-estate-scores-off-market-deal-in-san-diego/,60,DFP-3A925D2738,90,Acquisition - Acquisition - California - Investor in Postal Real Estate Scores Off-Market Deal in San Diego,Acquisition - JLL - California,DCL-20260619-007,1
2026-06-19,20260619-002803-60bf3723,PRJ-20260619-0068,"Construction Financing - California - JLL Arranges Debt, Equity for Luxury Condo Development in Downtown Lafayette",100,2026-06-19 00:28:03,art_1cf4b76f3046105a,valid,Development Activity,GP / Capital Activity,repeat_penalized,5,open,General Project Signal - California - JLL Arranges $252M Financing for Huntington Beach Seniors Project,General Project Signal,Senior Housing,Senior Housing,California,California,California,JLL,JLL,Unknown,jll,JLL,Unknown,Unknown,California,,$252M; $252M; $252.1 million,$252M,,,,,,,,,78,Useful Deal Signal,Capital market signal,JLL Arranges $252M Financing for Huntington Beach Seniors Project,Connect CRE Orange County,https://www.connectcre.com/stories/jll-arranges-252m-financing-for-huntington-beach-seniors-project/,85,DFP-C431C120A0,90,General Project Signal - General Project Signal - California - JLL Arranges $252M Financing for Huntington Beach Seniors Project,General Project Signal - JLL - California,DCL-20260619-008,1
2026-06-19,20260619-002803-60bf3723,PRJ-20260619-0067,"General Project Signal - California - Meeting Tonight For 1275 South California Street, Walnut Creek",100,2026-06-19 00:28:03,art_b0b9099f72a54c0b,valid,Development Activity,,acceptable_repeat,66,access_limited,"General Project Signal - California - Meeting Tonight For 1275 South California Street, Walnut Creek",General Project Signal,Apartment,Apartment,California,California,California,Fairfield Residential,Fairfield Residential,Unknown,Unknown,Unknown,Unknown,Unknown,California,172 apartments,,,,,,,,,,,75,Useful Deal Signal,Entitlement / zoning watch,"Meeting Tonight For 1275 South California Street, Walnut Creek",SF YIMBY,https://sfyimby.com/2026/06/meeting-tonight-for-1275-south-california-street-walnut-creek.html,100,DFP-CF383325E3,80,"General Project Signal - General Project Signal - California - Meeting Tonight For 1275 South California Street, Walnut Creek",General Project Signal - Fairfield Residential - California,DCL-20260619-009,1
2026-06-19,20260619-002803-60bf3723,PRJ-20260619-0064,Disposition / Exit - California - Former Bank Branch Positioned as Development Opportunity in Garden Grove Sale,100,2026-06-19 00:28:03,art_86bc6f4162c00691,valid,Development Activity,GP / Capital Activity,repeat_penalized,5,open,Disposition / Exit - California - Former Bank Branch Positioned as Development Opportunity in Garden Grove Sale,Disposition / Exit,Unknown Residential,General Residential,California,California,California,CBRE,CBRE,Unknown,cbre,CBRE,Unknown,Unknown,California,,$11 million; $1; $11 million,,,,,,,,,,74,Useful Deal Signal,Entitlement / zoning watch,Former Bank Branch Positioned as Development Opportunity in Garden Grove Sale,Connect CRE Orange County,https://www.connectcre.com/stories/former-bank-branch-positioned-as-development-opportunity-in-garden-grove-sale/,57,DFP-5508FCE9F0,90,Disposition / Exit - Disposition / Exit - California - Former Bank Branch Positioned as Development Opportunity in Garden Grove Sale,Disposition / Exit - CBRE - California,DCL-20260619-010,1
2026-06-19,20260619-002803-60bf3723,PRJ-20260619-0162,BTR / Build-to-Rent - Phoenix / Arizona - NexMetro Opens 25th Build-to-Rent Community in Phoenix Market,80,2026-06-19 00:28:03,art_7a1e718b81f8d019,valid,Development Activity,GP / Capital Activity,new_or_fresh,100,open,Acquisition - Phoenix / Arizona - Tide Equities Sells Phoenix Rental Asset for $41M,Acquisition,Apartment,Apartment,Phoenix / Arizona,Phoenix,Unknown,Unknown,Unknown,Unknown,northmarq,northmarq,Unknown,Unknown,Sun Belt,,$41M; $41M; $41 million,$41m,$41M,,,,,,,,73,Useful Deal Signal,Pricing benchmark,Tide Equities Sells Phoenix Rental Asset for $41M,Connect CRE Apartments,https://www.connectcre.com/stories/tide-equities-sells-phoenix-rental-asset-for-41m/,100,DFP-0093CB17AA,75,Acquisition - Acquisition - Phoenix / Arizona - Tide Equities Sells Phoenix Rental Asset for $41M,Acquisition - Unknown - Sun Belt,DCL-20260619-011,1
2026-06-19,20260619-002803-60bf3723,PRJ-20260619-0087,BTR / Build-to-Rent - Florida - Dwight Mortgage Trust Lends $26M on Florida BTR Community,100,2026-06-19 00:28:03,art_3ed7920966afec97,valid,GP / Capital Activity,,new_or_fresh,100,open,BTR / Build-to-Rent - Florida - Dwight Mortgage Trust Lends $26M on Florida BTR Community,BTR / Build-to-Rent,BTR / Single-Family Rental,BTR / Single-Family Rental,Florida,Florida,Florida,Dwight Mortgage Trust,Dwight Mortgage Trust,Unknown,Unknown,Unknown,Unknown,Unknown,Florida,,$26M; $26M; $26 million,$26M,,,,,,,,,73,Useful Deal Signal,Capital market signal,Dwight Mortgage Trust Lends $26M on Florida BTR Community,Commercial Observer,https://commercialobserver.com/2026/06/dwight-mortgage-trust-florida-build-to-rent/,100,DFP-7F108CB1EA,80,BTR / Build-to-Rent - BTR / Build-to-Rent - Florida - Dwight Mortgage Trust Lends $26M on Florida BTR Community,BTR / Build-to-Rent - Dwight Mortgage Trust - Florida,DCL-20260619-012,1
