run_date,run_id,firm_name,strategic_tier,strategic_weight,residential_sector,detected_markets,detected_source_categories,detected_platform_types,detected_activity_types,article_count,highest_relevance_score,average_relevance_score,capital_flow_signal,relationship_signal,partnership_relevance_to_woomi,california_la_relevance,institutional_relationship_score,recommended_follow_up
2026-06-20,20260620-001047-3a836daf,CBRE,Tier 3 / Growth and Market Signal Watch,50,Apartment,California,Site / Parcel Source Expansion,Other,acquisition; disposition / exit; operational technology / AI adoption,2,100,78.5,Capital Inflow,GP Capability Benchmark Signal,competitive pressure indicator,High,100,Review California / LA capital and developer activity
2026-06-20,20260620-001047-3a836daf,JLL,Tier 3 / Growth and Market Signal Watch,50,Apartment,California; New York; Other / Unknown,Core Multifamily News; Regional / California / LA Sources; Site / Parcel Source Expansion,Other,acquisition; disposition / exit; refinancing; entitlement; JV / partnership; operational technology / AI adoption,4,100,87.8,Capital Inflow,Potential JV / Partnership Signal,potential JV partnership signal,High,100,Map potential GP / JV relationship and monitor partnership activity
2026-06-20,20260620-001047-3a836daf,Marcus & Millichap,Tier 3 / Growth and Market Signal Watch,50,Mixed-Use Residential,Beverly Hills / California; Other / Unknown; San Francisco / California,Core Multifamily News; Regional / California / LA Sources; Site / Parcel Source Expansion,Other,acquisition; disposition / exit; refinancing; entitlement; operational technology / AI adoption,4,100,83.5,Capital Inflow,GP Capability Benchmark Signal,competitive pressure indicator,High,100,Review California / LA capital and developer activity
2026-06-20,20260620-001047-3a836daf,Downtown Lafayette JLL Capital,Tier 3 / Growth and Market Signal Watch,50,Apartment,California,Regional / California / LA Sources,Other,refinancing; JV / partnership; operational technology / AI adoption,1,100,100.0,Refinancing / Recapitalization,Potential JV / Partnership Signal,potential JV partnership signal,High,99,Map potential GP / JV relationship and monitor partnership activity
2026-06-20,20260620-001047-3a836daf,Freestone Capital,Tier 3 / Growth and Market Signal Watch,50,Affordable Housing,California,Site / Parcel Source Expansion,Other,recapitalization; JV / partnership; capital raise; operational technology / AI adoption,1,84,84.0,Capital Inflow,Potential JV / Partnership Signal,potential JV partnership signal,High,93,Map potential GP / JV relationship and monitor partnership activity
2026-06-20,20260620-001047-3a836daf,PEF Advisors,Tier 3 / Growth and Market Signal Watch,50,Affordable Housing,California,Site / Parcel Source Expansion,Other,recapitalization; JV / partnership; capital raise; operational technology / AI adoption,1,84,84.0,Capital Inflow,Potential JV / Partnership Signal,potential JV partnership signal,High,93,Map potential GP / JV relationship and monitor partnership activity
2026-06-20,20260620-001047-3a836daf,Altmark Group,Tier 3 / Growth and Market Signal Watch,50,Apartment,Other / Unknown,Core Multifamily News,Other,acquisition; disposition / exit; entitlement,2,100,83.0,Capital Inflow,No Clear Relationship Signal,benchmark underwriting assumptions,High,92,Review California / LA capital and developer activity
2026-06-20,20260620-001047-3a836daf,IPA,Tier 3 / Growth and Market Signal Watch,50,Apartment,Phoenix / Arizona; Utah,Core Multifamily News; Site / Parcel Source Expansion,Other,disposition / exit; JV / partnership; operational technology / AI adoption,2,97,75.5,Capital Outflow / Exit,Potential JV / Partnership Signal,potential JV partnership signal,Low,92,Map potential GP / JV relationship and monitor partnership activity
2026-06-20,20260620-001047-3a836daf,Douglas Final Phase 13th Floor Investments,Tier 3 / Growth and Market Signal Watch,50,Apartment,Miami / Florida,Site / Parcel Source Expansion,Other,refinancing; JV / partnership; operational technology / AI adoption,1,100,100.0,Refinancing / Recapitalization,Potential JV / Partnership Signal,potential JV partnership signal,Low,91,Map potential GP / JV relationship and monitor partnership activity
2026-06-20,20260620-001047-3a836daf,Dwight Mortgage Trust,Tier 3 / Growth and Market Signal Watch,50,BTR / Single-Family Rental,Florida,Core Multifamily News,Other,refinancing; BTR expansion,1,100,100.0,Refinancing / Recapitalization,GP Capability Benchmark Signal,capital market sentiment indicator,Low,91,Track refinancing or recapitalization pipeline
2026-06-20,20260620-001047-3a836daf,Fairfield Residential,Tier 3 / Growth and Market Signal Watch,50,Apartment,California,Regional / California / LA Sources,Other,operational technology / AI adoption,1,100,100.0,Operational / Platform Investment,GP Capability Benchmark Signal,competitive pressure indicator,High,91,Review California / LA capital and developer activity
2026-06-20,20260620-001047-3a836daf,Millichap Capital,Tier 3 / Growth and Market Signal Watch,50,Mixed-Use Residential,Beverly Hills / California,Regional / California / LA Sources,Other,refinancing; entitlement; operational technology / AI adoption,1,100,100.0,Refinancing / Recapitalization,GP Capability Benchmark Signal,competitive pressure indicator,High,91,Review California / LA capital and developer activity
2026-06-20,20260620-001047-3a836daf,Nitya Capital,Tier 3 / Growth and Market Signal Watch,50,Apartment,Phoenix / Arizona,Site / Parcel Source Expansion,Other,acquisition; disposition / exit; operational technology / AI adoption,1,100,100.0,Capital Inflow,GP Capability Benchmark Signal,competitive pressure indicator,Low,91,Track capital deployment and pricing signals
2026-06-20,20260620-001047-3a836daf,Courtesy Hawkins Way Capital,Tier 3 / Growth and Market Signal Watch,50,Student Housing,Beverly Hills / California,Core Multifamily News,Other,acquisition; disposition / exit,1,97,97.0,Capital Inflow,Pricing Discovery Signal,pricing discovery reference,Low,90,Track capital deployment and pricing signals
2026-06-20,20260620-001047-3a836daf,Madison Realty Capital,Tier 3 / Growth and Market Signal Watch,50,Apartment,New York City / New York,Core Multifamily News; Site / Parcel Source Expansion,Other,refinancing; office-to-residential conversion; operational technology / AI adoption,2,100,100.0,Refinancing / Recapitalization,GP Capability Benchmark Signal,competitive pressure indicator,Low,90,Track refinancing or recapitalization pipeline
2026-06-20,20260620-001047-3a836daf,Wood Partners,Tier 3 / Growth and Market Signal Watch,50,Apartment,Phoenix / Arizona,Site / Parcel Source Expansion,Other,disposition / exit; JV / partnership; operational technology / AI adoption,1,97,97.0,Capital Outflow / Exit,Potential JV / Partnership Signal,potential JV partnership signal,Low,90,Map potential GP / JV relationship and monitor partnership activity
2026-06-20,20260620-001047-3a836daf,US Bank,Tier 3 / Growth and Market Signal Watch,50,Apartment,Florida,Core Multifamily News,Other,refinancing; development start; operational technology / AI adoption,1,96,96.0,Refinancing / Recapitalization,GP Capability Benchmark Signal,competitive pressure indicator,Low,89,Track refinancing or recapitalization pipeline
2026-06-20,20260620-001047-3a836daf,Berkadia,Tier 3 / Growth and Market Signal Watch,50,Apartment,Miami / Florida,Site / Parcel Source Expansion,Other,refinancing; operational technology / AI adoption,1,100,100.0,Refinancing / Recapitalization,GP Capability Benchmark Signal,competitive pressure indicator,Low,83,Track refinancing or recapitalization pipeline
2026-06-20,20260620-001047-3a836daf,Quarterra,Tier 3 / Growth and Market Signal Watch,50,Apartment,Phoenix / Arizona,Site / Parcel Source Expansion,Other,disposition / exit; refinancing; operational technology / AI adoption,1,100,100.0,Capital Outflow / Exit,GP Capability Benchmark Signal,competitive pressure indicator,Low,83,Monitor only
2026-06-20,20260620-001047-3a836daf,Red Oak Capital,Tier 3 / Growth and Market Signal Watch,50,Apartment,Atlanta / Georgia,Core Multifamily News,Other,refinancing; operational technology / AI adoption,1,100,100.0,Refinancing / Recapitalization,GP Capability Benchmark Signal,competitive pressure indicator,Low,83,Track refinancing or recapitalization pipeline
2026-06-20,20260620-001047-3a836daf,Jacobs Group,Tier 3 / Growth and Market Signal Watch,50,General Residential,Other / Unknown,Core Multifamily News,Other,acquisition; refinancing; operational technology / AI adoption,1,51,51.0,Capital Inflow,GP Capability Benchmark Signal,competitive pressure indicator,Low,66,Track capital deployment and pricing signals
2026-06-20,20260620-001047-3a836daf,Kolter Group,Tier 3 / Growth and Market Signal Watch,50,Apartment,Miami / Florida,Site / Parcel Source Expansion,Other,market expansion,1,98,98.0,No Clear Capital Flow Signal,No Clear Relationship Signal,benchmark underwriting assumptions,Low,64,Monitor only
