run_date,run_id,la_watch_id,la_submarket,project_or_deal_name,gp_or_developer,residential_sector,entitlement_signal_type,entitlement_stage,entitlement_risk_score,entitlement_opportunity_score,local_relevance_score,woomi_site_strategy_relevance,potential_site_strategy_angle,recommended_local_follow_up,source_article_title,url,confidence_level
2026-06-20,20260620-001047-3a836daf,LAW-20260620-002,Los Angeles,"Meeting Tonight For 1275 South California Street, Walnut Creek",,Apartment,Density Bonus / TOC,Early Planning,20,63,67,Relevant to California entitlement monitoring,Monitor density bonus use,Compare density bonus / TOC precedent with target-site assumptions,"Meeting Tonight For 1275 South California Street, Walnut Creek",https://sfyimby.com/2026/06/meeting-tonight-for-1275-south-california-street-walnut-creek.html,Low
2026-06-20,20260620-001047-3a836daf,LAW-20260620-005,California,"Entitlement / Permitting - California - Seven-story, 82-unit apartment building pitched for 402 Atlantic Ave. in Long Beach",Unknown,Affordable Housing,Entitlement Approval,Unknown Stage,28,45,63,Relevant to California entitlement monitoring,Track entitlement precedent,"Track local planning docket, sponsor, submarket, and entitlement precedent","Seven-story, 82-unit apartment building pitched for 402 Atlantic Ave. in Long Beach",https://la.urbanize.city/post/seven-story-82-unit-apartment-building-pitched-402-atlantic-ave-long-beach,Low
2026-06-20,20260620-001047-3a836daf,LAW-20260620-001,Los Angeles,"Housing Approved For 220 West 20th Avenue, San Mateo",,Apartment,CEQA / Environmental Review,Approved / Entitled,72,55,62,Relevant to California entitlement monitoring,Benchmark permitting timeline,"Review CEQA status, appeal risk, and approval timeline","Housing Approved For 220 West 20th Avenue, San Mateo",https://sfyimby.com/2026/06/housing-approved-for-220-west-20th-avenue-san-mateo.html,Low
2026-06-20,20260620-001047-3a836daf,LAW-20260620-004,Los Angeles,Infill housing in progress at 3676 S. Kelton Ave. in Palms,,Affordable Housing,Planning Approval,Approved / Entitled,20,55,49,General LA / California monitoring,Benchmark permitting timeline,Monitor construction-ready pipeline and sponsor execution,Infill housing in progress at 3676 S. Kelton Ave. in Palms,https://la.urbanize.city/post/infill-housing-progress-3676-s-kelton-ave-palms,Low
2026-06-20,20260620-001047-3a836daf,LAW-20260620-006,Beverly Hills,Construction Financing - Beverly Hills / California - Developer secures $85m loan for mixed-use project at 55 N. La Cienega Blvd. in Beverly Hil...,Marcus & Millichap,Mixed-Use Residential,Entitlement Approval,Unknown Stage,28,35,44,General LA / California monitoring,Monitor local sponsor activity,"Track local planning docket, sponsor, submarket, and entitlement precedent",Developer secures $85m loan for mixed-use project at 55 N. La Cienega Blvd. in Beverly Hills,https://la.urbanize.city/post/developer-secures-85m-loan-mixed-use-project-55-n-la-cienega-blvd-beverly-hills,Low
2026-06-20,20260620-001047-3a836daf,LAW-20260620-003,Los Angeles,"250,000sf studio complex approved at 3701 S. Stocker St. in Baldwin Hills",,General Residential,Density Bonus / TOC,Delayed / Appealed,60,38,43,General LA / California monitoring,Monitor density bonus use,Compare density bonus / TOC precedent with target-site assumptions,"250,000sf studio complex approved at 3701 S. Stocker St. in Baldwin Hills",https://la.urbanize.city/post/250000sf-studio-complex-approved-3701-s-stocker-st-baldwin-hills,Low
2026-06-20,20260620-001047-3a836daf,LAW-20260620-007,Beverly Hills / California,Entitlement / Permitting - Beverly Hills / California - Infill housing in progress at 3676 S. Kelton Ave. in Palms,Unknown,Affordable Housing,Entitlement Approval,Unknown Stage,28,30,42,General LA / California monitoring,Track entitlement precedent,"Track local planning docket, sponsor, submarket, and entitlement precedent",Infill housing in progress at 3676 S. Kelton Ave. in Palms,https://la.urbanize.city/post/infill-housing-progress-3676-s-kelton-ave-palms,Low
2026-06-20,20260620-001047-3a836daf,LAW-20260620-008,Los Angeles,Developer rolls out new plan for stalled Robertson Lane site in West Hollywood,,Mixed-Use Residential,Entitlement Approval,Unknown Stage,28,30,42,General LA / California monitoring,Monitor local sponsor activity,"Track local planning docket, sponsor, submarket, and entitlement precedent",Developer rolls out new plan for stalled Robertson Lane site in West Hollywood,https://la.urbanize.city/post/developer-rolls-out-new-plan-stalled-robertson-lane-site-west-hollywood,Low
2026-06-20,20260620-001047-3a836daf,LAW-20260620-009,Los Angeles,Entitlement / Permitting - Los Angeles / California - Construction begins for 47 apartments at 7337 Fountain Ave. in Hollywood,Unknown,Affordable Housing,Entitlement Approval,Unknown Stage,28,30,42,General LA / California monitoring,Track entitlement precedent,"Track local planning docket, sponsor, submarket, and entitlement precedent",Construction begins for 47 apartments at 7337 Fountain Ave. in Hollywood,https://la.urbanize.city/post/construction-begins-47-apartments-7337-fountain-ave-hollywood,Low
2026-06-20,20260620-001047-3a836daf,LAW-20260620-010,Los Angeles,Entitlement / Permitting - Los Angeles / California - Developer retools plan for mixed-use project at 3800 W. 6th St. in Koreatown,Unknown,Affordable Housing,Entitlement Approval,Unknown Stage,28,30,42,General LA / California monitoring,Track entitlement precedent,"Track local planning docket, sponsor, submarket, and entitlement precedent",Developer retools plan for mixed-use project at 3800 W. 6th St. in Koreatown,https://la.urbanize.city/post/developer-retools-plan-mixed-use-project-3800-w-6th-st-koreatown,Low
2026-06-20,20260620-001047-3a836daf,LAW-20260620-011,Los Angeles,JLL Capital Markets Arranges $22M Sale of Bronx Development Site,JLL,General Residential,Zoning / Rezoning,Early Planning,20,25,29,Low relevance,Monitor local sponsor activity,"Track local planning docket, sponsor, submarket, and entitlement precedent",JLL Capital Markets Arranges $22M Sale of Bronx Development Site,https://yieldpro.com/2026/06/122-bruckner/,Low
