run_date,run_id,watchlist_id,canonical_project_id,canonical_project_name,market,submarket,gp_or_developer,residential_sector,latest_lifecycle_stage,opportunity_score,risk_score,overall_signal_quality_score,institutional_confidence_label,supporting_source_count,recurring_observation_count,strategic_theme,woomi_relevance,recommended_executive_action,supporting_evidence_summary
2026-06-20,20260620-001047-3a836daf,HCW-20260620-001,PRJ-20260620-0148,Disposition / Exit - Phoenix / Arizona - Quarterra Sells 290-Unit Kierland Rental Asset,Unknown,Phoenix,Quarterra,Apartment,Site Acquisition / Site Control,95,36,95,Strong Institutional Signal,5,5,Institutional capital movement,Priority Asset Watch,Review immediately,"5 source file(s), 5 observation(s), latest stage Site Acquisition / Site Control, identity confidence 100"
2026-06-20,20260620-001047-3a836daf,HCW-20260620-002,PRJ-20260620-0068,"Recapitalization - California - PEF Advisors, Freestone Capital Form JV to Recapitalize Affordable Properties",California,California,PEF Advisors,Affordable Housing,Refinancing / Recapitalization,63,27,94,Strong Institutional Signal,10,11,Refinancing opportunity,Priority Asset Watch,Review immediately,"10 source file(s), 11 observation(s), latest stage Refinancing / Recapitalization, identity confidence 100"
2026-06-20,20260620-001047-3a836daf,HCW-20260620-003,PRJ-20260620-0120,Acquisition - New York - Delshah Makes Second Williamsburg Foray in Three Months,New York,New York,JLL,Apartment,Site Acquisition / Site Control,89,26,92,Strong Institutional Signal,7,11,Institutional capital movement,Priority Asset Watch,Review immediately,"7 source file(s), 11 observation(s), latest stage Site Acquisition / Site Control, identity confidence 100"
2026-06-20,20260620-001047-3a836daf,HCW-20260620-004,PRJ-20260620-0066,"Construction Financing - California - JLL Arranges Debt, Equity for Luxury Condo Development in Downtown Lafayette",California,California,JLL,Apartment,Unknown Stage,100,59,91,Strong Institutional Signal,10,22,Refinancing opportunity,Priority Asset Watch,Review immediately,"10 source file(s), 22 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-06-20,20260620-001047-3a836daf,HCW-20260620-005,PRJ-20260620-0062,Disposition / Exit - California - Former Bank Branch Positioned as Development Opportunity in Garden Grove Sale,California,California,CBRE,Apartment,Unknown Stage,100,32,91,Strong Institutional Signal,9,22,LA urban infill opportunity,Priority Asset Watch,Review immediately,"9 source file(s), 22 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-06-20,20260620-001047-3a836daf,HCW-20260620-006,PRJ-20260620-0072,BTR / Build-to-Rent - Florida - Dwight Mortgage Trust Lends $26M on Florida BTR Community,Florida,Florida,Dwight Mortgage Trust,BTR / Single-Family Rental,Unknown Stage,84,31,89,Strong Institutional Signal,7,8,BTR expansion,Priority Asset Watch,Review immediately,"7 source file(s), 8 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-06-20,20260620-001047-3a836daf,HCW-20260620-007,PRJ-20260620-0067,Acquisition - San Francisco / California - Marcus & Millichap Arranges $6.7M Sale of 28-Unit Multifamily Property in San Francisco,California,California,Marcus & Millichap,Apartment,Unknown Stage,96,25,88,Strong Institutional Signal,6,11,LA urban infill opportunity,Priority Asset Watch,Review immediately,"6 source file(s), 11 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-06-20,20260620-001047-3a836daf,HCW-20260620-008,PRJ-20260620-0101,Construction Financing - Miami / Florida - Developer Duo Closes on $67.5M Financing for Coral Gables Condos,Miami / Florida,Unknown,Berkadia,Apartment,Refinancing / Recapitalization,57,28,88,Strong Institutional Signal,6,9,Refinancing opportunity,Strategic Asset Watch,Review immediately,"6 source file(s), 9 observation(s), latest stage Refinancing / Recapitalization, identity confidence 100"
2026-06-20,20260620-001047-3a836daf,HCW-20260620-009,PRJ-20260620-0137,Disposition / Exit - Other / Unknown - JLL Capital Markets Arranges $22M Sale of Bronx Development Site,Unknown,Unknown,JLL,General Residential,Entitlement Under Review,85,38,87,Strong Institutional Signal,7,8,Entitlement progression,Priority Asset Watch,Review immediately,"7 source file(s), 8 observation(s), latest stage Entitlement Under Review, identity confidence 100"
2026-06-20,20260620-001047-3a836daf,HCW-20260620-010,PRJ-20260620-0065,"General Project Signal - California - Meeting Tonight For 1275 South California Street, Walnut Creek",California,Unknown,Fairfield Residential,Apartment,Unknown Stage,50,31,87,Strong Institutional Signal,7,8,LA urban infill opportunity,Priority Asset Watch,Review immediately,"7 source file(s), 8 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-06-20,20260620-001047-3a836daf,HCW-20260620-011,PRJ-20260620-0049,Refinancing - Atlanta / Georgia - Red Oak Capital Holdings Completes $5.85M Core-Plus Bridge Loan for 68-Unit Suburban Atlan...,Atlanta / Georgia,Atlanta,Unknown,Mixed-Use Residential,Site Acquisition / Site Control,42,35,87,Strong Institutional Signal,4,6,Refinancing opportunity,Strategic Asset Watch,Review immediately,"4 source file(s), 6 observation(s), latest stage Site Acquisition / Site Control, identity confidence 80"
2026-06-20,20260620-001047-3a836daf,HCW-20260620-013,PRJ-20260620-0074,Construction Financing - Florida - Kolter Secures $91.7M Construction Loan Starts Work on Delray Beach Luxury Multifamily Ren...,Florida,Florida,Unknown,Apartment,Refinancing / Recapitalization,71,54,86,Strong Institutional Signal,7,7,Refinancing opportunity,Strategic Asset Watch,Review immediately,"7 source file(s), 7 observation(s), latest stage Refinancing / Recapitalization, identity confidence 80"
2026-06-20,20260620-001047-3a836daf,HCW-20260620-012,PRJ-20260620-0095,Entitlement / Permitting - Los Angeles / California - Developer retools plan for mixed-use project at 3800 W. 6th St. in Koreatown,Los Angeles / California,Los Angeles,Unknown,Mixed-Use Residential,Entitled / Approved,55,80,86,Strong Institutional Signal,5,13,Entitlement progression,Priority Asset Watch,Review immediately,"5 source file(s), 13 observation(s), latest stage Entitled / Approved, identity confidence 80"
2026-06-20,20260620-001047-3a836daf,HCW-20260620-014,PRJ-20260620-0155,Construction Financing - Miami / Florida - Developer Duo Closes on $67.5M Financing for Coral Gables Condos,Unknown,South Florida,Berkadia,Apartment,Unknown Stage,87,48,85,Strong Institutional Signal,4,4,Construction start pipeline,Strategic Asset Watch,Review immediately,"4 source file(s), 4 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-06-20,20260620-001047-3a836daf,HCW-20260620-015,PRJ-20260620-0152,Acquisition - San Francisco / California - Marcus & Millichap Arranges $6.7M Sale of 28-Unit Multifamily Property in San Francisco,San Francisco / California,Unknown,Marcus & Millichap,Apartment,Unknown Stage,63,25,84,Institutional Watch,7,14,LA urban infill opportunity,Priority Asset Watch,Monitor sponsor relationship,"7 source file(s), 14 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-06-20,20260620-001047-3a836daf,HCW-20260620-016,PRJ-20260620-0059,Construction Financing - Beverly Hills / California - Developer secures $85m loan for mixed-use project at 55 N. La Cienega Blvd. in Beverly Hil...,Beverly Hills / California,Beverly Hills,Marcus & Millichap,Mixed-Use Residential,Unknown Stage,50,34,84,Institutional Watch,5,5,Refinancing opportunity,Priority Asset Watch,Watch refinancing timing,"5 source file(s), 5 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-06-20,20260620-001047-3a836daf,HCW-20260620-017,PRJ-20260620-0138,Disposition / Exit - Other / Unknown - Marcus & Millichap Arranges Sale of Lincoln Park Mixed-Use Property,Unknown,Unknown,Marcus & Millichap,Mixed-Use Residential,Unknown Stage,74,20,83,Institutional Watch,7,7,Institutional capital movement,Strategic Asset Watch,Monitor sponsor relationship,"7 source file(s), 7 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-06-20,20260620-001047-3a836daf,HCW-20260620-018,PRJ-20260620-0094,Entitlement / Permitting - Los Angeles / California - Developer retools plan for mixed-use project at 3800 W. 6th St. in Koreatown,California,Los Angeles,Unknown,Affordable Housing,Entitled / Approved,84,34,82,Institutional Watch,4,13,Entitlement progression,Priority Asset Watch,Track entitlement progression,"4 source file(s), 13 observation(s), latest stage Entitled / Approved, identity confidence 80"
2026-06-20,20260620-001047-3a836daf,HCW-20260620-019,PRJ-20260620-0119,Office-to-Residential Conversion - New York City / New York - MRC Provides $480M in Financing for Office-to-Residential Conversion Project in Midtown Ma...,Unknown,New York City,Unknown,Affordable Housing,Early Site Signal,84,44,82,Institutional Watch,3,12,Institutional capital movement,Strategic Asset Watch,Maintain on strategic radar,"3 source file(s), 12 observation(s), latest stage Early Site Signal, identity confidence 80"
2026-06-20,20260620-001047-3a836daf,HCW-20260620-021,PRJ-20260620-0149,Disposition / Exit - Phoenix / Arizona - Wood Partners Sells Gilbert Apartments for $81.6M,Unknown,Phoenix,Wood Partners,Apartment,Unknown Stage,82,31,82,Institutional Watch,4,4,Institutional capital movement,Strategic Asset Watch,Monitor sponsor relationship,"4 source file(s), 4 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-06-20,20260620-001047-3a836daf,HCW-20260620-020,PRJ-20260620-0154,Acquisition - Seattle - 150-Unit Downtown Seattle Apartments Sell for $61M,Seattle,Seattle,Unknown,Apartment,Unknown Stage,70,33,82,Institutional Watch,6,6,Institutional capital movement,Strategic Asset Watch,Maintain on strategic radar,"6 source file(s), 6 observation(s), latest stage Unknown Stage, identity confidence 80"
2026-06-20,20260620-001047-3a836daf,HCW-20260620-022,PRJ-20260620-0158,"General Project Signal - Miami / Florida - Kolter Multifamily Begins Construction on 386-Unit Apartment Community in Delray Beach, Fl...",Unknown,South Florida,Unknown,Affordable Housing,Vertical Construction,94,55,79,Institutional Watch,3,12,Construction start pipeline,Priority Asset Watch,Monitor construction execution,"3 source file(s), 12 observation(s), latest stage Vertical Construction, identity confidence 80"
2026-06-20,20260620-001047-3a836daf,HCW-20260620-023,PRJ-20260620-0055,Construction Financing - Beverly Hills / California - Developer secures $85m loan for mixed-use project at 55 N. La Cienega Blvd. in Beverly Hil...,Beverly Hills / California,Unknown,Marcus & Millichap,Mixed-Use Residential,Unknown Stage,0,0,78,Institutional Watch,4,6,Refinancing opportunity,Strategic Asset Watch,Watch refinancing timing,"4 source file(s), 6 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-06-20,20260620-001047-3a836daf,HCW-20260620-025,PRJ-20260620-0048,Red Oak Capital Holdings Completes $5.85M Core-Plus Bridge Loan for 68-Unit Suburban Atlanta Multifamily Community,Atlanta / Georgia,Atlanta,Red Oak Capital,Apartment,Refinancing / Recapitalization,58,27,77,Institutional Watch,4,4,Refinancing opportunity,Strategic Asset Watch,Watch refinancing timing,"4 source file(s), 4 observation(s), latest stage Refinancing / Recapitalization, identity confidence 100"
