run_date,run_id,run_timestamp,la_submarket,article_count,deal_count,entitlement_signal_count,opportunity_count,distress_signal_count,timing_signal_count,residential_sector_focus,entitlement_theme,site_strategy_theme,local_gp_or_developer,project_or_deal_reference,la_opportunity_score,la_execution_risk_score,entitlement_precedent_signal,potential_woomi_site_strategy,recommended_local_follow_up,confidence_level
2026-06-20,20260620-001047-3a836daf,2026-06-20 00:10:47,Los Angeles,9,2,6,1,1,1,Mixed-Use Residential,Density Bonus / TOC,Mixed-use corridor,Unknown,"250,000sf studio complex approved at 3701 S. Stocker St. in Baldwin Hills; Construction Financing - Beverly Hills / California - Developer secures $85m loan for mixed-use project at 55 N. La Cienega Blvd. in Beverly Hil...; Construction begins for 47 apartments at 7337 Fountain Ave. in Hollywood; Developer retools plan for mixed-use project at 3800 W. 6th St. in Koreatown; Developer rolls out new plan for stalled Robertson Lane site in West Hollywood",100,63,Yes,LA affordable / density bonus watch,Track local planning docket and entitlement precedent,High
2026-06-20,20260620-001047-3a836daf,2026-06-20 00:10:47,Hollywood,3,3,2,2,1,2,Mixed-Use Residential,Entitlement Approval,Mixed-use corridor,Unknown,Construction begins for 47 apartments at 7337 Fountain Ave. in Hollywood; Developer rolls out new plan for stalled Robertson Lane site in West Hollywood; Disposition / Exit - Los Angeles / California - Kidder Closes Hollywood Multifamily Sale Despite Softening Rental Trends; Entitlement / Permitting - Los Angeles / California - Construction begins for 47 apartments at 7337 Fountain Ave. in Hollywood; Entitlement / Permitting - Los Angeles / California - Developer rolls out new plan for stalled Robertson Lane site in West Hollywood,100,42,Yes,Hollywood / transit-oriented housing watch,Track local planning docket and entitlement precedent,High
2026-06-20,20260620-001047-3a836daf,2026-06-20 00:10:47,Long Beach,1,1,1,1,0,1,Affordable Housing,Entitlement Approval,Downtown infill,Unknown,"Entitlement / Permitting - California - Seven-story, 82-unit apartment building pitched for 402 Atlantic Ave. in Long Beach; Seven-story, 82-unit apartment building pitched for 402 Atlantic Ave. in Long Beach",70,40,Yes,Long Beach mixed-use residential watch,Track local planning docket and entitlement precedent,Medium
2026-06-20,20260620-001047-3a836daf,2026-06-20 00:10:47,Koreatown,1,1,1,1,0,1,Affordable Housing,Entitlement Approval,Mixed-use corridor,Unknown,Developer retools plan for mixed-use project at 3800 W. 6th St. in Koreatown; Entitlement / Permitting - Los Angeles / California - Developer retools plan for mixed-use project at 3800 W. 6th St. in Koreatown,68,40,Yes,Koreatown multifamily watch,Track local planning docket and entitlement precedent,Medium
2026-06-20,20260620-001047-3a836daf,2026-06-20 00:10:47,West Hollywood,2,1,1,1,1,1,Mixed-Use Residential,Entitlement Approval,Mixed-use corridor,Unknown,Construction begins for 47 apartments at 7337 Fountain Ave. in Hollywood; Developer rolls out new plan for stalled Robertson Lane site in West Hollywood; Entitlement / Permitting - Los Angeles / California - Developer rolls out new plan for stalled Robertson Lane site in West Hollywood,66,42,Yes,Hollywood / transit-oriented housing watch,Track local planning docket and entitlement precedent,Medium
2026-06-20,20260620-001047-3a836daf,2026-06-20 00:10:47,California,0,8,0,0,0,0,Apartment,General Entitlement Signal,Downtown infill,Unknown,"Acquisition - San Francisco / California - Marcus & Millichap Arranges $6.7M Sale of 28-Unit Multifamily Property in San Francisco; Construction Financing - California - JLL Arranges Debt, Equity for Luxury Condo Development in Downtown Lafayette; Disposition / Exit - California - Former Bank Branch Positioned as Development Opportunity in Garden Grove Sale; Disposition / Exit - California - Yorba Linda Parking Lot Sells for Townhome Redevelopment; Disposition / Exit - San Francisco / California - Levin Johnston Arranges Two Sales on San Francisco Peninsula",64,20,No,Monitor only,Monitor only,Medium
2026-06-20,20260620-001047-3a836daf,2026-06-20 00:10:47,Inland Empire,1,0,0,0,0,0,Apartment,General Entitlement Signal,General submarket monitoring,Unknown,MBK Opens Murrieta Rentals Following Strong Demand in Pre-Leasing Phase,12,30,No,Inland Empire BTR / rental housing watch,Monitor only,Low
2026-06-20,20260620-001047-3a836daf,2026-06-20 00:10:47,Orange County,5,0,0,0,0,0,Senior Housing,General Entitlement Signal,General submarket monitoring,Unknown,"Former Bank Branch Positioned as Development Opportunity in Garden Grove Sale; JLL Arranges $252M Financing for Huntington Beach Seniors Project; PEF Advisors, Freestone Capital Form JV to Recapitalize Affordable Properties; Senior housing commences work at 2120 Main St. in Huntington Beach; Yorba Linda Parking Lot Sells for Townhome Redevelopment",12,30,No,Orange County suburban apartment watch,Monitor only,Low
2026-06-20,20260620-001047-3a836daf,2026-06-20 00:10:47,Riverside,1,0,0,0,0,0,Apartment,General Entitlement Signal,General submarket monitoring,Unknown,MBK Opens Murrieta Rentals Following Strong Demand in Pre-Leasing Phase,12,30,No,Inland Empire BTR / rental housing watch,Monitor only,Low
2026-06-20,20260620-001047-3a836daf,2026-06-20 00:10:47,Venice,1,0,0,0,0,0,Affordable Housing,General Entitlement Signal,General submarket monitoring,Unknown,Infill housing in progress at 3676 S. Kelton Ave. in Palms,12,30,No,Monitor only,Monitor only,Low
2026-06-20,20260620-001047-3a836daf,2026-06-20 00:10:47,Wilshire,2,0,0,0,0,0,Mixed-Use Residential,General Entitlement Signal,Mixed-use corridor,Unknown,Developer secures $85m loan for mixed-use project at 55 N. La Cienega Blvd. in Beverly Hills; Mixed-use project could replace Beverly Hills gas station at 8555 Wilshire Blvd.,12,30,No,Koreatown multifamily watch,Monitor only,Low
