run_date,run_id,run_timestamp,market,residential_sector,market_article_count,high_priority_count,market_signal_count,average_relevance_score,dominant_strategic_angle,dominant_market_signal,regional_risk_or_opportunity,woomi_market_relevance,recommended_market_action
2026-09-07,20260907-004358-c7f0dec2,2026-09-07 00:43:58,California,Apartment,17,13,7,85.8,Developer Strategy,Supply / Starts Signal,Supply pressure / lease-up risk,Core Watch Market,Track LA / California entitlement and zoning updates
2026-09-07,20260907-004358-c7f0dec2,2026-09-07 00:43:58,Los Angeles,General Residential,10,6,5,83.0,Developer Strategy,Supply / Starts Signal,Supply pressure / lease-up risk,Core Watch Market,Track LA / California entitlement and zoning updates
2026-09-07,20260907-004358-c7f0dec2,2026-09-07 00:43:58,National / Other,Multifamily,26,15,5,73.8,Developer Strategy,Supply / Starts Signal,Supply pressure / lease-up risk,General Monitoring,Monitor supply pipeline and concessions
2026-09-07,20260907-004358-c7f0dec2,2026-09-07 00:43:58,Southeast,Apartment,11,8,2,80.0,Developer Strategy,Financing Cost Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-09-07,20260907-004358-c7f0dec2,2026-09-07 00:43:58,New York,Apartment,6,5,4,89.5,Developer Strategy,Supply / Starts Signal,Supply pressure / lease-up risk,General Monitoring,Monitor supply pipeline and concessions
2026-09-07,20260907-004358-c7f0dec2,2026-09-07 00:43:58,Texas,Apartment,5,5,2,86.6,Financing Risk,Supply / Starts Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-09-07,20260907-004358-c7f0dec2,2026-09-07 00:43:58,Florida,Mixed-Use Residential,9,4,3,75.0,Financing Risk,Financing Cost Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-09-07,20260907-004358-c7f0dec2,2026-09-07 00:43:58,Dallas,Apartment,4,4,1,87.5,Financing Risk,Supply / Starts Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-09-07,20260907-004358-c7f0dec2,2026-09-07 00:43:58,Seattle,Apartment,2,2,2,81.0,Institutional Flow,Deal Size Signal,Institutional capital pricing signal,Strategic Watch Market,Track institutional capital activity
2026-09-07,20260907-004358-c7f0dec2,2026-09-07 00:43:58,Sun Belt,Mixed-Use Residential,2,2,1,97.5,Institutional Flow,Financing Cost Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-09-07,20260907-004358-c7f0dec2,2026-09-07 00:43:58,Arizona,Mixed-Use Residential,2,2,1,89.5,Developer Strategy,Supply / Starts Signal,Supply pressure / lease-up risk,Strategic Watch Market,Monitor supply pipeline and concessions
2026-09-07,20260907-004358-c7f0dec2,2026-09-07 00:43:58,Phoenix,Mixed-Use Residential,2,2,1,89.5,Developer Strategy,Supply / Starts Signal,Supply pressure / lease-up risk,Strategic Watch Market,Monitor supply pipeline and concessions
2026-09-07,20260907-004358-c7f0dec2,2026-09-07 00:43:58,Austin,Apartment,1,1,1,83.0,Institutional Flow,Rent Growth Signal,Institutional capital pricing signal,Strategic Watch Market,Track institutional capital activity
