run_date,run_id,timing_signal_id,timing_signal_type,market,residential_sector,gp_or_developer,lender_or_capital_provider,related_project_or_deal,timing_reference,estimated_timing_bucket,timing_urgency_score,timing_confidence,evidence_signals,source_article_title,source,url,potential_woomi_action,recommended_monitoring_frequency
2026-09-07,20260907-004358-c7f0dec2,TIM-20260907-012,Entitlement / Permitting,California,Affordable Housing,Unknown,Unknown,Entitlement / Permitting - California - Rendering vs. Reality: Apartments at 1408 W. Jefferson Blvd. in Exposition Park,No explicit timing reference,Unknown Timing,73,Medium,Entitlement / Permitting; permitting,Rendering vs. Reality: Apartments at 1408 W. Jefferson Blvd. in Exposition Park,Urbanize LA,https://la.urbanize.city/post/rendering-vs-reality-apartments-1408-w-jefferson-blvd-exposition-park,"Track entitlement, zoning, permitting, and public-agency milestones",Biweekly
2026-09-07,20260907-004358-c7f0dec2,TIM-20260907-005,Construction Completion / Delivery,California,Mixed-Use Residential,Unknown,Unknown,Acquisition - California - Mixed-use project rises at 1801 E. 4th St. in Santa Ana,No explicit timing reference,Unknown Timing,71,Medium,Construction Completion / Delivery; completed,Mixed-use project rises at 1801 E. 4th St. in Santa Ana,Urbanize LA,https://la.urbanize.city/post/mixed-use-project-rises-1801-e-4th-st-santa-ana,"Monitor delivery, lease-up, concession, and supply pipeline timing",Biweekly
2026-09-07,20260907-004358-c7f0dec2,TIM-20260907-013,Construction Start,California,Senior Housing,Unknown,Unknown,JV / Partnership - California - 200 apartments fully framed at 3863 Carson Street in Torrance,No explicit timing reference,Unknown Timing,71,Medium,Construction Start; broke ground,200 apartments fully framed at 3863 Carson Street in Torrance,Urbanize LA,https://la.urbanize.city/post/200-apartments-fully-framed-3863-carson-street-torrance,"Monitor delivery, lease-up, concession, and supply pipeline timing",Biweekly
2026-09-07,20260907-004358-c7f0dec2,TIM-20260907-001,Refinancing / Maturity Window,Dallas / Texas,Apartment,JLL,JLL,Refinancing - Dallas / Texas - JLL Arranges $78.7M Loan for Refinancing of East Dallas Apartment Community,No explicit timing reference,Unknown Timing,71,Medium,Refinancing / Maturity Window,JLL Arranges $78.7M Loan for Refinancing of East Dallas Apartment Community,REBusiness Online,https://rebusinessonline.com/jll-arranges-78-7m-loan-for-refinancing-of-east-dallas-apartment-community/,"Track maturity, refinancing options, lender appetite, and recapitalization timing",Biweekly
2026-09-07,20260907-004358-c7f0dec2,TIM-20260907-019,Refinancing / Maturity Window,Sun Belt,Mixed-Use Residential,Unknown,Unknown,Refinancing - Sun Belt - Dwight Investment Management Supplies $115M Refi on Charlotte Apartments,No explicit timing reference,Unknown Timing,71,Medium,Refinancing / Maturity Window,Dwight Investment Management Supplies $115M Refi on Charlotte Apartments,Commercial Observer,https://commercialobserver.com/2026/09/dwight-investment-management-charlotte-apartments/,"Track maturity, refinancing options, lender appetite, and recapitalization timing",Biweekly
2026-09-07,20260907-004358-c7f0dec2,TIM-20260907-002,Acquisition Window,California,Apartment,Freddie Mac,Freddie Mac,Acquisition - California - Tishman Speyer Acquires 376-Unit Anaheim Rental Community,No explicit timing reference,Unknown Timing,70,Medium,Acquisition Window,Tishman Speyer Acquires 376-Unit Anaheim Rental Community,Connect CRE Orange County,https://www.connectcre.com/stories/tishman-speyer-acquires-376-unit-anaheim-rental-community/,Monitor pricing evidence and possible acquisition outreach timing,Biweekly
2026-09-07,20260907-004358-c7f0dec2,TIM-20260907-033,Construction Start,Other / Unknown,Multifamily,Unknown,Unknown,Development Start - Other / Unknown - First Quarter 2026 Multifamily Construction Data,2026,Immediate / 0-3 Months,70,Medium,Construction Start,First Quarter 2026 Multifamily Construction Data,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/05/first-quarter-2026-multifamily-construction-data/,"Monitor delivery, lease-up, concession, and supply pipeline timing",Weekly
2026-09-07,20260907-004358-c7f0dec2,TIM-20260907-034,Construction Start,Other / Unknown,Multifamily,Unknown,Unknown,Development Start - Other / Unknown - Fourth Quarter 2025 Multifamily Construction Data,2025,Immediate / 0-3 Months,70,Medium,Construction Start,Fourth Quarter 2025 Multifamily Construction Data,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/03/fourth-quarter-2025-multifamily-construction-data/,"Monitor delivery, lease-up, concession, and supply pipeline timing",Weekly
2026-09-07,20260907-004358-c7f0dec2,TIM-20260907-035,Construction Start,Other / Unknown,Multifamily,Unknown,Unknown,Development Start - Other / Unknown - Overall Housing Starts Inch Lower in 2025,in 2025,Immediate / 0-3 Months,70,Medium,Construction Start; starts in,Overall Housing Starts Inch Lower in 2025,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/02/overall-housing-starts-inch-lower-in-2025/,"Monitor delivery, lease-up, concession, and supply pipeline timing",Weekly
2026-09-07,20260907-004358-c7f0dec2,TIM-20260907-037,Distress Sale Timing,California,Apartment,JLL,JLL,Construction Financing - California - CEDARst Snags $80M Construction Loan for San Diego Apartments,No explicit timing reference,Unknown Timing,70,Medium,Distress Sale Timing,CEDARst Snags $80M Construction Loan for San Diego Apartments,,https://www.connectcre.com/stories/cedarst-snags-80m-construction-loan-for-san-diego-apartments/,"Prepare sponsor, lender, and rescue-capital watchlist",Biweekly
2026-09-07,20260907-004358-c7f0dec2,TIM-20260907-003,Acquisition Window,Atlanta / Georgia,Apartment,Greystar,Unknown,Acquisition - Atlanta / Georgia - Camden Pays $88.6M for Nashville Apartment Highrise,No explicit timing reference,Unknown Timing,67,Medium,Acquisition Window,Camden Pays $88.6M for Nashville Apartment Highrise,Connect CRE Apartments,https://www.connectcre.com/stories/camden-pays-88-6m-for-nashville-apartment-highrise/,Monitor pricing evidence and possible acquisition outreach timing,Biweekly
2026-09-07,20260907-004358-c7f0dec2,TIM-20260907-004,Acquisition Window,Phoenix / Arizona,Mixed-Use Residential,Brookfield,Unknown,"Acquisition - Phoenix / Arizona - Evergreen Building Mesa Apartments, Retail",No explicit timing reference,Unknown Timing,67,Medium,Acquisition Window,"Evergreen Building Mesa Apartments, Retail",Connect CRE Phoenix,https://www.connectcre.com/stories/evergreen-building-mesa-apartments-retail/,Monitor pricing evidence and possible acquisition outreach timing,Biweekly
