run_date,run_id,run_timestamp,residential_sector,article_count,high_priority_count,market_signal_count,deal_signal_count,average_relevance_score,dominant_market_focus,dominant_strategic_angle,dominant_gp_or_developer,sector_risk_or_opportunity,woomi_sector_relevance,recommended_sector_action
2026-09-13,20260913-003901-a053ceaf,2026-09-13 00:39:01,Apartment,34,22,14,26,85.1,Other / Unknown,Developer Strategy,Marcus & Millichap,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-09-13,20260913-003901-a053ceaf,2026-09-13 00:39:01,Multifamily,18,5,5,10,64.5,Other / Unknown,Developer Strategy,Freddie Mac,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-09-13,20260913-003901-a053ceaf,2026-09-13 00:39:01,Affordable Housing,7,5,1,6,84.6,Los Angeles / California,Developer Strategy,None detected,Affordability and subsidy program monitoring signal,Strategic Expansion Sector,Add to sector watchlist
2026-09-13,20260913-003901-a053ceaf,2026-09-13 00:39:01,Office-to-Residential Conversion,3,3,2,3,89.3,Los Angeles / California,Developer Strategy,None detected,"Adaptive reuse, entitlement, and construction feasibility signal",Strategic Expansion Sector,"Track conversion feasibility, policy support, and construction cost assumptions"
2026-09-13,20260913-003901-a053ceaf,2026-09-13 00:39:01,Student Housing,3,3,1,2,86.3,California,Developer Strategy,None detected,Campus-adjacent demand and partnership signal,Strategic Expansion Sector,Monitor university-market demand and partnership signals
2026-09-13,20260913-003901-a053ceaf,2026-09-13 00:39:01,BTR / Single-Family Rental,2,2,2,2,100.0,Dallas / Texas,Financing Risk,Marcus & Millichap,Potential expansion or product diversification signal,Strategic Expansion Sector,"Monitor BTR / SFR operators, capital flows, and target markets"
2026-09-13,20260913-003901-a053ceaf,2026-09-13 00:39:01,Mixed-Use Residential,11,9,4,9,82.2,Miami / Florida,Developer Strategy,Brookfield,Mixed-use development and placemaking signal,Monitoring Sector,Add to sector watchlist
2026-09-13,20260913-003901-a053ceaf,2026-09-13 00:39:01,Senior Housing,1,0,0,1,60.0,Miami / Florida,Financing Risk,None detected,Demographic demand and operating capability signal,Monitoring Sector,Monitor senior housing demand and operating model signals
2026-09-13,20260913-003901-a053ceaf,2026-09-13 00:39:01,General Residential,1,0,0,1,53.0,Miami / Florida,Financing Risk,Berkadia,General residential financing signal,Monitoring Sector,Add to sector watchlist
2026-09-13,20260913-003901-a053ceaf,2026-09-13 00:39:01,Manufactured Housing,0,0,0,0,0,None detected,None detected,None detected,Lower-cost housing and alternative residential platform signal,Monitoring Sector,Add to sector watchlist
2026-09-13,20260913-003901-a053ceaf,2026-09-13 00:39:01,Workforce Housing,0,0,0,0,0,None detected,None detected,None detected,Affordability and subsidy program monitoring signal,Monitoring Sector,Add to sector watchlist
