run_date,run_id,firm_name,strategic_tier,strategic_weight,residential_sector,detected_markets,detected_source_categories,detected_platform_types,detected_activity_types,article_count,highest_relevance_score,average_relevance_score,capital_flow_signal,relationship_signal,partnership_relevance_to_woomi,california_la_relevance,institutional_relationship_score,recommended_follow_up
2026-08-23,20260823-232142-6fad107b,CBRE,Tier 3 / Growth and Market Signal Watch,50,Apartment,Riverside / California; Texas,Site / Parcel Source Expansion,Other,acquisition; disposition / exit; refinancing; market expansion,2,100,100.0,Capital Inflow,Pricing Discovery Signal,pricing discovery reference,High,100,Review California / LA capital and developer activity
2026-08-23,20260823-232142-6fad107b,Lincoln Property Company,Tier 2 / Strategic Watch,75,Multifamily,New York,Core Multifamily News,Other,acquisition; refinancing; JV / partnership,1,100,100.0,Capital Inflow,Potential JV / Partnership Signal,potential JV partnership signal,Low,98,Map potential GP / JV relationship and monitor partnership activity
2026-08-23,20260823-232142-6fad107b,Marcus & Millichap,Tier 3 / Growth and Market Signal Watch,50,Apartment,California; Los Angeles / California; Other / Unknown,Core Multifamily News; Site / Parcel Source Expansion,Other,disposition / exit; operational technology / AI adoption,3,96,87.3,Capital Outflow / Exit,GP Capability Benchmark Signal,competitive pressure indicator,High,98,Review California / LA capital and developer activity
2026-08-23,20260823-232142-6fad107b,Bascom Group,Tier 3 / Growth and Market Signal Watch,50,Apartment,California,Site / Parcel Source Expansion,Other,acquisition; disposition / exit; refinancing; operational technology / AI adoption,1,91,91.0,Capital Inflow,GP Capability Benchmark Signal,competitive pressure indicator,High,96,Review California / LA capital and developer activity
2026-08-23,20260823-232142-6fad107b,Fannie Mae,Tier 3 / Growth and Market Signal Watch,50,Apartment,California,Site / Parcel Source Expansion,Other,refinancing; JV / partnership; operational technology / AI adoption,1,91,91.0,Refinancing / Recapitalization,Potential JV / Partnership Signal,potential JV partnership signal,High,96,Map potential GP / JV relationship and monitor partnership activity
2026-08-23,20260823-232142-6fad107b,Paul Bubny Brixton Capital Launches Multifamily Investment,Tier 3 / Growth and Market Signal Watch,50,Apartment,California,Core Multifamily News,Other,JV / partnership; operational technology / AI adoption,1,86,86.0,Operational / Platform Investment,Potential JV / Partnership Signal,potential JV partnership signal,High,94,Map potential GP / JV relationship and monitor partnership activity
2026-08-23,20260823-232142-6fad107b,AvalonBay,Tier 1 / Immediate Strategic Importance,100,Multifamily,Nashville / Tennessee,Core Multifamily News,Other,operational technology / AI adoption,1,72,72.0,Operational / Platform Investment,GP Capability Benchmark Signal,competitive pressure indicator,High,93,Review California / LA capital and developer activity
2026-08-23,20260823-232142-6fad107b,Affinius Capital,Tier 3 / Growth and Market Signal Watch,50,Multifamily,New York,Core Multifamily News,Other,acquisition; refinancing; JV / partnership,1,100,100.0,Capital Inflow,Potential JV / Partnership Signal,potential JV partnership signal,Low,91,Map potential GP / JV relationship and monitor partnership activity
2026-08-23,20260823-232142-6fad107b,Affordable Apartments McDowell Housing Partners,Tier 3 / Growth and Market Signal Watch,50,Apartment,Florida,Site / Parcel Source Expansion,Other,refinancing; development start; JV / partnership; operational technology / AI adoption,1,100,100.0,Refinancing / Recapitalization,Potential JV / Partnership Signal,potential JV partnership signal,Low,91,Map potential GP / JV relationship and monitor partnership activity
2026-08-23,20260823-232142-6fad107b,JPI,Tier 3 / Growth and Market Signal Watch,50,Apartment,Los Angeles / California,Regional / California / LA Sources,Other,operational technology / AI adoption,1,100,100.0,Operational / Platform Investment,GP Capability Benchmark Signal,competitive pressure indicator,High,91,Review California / LA capital and developer activity
2026-08-23,20260823-232142-6fad107b,PCCP,Tier 3 / Growth and Market Signal Watch,50,Apartment,Dallas / Texas,Site / Parcel Source Expansion,Other,acquisition; JV / partnership; operational technology / AI adoption,1,86,86.0,Capital Inflow,Potential JV / Partnership Signal,potential JV partnership signal,Low,86,Map potential GP / JV relationship and monitor partnership activity
2026-08-23,20260823-232142-6fad107b,Berkadia,Tier 3 / Growth and Market Signal Watch,50,Apartment,Phoenix / Arizona,Site / Parcel Source Expansion,Other,refinancing; operational technology / AI adoption,1,100,100.0,Refinancing / Recapitalization,GP Capability Benchmark Signal,competitive pressure indicator,Low,83,Track refinancing or recapitalization pipeline
2026-08-23,20260823-232142-6fad107b,Mike Boyd Saratoga Capital,Tier 3 / Growth and Market Signal Watch,50,Apartment,Atlanta / Georgia,Site / Parcel Source Expansion,Other,disposition / exit; JV / partnership; distressed opportunity; operational technology / AI adoption,1,77,77.0,Capital Outflow / Exit,Potential JV / Partnership Signal,potential JV partnership signal,Low,82,Map potential GP / JV relationship and monitor partnership activity
2026-08-23,20260823-232142-6fad107b,Greystone,Tier 3 / Growth and Market Signal Watch,50,Apartment,Kentucky,Core Multifamily News,Other,refinancing,1,94,94.0,Refinancing / Recapitalization,Capital Partner Tracking Signal,capital market sentiment indicator,Low,81,Track refinancing or recapitalization pipeline
