run_date,run_id,canonical_project_id,canonical_project_name,market,submarket,residential_sector,gp_or_developer,first_seen_date,last_seen_date,observation_count,source_count,lifecycle_stage_history,latest_lifecycle_stage,highest_opportunity_score,highest_risk_score,entitlement_signal_count,timing_signal_count,financing_signal_count,distress_signal_count,relationship_edge_count,progression_status,stall_risk_label,persistent_asset_score,woomi_asset_watch_priority,recommended_asset_memory_follow_up
2026-08-23,20260823-232142-6fad107b,PRJ-20260823-0127,"Acquisition - Riverside / California - CBRE Brokers $34.5M Sale of Turtle Creek Apartments in Riverside, California",California,Riverside,Apartment,CBRE,2026-08-23,2026-08-23,5,5,Unknown Stage,Unknown Stage,100,48,0,0,0,0,0,Unknown,Low Stall Risk,92,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
2026-08-23,20260823-232142-6fad107b,PRJ-20260823-0054,JV / Partnership - California - Newmark Arranges Fannie Mae Loan on San Clemente Active-Adult Complex,California,California,Apartment,Fannie Mae,2026-08-23,2026-08-23,11,9,Unknown Stage,Unknown Stage,99,31,0,0,11,0,3,Unknown,Low Stall Risk,89,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
2026-08-23,20260823-232142-6fad107b,PRJ-20260823-0059,General Project Signal - California - State announces $236M in bond financing for La Brea Tar Pits revamp,California,California,Senior Housing,Unknown,2026-08-23,2026-08-23,24,6,Vertical Construction; Unknown Stage; Unknown Stage; Unknown Stage,Vertical Construction,90,39,0,0,0,0,0,Persistent Same Stage,Low Stall Risk,88,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
2026-08-23,20260823-232142-6fad107b,PRJ-20260823-0136,"Acquisition - Southeast - Club Studio to Co-Anchor $450M Mixed-Use Development in Frederick, Maryland",Southeast,Southeast,Mixed-Use Residential,Unknown,2026-08-23,2026-08-23,6,6,Site Acquisition / Site Control,Site Acquisition / Site Control,92,38,0,0,0,0,0,Persistent Same Stage,Low Stall Risk,88,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
2026-08-23,20260823-232142-6fad107b,PRJ-20260823-0066,"JV / Partnership - Dallas / Texas - PCCP, RPM Pick Up 358-Unit Arlington Multifamily Community",Unknown,Dallas,Apartment,PCCP,2026-08-23,2026-08-23,7,5,Site Acquisition / Site Control; Unknown Stage,Site Acquisition / Site Control,92,36,0,0,0,0,0,Unknown,Low Stall Risk,88,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
2026-08-23,20260823-232142-6fad107b,PRJ-20260823-0084,Disposition / Exit - Los Angeles / California - Local Owner-Operator Snags Pico-Robertson Apartment Property,California,Los Angeles,Apartment,Marcus & Millichap,2026-08-23,2026-08-23,7,6,Unknown Stage,Unknown Stage,95,31,0,0,0,0,0,Unknown,Low Stall Risk,88,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
2026-08-23,20260823-232142-6fad107b,PRJ-20260823-0089,General Project Signal - Los Angeles / California - City Planning Commission approves townhomes + storage facility at 7528 Bellaire Ave. in Su...,Los Angeles / California,Los Angeles,Apartment,Unknown,2026-08-23,2026-08-23,13,4,Site Acquisition / Site Control; Vertical Construction; Vertical Construction; Entitlement Under Review; Unknown Stage,Site Acquisition / Site Control,78,36,13,0,0,0,0,Persistent Same Stage,Low Stall Risk,84,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
2026-08-23,20260823-232142-6fad107b,PRJ-20260823-0082,Development Start - Los Angeles / California - Affordable housing fully framed at 9033 Ramsgate Ave. in Westchester,Unknown,Los Angeles / California,Affordable Housing,Unknown,2026-08-23,2026-08-23,9,3,Vertical Construction; Vertical Construction; Site Acquisition / Site Control; Unknown Stage,Vertical Construction,84,38,0,0,0,0,0,Persistent Same Stage,Low Stall Risk,83,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
2026-08-23,20260823-232142-6fad107b,PRJ-20260823-0045,"General Project Signal - Atlanta / Georgia - Portman, 908 Group Deliver 674-Bed Student Housing Community Near Florida State University",Unknown,Atlanta,Apartment,Unknown,2026-08-23,2026-08-23,18,3,Delivery / Opening; Unknown Stage; Unknown Stage; Unknown Stage; Unknown Stage; Unknown Stage,Delivery / Opening,77,40,0,0,0,0,0,Mature / Operating,Low Stall Risk,81,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
2026-08-23,20260823-232142-6fad107b,PRJ-20260823-0133,General Project Signal - Miami / Florida - Related Planning Apartments on Site at Fort Lauderdale Office Park,Unknown,South Florida,Apartment,Unknown,2026-08-23,2026-08-23,9,3,Site Acquisition / Site Control; Vertical Construction; Unknown Stage,Site Acquisition / Site Control,75,37,9,0,0,0,0,Persistent Same Stage,Low Stall Risk,80,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
2026-08-23,20260823-232142-6fad107b,PRJ-20260823-0087,General Project Signal - Los Angeles / California - City Planning Commission approves townhomes + storage facility at 7528 Bellaire Ave. in Su...,California,Los Angeles,Apartment,Unknown,2026-08-23,2026-08-23,5,3,Entitlement Under Review; Unknown Stage,Entitlement Under Review,71,33,5,0,0,0,0,Unknown,Low Stall Risk,78,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
2026-08-23,20260823-232142-6fad107b,PRJ-20260823-0130,Refinancing - Seattle - Cushman & Wakefield Arranges $250M Refinancing for 506-Unit Multifamily Property in Seattl...,Seattle,Seattle,Affordable Housing,Unknown,2026-08-23,2026-08-23,12,7,Refinancing / Recapitalization; Unknown Stage,Refinancing / Recapitalization,73,57,0,0,7,1,0,Persistent Same Stage,Medium Stall Risk,75,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
2026-08-23,20260823-232142-6fad107b,PRJ-20260823-0068,"Construction Financing - Florida - McDowell Starts Work on Hudson Age-Restricted, Affordable Apartments",Florida,Florida,Apartment,Unknown,2026-08-23,2026-08-23,7,7,Unknown Stage,Unknown Stage,72,53,0,7,0,1,0,Unknown,Medium Stall Risk,75,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
2026-08-23,20260823-232142-6fad107b,PRJ-20260823-0137,Refinancing - Texas - CBRE Arranges Loan for Refinancing of 181-Unit Apartment Complex in San Antonio,Texas,Texas,Apartment,CBRE,2026-08-23,2026-08-23,10,8,Delivery / Opening,Delivery / Opening,81,40,0,0,10,1,3,Mature / Operating,Low Stall Risk,75,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
2026-08-23,20260823-232142-6fad107b,PRJ-20260823-0094,General Project Signal - Miami / Florida - Related Planning Apartments on Site at Fort Lauderdale Office Park,Miami / Florida,Unknown,Apartment,Unknown,2026-08-23,2026-08-23,8,4,Site Acquisition / Site Control,Site Acquisition / Site Control,49,36,8,0,0,0,0,Persistent Same Stage,Low Stall Risk,75,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
2026-08-23,20260823-232142-6fad107b,PRJ-20260823-0083,Entitlement / Permitting - Los Angeles / California - JPI to break ground on 257 apartments at 16911 S. Normandie Ave. in Gardena,Los Angeles / California,Los Angeles,Apartment,JPI,2026-08-23,2026-08-23,6,6,Unknown Stage,Unknown Stage,50,31,6,0,0,0,0,Unknown,Low Stall Risk,75,Priority Asset Watch,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes"
2026-08-23,20260823-232142-6fad107b,PRJ-20260823-0102,"Office-to-Residential Conversion - New York - Cushman & Wakefield Arranges $131M Sale of Apartment Building in West Orange, New Jersey",New York,New York,Apartment,Unknown,2026-08-23,2026-08-23,7,7,Unknown Stage,Unknown Stage,72,44,1,0,0,0,0,Unknown,Low Stall Risk,73,Strategic Asset Watch,Monitor for repeated project updates
2026-08-23,20260823-232142-6fad107b,PRJ-20260823-0043,"General Project Signal - Atlanta / Georgia - Portman, 908 Group Deliver 674-Bed Student Housing Community Near Florida State University",Atlanta / Georgia,Atlanta,Apartment,Unknown,2026-08-23,2026-08-23,11,4,Unknown Stage; Unknown Stage,Unknown Stage,45,30,1,0,0,0,0,Unknown,Low Stall Risk,73,Strategic Asset Watch,Monitor for repeated project updates
2026-08-23,20260823-232142-6fad107b,PRJ-20260823-0051,Acquisition - California - Bascom Acquires Buena Park Apartments as Value-Add Deal,California,California,Apartment,Bascom Group,2026-08-23,2026-08-23,10,9,Unknown Stage,Unknown Stage,47,29,0,0,0,0,2,Unknown,Low Stall Risk,73,Strategic Asset Watch,Monitor for repeated project updates
