run_date,run_id,watchlist_id,canonical_project_id,canonical_project_name,market,submarket,gp_or_developer,residential_sector,latest_lifecycle_stage,opportunity_score,risk_score,overall_signal_quality_score,institutional_confidence_label,supporting_source_count,recurring_observation_count,strategic_theme,woomi_relevance,recommended_executive_action,supporting_evidence_summary
2026-08-21,20260821-232352-ea0d6aef,HCW-20260821-001,PRJ-20260821-0071,"JV / Partnership - Dallas / Texas - PCCP, RPM Pick Up 358-Unit Arlington Multifamily Community",Unknown,Dallas,PCCP,Apartment,Site Acquisition / Site Control,93,36,95,Strong Institutional Signal,5,7,Institutional capital movement,Priority Asset Watch,Review immediately,"5 source file(s), 7 observation(s), latest stage Site Acquisition / Site Control, identity confidence 100"
2026-08-21,20260821-232352-ea0d6aef,HCW-20260821-002,PRJ-20260821-0076,Refinancing - Kentucky - PGIM Loans $83M to Refi 325-Unit New Jersey Apartment Complex,Unknown,Ky.,Greystone,Apartment,Refinancing / Recapitalization,85,48,92,Strong Institutional Signal,4,4,Refinancing opportunity,Strategic Asset Watch,Review immediately,"4 source file(s), 4 observation(s), latest stage Refinancing / Recapitalization, identity confidence 100"
2026-08-21,20260821-232352-ea0d6aef,HCW-20260821-003,PRJ-20260821-0136,"Acquisition - Riverside / California - CBRE Brokers $34.5M Sale of Turtle Creek Apartments in Riverside, California",California,Riverside,CBRE,Apartment,Unknown Stage,100,48,91,Strong Institutional Signal,5,5,LA urban infill opportunity,Priority Asset Watch,Review immediately,"5 source file(s), 5 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-08-21,20260821-232352-ea0d6aef,HCW-20260821-004,PRJ-20260821-0057,JV / Partnership - California - Newmark Arranges Fannie Mae Loan on San Clemente Active-Adult Complex,California,California,Fannie Mae,Apartment,Unknown Stage,99,31,91,Strong Institutional Signal,9,11,Refinancing opportunity,Priority Asset Watch,Review immediately,"9 source file(s), 11 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-08-21,20260821-232352-ea0d6aef,HCW-20260821-006,PRJ-20260821-0138,Disposition / Exit - Seattle - Institutional Property Advisors Closes Suburban Seattle Multifamily Asset Sale Cascadia at...,Seattle,Seattle,IPA,Multifamily,Site Acquisition / Site Control,83,12,91,Strong Institutional Signal,8,9,Institutional capital movement,Strategic Asset Watch,Review immediately,"8 source file(s), 9 observation(s), latest stage Site Acquisition / Site Control, identity confidence 100"
2026-08-21,20260821-232352-ea0d6aef,HCW-20260821-005,PRJ-20260821-0149,JV / Partnership - Texas - PCCP and RPM Living Investments Joint Venture Acquire 358-Unit Texas Multifamily Mixed-Use...,Texas,Texas,PCCP,Mixed-Use Residential,Site Acquisition / Site Control,81,24,91,Strong Institutional Signal,7,10,Institutional capital movement,Strategic Asset Watch,Review immediately,"7 source file(s), 10 observation(s), latest stage Site Acquisition / Site Control, identity confidence 100"
2026-08-21,20260821-232352-ea0d6aef,HCW-20260821-007,PRJ-20260821-0147,Refinancing - Texas - CBRE Arranges Loan for Refinancing of 181-Unit Apartment Complex in San Antonio,Texas,Texas,CBRE,Apartment,Delivery / Opening,81,40,89,Strong Institutional Signal,8,10,Refinancing opportunity,Priority Asset Watch,Review immediately,"8 source file(s), 10 observation(s), latest stage Delivery / Opening, identity confidence 100"
2026-08-21,20260821-232352-ea0d6aef,HCW-20260821-008,PRJ-20260821-0054,Acquisition - California - Bascom Acquires Buena Park Apartments as Value-Add Deal,California,California,Bascom Group,Apartment,Unknown Stage,47,29,89,Strong Institutional Signal,9,10,LA urban infill opportunity,Strategic Asset Watch,Review immediately,"9 source file(s), 10 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-08-21,20260821-232352-ea0d6aef,HCW-20260821-009,PRJ-20260821-0061,Disposition / Exit - California - Costa Mesa Multifamily Changes Hands for Value-Add Repositioning,California,California,Marcus & Millichap,Apartment,Unknown Stage,47,29,89,Strong Institutional Signal,9,10,LA urban infill opportunity,Strategic Asset Watch,Review immediately,"9 source file(s), 10 observation(s), latest stage Unknown Stage, identity confidence 100"
2026-08-21,20260821-232352-ea0d6aef,HCW-20260821-010,PRJ-20260821-0090,Disposition / Exit - Los Angeles / California - Local Owner-Operator Snags Pico-Robertson Apartment Property,California,Los Angeles,Marcus & Millichap,Apartment,Unknown Stage,95,25,88,Strong Institutional Signal,6,7,LA urban infill opportunity,Priority Asset Watch,Review immediately,"6 source file(s), 7 observation(s), latest stage Unknown Stage, identity confidence 100"
