run_date,run_id,la_persistent_watch_id,canonical_project_id,canonical_project_name,la_submarket,address_or_location_clue,gp_or_developer,residential_sector,latest_lifecycle_stage,progression_status,stall_risk_label,entitlement_signal_count,timing_signal_count,financing_signal_count,opportunity_score,risk_score,woomi_site_strategy_relevance,potential_woomi_strategy_angle,recommended_local_follow_up,confidence_level
2026-08-21,20260821-232352-ea0d6aef,LAP-20260821-001,PRJ-20260821-0136,"Acquisition - Riverside / California - CBRE Brokers $34.5M Sale of Turtle Creek Apartments in Riverside, California",California,Riverside,CBRE,Apartment,Unknown Stage,Newly Detected,Low Stall Risk,0,0,0,100,48,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-08-21,20260821-232352-ea0d6aef,LAP-20260821-024,PRJ-20260821-0038,Development Start - Los Angeles / California - Affordable housing fully framed at 9033 Ramsgate Ave. in Westchester,Los Angeles,9033 Ramsgate Ave,Unknown,Affordable Housing,Unknown Stage,Newly Detected,Low Stall Risk,0,0,0,100,26,General LA / California monitoring,Monitor only,Monitor for repeated project updates,Low
2026-08-21,20260821-232352-ea0d6aef,LAP-20260821-025,PRJ-20260821-0015,Development Start - Los Angeles / California - Affordable housing takes shape at 17100 Victory Blvd. in Lake Balboa,Los Angeles,17100 Victory Blvd,Unknown,Affordable Housing,Unknown Stage,Newly Detected,Low Stall Risk,0,0,0,100,26,General LA / California monitoring,Monitor only,Monitor for repeated project updates,Low
2026-08-21,20260821-232352-ea0d6aef,LAP-20260821-019,PRJ-20260821-0010,Entitlement / Permitting - Los Angeles / California - JPI to break ground on 257 apartments at 16911 S. Normandie Ave. in Gardena,Los Angeles,16911 S. Normandie Ave,JPI,Apartment,Unknown Stage,Newly Detected,Low Stall Risk,2,0,0,100,26,Relevant to California site monitoring,Track repeat project updates,Monitor for repeated project updates,Medium
2026-08-21,20260821-232352-ea0d6aef,LAP-20260821-002,PRJ-20260821-0057,JV / Partnership - California - Newmark Arranges Fannie Mae Loan on San Clemente Active-Adult Complex,California,California,Fannie Mae,Apartment,Unknown Stage,Unknown,Low Stall Risk,0,0,11,99,31,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-08-21,20260821-232352-ea0d6aef,LAP-20260821-005,PRJ-20260821-0090,Disposition / Exit - Los Angeles / California - Local Owner-Operator Snags Pico-Robertson Apartment Property,Los Angeles,Los Angeles,Marcus & Millichap,Apartment,Unknown Stage,Newly Detected,Low Stall Risk,0,0,0,95,25,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-08-21,20260821-232352-ea0d6aef,LAP-20260821-026,PRJ-20260821-0001,Entitlement / Permitting - Los Angeles / California - 39 apartments approved at 10535 W. Missouri Ave. in West L.A.,Los Angeles,10535 W. Missouri Ave,Unknown,Mixed-Use Residential,Unknown Stage,Newly Detected,Low Stall Risk,1,0,0,94,34,General LA / California monitoring,Monitor only,Monitor for repeated project updates,Low
2026-08-21,20260821-232352-ea0d6aef,LAP-20260821-004,PRJ-20260821-0071,"JV / Partnership - Dallas / Texas - PCCP, RPM Pick Up 358-Unit Arlington Multifamily Community",Los Angeles,Dallas,PCCP,Apartment,Site Acquisition / Site Control,Unknown,Low Stall Risk,0,0,0,93,36,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-08-21,20260821-232352-ea0d6aef,LAP-20260821-006,PRJ-20260821-0146,"Acquisition - Southeast - Club Studio to Co-Anchor $450M Mixed-Use Development in Frederick, Maryland",Los Angeles,Southeast,Unknown,Mixed-Use Residential,Site Acquisition / Site Control,Newly Detected,Low Stall Risk,0,0,0,92,25,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-08-21,20260821-232352-ea0d6aef,LAP-20260821-003,PRJ-20260821-0062,General Project Signal - California - State announces $236M in bond financing for La Brea Tar Pits revamp,Los Angeles,California,Unknown,Senior Housing,Vertical Construction,Persistent Same Stage,Low Stall Risk,0,0,0,90,39,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
