run_date,run_id,run_timestamp,canonical_source_entity,canonical_target_entity,relationship_type,market,deal_type,first_seen_date,last_seen_date,repeat_interaction_count,relationship_persistence_score,partnership_stability_label,strategic_relationship_label,capital_alignment_label,relationship_momentum,current_run_signal_count
2026-08-18,20260818-232158-1b45477a,2026-08-18 23:21:58,Acquisition - Arizona - Bascom Arizona Ventures Buys Multifamily Community in Tucson for $45.5M,Arizona,Acquisition / Buyer,Arizona,Acquisition,2026-05-22,2026-05-26,6,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-08-18,20260818-232158-1b45477a,2026-08-18 23:21:58,Acquisition - Florida - Aventon to Build 270-Unit Port Richey Rental Community,Florida,Acquisition / Buyer,Florida,Acquisition,2026-05-29,2026-06-01,8,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-08-18,20260818-232158-1b45477a,2026-08-18 23:21:58,Acquisition - Other / Unknown - Altmark Group Sells Mott Haven Lots Destined for 99-Unit Redevelopment for $22M,Acquisition - Other / Unknown - Altmark Group Sells Mott Haven Lots Destined for 99-Unit Redevelopment for $22M,Acquisition / Buyer,Other / Unknown,Acquisition,2026-06-19,2026-06-22,4,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-08-18,20260818-232158-1b45477a,2026-08-18 23:21:58,"Acquisition - Other / Unknown - Avison Young Negotiates $19.1M Sale of Apartment Building in Wethersfield, Connecticut","Acquisition - Other / Unknown - Avison Young Negotiates $19.1M Sale of Apartment Building in Wethersfield, Connecticut",Acquisition / Buyer,Other / Unknown,Acquisition,2026-05-29,2026-06-01,8,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-08-18,20260818-232158-1b45477a,2026-08-18 23:21:58,Acquisition - Other / Unknown - Connect Midwest Multifamily Trends 2026: Navigating Capital Flow & Deal Dynamics,Acquisition - Other / Unknown - Connect Midwest Multifamily Trends 2026: Navigating Capital Flow & Deal Dynamics,Acquisition / Buyer,Other / Unknown,Acquisition,2026-06-26,2026-06-29,4,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-08-18,20260818-232158-1b45477a,2026-08-18 23:21:58,Acquisition - Other / Unknown - Lincoln Property Co. acquires The Spectrum Cos.,Acquisition - Other / Unknown - Lincoln Property Co. acquires The Spectrum Cos.,Acquisition / Buyer,Other / Unknown,Acquisition,2026-07-15,2026-07-21,7,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-08-18,20260818-232158-1b45477a,2026-08-18 23:21:58,"Acquisition - Other / Unknown - Milhaus, SRG Residential merge, creating $2.5B multifamily development pipeline",ares,Acquisition / Buyer,Other / Unknown,Acquisition,2026-07-14,2026-07-19,6,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-08-18,20260818-232158-1b45477a,2026-08-18 23:21:58,Acquisition - Washington DC - Sentinel Real Estate Acquires Luxury Apartment Community in Potomac,Washington Dc,Acquisition / Buyer,Washington DC,Acquisition,2026-06-13,2026-06-16,4,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-08-18,20260818-232158-1b45477a,2026-08-18 23:21:58,Acquisition - Washington DC - Sentinel Real Estate Acquires Luxury Apartment Community in Potomac,Washington DC,Acquisition / Buyer,Washington DC,Acquisition,2026-06-13,2026-06-16,4,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-08-18,20260818-232158-1b45477a,2026-08-18 23:21:58,Affinius Capital,Los Angeles,Pricing / Valuation Signal,Atlanta / Georgia,General Project Signal,2026-08-07,2026-08-10,4,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-08-18,20260818-232158-1b45477a,2026-08-18 23:21:58,Affinius Capital,Los Angeles,Market Expansion,Atlanta / Georgia,General Project Signal,2026-08-07,2026-08-10,4,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-08-18,20260818-232158-1b45477a,2026-08-18 23:21:58,Affinius Capital,New York,Financing Relationship,New York City / New York,Construction Financing,2026-06-25,2026-08-11,9,100,Durable,Strategic Relationship Watch,Aligned Capital Relationship,Fading,0
2026-08-18,20260818-232158-1b45477a,2026-08-18 23:21:58,Affinius Capital,Sun Belt,Financing Relationship,Tampa / Florida,Construction Financing,2026-06-30,2026-07-06,9,100,Durable,Strategic Relationship Watch,Aligned Capital Relationship,Fading,0
2026-08-18,20260818-232158-1b45477a,2026-08-18 23:21:58,Affinius Capital,Sun Belt,Market Expansion,Atlanta / Georgia,General Project Signal,2026-08-07,2026-08-10,4,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-08-18,20260818-232158-1b45477a,2026-08-18 23:21:58,Alliance Residential,California,JV / Partnership,Riverside / California,JV / Partnership,2026-06-01,2026-06-08,30,100,Durable,Repeat JV Partnership,Aligned Capital Relationship,Fading,0
2026-08-18,20260818-232158-1b45477a,2026-08-18 23:21:58,Alliance Residential,Riverside,JV / Partnership,Riverside / California,JV / Partnership,2026-06-01,2026-06-08,15,100,Durable,Repeat JV Partnership,Aligned Capital Relationship,Fading,0
2026-08-18,20260818-232158-1b45477a,2026-08-18 23:21:58,Alliance Residential,Sun Belt,Acquisition / Buyer,Phoenix / Arizona,Acquisition,2026-06-23,2026-07-14,63,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-08-18,20260818-232158-1b45477a,2026-08-18 23:21:58,Alliance Residential,California,JV / Partnership,California,JV / Partnership,2026-05-29,2026-06-01,20,100,Durable,Repeat JV Partnership,Aligned Capital Relationship,Fading,0
2026-08-18,20260818-232158-1b45477a,2026-08-18 23:21:58,Alliance Residential,Los Angeles,Acquisition / Buyer,Los Angeles / California,Acquisition,2026-07-07,2026-07-10,12,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-08-18,20260818-232158-1b45477a,2026-08-18 23:21:58,Alliance Residential,Acquisition - Other / Unknown - 8 notable interviews with multifamily pros this summer,Acquisition / Buyer,Other / Unknown,Acquisition,2026-07-31,2026-08-04,5,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-08-18,20260818-232158-1b45477a,2026-08-18 23:21:58,Alliance Residential,California,Financing Relationship,California,Refinancing,2026-08-08,2026-08-10,6,100,Durable,Strategic Relationship Watch,Aligned Capital Relationship,Fading,0
2026-08-18,20260818-232158-1b45477a,2026-08-18 23:21:58,AvalonBay,avalonbay,Acquisition / Buyer,Miami / Florida,Acquisition,2026-07-09,2026-07-27,20,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-08-18,20260818-232158-1b45477a,2026-08-18 23:21:58,AvalonBay,Los Angeles,Pricing / Valuation Signal,National,General Project Signal,2026-05-21,2026-08-10,14,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-08-18,20260818-232158-1b45477a,2026-08-18 23:21:58,AvalonBay,equity residential,Capital Flow,National,General Project Signal,2026-05-21,2026-08-10,14,100,Durable,Strategic Relationship Watch,Aligned Capital Relationship,Fading,0
2026-08-18,20260818-232158-1b45477a,2026-08-18 23:21:58,AvalonBay,equity residential,Acquisition / Buyer,Other / Unknown,Acquisition,2026-07-25,2026-08-16,7,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-08-18,20260818-232158-1b45477a,2026-08-18 23:21:58,AvalonBay,National,Market Expansion,National,General Project Signal,2026-05-21,2026-08-10,14,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-08-18,20260818-232158-1b45477a,2026-08-18 23:21:58,AvalonBay,South Florida,Acquisition / Buyer,Miami / Florida,Acquisition,2026-07-09,2026-07-27,19,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-08-18,20260818-232158-1b45477a,2026-08-18 23:21:58,AvalonBay,Sun Belt,Pricing / Valuation Signal,Miami / Florida,General Project Signal,2026-07-10,2026-07-14,6,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
2026-08-18,20260818-232158-1b45477a,2026-08-18 23:21:58,AvalonBay,Sun Belt,Market Expansion,Miami / Florida,General Project Signal,2026-07-10,2026-07-14,12,100,Durable,Strategic Relationship Watch,No Clear Capital Alignment,Fading,0
