run_date,run_id,run_timestamp,residential_sector,article_count,high_priority_count,market_signal_count,deal_signal_count,average_relevance_score,dominant_market_focus,dominant_strategic_angle,dominant_gp_or_developer,sector_risk_or_opportunity,woomi_sector_relevance,recommended_sector_action
2026-08-18,20260818-232158-1b45477a,2026-08-18 23:21:58,Apartment,39,25,15,31,85.0,Other / Unknown,Developer Strategy,Marcus & Millichap,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-08-18,20260818-232158-1b45477a,2026-08-18 23:21:58,Affordable Housing,5,5,5,5,100.0,Los Angeles / California,Developer Strategy,None detected,Affordability and subsidy program monitoring signal,Strategic Expansion Sector,Add to sector watchlist
2026-08-18,20260818-232158-1b45477a,2026-08-18 23:21:58,Multifamily,18,2,3,10,66.1,Other / Unknown,Financing Risk,Berkadia,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-08-18,20260818-232158-1b45477a,2026-08-18 23:21:58,BTR / Single-Family Rental,3,2,1,3,78.7,Atlanta / Georgia,Institutional Flow,Berkadia,Potential expansion or product diversification signal,Strategic Expansion Sector,"Monitor BTR / SFR operators, capital flows, and target markets"
2026-08-18,20260818-232158-1b45477a,2026-08-18 23:21:58,Student Housing,3,1,1,3,78.7,Atlanta / Georgia,Institutional Flow,None detected,Campus-adjacent demand and partnership signal,Strategic Expansion Sector,Monitor university-market demand and partnership signals
2026-08-18,20260818-232158-1b45477a,2026-08-18 23:21:58,Office-to-Residential Conversion,1,1,1,1,100.0,Los Angeles / California,Developer Strategy,None detected,"Adaptive reuse, entitlement, and construction feasibility signal",Strategic Expansion Sector,"Track conversion feasibility, policy support, and construction cost assumptions"
2026-08-18,20260818-232158-1b45477a,2026-08-18 23:21:58,Senior Housing,2,2,2,2,100.0,Other / Unknown,Financing Risk,JLL,Demographic demand and operating capability signal,Monitoring Sector,Monitor senior housing demand and operating model signals
2026-08-18,20260818-232158-1b45477a,2026-08-18 23:21:58,General Residential,4,1,3,4,60.2,Los Angeles / California,Financing Risk,None detected,General residential financing signal,Monitoring Sector,Add to sector watchlist
2026-08-18,20260818-232158-1b45477a,2026-08-18 23:21:58,Mixed-Use Residential,1,1,0,0,100.0,Dallas / Texas,Institutional Flow,None detected,Mixed-use development and placemaking signal,Monitoring Sector,Add to sector watchlist
2026-08-18,20260818-232158-1b45477a,2026-08-18 23:21:58,Manufactured Housing,0,0,0,0,0,None detected,None detected,None detected,Lower-cost housing and alternative residential platform signal,Monitoring Sector,Add to sector watchlist
2026-08-18,20260818-232158-1b45477a,2026-08-18 23:21:58,Workforce Housing,0,0,0,0,0,None detected,None detected,None detected,Affordability and subsidy program monitoring signal,Monitoring Sector,Add to sector watchlist
