run_date,run_id,timing_signal_id,timing_signal_type,market,residential_sector,gp_or_developer,lender_or_capital_provider,related_project_or_deal,timing_reference,estimated_timing_bucket,timing_urgency_score,timing_confidence,evidence_signals,source_article_title,source,url,potential_woomi_action,recommended_monitoring_frequency
2026-08-18,20260818-232158-1b45477a,TIM-20260818-002,Acquisition Window,California,Apartment,Marcus & Millichap,Unknown,Acquisition - California - Levin Johnston Team Closes Belmont Apartment Sale,No explicit timing reference,Unknown Timing,75,Medium,Acquisition Window,Levin Johnston Team Closes Belmont Apartment Sale,Connect CRE,https://www.connectcre.com/stories/levin-johnston-team-arranges-belmont-apartment-sale/,Monitor pricing evidence and possible acquisition outreach timing,Biweekly
2026-08-18,20260818-232158-1b45477a,TIM-20260818-007,Entitlement / Permitting,California,Affordable Housing,Unknown,Unknown,Entitlement / Permitting - California - Affordable housing under construction at 9038 S. Reading Ave. in Westchester,No explicit timing reference,Unknown Timing,73,Medium,Entitlement / Permitting; permitting,Affordable housing under construction at 9038 S. Reading Ave. in Westchester,Urbanize LA,https://la.urbanize.city/post/affordable-housing-under-construction-9038-s-reading-ave-westchester,"Track entitlement, zoning, permitting, and public-agency milestones",Biweekly
2026-08-18,20260818-232158-1b45477a,TIM-20260818-003,Acquisition Window,California,Apartment,Bascom Group,Unknown,Acquisition - California - Bascom Acquires Buena Park Apartments as Value-Add Deal,No explicit timing reference,Unknown Timing,71,Medium,Acquisition Window,Bascom Acquires Buena Park Apartments as Value-Add Deal,Connect CRE Orange County,https://www.connectcre.com/stories/bascom-acquires-buena-park-apartments-as-value-add-deal/,Monitor pricing evidence and possible acquisition outreach timing,Biweekly
2026-08-18,20260818-232158-1b45477a,TIM-20260818-006,Refinancing / Maturity Window,Other / Unknown,Senior Housing,JLL,JLL,Refinancing - Other / Unknown - $67M Refinancing Secured by JLL for Seniors Housing Property in Kansas,No explicit timing reference,Unknown Timing,71,Medium,Refinancing / Maturity Window,$67M Refinancing Secured by JLL for Seniors Housing Property in Kansas,Connect CRE,https://www.connectcre.com/stories/67m-refinancing-secured-by-jll-for-seniors-housing-property-in-kansas/,"Track maturity, refinancing options, lender appetite, and recapitalization timing",Biweekly
2026-08-18,20260818-232158-1b45477a,TIM-20260818-028,Construction Start,Other / Unknown,Multifamily,Unknown,Unknown,Development Start - Other / Unknown - First Quarter 2026 Multifamily Construction Data,2026,Immediate / 0-3 Months,70,Medium,Construction Start,First Quarter 2026 Multifamily Construction Data,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/05/first-quarter-2026-multifamily-construction-data/,"Monitor delivery, lease-up, concession, and supply pipeline timing",Weekly
2026-08-18,20260818-232158-1b45477a,TIM-20260818-029,Construction Start,Other / Unknown,Multifamily,Unknown,Unknown,Development Start - Other / Unknown - Fourth Quarter 2025 Multifamily Construction Data,2025,Immediate / 0-3 Months,70,Medium,Construction Start,Fourth Quarter 2025 Multifamily Construction Data,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/03/fourth-quarter-2025-multifamily-construction-data/,"Monitor delivery, lease-up, concession, and supply pipeline timing",Weekly
2026-08-18,20260818-232158-1b45477a,TIM-20260818-030,Construction Start,Other / Unknown,Multifamily,Unknown,Unknown,Development Start - Other / Unknown - Overall Housing Starts Inch Lower in 2025,in 2025,Immediate / 0-3 Months,70,Medium,Construction Start; starts in,Overall Housing Starts Inch Lower in 2025,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/02/overall-housing-starts-inch-lower-in-2025/,"Monitor delivery, lease-up, concession, and supply pipeline timing",Weekly
2026-08-18,20260818-232158-1b45477a,TIM-20260818-031,Construction Start,Other / Unknown,Multifamily,Unknown,Unknown,Development Start - Other / Unknown - Third Quarter 2025 Multifamily Construction Data,2025,Immediate / 0-3 Months,70,Medium,Construction Start,Third Quarter 2025 Multifamily Construction Data,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/01/third-quarter-2025-multifamily-construction-data/,"Monitor delivery, lease-up, concession, and supply pipeline timing",Weekly
2026-08-18,20260818-232158-1b45477a,TIM-20260818-015,Entitlement / Permitting,Los Angeles / California,General Residential,Unknown,Unknown,"Entitlement / Permitting - Los Angeles / California - Report: L.A. permits 8,800 homes in the first half of 2026",2026,Immediate / 0-3 Months,70,Medium,Entitlement / Permitting; permitting,"Report: L.A. permits 8,800 homes in the first half of 2026",Urbanize LA,https://la.urbanize.city/post/report-la-permits-8800-homes-first-half-2026,"Track entitlement, zoning, permitting, and public-agency milestones",Weekly
2026-08-18,20260818-232158-1b45477a,TIM-20260818-005,Acquisition Window,Other / Unknown,Apartment,CBRE,CBRE,Acquisition - Other / Unknown - CBRE Arranges Sale of Apartment Buildings in Wisconsin,No explicit timing reference,Unknown Timing,67,Medium,Acquisition Window,CBRE Arranges Sale of Apartment Buildings in Wisconsin,Connect CRE Apartments,https://www.connectcre.com/stories/cbre-arranges-sale-of-apartment-buildings-in-wisconsin/,Monitor pricing evidence and possible acquisition outreach timing,Biweekly
2026-08-18,20260818-232158-1b45477a,TIM-20260818-001,Acquisition Window,San Francisco / California,Multifamily,Berkadia,Berkadia,Acquisition - San Francisco / California - Bell Partners Acquires Multifamily Community in South San Francisco for $130M,No explicit timing reference,Unknown Timing,67,Medium,Acquisition Window,Bell Partners Acquires Multifamily Community in South San Francisco for $130M,REBusiness Online,https://rebusinessonline.com/bell-partners-acquires-apartment-community-in-south-san-francisco-for-130m/,Monitor pricing evidence and possible acquisition outreach timing,Biweekly
2026-08-18,20260818-232158-1b45477a,TIM-20260818-010,Refinancing / Maturity Window,Other / Unknown,Apartment,IPA,Unknown,"Refinancing - Other / Unknown - Multifamily distress grows, but data suggest a contained problem",No explicit timing reference,Unknown Timing,67,Medium,Refinancing / Maturity Window,"Multifamily distress grows, but data suggest a contained problem",HousingWire,https://www.housingwire.com/articles/multifamily-loan-maturities-refinancing/,"Track maturity, refinancing options, lender appetite, and recapitalization timing",Biweekly
2026-08-18,20260818-232158-1b45477a,TIM-20260818-008,Entitlement / Permitting,Los Angeles / California,Affordable Housing,Unknown,Unknown,Entitlement / Permitting - Los Angeles / California - L.A. City Planning Commission approves 379 apartments at 3200 S. La Cienega Blvd.,No explicit timing reference,Unknown Timing,65,Medium,Entitlement / Permitting; permitting; planning commission,L.A. City Planning Commission approves 379 apartments at 3200 S. La Cienega Blvd.,Urbanize LA,https://la.urbanize.city/post/la-city-planning-commission-approves-379-apartments-3200-s-la-cienega-blvd,"Track entitlement, zoning, permitting, and public-agency milestones",Biweekly
2026-08-18,20260818-232158-1b45477a,TIM-20260818-009,Entitlement / Permitting,Los Angeles / California,Senior Housing,Unknown,Unknown,Entitlement / Permitting - Los Angeles / California - Senior affordable housing rising at 19300 Sherman Way in Reseda,No explicit timing reference,Unknown Timing,65,Medium,Entitlement / Permitting; permitting,Senior affordable housing rising at 19300 Sherman Way in Reseda,Urbanize LA,https://la.urbanize.city/post/senior-affordable-housing-rising-19300-sherman-way-reseda,"Track entitlement, zoning, permitting, and public-agency milestones",Biweekly
2026-08-18,20260818-232158-1b45477a,TIM-20260818-012,Office-to-Residential Conversion Timing,Los Angeles / California,Office-to-Residential Conversion,Unknown,Unknown,Office-to-Residential Conversion - Los Angeles / California - Residential conversion planned for office building at 1650 S. Westwood Blvd.,No explicit timing reference,Unknown Timing,65,Medium,Office-to-Residential Conversion Timing,Residential conversion planned for office building at 1650 S. Westwood Blvd.,Urbanize LA,https://la.urbanize.city/post/residential-conversion-planned-office-building-1650-s-westwood-blvd,Monitor sector-specific platform timing and potential partnership relevance,Biweekly
2026-08-18,20260818-232158-1b45477a,TIM-20260818-016,Refinancing / Maturity Window,Houston / Texas,Multifamily,Unknown,northmarq,Refinancing - Houston / Texas - Triten Snags Refi on 342-Unit Houston Rental Community,No explicit timing reference,Unknown Timing,65,Medium,Refinancing / Maturity Window,Triten Snags Refi on 342-Unit Houston Rental Community,Connect CRE Texas,https://www.connectcre.com/stories/triten-snags-refi-on-342-unit-houston-rental-community/,"Track maturity, refinancing options, lender appetite, and recapitalization timing",Biweekly
2026-08-18,20260818-232158-1b45477a,TIM-20260818-004,BTR / SFR Expansion Timing,Atlanta / Georgia,BTR / Single-Family Rental,Berkadia,Berkadia,BTR / Build-to-Rent - Atlanta / Georgia - 107-Unit Charlotte-Area BTR Community Trades for $32M,No explicit timing reference,Unknown Timing,63,Medium,BTR / SFR Expansion Timing,107-Unit Charlotte-Area BTR Community Trades for $32M,Connect CRE Apartments,https://www.connectcre.com/stories/107-unit-charleston-btr-community-trades-for-32m/,Monitor sector-specific platform timing and potential partnership relevance,Monthly
