run_date,run_id,firm_name,strategic_tier,strategic_weight,residential_sector,detected_markets,detected_source_categories,detected_platform_types,detected_activity_types,article_count,highest_relevance_score,average_relevance_score,capital_flow_signal,relationship_signal,partnership_relevance_to_woomi,california_la_relevance,institutional_relationship_score,recommended_follow_up
2026-08-18,20260818-232158-1b45477a,AvalonBay,Tier 1 / Immediate Strategic Importance,100,Apartment,New York,Core Multifamily News; Site / Parcel Source Expansion,Other,operational technology / AI adoption,2,82,80.0,Operational / Platform Investment,GP Capability Benchmark Signal,competitive pressure indicator,High,100,Review California / LA capital and developer activity
2026-08-18,20260818-232158-1b45477a,Berkadia,Tier 3 / Growth and Market Signal Watch,50,Multifamily,Atlanta / Georgia; Phoenix / Arizona; San Francisco / California,Site / Parcel Source Expansion,Other,acquisition; disposition / exit; refinancing; BTR expansion; JV / partnership; operational technology / AI adoption,3,100,100.0,Capital Inflow,Potential JV / Partnership Signal,potential JV partnership signal,High,100,Map potential GP / JV relationship and monitor partnership activity
2026-08-18,20260818-232158-1b45477a,Brookfield,Tier 1 / Immediate Strategic Importance,100,Apartment,Phoenix / Arizona,Core Multifamily News,Other,JV / partnership; market expansion; operational technology / AI adoption,1,100,100.0,Operational / Platform Investment,Potential JV / Partnership Signal,potential JV partnership signal,Low,100,Map potential GP / JV relationship and monitor partnership activity
2026-08-18,20260818-232158-1b45477a,Marcus & Millichap,Tier 3 / Growth and Market Signal Watch,50,Apartment,California; Florida; Los Angeles / California,Core Multifamily News; Site / Parcel Source Expansion,Other,acquisition; disposition / exit; operational technology / AI adoption,4,100,83.8,Capital Inflow,GP Capability Benchmark Signal,competitive pressure indicator,High,100,Review California / LA capital and developer activity
2026-08-18,20260818-232158-1b45477a,Bascom Group,Tier 3 / Growth and Market Signal Watch,50,Apartment,California,Site / Parcel Source Expansion,Other,acquisition; disposition / exit; refinancing; operational technology / AI adoption,1,91,91.0,Capital Inflow,GP Capability Benchmark Signal,competitive pressure indicator,High,96,Review California / LA capital and developer activity
2026-08-18,20260818-232158-1b45477a,Blackstone,Tier 1 / Immediate Strategic Importance,100,Mixed-Use Residential,Dallas / Texas,Site / Parcel Source Expansion,Other,operational technology / AI adoption,1,100,100.0,Operational / Platform Investment,GP Capability Benchmark Signal,competitive pressure indicator,Low,96,Monitor only
2026-08-18,20260818-232158-1b45477a,Fannie Mae,Tier 3 / Growth and Market Signal Watch,50,Apartment,California,Site / Parcel Source Expansion,Other,refinancing; JV / partnership; operational technology / AI adoption,1,91,91.0,Refinancing / Recapitalization,Potential JV / Partnership Signal,potential JV partnership signal,High,96,Map potential GP / JV relationship and monitor partnership activity
2026-08-18,20260818-232158-1b45477a,Equity Residential,Tier 1 / Immediate Strategic Importance,100,Apartment,New York,Core Multifamily News; Site / Parcel Source Expansion,Other,operational technology / AI adoption,2,82,80.0,Operational / Platform Investment,GP Capability Benchmark Signal,competitive pressure indicator,Low,95,Monitor only
2026-08-18,20260818-232158-1b45477a,CBRE,Tier 3 / Growth and Market Signal Watch,50,Apartment,Other / Unknown,Site / Parcel Source Expansion,Other,acquisition; disposition / exit; operational technology / AI adoption,1,100,100.0,Capital Inflow,GP Capability Benchmark Signal,competitive pressure indicator,Low,91,Track capital deployment and pricing signals
2026-08-18,20260818-232158-1b45477a,JLL,Tier 3 / Growth and Market Signal Watch,50,Senior Housing,Other / Unknown,Core Multifamily News,Other,refinancing; JV / partnership; operational technology / AI adoption,1,100,100.0,Refinancing / Recapitalization,Potential JV / Partnership Signal,potential JV partnership signal,Low,91,Map potential GP / JV relationship and monitor partnership activity
2026-08-18,20260818-232158-1b45477a,Prism Partners,Tier 3 / Growth and Market Signal Watch,50,Apartment,New York,Core Multifamily News,Other,disposition / exit; JV / partnership; operational technology / AI adoption,1,100,100.0,Capital Outflow / Exit,Potential JV / Partnership Signal,potential JV partnership signal,Low,91,Map potential GP / JV relationship and monitor partnership activity
2026-08-18,20260818-232158-1b45477a,Wakefield Multifamily Advisory Group,Tier 3 / Growth and Market Signal Watch,50,Apartment,National,Core Multifamily News,Other,acquisition; disposition / exit; operational technology / AI adoption,1,100,100.0,Capital Inflow,GP Capability Benchmark Signal,competitive pressure indicator,Low,91,Track capital deployment and pricing signals
