run_date,run_id,la_asset_watch_id,asset_or_project_name,address_or_location_clue,la_submarket,gp_or_developer,residential_sector,entitlement_status,construction_status,asset_strategy_signal,site_control_signal,execution_stage,la_asset_opportunity_score,la_asset_risk_score,woomi_site_relevance,potential_woomi_strategy_angle,recommended_local_follow_up,source_article_title,url,confidence_level
2026-05-22,20260522-230155-fb3b56b2,LAA-20260522-004,Entitlement / Permitting - California - Affordable housing unwrapped at 611 S. Hobart Blvd. in Koreatown,611 S. Hobart Blvd,Los Angeles,Unknown,Affordable Housing,Unknown,Unknown,Affordable / Density Bonus Strategy,Project under entitlement,Unknown,100,40,High relevance to Woomi site strategy,Benchmark density bonus use,"Review parcel clue, entitlement path, sponsor, and comparable sites",Affordable housing unwrapped at 611 S. Hobart Blvd. in Koreatown,https://la.urbanize.city/post/affordable-housing-unwrapped-611-s-hobart-blvd-koreatown,High
2026-05-22,20260522-230155-fb3b56b2,LAA-20260522-011,Entitlement / Permitting - Los Angeles - Tommy Beadel on why Los Angeles is the easiest place to develop real estate,Los Angeles,Los Angeles,Unknown,Affordable Housing,Unknown,Unknown,Entitlement Play,Project under entitlement,Unknown,100,40,High relevance to Woomi site strategy,Monitor entitlement path,"Review parcel clue, entitlement path, sponsor, and comparable sites",Tommy Beadel on why Los Angeles is the easiest place to develop real estate,https://la.urbanize.city/post/tommy-beadel-why-los-angeles-easiest-place-develop-real-estate,Medium
2026-05-22,20260522-230155-fb3b56b2,LAA-20260522-002,Construction Financing - Other / Unknown - Eastern Bank Leads Financing for Wood Partners’ First Rhode Island Project,Unknown,Los Angeles,Wood Partners,Apartment,Unknown,Unknown,General Asset Signal,Land / parcel referenced,Site Search / Early Signal,100,38,High relevance to Woomi site strategy,Track site control precedent,Monitor asset for repeated local confirmation,Eastern Bank Leads Financing for Wood Partners’ First Rhode Island Project,https://www.connectcre.com/stories/eastern-bank-leads-financing-for-wood-partners-first-rhode-island-project/,Medium
2026-05-22,20260522-230155-fb3b56b2,LAA-20260522-001,"General Project Signal - California - AvalonBay, Equity Residential Merging to Form $69B Multifamily Giant",San Francisco,Los Angeles,AvalonBay,Apartment,Unknown,Unknown,General Asset Signal,Unknown site control,Unknown,100,32,High relevance to Woomi site strategy,Track local sponsor activity,"Review parcel clue, entitlement path, sponsor, and comparable sites","AvalonBay, Equity Residential Merging to Form $69B Multifamily Giant",https://commercialobserver.com/2026/05/avalonbay-equity-residential-merge-multifamily/,Medium
2026-05-22,20260522-230155-fb3b56b2,LAA-20260522-003,"General Project Signal - National - AvalonBay, Equity Residential Strike Largest REIT Merger In U.S. History",National,Los Angeles,AvalonBay,Apartment,Unknown,Unknown,General Asset Signal,Unknown site control,Unknown,100,24,High relevance to Woomi site strategy,Track local sponsor activity,Monitor asset for repeated local confirmation,"AvalonBay, Equity Residential Strike Largest REIT Merger In U.S. History",https://www.bisnow.com/national/news/capital-markets/avalonbay-equity-residential-all-stock-merger-creating-180000-apartment-giant-134679,Medium
2026-05-22,20260522-230155-fb3b56b2,LAA-20260522-013,General Project Signal - California - Affordable housing takes shape at 101 Pacific Coast Hwy. in Long Beach,California,Los Angeles,Unknown,Affordable Housing,Unknown,Unknown,Affordable / Density Bonus Strategy,Unknown site control,Unknown,99,39,High relevance to Woomi site strategy,Benchmark density bonus use,"Review parcel clue, entitlement path, sponsor, and comparable sites",Affordable housing takes shape at 101 Pacific Coast Hwy. in Long Beach,https://la.urbanize.city/post/affordable-housing-takes-shape-101-pacific-coast-hwy-long-beach,Medium
2026-05-22,20260522-230155-fb3b56b2,LAA-20260522-014,Entitlement / Permitting - Los Angeles - Developer revives plan for Best Western hotel at 2645 S. Western Ave. in Jefferson Park,2645 S. Western Ave,Los Angeles,Unknown,Multifamily,Unknown,Unknown,Entitlement Play,Project under entitlement,Unknown,99,38,High relevance to Woomi site strategy,Monitor entitlement path,"Review parcel clue, entitlement path, sponsor, and comparable sites",Developer revives plan for Best Western hotel at 2645 S. Western Ave. in Jefferson Park,https://la.urbanize.city/post/developer-revives-plan-best-western-hotel-2645-s-western-ave-jefferson-park,Medium
2026-05-22,20260522-230155-fb3b56b2,LAA-20260522-017,"Acquisition - Sun Belt - Dominium Acquires Affordable Seniors Housing Community in Duluth, Georgia, Plans $9.9M Ren...",Atlanta,Los Angeles,Unknown,Affordable Housing,Unknown,Unknown,Affordable / Density Bonus Strategy,Existing asset sale,Unknown,98,34,High relevance to Woomi site strategy,Benchmark density bonus use,"Track entitlement docket, density bonus use, and affordability requirement","Dominium Acquires Affordable Seniors Housing Community in Duluth, Georgia, Plans $9.9M Renovation",https://rebusinessonline.com/dominium-acquires-affordable-seniors-housing-community-in-duluth-georgia-plans-9-9m-renovation/,Low
2026-05-22,20260522-230155-fb3b56b2,LAA-20260522-019,Entitlement / Permitting - Los Angeles - Habitat development opens for residents next to La Cienega/Jefferson Station,Los Angeles,Los Angeles,Unknown,Workforce Housing,Unknown,Unknown,Entitlement Play,Project under entitlement,Unknown,95,40,High relevance to Woomi site strategy,Monitor entitlement path,"Review parcel clue, entitlement path, sponsor, and comparable sites",Habitat development opens for residents next to La Cienega/Jefferson Station,https://la.urbanize.city/post/habitat-development-opens-residents-next-la-cienegajefferson-station,Medium
2026-05-22,20260522-230155-fb3b56b2,LAA-20260522-005,Disposition / Exit - Sun Belt - Charlotte Apartment Project Fetches $107M,Atlanta,Los Angeles,Wood Partners,Apartment,Unknown,Unknown,General Asset Signal,Existing asset sale,Unknown,92,26,High relevance to Woomi site strategy,Track local sponsor activity,Monitor asset for repeated local confirmation,Charlotte Apartment Project Fetches $107M,https://www.connectcre.com/stories/charlotte-apartment-project-fetches-107m/,Medium
