run_date,run_id,source_name,source_category,platform_type,source_url,fetch_status,entries_found,articles_saved,error_message,source_quality_label
2026-05-22,20260522-230155-fb3b56b2,Multifamily Dive,Core Multifamily News,Other,https://www.multifamilydive.com/feeds/news/,OK,10,2,,Useful
2026-05-22,20260522-230155-fb3b56b2,Multifamily Executive,Core Multifamily News,Other,https://www.multifamilyexecutive.com/rss.xml,OK,10,3,,High Value
2026-05-22,20260522-230155-fb3b56b2,Yield PRO,Core Multifamily News,Other,https://yieldpro.com/feed/,OK,10,8,,High Value
2026-05-22,20260522-230155-fb3b56b2,Multi-Housing News,Core Multifamily News,Other,https://www.multihousingnews.com/feed/,Failed,0,0,RSS parsing issue,Failing
2026-05-22,20260522-230155-fb3b56b2,GlobeSt,Core Multifamily News,Other,https://www.globest.com/feed/,Failed,0,0,RSS parsing issue,Failing
2026-05-22,20260522-230155-fb3b56b2,Bisnow,Core Multifamily News,Other,https://www.bisnow.com/rss,OK,30,8,,High Value
2026-05-22,20260522-230155-fb3b56b2,Commercial Observer,Core Multifamily News,Other,https://commercialobserver.com/feed/,OK,17,5,,High Value
2026-05-22,20260522-230155-fb3b56b2,Connect CRE,Core Multifamily News,Other,https://www.connectcre.com/feed/,OK,10,3,,High Value
2026-05-22,20260522-230155-fb3b56b2,The Real Deal,Core Multifamily News,Other,https://therealdeal.com/feed/,Failed,0,0,RSS parsing issue,Failing
2026-05-22,20260522-230155-fb3b56b2,NAHB Eye on Housing - Multifamily,Public Agency / Housing Data,Other,https://eyeonhousing.org/category/multifamily/feed/,OK,18,13,,High Value
2026-05-22,20260522-230155-fb3b56b2,Construction Dive,Core Multifamily News,Other,https://www.constructiondive.com/feeds/news/,OK,10,0,,Watch
2026-05-22,20260522-230155-fb3b56b2,HousingWire,Core Multifamily News,Other,https://www.housingwire.com/feed/,OK,10,0,,Watch
2026-05-22,20260522-230155-fb3b56b2,Federal Reserve - Press Releases,Public Agency / Housing Data,Other,https://www.federalreserve.gov/feeds/press_all.xml,OK,20,0,,Watch
2026-05-22,20260522-230155-fb3b56b2,PERE,Institutional Real Estate / Capital Markets,Other,,Placeholder,0,0,Source URL not yet confirmed,Placeholder / Needs Review
2026-05-22,20260522-230155-fb3b56b2,Urban Land Institute,Institutional Real Estate / Capital Markets,Other,https://urbanland.uli.org/feed/,Failed,0,0,RSS parsing issue,Failing
2026-05-22,20260522-230155-fb3b56b2,NMHC News,Institutional Real Estate / Capital Markets,Other,https://www.nmhc.org/news/rss/,Failed,0,0,RSS parsing issue,Failing
2026-05-22,20260522-230155-fb3b56b2,Freddie Mac Multifamily,Institutional Real Estate / Capital Markets,Other,,Placeholder,0,0,Source URL not yet confirmed,Placeholder / Needs Review
2026-05-22,20260522-230155-fb3b56b2,Fannie Mae Multifamily,Institutional Real Estate / Capital Markets,Other,,Placeholder,0,0,Source URL not yet confirmed,Placeholder / Needs Review
2026-05-22,20260522-230155-fb3b56b2,MBA Commercial / Multifamily,Institutional Real Estate / Capital Markets,Other,,Placeholder,0,0,Source URL not yet confirmed,Placeholder / Needs Review
2026-05-22,20260522-230155-fb3b56b2,Walker & Dunlop Insights,Brokerage / Debt / Research,Other,https://www.walkerdunlop.com/insights/feed/,Failed,0,0,RSS parsing issue,Failing
2026-05-22,20260522-230155-fb3b56b2,Berkadia Research,Brokerage / Debt / Research,Other,https://berkadia.com/feed/,Failed,0,0,RSS parsing issue,Failing
2026-05-22,20260522-230155-fb3b56b2,CBRE Multifamily / Living Sector,Brokerage / Debt / Research,Other,,Placeholder,0,0,Source URL not yet confirmed,Placeholder / Needs Review
2026-05-22,20260522-230155-fb3b56b2,JLL Living / Multifamily,Brokerage / Debt / Research,Other,,Placeholder,0,0,Source URL not yet confirmed,Placeholder / Needs Review
2026-05-22,20260522-230155-fb3b56b2,Cushman & Wakefield Multifamily,Brokerage / Debt / Research,Other,,Placeholder,0,0,Source URL not yet confirmed,Placeholder / Needs Review
2026-05-22,20260522-230155-fb3b56b2,Marcus & Millichap Research,Brokerage / Debt / Research,Other,,Placeholder,0,0,Source URL not yet confirmed,Placeholder / Needs Review
2026-05-22,20260522-230155-fb3b56b2,Greystar Newsroom,Developer / GP Newsrooms,Other,,Placeholder,0,0,Source URL not yet confirmed,Placeholder / Needs Review
2026-05-22,20260522-230155-fb3b56b2,Kennedy Wilson Newsroom,Developer / GP Newsrooms,Other,,Placeholder,0,0,Source URL not yet confirmed,Placeholder / Needs Review
2026-05-22,20260522-230155-fb3b56b2,Related Companies Newsroom,Developer / GP Newsrooms,Other,,Placeholder,0,0,Source URL not yet confirmed,Placeholder / Needs Review
2026-05-22,20260522-230155-fb3b56b2,Related California Newsroom,Developer / GP Newsrooms,Other,,Placeholder,0,0,Source URL not yet confirmed,Placeholder / Needs Review
2026-05-22,20260522-230155-fb3b56b2,Hines Newsroom,Developer / GP Newsrooms,Other,https://www.hines.com/news/feed,Failed,0,0,RSS parsing issue,Failing
2026-05-22,20260522-230155-fb3b56b2,Mill Creek Residential Newsroom,Developer / GP Newsrooms,Other,,Placeholder,0,0,Source URL not yet confirmed,Placeholder / Needs Review
2026-05-22,20260522-230155-fb3b56b2,Trammell Crow Residential Newsroom,Developer / GP Newsrooms,Other,,Placeholder,0,0,Source URL not yet confirmed,Placeholder / Needs Review
2026-05-22,20260522-230155-fb3b56b2,Toll Brothers Apartment Living Newsroom,Developer / GP Newsrooms,Other,,Placeholder,0,0,Source URL not yet confirmed,Placeholder / Needs Review
