run_date,run_id,run_timestamp,duplicate_cluster_id,deal_fingerprint_id,duplicate_count,primary_reference_article,duplicate_articles,deduplicated_opportunity_score,deduplicated_distress_score,opportunities_before_deduplication,distress_before_deduplication,opportunities_removed_via_deduplication,distress_inflation_prevented,multi_source_confirmation,strongest_opportunity_type,strongest_distress_type,market,residential_sector
2026-09-24,20260924-010837-3de2bd8c,2026-09-24 01:08:37,DCL-20260924-006,DFP-9F93C50581,2,Rich Properties Snags $38.5M Refi for West Palm Beach Rental Asset,Rich Properties Snags $38.5M Refi for West Palm Beach Rental Asset,89,67,1,1,0,0,Yes,Refinancing Gap,,Miami / Florida,Apartment
2026-09-24,20260924-010837-3de2bd8c,2026-09-24 01:08:37,DCL-20260924-010,DFP-4C99A4B260,2,Investor Group Closes Construction Loan for Dripping Springs 55+ Housing Project,Investor Group Closes Construction Loan for Dripping Springs 55+ Housing Project,87,65,1,1,0,0,Yes,Construction Financing Gap,,Austin / Texas,Senior Housing
2026-09-24,20260924-010837-3de2bd8c,2026-09-24 01:08:37,DCL-20260924-013,DFP-415DF595F2,2,Colliers Secures $69M Refinance for Missoula Multifamily Property,Colliers Secures $69M Refinance for Missoula Multifamily Property,87,64,1,1,0,0,Yes,Refinancing Gap,,Other / Unknown,Apartment
2026-09-24,20260924-010837-3de2bd8c,2026-09-24 01:08:37,DCL-20260924-005,DFP-1436BDE49C,2,Kennedy Wilson Closes $175M Construction Financing for DC Multifamily Project,Kennedy Wilson Closes $175M Construction Financing for DC Multifamily Project,86,62,1,1,0,0,Yes,Construction Financing Gap,,Washington DC,Apartment
2026-09-24,20260924-010837-3de2bd8c,2026-09-24 01:08:37,DCL-20260924-018,DFP-6D3E9C9761,2,RIVANI Lands $114.3M Refi on Miami Beach Office/Retail Project,RIVANI Lands $114.3M Refi on Miami Beach Office/Retail Project,84,62,1,1,0,0,Yes,Refinancing Gap,,Miami / Florida,General Residential
2026-09-24,20260924-010837-3de2bd8c,2026-09-24 01:08:37,DCL-20260924-020,DFP-01DD99F8CE,2,Bridge Investment Group and Hatteras Sky Secured Refinance for 389-Unit Phoenix Multifamily Rental Property,Bridge Investment Group and Hatteras Sky Secured Refinance for 389-Unit Phoenix Multifamily Rental Property,76,60,1,1,0,0,Yes,Refinancing Gap,,Phoenix / Arizona,Mixed-Use Residential
2026-09-24,20260924-010837-3de2bd8c,2026-09-24 01:08:37,DCL-20260924-024,DFP-E02FE2E6B8,2,"Adam America, JW Capital Secure $180M Refinancing for Student Housing Community Adjacent to Florida International University","Adam America, JW Capital Secure $180M Refinancing for Student Housing Community Adjacent to Florida International University",61,58,1,1,0,0,Yes,Refinancing Gap,,Florida,Student Housing
2026-09-24,20260924-010837-3de2bd8c,2026-09-24 01:08:37,DCL-20260924-023,DFP-CE9D3440F4,2,Audubon Capital Grabs Midtown Atlanta Apartment Asset Prior to Foreclosure,Audubon Capital Grabs Midtown Atlanta Apartment Asset Prior to Foreclosure,59,61,1,1,0,0,Yes,,foreclosure,Atlanta / Georgia,Apartment
2026-09-24,20260924-010837-3de2bd8c,2026-09-24 01:08:37,DCL-20260924-030,DFP-A054A1E32A,2,Investor Takes Over Distressed Atlanta Apartment Asset,Investor Takes Over Distressed Atlanta Apartment Asset,57,58,1,1,0,0,Yes,,distressed sale,Atlanta / Georgia,Apartment
2026-09-24,20260924-010837-3de2bd8c,2026-09-24 01:08:37,DCL-20260924-001,DFP-7BF2FDE2D0,1,Tishman Speyer Acquires 376-Unit Anaheim Rental Community,Tishman Speyer Acquires 376-Unit Anaheim Rental Community,91,0,1,0,0,0,No,Acquisition Opportunity,,California,Apartment
2026-09-24,20260924-010837-3de2bd8c,2026-09-24 01:08:37,DCL-20260924-009,DFP-CE38A4F92B,1,MMCC Arranges Financing for Orange Multifamily Acquisition,MMCC Arranges Financing for Orange Multifamily Acquisition,89,0,1,0,0,0,No,Acquisition Opportunity,,California,Apartment
2026-09-24,20260924-010837-3de2bd8c,2026-09-24 01:08:37,DCL-20260924-011,DFP-2592C12DF1,1,Value-Add Rentals Go for $13M in El Cajon,Value-Add Rentals Go for $13M in El Cajon,88,0,1,0,0,0,No,LA / California Entitlement Opportunity,,California,Apartment
2026-09-24,20260924-010837-3de2bd8c,2026-09-24 01:08:37,DCL-20260924-007,DFP-3DF3242BBC,1,29th Street Sells Aurora Colorado Multifamily Apartment Community,29th Street Sells Aurora Colorado Multifamily Apartment Community,86,0,1,0,0,0,No,Acquisition Opportunity,,Colorado,Apartment
2026-09-24,20260924-010837-3de2bd8c,2026-09-24 01:08:37,DCL-20260924-004,DFP-DD202EF2BA,1,Decron Properties Acquires Apartment Property in Los Angeles for $114M,Decron Properties Acquires Apartment Property in Los Angeles for $114M,86,0,1,0,0,0,No,Acquisition Opportunity,,Los Angeles / California,Mixed-Use Residential
2026-09-24,20260924-010837-3de2bd8c,2026-09-24 01:08:37,DCL-20260924-003,DFP-7C9098299A,1,CBRE Negotiates $60M Sale of Milwaukee Multifamily Portfolio,CBRE Negotiates $60M Sale of Milwaukee Multifamily Portfolio,86,0,1,0,0,0,No,Acquisition Opportunity,,Other / Unknown,Apartment
2026-09-24,20260924-010837-3de2bd8c,2026-09-24 01:08:37,DCL-20260924-002,DFP-3FFADE6D07,1,Construction goes vertical for mixed-use project at 155 W. 6th St. in San Pedro,Construction goes vertical for mixed-use project at 155 W. 6th St. in San Pedro,86,0,1,0,0,0,No,JV / Partnership Gap,,Los Angeles / California,Mixed-Use Residential
2026-09-24,20260924-010837-3de2bd8c,2026-09-24 01:08:37,DCL-20260924-016,DFP-02BAE77620,1,"TruAmerica’s Bay Area buy, plus 6 other trades you may have missed last week","TruAmerica’s Bay Area buy, plus 6 other trades you may have missed last week",85,0,1,0,0,0,No,Acquisition Opportunity,,California,Multifamily
