run_date,run_id,run_timestamp,submarket_name,parent_market,article_count,deal_count,entitlement_signal_count,opportunity_count,distress_signal_count,timing_signal_count,dominant_residential_sector,dominant_deal_type,dominant_entitlement_signal,site_strategy_theme,submarket_opportunity_score,submarket_risk_score,execution_complexity_score,woomi_site_strategy_relevance,recommended_submarket_action,key_evidence
2026-09-24,20260924-010837-3de2bd8c,2026-09-24 01:08:37,Miami,Florida,5,5,0,4,2,4,Apartment,Refinancing,General Entitlement Signal,Downtown infill,100,67,20,Strategic watch submarket,Monitor refinancing / distress pipeline,Developer Launches Investor Offering for 465-Unit Boynton Beach Rental Community; Disposition / Exit - Miami / Florida - TA Realty Pays $105M for Wellington Rental Community; General Project Signal - Miami / Florida - Developer Launches Investor Offering for 465-Unit Boynton Beach Rental Community; General Project Signal - Miami / Florida - HTG Debuts $115M Miami Affordable Housing Project; HTG Debuts $115M Miami Affordable Housing Project
2026-09-24,20260924-010837-3de2bd8c,2026-09-24 01:08:37,Atlanta,Southeast,7,6,1,6,2,7,Apartment,Acquisition,Office-to-Residential Conversion,Office conversion corridor,100,64,45,Strategic watch submarket,Monitor entitlement precedent,Acquisition - Atlanta / Georgia - Audubon Capital Grabs Midtown Atlanta Apartment Asset Prior to Foreclosure; Acquisition - Atlanta / Georgia - ParkProperty Acquires 280-Unit Buckhead Apartment Community; Acquisition - Atlanta / Georgia - Passco Offloads Buckhead Rental Asset for $87.5M; Acquisition - Atlanta / Georgia - Saratoga Capital Pays $98.4M at Auction for Atlanta Apartment Community; Audubon Capital Grabs Midtown Atlanta Apartment Asset Prior to Foreclosure
2026-09-24,20260924-010837-3de2bd8c,2026-09-24 01:08:37,Los Angeles,Los Angeles,8,6,4,1,0,1,Mixed-Use Residential,Acquisition,Entitlement Approval,Mixed-use corridor,100,21,52,High relevance to Woomi site strategy,Monitor entitlement precedent,$83M student housing complex takes shape at Compton College; 12 homes pitched for 36 S. Berkeley Ave. in Pasadena; Acquisition - Los Angeles / California - CBRE Arranges Valencia Office Sale for Harbor Associates; Acquisition - Los Angeles / California - Decron Properties Acquires Apartment Property in Los Angeles for $114M; Acquisition - Los Angeles / California - TruAmerica Buys 200-Unit Bridges at San Ramon Multifamily Complex in San Francisco Bay Are...
2026-09-24,20260924-010837-3de2bd8c,2026-09-24 01:08:37,New York,New York,3,2,0,2,0,1,Apartment,JV / Partnership,General Entitlement Signal,Downtown infill,80,0,20,Strategic watch submarket,Review potential acquisition pipeline,"General Project Signal - New York City / New York - NYC Launches Public Review of Plan for 4,000 Apartments on City-Owned Site; JLL Arranges JV Equity, Acquisition Debt on Jersey City Multifamily; JV / Partnership - New York - JLL Arranges JV Equity, Acquisition Debt on Jersey City Multifamily; NYC Launches Public Review of Plan for 4,000 Apartments on City-Owned Site; Zurich Affiliate Acquires San Francisco Offices with Leasing Upside"
2026-09-24,20260924-010837-3de2bd8c,2026-09-24 01:08:37,Phoenix,Arizona,3,2,0,2,1,1,Mixed-Use Residential,Refinancing,General Entitlement Signal,Downtown infill; Mixed-use corridor; Arts district,78,48,20,Strategic watch submarket,Review potential acquisition pipeline,Bridge Investment Group and Hatteras Sky Secured Refinance for 389-Unit Phoenix Multifamily Rental Property; General Project Signal - Phoenix / Arizona - Mesa Expected to Okay $3B Legacy Park Project; Mesa Expected to Okay $3B Legacy Park Project; NFL Team Owner Building 504-Unit N. Phoenix Apartment Project; Refinancing - Phoenix / Arizona - Bridge Investment Group and Hatteras Sky Secured Refinance for 389-Unit Phoenix Multifamil...
2026-09-24,20260924-010837-3de2bd8c,2026-09-24 01:08:37,Anaheim,Orange County,1,1,0,1,0,1,Apartment,Acquisition,General Entitlement Signal,General submarket monitoring,72,0,30,High relevance to Woomi site strategy,Review potential acquisition pipeline,Acquisition - California - Tishman Speyer Acquires 376-Unit Anaheim Rental Community; Tishman Speyer Acquires 376-Unit Anaheim Rental Community
2026-09-24,20260924-010837-3de2bd8c,2026-09-24 01:08:37,Pasadena,Los Angeles,1,1,1,1,0,1,Affordable Housing,Entitlement / Permitting,Entitlement Approval,General submarket monitoring,66,15,40,High relevance to Woomi site strategy,Monitor entitlement precedent,12 homes pitched for 36 S. Berkeley Ave. in Pasadena; Entitlement / Permitting - Colorado - 12 homes pitched for 36 S. Berkeley Ave. in Pasadena
2026-09-24,20260924-010837-3de2bd8c,2026-09-24 01:08:37,Austin,Texas,1,1,0,1,1,1,Senior Housing,Construction Financing,General Entitlement Signal,General submarket monitoring,58,51,20,Strategic watch submarket,Track local GP / sponsor activity,Construction Financing - Austin / Texas - Investor Group Closes Construction Loan for Dripping Springs 55+ Housing Project; Investor Group Closes Construction Loan for Dripping Springs 55+ Housing Project
2026-09-24,20260924-010837-3de2bd8c,2026-09-24 01:08:37,Dallas,Texas,1,1,0,1,0,1,Apartment,Acquisition,General Entitlement Signal,General submarket monitoring,58,0,20,Strategic watch submarket,Track local GP / sponsor activity,Acquisition - Dallas / Texas - Bow River Inks $53.9M Acquisition Loan for Northlake Apartment Sale; Bow River Inks $53.9M Acquisition Loan for Northlake Apartment Sale
2026-09-24,20260924-010837-3de2bd8c,2026-09-24 01:08:37,Jersey City,New York,1,1,0,1,0,1,Apartment,JV / Partnership,General Entitlement Signal,General submarket monitoring,57,0,20,Strategic watch submarket,Track local GP / sponsor activity,"JLL Arranges JV Equity, Acquisition Debt on Jersey City Multifamily; JV / Partnership - New York - JLL Arranges JV Equity, Acquisition Debt on Jersey City Multifamily"
