run_date,run_id,run_timestamp,market,residential_sector,market_article_count,high_priority_count,market_signal_count,average_relevance_score,dominant_strategic_angle,dominant_market_signal,regional_risk_or_opportunity,woomi_market_relevance,recommended_market_action
2026-06-27,20260627-000844-ffc034be,2026-06-27 00:08:44,California,Affordable Housing,19,16,10,88.1,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Core Watch Market,Track LA / California entitlement and zoning updates
2026-06-27,20260627-000844-ffc034be,2026-06-27 00:08:44,Los Angeles,Affordable Housing,9,6,6,86.2,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Core Watch Market,Track LA / California entitlement and zoning updates
2026-06-27,20260627-000844-ffc034be,2026-06-27 00:08:44,National / Other,Multifamily,27,12,7,70.3,Institutional Flow,Rent Growth Signal,Institutional capital pricing signal,General Monitoring,Track institutional capital activity
2026-06-27,20260627-000844-ffc034be,2026-06-27 00:08:44,Florida,Apartment,8,5,5,80.6,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-06-27,20260627-000844-ffc034be,2026-06-27 00:08:44,Texas,Apartment,3,3,2,94.0,Developer Strategy,Financing Cost Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-06-27,20260627-000844-ffc034be,2026-06-27 00:08:44,Southeast,Apartment,5,3,2,78.4,Financing Risk,Deal Size Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-06-27,20260627-000844-ffc034be,2026-06-27 00:08:44,New York,Apartment,6,3,2,74.5,Financing Risk,Supply / Starts Signal,Financing-sensitive development environment,General Monitoring,Review development underwriting assumptions
2026-06-27,20260627-000844-ffc034be,2026-06-27 00:08:44,Seattle,Apartment,2,2,1,92.0,Financing Risk,Deal Size Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-06-27,20260627-000844-ffc034be,2026-06-27 00:08:44,Austin,Mixed-Use Residential,1,1,1,89.0,Financing Risk,Rent Growth Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-06-27,20260627-000844-ffc034be,2026-06-27 00:08:44,Arizona,Apartment,2,1,1,81.0,Financing Risk,Rent Growth Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-06-27,20260627-000844-ffc034be,2026-06-27 00:08:44,Phoenix,Apartment,2,1,1,81.0,Financing Risk,Rent Growth Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-06-27,20260627-000844-ffc034be,2026-06-27 00:08:44,Dallas,Apartment,1,1,0,94.0,Developer Strategy,None detected,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-06-27,20260627-000844-ffc034be,2026-06-27 00:08:44,Sun Belt,General Residential,1,0,1,58.0,Financing Risk,Deal Size Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
