run_date,run_id,run_timestamp,residential_sector,article_count,high_priority_count,market_signal_count,deal_signal_count,average_relevance_score,dominant_market_focus,dominant_strategic_angle,dominant_gp_or_developer,sector_risk_or_opportunity,woomi_sector_relevance,recommended_sector_action
2026-09-06,20260906-003733-9f6b17d3,2026-09-06 00:37:33,Apartment,40,30,15,29,84.7,Atlanta / Georgia,Developer Strategy,JLL,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-09-06,20260906-003733-9f6b17d3,2026-09-06 00:37:33,Affordable Housing,6,6,4,5,98.0,Los Angeles / California,Developer Strategy,None detected,Affordability and subsidy program monitoring signal,Strategic Expansion Sector,Add to sector watchlist
2026-09-06,20260906-003733-9f6b17d3,2026-09-06 00:37:33,Multifamily,15,4,3,7,65.7,Other / Unknown,Developer Strategy,Benefit Street Partners,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-09-06,20260906-003733-9f6b17d3,2026-09-06 00:37:33,Student Housing,4,2,3,4,78.5,Washington DC,Developer Strategy,JLL,Campus-adjacent demand and partnership signal,Strategic Expansion Sector,Monitor university-market demand and partnership signals
2026-09-06,20260906-003733-9f6b17d3,2026-09-06 00:37:33,Office-to-Residential Conversion,1,1,1,1,86.0,Washington DC,Financing Risk,Brookfield,"Adaptive reuse, entitlement, and construction feasibility signal",Strategic Expansion Sector,"Track conversion feasibility, policy support, and construction cost assumptions"
2026-09-06,20260906-003733-9f6b17d3,2026-09-06 00:37:33,BTR / Single-Family Rental,1,1,0,1,95.0,Sun Belt,Institutional Flow,None detected,Potential expansion or product diversification signal,Strategic Expansion Sector,"Monitor BTR / SFR operators, capital flows, and target markets"
2026-09-06,20260906-003733-9f6b17d3,2026-09-06 00:37:33,Mixed-Use Residential,9,7,3,8,86.4,Miami / Florida,Developer Strategy,Brookfield,Mixed-use development and placemaking signal,Monitoring Sector,Add to sector watchlist
2026-09-06,20260906-003733-9f6b17d3,2026-09-06 00:37:33,Senior Housing,2,1,1,2,80.0,California,Developer Strategy,None detected,Demographic demand and operating capability signal,Monitoring Sector,Monitor senior housing demand and operating model signals
2026-09-06,20260906-003733-9f6b17d3,2026-09-06 00:37:33,General Residential,5,0,1,5,58.6,Los Angeles / California,Developer Strategy,Related Companies,General residential market monitoring,Monitoring Sector,Add to sector watchlist
2026-09-06,20260906-003733-9f6b17d3,2026-09-06 00:37:33,Manufactured Housing,0,0,0,0,0,None detected,None detected,None detected,Lower-cost housing and alternative residential platform signal,Monitoring Sector,Add to sector watchlist
2026-09-06,20260906-003733-9f6b17d3,2026-09-06 00:37:33,Workforce Housing,0,0,0,0,0,None detected,None detected,None detected,Affordability and subsidy program monitoring signal,Monitoring Sector,Add to sector watchlist
