run_date,run_id,run_timestamp,la_submarket,article_count,deal_count,entitlement_signal_count,opportunity_count,distress_signal_count,timing_signal_count,residential_sector_focus,entitlement_theme,site_strategy_theme,local_gp_or_developer,project_or_deal_reference,la_opportunity_score,la_execution_risk_score,entitlement_precedent_signal,potential_woomi_site_strategy,recommended_local_follow_up,confidence_level
2026-09-06,20260906-003733-9f6b17d3,2026-09-06 00:37:33,Los Angeles,10,4,3,3,1,4,General Residential,Entitlement Approval,Transit-oriented development,Unknown,200 apartments fully framed at 3863 Carson Street in Torrance; Affordable housing under construction at 14243 Sylvan St. in Van Nuys; Entitlement / Permitting - Los Angeles / California - L.A. County approves up to $20M for affordable housing in Claremont; Entitlement / Permitting - Los Angeles / California - Port of L.A. invest $4 million in Battleship Iowa Museum expansion; General Project Signal - Los Angeles / California - Landmark Properties Opens Student Housing Project: The Los Angeles Deal Sheet,100,59,Yes,Hollywood / transit-oriented housing watch,Track local planning docket and entitlement precedent,High
2026-09-06,20260906-003733-9f6b17d3,2026-09-06 00:37:33,Anaheim,3,2,0,2,0,1,Apartment,General Entitlement Signal,General submarket monitoring,Unknown,Acquisition - California - Tishman Speyer Acquires 376-Unit Anaheim Rental Community; Disposition / Exit - California - MBK Sells Anaheim Apartments To TA Realty For $147M; MBK Rental Living Sells Luxury Apartment Community In Central Orange; MBK Sells Anaheim Apartments To TA Realty For $147M; Tishman Speyer Acquires 376-Unit Anaheim Rental Community,95,30,No,Orange County suburban apartment watch,Review potential acquisition pipeline,High
2026-09-06,20260906-003733-9f6b17d3,2026-09-06 00:37:33,Santa Ana,1,1,0,1,0,2,Mixed-Use Residential,General Entitlement Signal,Mixed-use corridor,Unknown,Acquisition - California - Mixed-use project rises at 1801 E. 4th St. in Santa Ana; Mixed-use project rises at 1801 E. 4th St. in Santa Ana,69,30,No,Orange County suburban apartment watch,Review potential acquisition pipeline,Medium
2026-09-06,20260906-003733-9f6b17d3,2026-09-06 00:37:33,Riverside,1,1,0,1,0,1,Apartment,General Entitlement Signal,General submarket monitoring,Unknown,Acquisition - Riverside / California - What multifamily firms bought and sold this summer; What multifamily firms bought and sold this summer,68,30,No,Inland Empire BTR / rental housing watch,Review potential acquisition pipeline,Medium
2026-09-06,20260906-003733-9f6b17d3,2026-09-06 00:37:33,California,0,4,1,0,0,0,Apartment,Entitlement Approval,General submarket monitoring,Unknown,Construction Financing - California - CEDARst Snags $80M Construction Loan for San Diego Apartments; Entitlement / Permitting - California - Rendering vs. Reality: Apartments at 1408 W. Jefferson Blvd. in Exposition Park; JV / Partnership - California - MBK Rental Living Sells Luxury Apartment Community In Central Orange; JV / Partnership - California - Newmark Arranges Fannie Mae Loan on San Clemente Active-Adult Complex,55,30,Yes,Monitor only,Track local planning docket and entitlement precedent,Medium
2026-09-06,20260906-003733-9f6b17d3,2026-09-06 00:37:33,Burbank,1,0,0,0,0,0,Apartment,General Entitlement Signal,Transit-oriented development,Unknown,"Sunset Boulevard bus lanes, Kroenke buys Angels, and more",12,30,No,Hollywood / transit-oriented housing watch,Monitor only,Low
2026-09-06,20260906-003733-9f6b17d3,2026-09-06 00:37:33,Hollywood,1,0,0,0,0,0,Apartment,General Entitlement Signal,Transit-oriented development,Unknown,"Sunset Boulevard bus lanes, Kroenke buys Angels, and more",12,30,No,Hollywood / transit-oriented housing watch,Monitor only,Low
2026-09-06,20260906-003733-9f6b17d3,2026-09-06 00:37:33,Orange County,2,0,0,0,0,0,Apartment,General Entitlement Signal,General submarket monitoring,Unknown,Newmark Arranges Fannie Mae Loan on San Clemente Active-Adult Complex; Tishman Speyer Acquires 376-Unit Anaheim Rental Community,12,30,No,Orange County suburban apartment watch,Monitor only,Low
2026-09-06,20260906-003733-9f6b17d3,2026-09-06 00:37:33,Pasadena,1,0,0,0,0,0,Apartment,General Entitlement Signal,Transit-oriented development,Unknown,"Sunset Boulevard bus lanes, Kroenke buys Angels, and more",12,30,No,Hollywood / transit-oriented housing watch,Monitor only,Low
2026-09-06,20260906-003733-9f6b17d3,2026-09-06 00:37:33,Southern California,0,1,0,0,0,0,Apartment,General Entitlement Signal,General submarket monitoring,Unknown,Disposition / Exit - California - Apartment cap rates inched up to 5.6% in July: MSCI,8,20,No,Monitor only,Monitor only,Low
