run_date,run_id,run_timestamp,residential_sector,article_count,high_priority_count,market_signal_count,deal_signal_count,average_relevance_score,dominant_market_focus,dominant_strategic_angle,dominant_gp_or_developer,sector_risk_or_opportunity,woomi_sector_relevance,recommended_sector_action
2026-07-02,20260702-000820-f445e33a,2026-07-02 00:08:20,Apartment,37,25,18,30,85.2,Other / Unknown,Developer Strategy,Marcus & Millichap,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-07-02,20260702-000820-f445e33a,2026-07-02 00:08:20,Affordable Housing,13,8,6,12,84.9,Los Angeles / California,Developer Strategy,Kennedy Wilson,Affordability and subsidy program monitoring signal,Strategic Expansion Sector,Add to sector watchlist
2026-07-02,20260702-000820-f445e33a,2026-07-02 00:08:20,Multifamily,21,6,4,14,66.9,Other / Unknown,Financing Risk,Marcus & Millichap,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-07-02,20260702-000820-f445e33a,2026-07-02 00:08:20,Office-to-Residential Conversion,2,1,0,2,83.0,Los Angeles / California,Developer Strategy,Kennedy Wilson,"Adaptive reuse, entitlement, and construction feasibility signal",Strategic Expansion Sector,"Track conversion feasibility, policy support, and construction cost assumptions"
2026-07-02,20260702-000820-f445e33a,2026-07-02 00:08:20,Student Housing,1,0,0,1,64.0,Other / Unknown,Institutional Flow,None detected,Campus-adjacent demand and partnership signal,Strategic Expansion Sector,Monitor university-market demand and partnership signals
2026-07-02,20260702-000820-f445e33a,2026-07-02 00:08:20,BTR / Single-Family Rental,1,0,0,1,51.0,Tennessee,Developer Strategy,None detected,Potential expansion or product diversification signal,Strategic Expansion Sector,"Monitor BTR / SFR operators, capital flows, and target markets"
2026-07-02,20260702-000820-f445e33a,2026-07-02 00:08:20,Mixed-Use Residential,7,5,2,5,79.6,Atlanta / Georgia,Developer Strategy,JPI,Mixed-use development and placemaking signal,Monitoring Sector,Add to sector watchlist
2026-07-02,20260702-000820-f445e33a,2026-07-02 00:08:20,Senior Housing,1,1,0,1,77.0,New York City / New York,Financing Risk,None detected,Demographic demand and operating capability signal,Monitoring Sector,Monitor senior housing demand and operating model signals
2026-07-02,20260702-000820-f445e33a,2026-07-02 00:08:20,General Residential,4,0,3,4,56.0,Los Angeles / California,Institutional Flow,CBRE,General residential market monitoring,Monitoring Sector,Add to sector watchlist
2026-07-02,20260702-000820-f445e33a,2026-07-02 00:08:20,Manufactured Housing,0,0,0,0,0,None detected,None detected,None detected,Lower-cost housing and alternative residential platform signal,Monitoring Sector,Add to sector watchlist
2026-07-02,20260702-000820-f445e33a,2026-07-02 00:08:20,Workforce Housing,0,0,0,0,0,None detected,None detected,None detected,Affordability and subsidy program monitoring signal,Monitoring Sector,Add to sector watchlist
