run_date,run_id,run_timestamp,duplicate_cluster_id,deal_fingerprint_id,duplicate_count,primary_reference_article,duplicate_articles,deduplicated_opportunity_score,deduplicated_distress_score,opportunities_before_deduplication,distress_before_deduplication,opportunities_removed_via_deduplication,distress_inflation_prevented,multi_source_confirmation,strongest_opportunity_type,strongest_distress_type,market,residential_sector
2026-07-02,20260702-000820-f445e33a,2026-07-02 00:08:20,DCL-20260702-014,DFP-920342F693,2,"PEF Advisors, Freestone Capital Form JV to Recapitalize Affordable Properties","PEF Advisors, Freestone Capital Form JV to Recapitalize Affordable Properties",87,72,1,1,0,0,Yes,Recapitalization Opportunity,,California,Affordable Housing
2026-07-02,20260702-000820-f445e33a,2026-07-02 00:08:20,DCL-20260702-002,DFP-7B1E4E9A99,2,Walker & Dunlop Arranges Loan for Final Phase of Yonkers Master-Planned Project,Walker & Dunlop Arranges Loan for Final Phase of Yonkers Master-Planned Project,83,63,1,1,0,0,Yes,Construction Financing Gap,,New York,Apartment
2026-07-02,20260702-000820-f445e33a,2026-07-02 00:08:20,DCL-20260702-004,DFP-5315A5459E,2,Construction commences for mixed-use project at 2025 and 2051 Wilshire in Santa Monica,Construction commences for mixed-use project at 2025 and 2051 Wilshire in Santa Monica,64,59,1,1,0,0,Yes,Construction Financing Gap,,Santa Monica / California,Affordable Housing
2026-07-02,20260702-000820-f445e33a,2026-07-02 00:08:20,DCL-20260702-030,DFP-219B7EE552,2,Madison Realty Capital Provides $61M Bridge Loan for Northern New Jersey Apartment Complex,Madison Realty Capital Provides $61M Bridge Loan for Northern New Jersey Apartment Complex,63,59,1,1,0,0,Yes,Land / Pipeline Opportunity,,New York City / New York,Apartment
2026-07-02,20260702-000820-f445e33a,2026-07-02 00:08:20,DCL-20260702-036,DFP-4189B27897,2,Dwight Capital Closes Two Corpus Christi Loans Totaling $96M,Dwight Capital Closes Two Corpus Christi Loans Totaling $96M,62,57,1,1,0,0,Yes,Refinancing Gap,,Texas,Apartment
2026-07-02,20260702-000820-f445e33a,2026-07-02 00:08:20,DCL-20260702-015,DFP-26DD99E070,2,BridgeCity Lends $72M on Long Island City Apartments Build,BridgeCity Lends $72M on Long Island City Apartments Build,60,57,1,1,0,0,Yes,Construction Financing Gap,,New York City / New York,Apartment
2026-07-02,20260702-000820-f445e33a,2026-07-02 00:08:20,DCL-20260702-053,DFP-104DEA9F4A,2,Obra Supplies $31M Refi on Arizona Northrop Grumman-Leased Office Property,Obra Supplies $31M Refi on Arizona Northrop Grumman-Leased Office Property,59,54,1,1,0,0,Yes,Refinancing Gap,,Phoenix / Arizona,General Residential
2026-07-02,20260702-000820-f445e33a,2026-07-02 00:08:20,DCL-20260702-055,DFP-3112CFFBF1,2,Bernard Financial Group Arranges $7M Loan for Refinancing of Ohio Multifamily Property,Bernard Financial Group Arranges $7M Loan for Refinancing of Ohio Multifamily Property,58,53,1,1,0,0,Yes,Refinancing Gap,,Other / Unknown,Multifamily
2026-07-02,20260702-000820-f445e33a,2026-07-02 00:08:20,DCL-20260702-001,DFP-BB73BB97D4,1,Yorba Linda Parking Lot Sells for Townhome Redevelopment,Yorba Linda Parking Lot Sells for Townhome Redevelopment,91,0,1,0,0,0,No,LA / California Entitlement Opportunity,,California,Apartment
2026-07-02,20260702-000820-f445e33a,2026-07-02 00:08:20,DCL-20260702-007,DFP-5508FCE9F0,1,Former Bank Branch Positioned as Development Opportunity in Garden Grove Sale,Former Bank Branch Positioned as Development Opportunity in Garden Grove Sale,87,0,1,0,0,0,No,LA / California Entitlement Opportunity,,California,General Residential
2026-07-02,20260702-000820-f445e33a,2026-07-02 00:08:20,DCL-20260702-003,DFP-A876BE5057,1,"JLL Negotiates Sale of 200-Unit Apartment Complex in Halfmoon, New York","JLL Negotiates Sale of 200-Unit Apartment Complex in Halfmoon, New York",83,0,1,0,0,0,No,Acquisition Opportunity,,New York,Apartment
2026-07-02,20260702-000820-f445e33a,2026-07-02 00:08:20,DCL-20260702-005,DFP-61A2EF8BC5,1,Citi Lends $45M on Luxury East Village Multifamily,Citi Lends $45M on Luxury East Village Multifamily,83,0,1,0,0,0,No,GP Capability Partnership Opportunity,,New York City / New York,Apartment
2026-07-02,20260702-000820-f445e33a,2026-07-02 00:08:20,DCL-20260702-010,DFP-B41C4A9C72,1,Kennedy Wilson Partnership Pays $237M for Westchester Apartments,Kennedy Wilson Partnership Pays $237M for Westchester Apartments,82,0,1,0,0,0,No,JV / Partnership Gap,,New York,Apartment
2026-07-02,20260702-000820-f445e33a,2026-07-02 00:08:20,DCL-20260702-011,DFP-608F661E80,1,"JV Plans 4,000 Affordable Units in L.A., Starting With Former World Trade Center","JV Plans 4,000 Affordable Units in L.A., Starting With Former World Trade Center",82,0,1,0,0,0,No,Office-to-Residential Conversion Opportunity,,Los Angeles / California,Office-to-Residential Conversion
2026-07-02,20260702-000820-f445e33a,2026-07-02 00:08:20,DCL-20260702-012,DFP-75D0408706,1,"Kennedy Wilson, Jamison Partner to Deliver 4,000 Affordable Units Across LA","Kennedy Wilson, Jamison Partner to Deliver 4,000 Affordable Units Across LA",82,0,1,0,0,0,No,Office-to-Residential Conversion Opportunity,,Los Angeles / California,Affordable Housing
2026-07-02,20260702-000820-f445e33a,2026-07-02 00:08:20,DCL-20260702-022,DFP-43CF99A7D6,1,San Francisco Hospitality Group Divests Boutique Hotel in Japantown,San Francisco Hospitality Group Divests Boutique Hotel in Japantown,81,0,1,0,0,0,No,GP Capability Partnership Opportunity,,San Francisco / California,General Residential
2026-07-02,20260702-000820-f445e33a,2026-07-02 00:08:20,DCL-20260702-009,DFP-FA949BA2E4,1,LA Condo Property Sells to Its Original Developer,LA Condo Property Sells to Its Original Developer,80,0,1,0,0,0,No,GP Capability Partnership Opportunity,,Los Angeles / California,Apartment
2026-07-02,20260702-000820-f445e33a,2026-07-02 00:08:20,DCL-20260702-013,DFP-F7784482E1,1,Marcus & Millichap Brokers $5.3M Sale of Multifamily Property in Vero Beach Florida,Marcus & Millichap Brokers $5.3M Sale of Multifamily Property in Vero Beach Florida,79,0,1,0,0,0,No,GP Capability Partnership Opportunity,,Florida,Apartment
2026-07-02,20260702-000820-f445e33a,2026-07-02 00:08:20,DCL-20260702-025,DFP-0C6AAB4F79,1,Marcus & Millichap Publishes Atlanta Multifamily 2Q 2026 Market Report,Marcus & Millichap Publishes Atlanta Multifamily 2Q 2026 Market Report,78,0,1,0,0,0,No,GP Capability Partnership Opportunity,,Atlanta / Georgia,Apartment
2026-07-02,20260702-000820-f445e33a,2026-07-02 00:08:20,DCL-20260702-026,DFP-9B30B8D7AB,1,Marcus & Millichap Publishes Charlotte Multifamily 2Q 2026 Market Report,Marcus & Millichap Publishes Charlotte Multifamily 2Q 2026 Market Report,78,0,1,0,0,0,No,GP Capability Partnership Opportunity,,Sun Belt,Apartment
2026-07-02,20260702-000820-f445e33a,2026-07-02 00:08:20,DCL-20260702-046,DFP-7E53B37DC9,1,"Kennedy Wilson, Jamison To Convert LA World Trade Center In 4,000-Unit Affordable Housing Push","Kennedy Wilson, Jamison To Convert LA World Trade Center In 4,000-Unit Affordable Housing Push",78,0,1,0,0,0,No,Office-to-Residential Conversion Opportunity,,Los Angeles / California,Affordable Housing
2026-07-02,20260702-000820-f445e33a,2026-07-02 00:08:20,DCL-20260702-039,DFP-D2CECB1039,1,Marcus & Millichap Publishes Fort Lauderdale Multifamily 2Q 2026 Market Report,Marcus & Millichap Publishes Fort Lauderdale Multifamily 2Q 2026 Market Report,76,0,1,0,0,0,No,GP Capability Partnership Opportunity,,Florida,Multifamily
2026-07-02,20260702-000820-f445e33a,2026-07-02 00:08:20,DCL-20260702-040,DFP-D5CFA460D7,1,Marcus & Millichap Publishes Q2 2026 Los Angeles Multifamily Market Report,Marcus & Millichap Publishes Q2 2026 Los Angeles Multifamily Market Report,76,0,1,0,0,0,No,GP Capability Partnership Opportunity,,Los Angeles / California,Multifamily
2026-07-02,20260702-000820-f445e33a,2026-07-02 00:08:20,DCL-20260702-042,DFP-D4F5F99767,1,Marcus & Millichap Publishes New York City Multifamily 2Q 2026 Market Report,Marcus & Millichap Publishes New York City Multifamily 2Q 2026 Market Report,76,0,1,0,0,0,No,GP Capability Partnership Opportunity,,New York City / New York,Multifamily
2026-07-02,20260702-000820-f445e33a,2026-07-02 00:08:20,DCL-20260702-019,DFP-F1A9F76603,1,JPI Moving Forward on $113M McKinney Apartment Venture,JPI Moving Forward on $113M McKinney Apartment Venture,75,0,1,0,0,0,No,GP Capability Partnership Opportunity,,Dallas / Texas,Apartment
2026-07-02,20260702-000820-f445e33a,2026-07-02 00:08:20,DCL-20260702-029,DFP-4D0058AABC,1,Pembroke Pines Rental Asset Trades for $80.5M,Pembroke Pines Rental Asset Trades for $80.5M,74,0,1,0,0,0,No,Acquisition Opportunity,,Miami / Florida,Apartment
2026-07-02,20260702-000820-f445e33a,2026-07-02 00:08:20,DCL-20260702-020,DFP-57DB0FC8DC,1,Alliance Sells Phoenix Apartments for $81.4M,Alliance Sells Phoenix Apartments for $81.4M,74,0,1,0,0,0,No,Acquisition Opportunity,,Phoenix / Arizona,Apartment
2026-07-02,20260702-000820-f445e33a,2026-07-02 00:08:20,DCL-20260702-028,DFP-A491147BC8,1,Fairfield Completes 14-Story Houston Multifamily Tower,Fairfield Completes 14-Story Houston Multifamily Tower,74,0,1,0,0,0,No,GP Capability Partnership Opportunity,,Houston / Texas,Apartment
2026-07-02,20260702-000820-f445e33a,2026-07-02 00:08:20,DCL-20260702-032,DFP-F956553AEB,1,JPI to Start Work on $90M Austin Apartment Project,JPI to Start Work on $90M Austin Apartment Project,73,0,1,0,0,0,No,GP Capability Partnership Opportunity,,Dallas / Texas,Mixed-Use Residential
2026-07-02,20260702-000820-f445e33a,2026-07-02 00:08:20,DCL-20260702-043,DFP-E954335D38,1,Landau Properties Breaks Ground on Mixed-Use Residential Multifamily Property One Montague Place in Brooklyn Heights,Landau Properties Breaks Ground on Mixed-Use Residential Multifamily Property One Montague Place in Brooklyn Heights,72,0,1,0,0,0,No,JV / Partnership Gap,,New York City / New York,Mixed-Use Residential
2026-07-02,20260702-000820-f445e33a,2026-07-02 00:08:20,DCL-20260702-027,DFP-90067993A0,1,Affordable housing commences work at 825 Hyperion Ave. in Silver Lake,Affordable housing commences work at 825 Hyperion Ave. in Silver Lake,64,0,1,0,0,0,No,LA / California Entitlement Opportunity,,California,Affordable Housing
2026-07-02,20260702-000820-f445e33a,2026-07-02 00:08:20,DCL-20260702-006,DFP-C8984B3F4E,1,More affordable housing underway at 21010 Vanowen St. in Canoga Park,More affordable housing underway at 21010 Vanowen St. in Canoga Park,63,0,1,0,0,0,No,JV / Partnership Gap,,Los Angeles / California,Affordable Housing
2026-07-02,20260702-000820-f445e33a,2026-07-02 00:08:20,DCL-20260702-008,DFP-FCF9676ECA,1,Developer Begins Work on 476-Unit Delray Beach Rental Community,Developer Begins Work on 476-Unit Delray Beach Rental Community,62,0,1,0,0,0,No,Land / Pipeline Opportunity,,Miami / Florida,Apartment
2026-07-02,20260702-000820-f445e33a,2026-07-02 00:08:20,DCL-20260702-023,DFP-94BC2F861A,1,L.A. City Council approves $2-billion Fourth & Central development,L.A. City Council approves $2-billion Fourth & Central development,61,0,1,0,0,0,No,JV / Partnership Gap,,Los Angeles / California,Affordable Housing
2026-07-02,20260702-000820-f445e33a,2026-07-02 00:08:20,DCL-20260702-016,DFP-A9189BC19B,1,Affordable housing takes shape at 1734 S. Barrington Ave. in Sawtelle,Affordable housing takes shape at 1734 S. Barrington Ave. in Sawtelle,61,0,1,0,0,0,No,LA / California Entitlement Opportunity,,Los Angeles / California,Affordable Housing
2026-07-02,20260702-000820-f445e33a,2026-07-02 00:08:20,DCL-20260702-018,DFP-63A63F9F5B,1,Developer revises proposal for apartments at 4728 San Fernando Rd. in Glendale,Developer revises proposal for apartments at 4728 San Fernando Rd. in Glendale,61,0,1,0,0,0,No,LA / California Entitlement Opportunity,,Los Angeles / California,Apartment
2026-07-02,20260702-000820-f445e33a,2026-07-02 00:08:20,DCL-20260702-021,DFP-124BDC69F2,1,Lefrak Offloads Brooklyn Rent-Stabilized Assets to HF NYC for $34 million,Lefrak Offloads Brooklyn Rent-Stabilized Assets to HF NYC for $34 million,60,0,1,0,0,0,No,Acquisition Opportunity,,New York City / New York,Multifamily
2026-07-02,20260702-000820-f445e33a,2026-07-02 00:08:20,DCL-20260702-024,DFP-3C7D3214A1,1,Partnership Breaks Ground on 213-Unit Multifamily Project in Brooklyn,Partnership Breaks Ground on 213-Unit Multifamily Project in Brooklyn,60,0,1,0,0,0,No,JV / Partnership Gap,,New York City / New York,Apartment
2026-07-02,20260702-000820-f445e33a,2026-07-02 00:08:20,DCL-20260702-017,DFP-0B5D5283AE,1,Developer revises plan for housing complex at 3984 S. Meier Street,Developer revises plan for housing complex at 3984 S. Meier Street,60,0,1,0,0,0,No,LA / California Entitlement Opportunity,,Los Angeles / California,Mixed-Use Residential
2026-07-02,20260702-000820-f445e33a,2026-07-02 00:08:20,DCL-20260702-031,DFP-1A1BF0BFE0,1,Adaptive reuse to create affordable housing at 521 and 530 E. 4th St. in Long Beach,Adaptive reuse to create affordable housing at 521 and 530 E. 4th St. in Long Beach,60,0,1,0,0,0,No,Office-to-Residential Conversion Opportunity,,Los Angeles / California,Affordable Housing
