run_date,run_id,firm_name,strategic_tier,strategic_weight,residential_sector,detected_markets,detected_source_categories,detected_platform_types,detected_activity_types,article_count,highest_relevance_score,average_relevance_score,capital_flow_signal,relationship_signal,partnership_relevance_to_woomi,california_la_relevance,institutional_relationship_score,recommended_follow_up
2026-07-02,20260702-000820-f445e33a,CBRE,Tier 3 / Growth and Market Signal Watch,50,General Residential,California; San Francisco / California,Regional / California / LA Sources; Site / Parcel Source Expansion,Other,acquisition; disposition / exit; operational technology / AI adoption,3,100,69.7,Capital Inflow,GP Capability Benchmark Signal,competitive pressure indicator,High,100,Review California / LA capital and developer activity
2026-07-02,20260702-000820-f445e33a,Kennedy Wilson,Tier 1 / Immediate Strategic Importance,100,Affordable Housing,Los Angeles / California; New York,Core Multifamily News; Regional / California / LA Sources; Site / Parcel Source Expansion,Other,acquisition; office-to-residential conversion; JV / partnership; operational technology / AI adoption,4,100,78.2,Capital Inflow,Potential JV / Partnership Signal,potential JV partnership signal,High,100,Map potential GP / JV relationship and monitor partnership activity
2026-07-02,20260702-000820-f445e33a,Marcus & Millichap,Tier 3 / Growth and Market Signal Watch,50,Apartment,Atlanta / Georgia; Florida; Los Angeles / California; New York City / New York; Sun Belt,Core Multifamily News; Regional / California / LA Sources,Other,acquisition; disposition / exit; refinancing; capital raise; operational technology / AI adoption,7,100,91.0,Capital Inflow,GP Capability Benchmark Signal,competitive pressure indicator,High,100,Review California / LA capital and developer activity
2026-07-02,20260702-000820-f445e33a,JLL,Tier 3 / Growth and Market Signal Watch,50,Apartment,New York; New York City / New York,Site / Parcel Source Expansion,Other,acquisition; disposition / exit; operational technology / AI adoption,2,100,100.0,Capital Inflow,GP Capability Benchmark Signal,competitive pressure indicator,Low,98,Track capital deployment and pricing signals
2026-07-02,20260702-000820-f445e33a,Freestone Capital,Tier 3 / Growth and Market Signal Watch,50,Affordable Housing,California,Site / Parcel Source Expansion,Other,recapitalization; JV / partnership; capital raise; operational technology / AI adoption,1,84,84.0,Capital Inflow,Potential JV / Partnership Signal,potential JV partnership signal,High,93,Map potential GP / JV relationship and monitor partnership activity
2026-07-02,20260702-000820-f445e33a,PEF Advisors,Tier 3 / Growth and Market Signal Watch,50,Affordable Housing,California,Site / Parcel Source Expansion,Other,recapitalization; JV / partnership; capital raise; operational technology / AI adoption,1,84,84.0,Capital Inflow,Potential JV / Partnership Signal,potential JV partnership signal,High,93,Map potential GP / JV relationship and monitor partnership activity
2026-07-02,20260702-000820-f445e33a,NYC,Tier 3 / Growth and Market Signal Watch,50,Senior Housing,Dallas / Texas; New York City / New York,Core Multifamily News,Other,acquisition; disposition / exit; capital raise,3,77,72.0,Capital Inflow,Pricing Discovery Signal,pricing discovery reference,Low,92,Track capital deployment and pricing signals
2026-07-02,20260702-000820-f445e33a,BridgeCity Capital,Tier 3 / Growth and Market Signal Watch,50,Apartment,New York City / New York,Core Multifamily News,Other,acquisition; refinancing,1,100,100.0,Capital Inflow,Pricing Discovery Signal,pricing discovery reference,Low,91,Track capital deployment and pricing signals
2026-07-02,20260702-000820-f445e33a,Cypress Equity Investments,Tier 3 / Growth and Market Signal Watch,50,Affordable Housing,Santa Monica / California,Regional / California / LA Sources,Other,refinancing; entitlement; operational technology / AI adoption,1,100,100.0,Refinancing / Recapitalization,GP Capability Benchmark Signal,competitive pressure indicator,High,91,Review California / LA capital and developer activity
2026-07-02,20260702-000820-f445e33a,Trez Capital,Tier 3 / Growth and Market Signal Watch,50,Apartment,Phoenix / Arizona,Site / Parcel Source Expansion,Other,acquisition; disposition / exit; operational technology / AI adoption,1,92,92.0,Capital Inflow,GP Capability Benchmark Signal,competitive pressure indicator,Low,88,Track capital deployment and pricing signals
