run_date,run_id,run_timestamp,gp_name,canonical_gp_name,gp_activity_score,institutional_relationship_score,capital_flow_score,regional_relevance_score,residential_sector_score,partnership_signal_score,innovation_signal_score,california_la_relevance_score,execution_signal_score,momentum_signal_score,emerging_gp_score,gp_tier,primary_market,residential_sector_focus,source_platform_types,institutional_partners,capital_sources,detected_strategies,innovation_signals,execution_signals,california_la_presence,partnership_signal,momentum_label,likely_growth_direction,potential_woomi_use_case,recommended_follow_up,confidence_level,special_labels
2026-08-10,20260810-233522-b4607a70,2026-08-10 23:35:22,Alliance Residential,Alliance Residential,73,94,75,100,90,100,0,100,0,52,77,Tier 2 High Potential GP,California,Multifamily,Other,None detected,None detected,California entitlement positioning; Capital Outflow / Exit; Refinancing; disposition / exit; refinancing; JV / partnership,None detected,None detected,High,Strong partnership signal,Improving,Institutional-backed regional expansion,Potential GP partnership candidate,Track JV and capital partner activity,Medium,Institutional Capital Magnet; LA Strategic Watch
2026-08-10,20260810-233522-b4607a70,2026-08-10 23:35:22,Affinius Capital,Affinius Capital,89,99,75,100,70,100,0,100,0,58,76,Tier 2 High Potential GP,California,Student Housing,Other,None detected,None detected,California entitlement positioning; Capital Outflow / Exit; disposition / exit; refinancing; JV / partnership,None detected,None detected,High,Strong partnership signal,Accelerating,Institutional-backed regional expansion,Potential GP partnership candidate,Track JV and capital partner activity,Medium,Institutional Capital Magnet; LA Strategic Watch
2026-08-10,20260810-233522-b4607a70,2026-08-10 23:35:22,JLL,JLL,100,100,90,55,90,100,0,90,0,67,75,Tier 2 High Potential GP,New York,Apartment,Other,jll,jll,Acquisition; Capital Inflow; Refinancing; acquisition; disposition / exit; refinancing; JV / partnership; operational technology / AI adoption; operational efficiency push,None detected,None detected,High,Strong partnership signal,Accelerating,California / LA strategic positioning,Potential GP partnership candidate,Track JV and capital partner activity,Medium,Institutional Capital Magnet; LA Strategic Watch
2026-08-10,20260810-233522-b4607a70,2026-08-10 23:35:22,Jasmine Kilman Mesa West Capital,Jasmine Kilman Mesa West Capital,73,89,90,75,90,100,0,60,25,64,73,Tier 2 High Potential GP,Seattle,Apartment,Other,None detected,None detected,Refinancing / Recapitalization; operational efficiency push; refinancing; JV / partnership; operational technology / AI adoption,None detected,delivered,Medium,Strong partnership signal,Improving,Institutional-backed regional expansion,Potential GP partnership candidate,Track JV and capital partner activity,Medium,Institutional Capital Magnet; Distressed Opportunity Candidate; Operational Excellence Signal
2026-08-10,20260810-233522-b4607a70,2026-08-10 23:35:22,CBRE,CBRE,63,86,90,75,90,65,0,90,25,60,70,Tier 2 High Potential GP,Seattle,Apartment,Other,cbre,cbre,Acquisition; Capital Inflow; acquisition; disposition / exit; selective multifamily acquisition,None detected,completed,High,Moderate partnership signal,Improving,Institutional-backed regional expansion,Capital market and pricing discovery reference,Review LA / California development activity,High,Institutional Capital Magnet; LA Strategic Watch; Operational Excellence Signal
2026-08-10,20260810-233522-b4607a70,2026-08-10 23:35:22,Fannie Mae,Fannie Mae,63,88,90,55,70,65,0,100,0,52,66,Tier 3 Monitoring GP,Louisiana,Student Housing,Other,fannie mae,None detected,Refinancing / Recapitalization; refinancing; stable platform monitoring,None detected,None detected,High,Moderate partnership signal,Improving,California / LA strategic positioning,Capital market and pricing discovery reference,Review LA / California development activity,Medium,Institutional Capital Magnet; LA Strategic Watch; Distressed Opportunity Candidate
2026-08-10,20260810-233522-b4607a70,2026-08-10 23:35:22,Scion Group,Scion Group,63,88,90,55,70,65,0,100,0,52,66,Tier 3 Monitoring GP,Louisiana,Student Housing,Other,fannie mae,fannie mae,Refinancing; Refinancing / Recapitalization; refinancing; stable platform monitoring,None detected,None detected,High,Moderate partnership signal,Improving,California / LA strategic positioning,Capital market and pricing discovery reference,Review LA / California development activity,Medium,Institutional Capital Magnet; LA Strategic Watch; Distressed Opportunity Candidate
2026-08-10,20260810-233522-b4607a70,2026-08-10 23:35:22,Walker & Dunlop,Walker & Dunlop,63,88,90,55,70,65,0,100,0,52,66,Tier 3 Monitoring GP,Louisiana,Student Housing,Other,None detected,None detected,Refinancing / Recapitalization; refinancing; stable platform monitoring,None detected,None detected,High,Moderate partnership signal,Improving,California / LA strategic positioning,Capital market and pricing discovery reference,Review LA / California development activity,Medium,Institutional Capital Magnet; LA Strategic Watch; Distressed Opportunity Candidate
2026-08-10,20260810-233522-b4607a70,2026-08-10 23:35:22,Bascom Group,Bascom Group,83,96,90,100,90,0,0,100,0,60,65,Tier 3 Monitoring GP,California,Apartment,Other,None detected,None detected,Acquisition; Capital Inflow; acquisition; disposition / exit; refinancing; operational technology / AI adoption; operational efficiency push,None detected,None detected,High,No clear partnership signal,Accelerating,Institutional-backed regional expansion,Capital market and pricing discovery reference,Review LA / California development activity,Medium,Institutional Capital Magnet; LA Strategic Watch
2026-08-10,20260810-233522-b4607a70,2026-08-10 23:35:22,Santander Bank,Santander Bank,73,84,90,75,90,100,0,0,0,56,65,Tier 3 Monitoring GP,Sun Belt,Multifamily,Other,None detected,None detected,Refinancing / Recapitalization; operational efficiency push; refinancing; JV / partnership; operational technology / AI adoption,None detected,None detected,Low,Strong partnership signal,Improving,Institutional-backed regional expansion,Potential GP partnership candidate,Track JV and capital partner activity,Medium,Institutional Capital Magnet; Distressed Opportunity Candidate
