run_date,run_id,run_timestamp,market,residential_sector,market_article_count,high_priority_count,market_signal_count,average_relevance_score,dominant_strategic_angle,dominant_market_signal,regional_risk_or_opportunity,woomi_market_relevance,recommended_market_action
2026-08-10,20260810-233522-b4607a70,2026-08-10 23:35:22,California,Apartment,15,13,9,85.1,Institutional Flow,Rent Growth Signal,Institutional capital pricing signal,Core Watch Market,Track LA / California entitlement and zoning updates
2026-08-10,20260810-233522-b4607a70,2026-08-10 23:35:22,Los Angeles,Apartment,13,12,10,88.2,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Core Watch Market,Track LA / California entitlement and zoning updates
2026-08-10,20260810-233522-b4607a70,2026-08-10 23:35:22,National / Other,Apartment,25,13,4,72.4,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,General Monitoring,Watch GP / developer partnership opportunities
2026-08-10,20260810-233522-b4607a70,2026-08-10 23:35:22,Southeast,Multifamily,12,11,7,87.1,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-08-10,20260810-233522-b4607a70,2026-08-10 23:35:22,Florida,Apartment,8,7,7,88.9,Financing Risk,Rent Growth Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-08-10,20260810-233522-b4607a70,2026-08-10 23:35:22,Texas,Apartment,6,6,4,87.0,Financing Risk,Rent Growth Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-08-10,20260810-233522-b4607a70,2026-08-10 23:35:22,Arizona,Apartment,7,6,4,81.4,Financing Risk,Rent Growth Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-08-10,20260810-233522-b4607a70,2026-08-10 23:35:22,New York,Apartment,5,4,3,88.2,Financing Risk,Supply / Starts Signal,Financing-sensitive development environment,General Monitoring,Review development underwriting assumptions
2026-08-10,20260810-233522-b4607a70,2026-08-10 23:35:22,Phoenix,Apartment,5,4,3,79.4,Institutional Flow,Rent Growth Signal,Institutional capital pricing signal,Strategic Watch Market,Track institutional capital activity
2026-08-10,20260810-233522-b4607a70,2026-08-10 23:35:22,Dallas,Apartment,2,2,1,85.5,Financing Risk,Rent Growth Signal,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-08-10,20260810-233522-b4607a70,2026-08-10 23:35:22,Sun Belt,Multifamily,3,2,1,75.7,Rent Growth / Demand,Rent Growth Signal,General market monitoring,Strategic Watch Market,Monitor only
2026-08-10,20260810-233522-b4607a70,2026-08-10 23:35:22,Seattle,Apartment,2,2,0,81.0,Financing Risk,None detected,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-08-10,20260810-233522-b4607a70,2026-08-10 23:35:22,Austin,General Residential,0,0,0,0,None detected,None detected,General market monitoring,Low Priority,Monitor only
