run_date,run_id,timing_signal_id,timing_signal_type,market,residential_sector,gp_or_developer,lender_or_capital_provider,related_project_or_deal,timing_reference,estimated_timing_bucket,timing_urgency_score,timing_confidence,evidence_signals,source_article_title,source,url,potential_woomi_action,recommended_monitoring_frequency
2026-08-10,20260810-233522-b4607a70,TIM-20260810-024,Office-to-Residential Conversion Timing,California,Affordable Housing,Unknown,Unknown,Office-to-Residential Conversion - California - Affordable housing nears the finish like at 515 Pioneer Dr. in Glendale,No explicit timing reference,Unknown Timing,73,Medium,Office-to-Residential Conversion Timing,Affordable housing nears the finish like at 515 Pioneer Dr. in Glendale,Urbanize LA,https://la.urbanize.city/post/affordable-housing-nears-finish-515-pioneer-dr-glendale,Monitor sector-specific platform timing and potential partnership relevance,Biweekly
2026-08-10,20260810-233522-b4607a70,TIM-20260810-008,Refinancing / Maturity Window,California,Multifamily,Alliance Residential,Unknown,Refinancing - California - San Jose Area Senior Multifamily Community Sells for $103M,No explicit timing reference,Unknown Timing,73,Medium,Refinancing / Maturity Window,San Jose Area Senior Multifamily Community Sells for $103M,Yield PRO,https://yieldpro.com/2026/08/american-healthcare-reit/,"Track maturity, refinancing options, lender appetite, and recapitalization timing",Biweekly
2026-08-10,20260810-233522-b4607a70,TIM-20260810-006,Acquisition Window,California,Apartment,Bascom Group,Unknown,Acquisition - California - Bascom Acquires Buena Park Apartments as Value-Add Deal,No explicit timing reference,Unknown Timing,71,Medium,Acquisition Window,Bascom Acquires Buena Park Apartments as Value-Add Deal,Connect CRE Orange County,https://www.connectcre.com/stories/bascom-acquires-buena-park-apartments-as-value-add-deal/,Monitor pricing evidence and possible acquisition outreach timing,Biweekly
2026-08-10,20260810-233522-b4607a70,TIM-20260810-016,Refinancing / Maturity Window,Miami / Florida,Mixed-Use Residential,Unknown,Unknown,Refinancing - Miami / Florida - Baron Property Group Closes on $226.5M Refi for Hialeah Apartment Community,No explicit timing reference,Unknown Timing,71,Medium,Refinancing / Maturity Window,Baron Property Group Closes on $226.5M Refi for Hialeah Apartment Community,Connect CRE South Florida,https://www.connectcre.com/stories/baron-property-group-closes-on-226-5m-refi-for-hialeah-apartment-community/,"Track maturity, refinancing options, lender appetite, and recapitalization timing",Biweekly
2026-08-10,20260810-233522-b4607a70,TIM-20260810-005,Refinancing / Maturity Window,New York,Apartment,JLL,JLL,Refinancing - New York - Owner Lands $67M Loan To Renovate Apartments On Revere Waterfront,No explicit timing reference,Unknown Timing,71,Medium,Refinancing / Maturity Window,Owner Lands $67M Loan To Renovate Apartments On Revere Waterfront,Bisnow,https://www.bisnow.com/news/boston/multifamily/investor-secures-67m-refinance-loan-for-revere-beach-multifamily-property,"Track maturity, refinancing options, lender appetite, and recapitalization timing",Biweekly
2026-08-10,20260810-233522-b4607a70,TIM-20260810-035,Construction Start,Other / Unknown,Multifamily,Unknown,Unknown,Development Start - Other / Unknown - First Quarter 2026 Multifamily Construction Data,2026,Immediate / 0-3 Months,70,Medium,Construction Start,First Quarter 2026 Multifamily Construction Data,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/05/first-quarter-2026-multifamily-construction-data/,"Monitor delivery, lease-up, concession, and supply pipeline timing",Weekly
2026-08-10,20260810-233522-b4607a70,TIM-20260810-036,Construction Start,Other / Unknown,Multifamily,Unknown,Unknown,Development Start - Other / Unknown - Fourth Quarter 2025 Multifamily Construction Data,2025,Immediate / 0-3 Months,70,Medium,Construction Start,Fourth Quarter 2025 Multifamily Construction Data,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/03/fourth-quarter-2025-multifamily-construction-data/,"Monitor delivery, lease-up, concession, and supply pipeline timing",Weekly
2026-08-10,20260810-233522-b4607a70,TIM-20260810-037,Construction Start,Other / Unknown,Multifamily,Unknown,Unknown,Development Start - Other / Unknown - Overall Housing Starts Inch Lower in 2025,in 2025,Immediate / 0-3 Months,70,Medium,Construction Start; starts in,Overall Housing Starts Inch Lower in 2025,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/02/overall-housing-starts-inch-lower-in-2025/,"Monitor delivery, lease-up, concession, and supply pipeline timing",Weekly
2026-08-10,20260810-233522-b4607a70,TIM-20260810-038,Construction Start,Other / Unknown,Multifamily,Unknown,Unknown,Development Start - Other / Unknown - Third Quarter 2025 Multifamily Construction Data,2025,Immediate / 0-3 Months,70,Medium,Construction Start,Third Quarter 2025 Multifamily Construction Data,NAHB Eye on Housing - Multifamily,https://eyeonhousing.org/2026/01/third-quarter-2025-multifamily-construction-data/,"Monitor delivery, lease-up, concession, and supply pipeline timing",Weekly
2026-08-10,20260810-233522-b4607a70,TIM-20260810-019,Refinancing / Maturity Window,Atlanta / Georgia,Multifamily,Unknown,Unknown,Refinancing - Atlanta / Georgia - Brook Farm Group Lands $73M Refinance of Luxury Multifamily Development Sinclair at Callaw...,No explicit timing reference,Unknown Timing,69,Medium,Refinancing / Maturity Window; refinance,Brook Farm Group Lands $73M Refinance of Luxury Multifamily Development Sinclair at Callaway Farm in Georgia,Yield PRO,https://yieldpro.com/2026/08/sinclair-at-callaway-farm-2/,"Track maturity, refinancing options, lender appetite, and recapitalization timing",Biweekly
