run_date,run_id,run_timestamp,la_submarket,article_count,deal_count,entitlement_signal_count,opportunity_count,distress_signal_count,timing_signal_count,residential_sector_focus,entitlement_theme,site_strategy_theme,local_gp_or_developer,project_or_deal_reference,la_opportunity_score,la_execution_risk_score,entitlement_precedent_signal,potential_woomi_site_strategy,recommended_local_follow_up,confidence_level
2026-08-10,20260810-233522-b4607a70,2026-08-10 23:35:22,Los Angeles,9,3,5,1,0,1,Apartment,CEQA / Environmental Review,University-adjacent; Hospital-adjacent; Office conversion corridor,Unknown,Affordable housing nears the finish like at 515 Pioneer Dr. in Glendale; Affordable housing takes shape at 1332 and 1346 N. Fairfax Avenue; Apartment REITs see Sun Belt momentum in latest earnings; Centerspace executives outline disposition plans; Completion nears for mixed-use project at 939 W. Manchester Blvd. in Inglewood,100,52,Yes,Monitor only,Track local planning docket and entitlement precedent,High
2026-08-10,20260810-233522-b4607a70,2026-08-10 23:35:22,Long Beach,2,2,0,2,0,0,Student Housing,General Entitlement Signal,University-adjacent,Unknown,Construction begins for student housing at Long Beach City College; General Project Signal - Southeast - Construction begins for student housing at Long Beach City College; General Project Signal - Southeast - Mixed-use project rises at 6700 Pacific Coast Highway in Long Beach; Mixed-use project rises at 6700 Pacific Coast Highway in Long Beach,85,30,No,Long Beach mixed-use residential watch,Review potential acquisition pipeline,High
2026-08-10,20260810-233522-b4607a70,2026-08-10 23:35:22,Inglewood,1,1,1,1,0,1,Affordable Housing,Entitlement Approval,Mixed-use corridor,Unknown,Completion nears for mixed-use project at 939 W. Manchester Blvd. in Inglewood; Entitlement / Permitting - Texas - Completion nears for mixed-use project at 939 W. Manchester Blvd. in Inglewood,76,40,Yes,Monitor only,Track local planning docket and entitlement precedent,High
2026-08-10,20260810-233522-b4607a70,2026-08-10 23:35:22,Glendale,1,1,1,1,0,1,Affordable Housing,Office-to-Residential Conversion,Office conversion corridor,Unknown,Affordable housing nears the finish like at 515 Pioneer Dr. in Glendale; Office-to-Residential Conversion - California - Affordable housing nears the finish like at 515 Pioneer Dr. in Glendale,69,67,Yes,Monitor only,Track local planning docket and entitlement precedent,Medium
2026-08-10,20260810-233522-b4607a70,2026-08-10 23:35:22,Hollywood,2,1,0,1,1,2,Apartment,General Entitlement Signal,Downtown infill,Unknown,Affordable housing takes shape at 1332 and 1346 N. Fairfax Avenue; Refinancing - Miami / Florida - Stewards Inks $79M Refi of Hollywood Rental Asset; Stewards Inks $79M Refi of Hollywood Rental Asset,67,47,No,Hollywood / transit-oriented housing watch,Review potential acquisition pipeline,Medium
2026-08-10,20260810-233522-b4607a70,2026-08-10 23:35:22,Costa Mesa,1,1,0,1,0,0,Apartment,General Entitlement Signal,General submarket monitoring,Unknown,Costa Mesa Multifamily Changes Hands for Value-Add Repositioning; Disposition / Exit - California - Costa Mesa Multifamily Changes Hands for Value-Add Repositioning,64,30,No,Orange County suburban apartment watch,Review potential acquisition pipeline,Medium
2026-08-10,20260810-233522-b4607a70,2026-08-10 23:35:22,Inland Empire,1,1,0,1,0,0,Multifamily,General Entitlement Signal,General submarket monitoring,Unknown,Disposition / Exit - Riverside / California - Institutional Property Advisors Brokers Inland Empire Multifamily Sale in Paloma Californi...; Institutional Property Advisors Brokers Inland Empire Multifamily Sale in Paloma California,62,30,No,Inland Empire BTR / rental housing watch,Review potential acquisition pipeline,Medium
2026-08-10,20260810-233522-b4607a70,2026-08-10 23:35:22,Riverside,1,1,0,1,0,0,Multifamily,General Entitlement Signal,General submarket monitoring,Unknown,Disposition / Exit - Riverside / California - Institutional Property Advisors Brokers Inland Empire Multifamily Sale in Paloma Californi...; Institutional Property Advisors Brokers Inland Empire Multifamily Sale in Paloma California,62,30,No,Inland Empire BTR / rental housing watch,Review potential acquisition pipeline,Medium
2026-08-10,20260810-233522-b4607a70,2026-08-10 23:35:22,Irvine,1,1,0,1,0,0,Affordable Housing,General Entitlement Signal,General submarket monitoring,Unknown,"JV / Partnership - California - USA Properties Fund, Irvine Co. Break Ground on 338-Unit Affordable Housing Community in T...; USA Properties Fund, Irvine Co. Break Ground on 338-Unit Affordable Housing Community in Tustin, California",57,30,No,Orange County suburban apartment watch,Review potential acquisition pipeline,Medium
2026-08-10,20260810-233522-b4607a70,2026-08-10 23:35:22,Pasadena,1,1,0,1,0,0,Workforce Housing,General Entitlement Signal,University-adjacent,Unknown,General Project Signal - Other / Unknown - Rendering Revealed: Workforce housing at 315 N. Pasadena Ave.; Rendering Revealed: Workforce housing at 315 N. Pasadena Ave.,55,30,No,Pasadena entitlement precedent watch,Review potential acquisition pipeline,Medium
2026-08-10,20260810-233522-b4607a70,2026-08-10 23:35:22,Marina del Rey,1,1,0,0,0,0,Apartment,General Entitlement Signal,General submarket monitoring,Unknown,Disposition / Exit - Los Angeles / California - Marina del Rey’s Shores Apartments Trade to Jackson Square for $170M; Marina del Rey’s Shores Apartments Trade to Jackson Square for $170M,20,30,No,Monitor only,Monitor only,Low
2026-08-10,20260810-233522-b4607a70,2026-08-10 23:35:22,Orange County,3,0,0,0,0,0,Apartment,General Entitlement Signal,General submarket monitoring,Unknown,"Bascom Acquires Buena Park Apartments as Value-Add Deal; Costa Mesa Multifamily Changes Hands for Value-Add Repositioning; Milhaus Merges with SRG Residential, Will Acquire Broadshore Capital",12,30,No,Orange County suburban apartment watch,Monitor only,Low
2026-08-10,20260810-233522-b4607a70,2026-08-10 23:35:22,West Hollywood,1,0,0,0,0,0,Affordable Housing,General Entitlement Signal,General submarket monitoring,Unknown,Affordable housing takes shape at 1332 and 1346 N. Fairfax Avenue,12,30,No,Hollywood / transit-oriented housing watch,Monitor only,Low
2026-08-10,20260810-233522-b4607a70,2026-08-10 23:35:22,California,0,1,0,0,0,0,Apartment,General Entitlement Signal,General submarket monitoring,Unknown,Acquisition - California - Bascom Acquires Buena Park Apartments as Value-Add Deal,8,20,No,Monitor only,Monitor only,Low
