run_date,run_id,canonical_project_id,canonical_project_name,project_identity_confidence,distress_id,deal_fingerprint_id,duplicate_cluster_id,distress_type,market,residential_sector,gp_or_developer,lender_or_debt_provider,related_project_or_deal,distress_score,distress_priority_label,evidence_signals,potential_woomi_angle,recommended_next_action,source_article_title,url,confidence_level
2026-08-10,20260810-233522-b4607a70,PRJ-20260810-0048,Refinancing - California - San Jose Area Senior Multifamily Community Sells for $103M,100,DST-20260810-008,DFP-FF457EF8FD,DCL-20260810-008,refinancing stress,California,Multifamily,Alliance Residential,Unknown,Refinancing - California - San Jose Area Senior Multifamily Community Sells for $103M,75,High Distress Watch,Refinancing; refinancing,"Evaluate LA / California entitlement, zoning, or local GP partnership relevance","Track debt maturity, lender exposure, sponsor stress, and recapitalization options",San Jose Area Senior Multifamily Community Sells for $103M,https://yieldpro.com/2026/08/american-healthcare-reit/,Medium
2026-08-10,20260810-233522-b4607a70,PRJ-20260810-0096,Refinancing - Louisiana - Scion Group Secures $556M Student Housing Refinance on 14-Property Multifamily Student Hou...,100,DST-20260810-002,DFP-0409D7A6DA,DCL-20260810-002,refinancing stress,Louisiana,Student Housing,Scion Group,Fannie Mae,Refinancing - Louisiana - Scion Group Secures $556M Student Housing Refinance on 14-Property Multifamily Student Hou...,68,High Distress Watch,Refinancing; refinancing,"Track potential rescue capital, debt recapitalization, or capital partner opening","Track debt maturity, lender exposure, sponsor stress, and recapitalization options",Scion Group Secures $556M Student Housing Refinance on 14-Property Multifamily Student Housing Portfolio,https://yieldpro.com/2026/08/lark-central/,Medium
2026-08-10,20260810-233522-b4607a70,PRJ-20260810-0112,Refinancing - New York - Owner Lands $67M Loan To Renovate Apartments On Revere Waterfront,100,DST-20260810-005,DFP-51966D5BB2,DCL-20260810-005,refinancing stress,New York,Apartment,JLL,JLL,Refinancing - New York - Owner Lands $67M Loan To Renovate Apartments On Revere Waterfront,67,High Distress Watch,Refinancing; refinancing,"Track potential rescue capital, debt recapitalization, or capital partner opening","Track debt maturity, lender exposure, sponsor stress, and recapitalization options",Owner Lands $67M Loan To Renovate Apartments On Revere Waterfront,https://www.bisnow.com/news/boston/multifamily/investor-secures-67m-refinance-loan-for-revere-beach-multifamily-property,Medium
2026-08-10,20260810-233522-b4607a70,PRJ-20260810-0104,Construction Financing - Miami / Florida - Affiliated Closes Financing on Mixed-Income Fort Lauderdale Apartment Project,80,DST-20260810-012,DFP-6B9A9F5B2C,DCL-20260810-012,construction loan gap,Miami / Florida,Affordable Housing,Unknown,Unknown,Construction Financing - Miami / Florida - Affiliated Closes Financing on Mixed-Income Fort Lauderdale Apartment Project,60,High Distress Watch,Construction Financing,"Track potential rescue capital, debt recapitalization, or capital partner opening","Track debt maturity, lender exposure, sponsor stress, and recapitalization options",Affiliated Closes Financing on Mixed-Income Fort Lauderdale Apartment Project,https://www.connectcre.com/stories/affiliated-closes-financing-on-mixed-income-fort-lauderdale-apartment-venture/,Low
2026-08-10,20260810-233522-b4607a70,PRJ-20260810-0104,Construction Financing - Miami / Florida - Affiliated Closes Financing on Mixed-Income Fort Lauderdale Apartment Project,80,DST-20260810-020,DFP-874D1AF56D,DCL-20260810-020,construction loan gap,Miami / Florida,Apartment,Unknown,Unknown,Construction Financing - Miami / Florida - Arrow Arranges $85M Construction Loan for Miami Condo Project,60,High Distress Watch,Construction Financing; construction loan,"Track potential rescue capital, debt recapitalization, or capital partner opening","Track debt maturity, lender exposure, sponsor stress, and recapitalization options",Arrow Arranges $85M Construction Loan for Miami Condo Project,https://www.connectcre.com/stories/arrow-arranges-85m-construction-loan-for-miami-condo-project/,Medium
2026-08-10,20260810-233522-b4607a70,PRJ-20260810-0104,Construction Financing - Miami / Florida - Affiliated Closes Financing on Mixed-Income Fort Lauderdale Apartment Project,80,DST-20260810-024,DFP-B5E215E9BD,DCL-20260810-024,refinancing stress,Miami / Florida,Mixed-Use Residential,Unknown,Unknown,Refinancing - Miami / Florida - Baron Property Group Closes on $226.5M Refi for Hialeah Apartment Community,60,High Distress Watch,Refinancing; refinancing,"Track potential rescue capital, debt recapitalization, or capital partner opening","Track debt maturity, lender exposure, sponsor stress, and recapitalization options",Baron Property Group Closes on $226.5M Refi for Hialeah Apartment Community,https://www.connectcre.com/stories/baron-property-group-closes-on-226-5m-refi-for-hialeah-apartment-community/,Medium
2026-08-10,20260810-233522-b4607a70,PRJ-20260810-0117,Recapitalization - Other / Unknown - Berkadia Arranges Recapitalization of MF Within Chicago MSA,100,DST-20260810-027,DFP-2B90249F62,DCL-20260810-027,recapitalization need,Other / Unknown,Apartment,Berkadia,Berkadia,Recapitalization - Other / Unknown - Berkadia Arranges Recapitalization of MF Within Chicago MSA,59,Monitor,Recapitalization; recapitalization,"Track potential rescue capital, debt recapitalization, or capital partner opening",Monitor for repeated distress signals,Berkadia Arranges Recapitalization of MF Within Chicago MSA,https://www.connectcre.com/stories/berkadia-arranges-recapitalization-of-mf-within-chicago-msa/,Medium
2026-08-10,20260810-233522-b4607a70,PRJ-20260810-0041,Construction Financing - Atlanta / Georgia - Developer Duo Obtains Construction Financing for $147M Atlanta Student Housing Project,80,DST-20260810-028,DFP-AA00D4C290,DCL-20260810-028,refinancing stress,Atlanta / Georgia,Multifamily,Unknown,Unknown,Refinancing - Atlanta / Georgia - Brook Farm Group Lands $73M Refinance of Luxury Multifamily Development Sinclair at Callaw...,59,Monitor,Refinancing; refinancing,"Track potential rescue capital, debt recapitalization, or capital partner opening",Monitor for repeated distress signals,Brook Farm Group Lands $73M Refinance of Luxury Multifamily Development Sinclair at Callaway Farm in Georgia,https://yieldpro.com/2026/08/sinclair-at-callaway-farm-2/,Medium
2026-08-10,20260810-233522-b4607a70,PRJ-20260810-0140,"General Project Signal - Phoenix / Arizona - Safeway Opens 64,000 SF Grocery Store at Mixed-Use Development in Metro Phoenix",80,DST-20260810-035,DFP-E227BD3EC8,DCL-20260810-035,bridge loan stress,Phoenix / Arizona,BTR / Single-Family Rental,Unknown,Unknown,BTR / Build-to-Rent - Phoenix / Arizona - Phoenix BTR Investor Inks $73.1M Bridge Loan,58,Monitor,BTR / Build-to-Rent; bridge loan,"Track potential rescue capital, debt recapitalization, or capital partner opening",Monitor for repeated distress signals,Phoenix BTR Investor Inks $73.1M Bridge Loan,https://www.connectcre.com/stories/phoenix-btr-investor-inks-73-1m-bridge-loan/,Medium
2026-08-10,20260810-233522-b4607a70,PRJ-20260810-0104,Construction Financing - Miami / Florida - Affiliated Closes Financing on Mixed-Income Fort Lauderdale Apartment Project,80,DST-20260810-040,DFP-F9215B04A6,DCL-20260810-040,refinancing stress,Miami / Florida,Apartment,Unknown,Unknown,Refinancing - Miami / Florida - Stewards Inks $79M Refi of Hollywood Rental Asset,58,Monitor,Refinancing; refinancing,"Track potential rescue capital, debt recapitalization, or capital partner opening",Monitor for repeated distress signals,Stewards Inks $79M Refi of Hollywood Rental Asset,https://www.connectcre.com/stories/stewards-inks-79m-refi-of-hollywood-rental-asset/,Medium
2026-08-10,20260810-233522-b4607a70,PRJ-20260810-0153,Refinancing - Seattle - Mesa West Capital Originates $52M Refinance for Seattle-Area Apartments,80,DST-20260810-034,DFP-5C3F341582,DCL-20260810-034,refinancing stress,Seattle,Apartment,Unknown,Unknown,Refinancing - Seattle - Mesa West Capital Originates $52M Refinance for Seattle-Area Apartments,58,Monitor,Refinancing; refinancing,"Track potential rescue capital, debt recapitalization, or capital partner opening",Monitor for repeated distress signals,Mesa West Capital Originates $52M Refinance for Seattle-Area Apartments,https://www.connectcre.com/stories/mesa-west-capital-originates-52m-refinance-for-seattle-area-apartments/,Medium
2026-08-10,20260810-233522-b4607a70,PRJ-20260810-0073,Refinancing - Houston / Texas - Newmark Arranges $52M Loan for Refinancing of Metro Houston Multifamily Property,80,DST-20260810-043,DFP-9D27C72880,DCL-20260810-043,refinancing stress,Houston / Texas,Multifamily,Unknown,Unknown,Refinancing - Houston / Texas - Newmark Arranges $52M Loan for Refinancing of Metro Houston Multifamily Property,56,Monitor,Refinancing; refinancing,"Track potential rescue capital, debt recapitalization, or capital partner opening",Monitor for repeated distress signals,Newmark Arranges $52M Loan for Refinancing of Metro Houston Multifamily Property,https://rebusinessonline.com/newmark-arranges-52m-loan-for-refinancing-of-metro-houston-multifamily-property/,Medium
2026-08-10,20260810-233522-b4607a70,PRJ-20260810-0041,Construction Financing - Atlanta / Georgia - Developer Duo Obtains Construction Financing for $147M Atlanta Student Housing Project,80,DST-20260810-030,DFP-52059AEB2D,DCL-20260810-030,construction loan gap,Atlanta / Georgia,Student Housing,Unknown,Unknown,Construction Financing - Atlanta / Georgia - Developer Duo Obtains Construction Financing for $147M Atlanta Student Housing Project,55,Monitor,Construction Financing,"Track potential rescue capital, debt recapitalization, or capital partner opening",Monitor for repeated distress signals,Developer Duo Obtains Construction Financing for $147M Atlanta Student Housing Project,https://www.connectcre.com/stories/developer-duo-obtain-construction-financing-for-147m-spelman-morehouse-student-housing/,Low
2026-08-10,20260810-233522-b4607a70,PRJ-20260810-0115,JV / Partnership - New York - BFC Partners and SAA Canopy Group Joint Venture Secures $270M for Syracuse New York Afford...,80,DST-20260810-048,DFP-FCEDAFBB4D,DCL-20260810-048,construction loan gap,New York,General Residential,Unknown,Unknown,Construction Financing - New York - 3650 Capital Furnishes Construction Loan for Yonkers Self-Storage,55,Monitor,Construction Financing; construction loan,"Track potential rescue capital, debt recapitalization, or capital partner opening",Monitor for repeated distress signals,3650 Capital Furnishes Construction Loan for Yonkers Self-Storage,https://www.connectcre.com/stories/3650-capital-furnishes-construction-loan-for-yonkers-self-storage/,Medium
2026-08-10,20260810-233522-b4607a70,PRJ-20260810-0060,Refinancing - Dallas / Texas - Nitya Refinances 432-Unit Dallas Rental Property,80,DST-20260810-047,DFP-3B719A3301,DCL-20260810-047,refinancing stress,Dallas / Texas,Apartment,Unknown,Unknown,Refinancing - Dallas / Texas - Nitya Refinances 432-Unit Dallas Rental Property,55,Monitor,Refinancing; refinancing,"Track potential rescue capital, debt recapitalization, or capital partner opening",Monitor for repeated distress signals,Nitya Refinances 432-Unit Dallas Rental Property,https://www.connectcre.com/stories/nitya-refinances-432-unit-dallas-rental-property/,Medium
2026-08-10,20260810-233522-b4607a70,PRJ-20260810-0164,Construction Financing - Sun Belt - AEW with GMH Move Forward with Luxury Multifamily High-Rise Tower Project in Charlotte,80,DST-20260810-036,DFP-659C07CDD5,DCL-20260810-036,construction loan gap,Sun Belt,Multifamily,Unknown,Unknown,Construction Financing - Sun Belt - AEW with GMH Move Forward with Luxury Multifamily High-Rise Tower Project in Charlotte,54,Monitor,Construction Financing,"Track potential rescue capital, debt recapitalization, or capital partner opening",Monitor for repeated distress signals,AEW with GMH Move Forward with Luxury Multifamily High-Rise Tower Project in Charlotte,https://yieldpro.com/2026/08/anova-the-pearl/,Low
