run_date,run_id,la_persistent_watch_id,canonical_project_id,canonical_project_name,la_submarket,address_or_location_clue,gp_or_developer,residential_sector,latest_lifecycle_stage,progression_status,stall_risk_label,entitlement_signal_count,timing_signal_count,financing_signal_count,opportunity_score,risk_score,woomi_site_strategy_relevance,potential_woomi_strategy_angle,recommended_local_follow_up,confidence_level
2026-08-10,20260810-233522-b4607a70,LAP-20260810-002,PRJ-20260810-0112,Refinancing - New York - Owner Lands $67M Loan To Renovate Apartments On Revere Waterfront,Los Angeles,New York,JLL,Apartment,Refinancing / Recapitalization,Newly Detected,Low Stall Risk,0,0,13,100,41,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-08-10,20260810-233522-b4607a70,LAP-20260810-001,PRJ-20260810-0150,Refinancing - California - San Jose Area Senior Multifamily Community Sells for $103M,California,San Jose,Alliance Residential,Multifamily,Refinancing / Recapitalization,Persistent Same Stage,Medium Stall Risk,0,0,4,96,56,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-08-10,20260810-233522-b4607a70,LAP-20260810-031,PRJ-20260810-0006,Entitlement / Permitting - Los Angeles / California - Affordable housing takes shape at 1332 and 1346 N. Fairfax Avenue,Los Angeles,1346 N. Fairfax Avenue,Unknown,Affordable Housing,Unknown Stage,Newly Detected,Low Stall Risk,1,0,0,94,34,General LA / California monitoring,Monitor only,Monitor for repeated project updates,Low
2026-08-10,20260810-233522-b4607a70,LAP-20260810-003,PRJ-20260810-0042,"General Project Signal - Atlanta / Georgia - Core Spaces to Build 1,600 Student Housing Beds with Hub Athens Dougherty Near the Univers...",Los Angeles,Atlanta,Affinius Capital,Student Housing,Site Acquisition / Site Control,Persistent Same Stage,Low Stall Risk,0,0,0,93,36,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-08-10,20260810-233522-b4607a70,LAP-20260810-004,PRJ-20260810-0051,Disposition / Exit - California - Costa Mesa Multifamily Changes Hands for Value-Add Repositioning,California,California,Marcus & Millichap,Apartment,Unknown Stage,Unknown,Low Stall Risk,0,0,0,92,31,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-08-10,20260810-233522-b4607a70,LAP-20260810-012,PRJ-20260810-0151,Acquisition - Seattle - Pacific Urban Acquires Seattle Multifamily Apartment Community A’Capella Apartment Homes f...,Los Angeles,Seattle,CBRE,Apartment,Delivery / Opening,Mature / Operating,No Clear Stall Risk,0,0,0,91,14,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-08-10,20260810-233522-b4607a70,LAP-20260810-009,PRJ-20260810-0091,Office-to-Residential Conversion - Los Angeles / California - L.A. County approves $15M for supportive housing at Metropolitan State Hospital campus,Los Angeles,Los Angeles,Unknown,Mixed-Use Residential,Unknown Stage,Unknown,Low Stall Risk,11,0,0,89,44,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-08-10,20260810-233522-b4607a70,LAP-20260810-011,PRJ-20260810-0061,General Project Signal - Dallas / Texas - Fairfield Residential Completes 340-Unit Multifamily Project in Houston’s Montrose Distric...,Los Angeles,Dallas,Fairfield Residential,Apartment,Delivery / Opening,Newly Detected,No Clear Stall Risk,0,0,0,88,15,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-08-10,20260810-233522-b4607a70,LAP-20260810-006,PRJ-20260810-0077,Disposition / Exit - Riverside / California - Institutional Property Advisors Brokers Inland Empire Multifamily Sale in Paloma Californi...,Los Angeles,Inland Empire,IPA,Multifamily,Site Acquisition / Site Control,Persistent Same Stage,Low Stall Risk,0,0,0,87,36,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-08-10,20260810-233522-b4607a70,LAP-20260810-007,PRJ-20260810-0160,General Project Signal - Southeast - Mixed-use project rises at 6700 Pacific Coast Highway in Long Beach,Long Beach,Southeast,Holland Partner Group,Mixed-Use Residential,Unknown Stage,Unknown,Low Stall Risk,0,0,0,87,30,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-08-10,20260810-233522-b4607a70,LAP-20260810-029,PRJ-20260810-0025,Owner Lands $67M Loan To Renovate Apartments On Revere Waterfront,Los Angeles,660 Ocean Ave,JLL,Apartment,Unknown Stage,Newly Detected,Unknown,0,0,2,87,18,Relevant to California site monitoring,Track repeat project updates,Monitor for repeated project updates,Medium
2026-08-10,20260810-233522-b4607a70,LAP-20260810-027,PRJ-20260810-0023,Office-to-Residential Conversion - California - Affordable housing nears the finish like at 515 Pioneer Dr. in Glendale,Glendale,515 Pioneer Dr,Unknown,Affordable Housing,Unknown Stage,Newly Detected,Medium Stall Risk,0,0,0,86,50,Relevant to California site monitoring,Track repeat project updates,Monitor for repeated project updates,Medium
2026-08-10,20260810-233522-b4607a70,LAP-20260810-040,PRJ-20260810-0019,General Project Signal - Other / Unknown - Rendering Revealed: Workforce housing at 315 N. Pasadena Ave.,Pasadena,315 N. Pasadena Ave,Unknown,Workforce Housing,Unknown Stage,Newly Detected,Low Stall Risk,0,0,0,85,32,General LA / California monitoring,Monitor only,Monitor for repeated project updates,Low
2026-08-10,20260810-233522-b4607a70,LAP-20260810-008,PRJ-20260810-0157,Construction Financing - Miami / Florida - Affiliated Closes Financing on Mixed-Income Fort Lauderdale Apartment Project,Los Angeles,South Florida,Unknown,Affordable Housing,Delivery / Opening,Mature / Operating,Medium Stall Risk,0,15,9,84,55,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-08-10,20260810-233522-b4607a70,LAP-20260810-010,PRJ-20260810-0047,Construction Financing - Atlanta / Georgia - Developer Duo Obtains Construction Financing for $147M Atlanta Student Housing Project,Los Angeles,Atlanta,Unknown,Multifamily,Refinancing / Recapitalization,Persistent Same Stage,Low Stall Risk,0,15,3,83,46,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-08-10,20260810-233522-b4607a70,LAP-20260810-005,PRJ-20260810-0096,Refinancing - Louisiana - Scion Group Secures $556M Student Housing Refinance on 14-Property Multifamily Student Hou...,California,Louisiana,Scion Group,Student Housing,Refinancing / Recapitalization,Persistent Same Stage,Low Stall Risk,0,0,9,81,48,High relevance to LA site strategy,Track repeat project updates,"Create or refresh a project watch file with sponsor, site, entitlement, financing, and timing notes",High
2026-08-10,20260810-233522-b4607a70,LAP-20260810-041,PRJ-20260810-0016,"Entitlement / Permitting - San Francisco / California - Updated Permits Filed For 20 Fountain Street, San Francisco",California,20 Fountain Street,Unknown,Apartment,Unknown Stage,Newly Detected,Low Stall Risk,1,0,0,80,31,General LA / California monitoring,Monitor only,Monitor for repeated project updates,Low
