run_id,run_date,source,source_tier,coverage_focus,fetch_status,source_error_message,total_articles_collected,gp_capital_candidate_count,new_gp_capital_candidate_count,repeated_gp_capital_candidate_count,excluded_by_repeat_penalty_count,excluded_by_low_relevance_count,excluded_by_integrity_issue_count,selected_gp_capital_count,retained_repeat_count,top_activity_types,top_exclusion_reasons
20260616-014320-175168dd,2026-06-16,REBusiness Online,Tier 2,development_pipeline;gp_activity,OK,,8,8,8,0,0,0,0,6,0,construction_financing:2; joint_venture:2; disposition_exit:2; acquisition:1; debt_financing:1,development article without confirmed capital event:2
20260616-014320-175168dd,2026-06-16,Yield PRO,Tier 1,lease_up_supply;national_multifamily,OK,,5,5,5,0,0,0,0,3,0,platform_expansion:1; asset_management_operator_activity:1; equity_transaction:1; disposition_exit:1; debt_financing:1,"event, webinar, or thin promotional article:1; development article without confirmed capital event:1"
20260616-014320-175168dd,2026-06-16,Connect CRE Apartments,Tier 2,development_pipeline;gp_activity;national_multifamily,OK,,8,4,3,1,0,0,0,4,0,acquisition:2; construction_financing:1; joint_venture:1,none
20260616-014320-175168dd,2026-06-16,Multifamily Dive,Tier 1,national_multifamily,OK,,5,4,0,4,0,0,0,4,0,debt_financing:2; acquisition:1; asset_management_operator_activity:1,none
20260616-014320-175168dd,2026-06-16,Connect CRE Orange County,Tier 2,development_pipeline;gp_activity,OK,,4,4,0,4,4,0,0,0,0,disposition_exit:2; debt_financing:1; joint_venture:1,repeat exposure penalty:4; development article without confirmed capital event:2; historical article over 30 days old:2
20260616-014320-175168dd,2026-06-16,Connect CRE South Florida,Tier 2,development_pipeline;gp_activity;sunbelt,OK,,4,3,0,3,0,0,0,3,1,construction_financing:2; joint_venture:1,none
20260616-014320-175168dd,2026-06-16,Connect CRE California,Tier 2,development_pipeline;entitlement;la_california,OK,,3,3,1,2,0,0,0,2,0,construction_financing:1; disposition_exit:1; refinancing:1,development article without confirmed capital event:1
20260616-014320-175168dd,2026-06-16,NAHB Eye on Housing - Multifamily,Tier 3,national_multifamily,OK,,15,3,0,3,3,0,0,0,0,acquisition:1; debt_financing:1; disposition_exit:1,repeat exposure penalty:3; historical article over 30 days old:2
20260616-014320-175168dd,2026-06-16,Commercial Observer,Tier 1,national_multifamily,OK,,2,2,2,0,0,0,0,0,0,debt_financing:1; disposition_exit:1,development article without confirmed capital event:2
20260616-014320-175168dd,2026-06-16,Connect CRE Phoenix,Tier 2,development_pipeline;gp_activity;sunbelt,OK,,4,2,0,2,0,0,0,0,0,disposition_exit:2,development article without confirmed capital event:2
20260616-014320-175168dd,2026-06-16,Multifamily Executive,Tier 1,national_multifamily,OK,,3,2,0,2,2,1,1,0,0,debt_financing:2,"repeat exposure penalty:2; historical article over 30 days old:2; article integrity issue:1; event, webinar, or thin promotional article:1; low relevance or thin evidence:1"
20260616-014320-175168dd,2026-06-16,Urbanize LA,Tier 2,development_pipeline;entitlement;la_california,OK,,9,2,0,2,2,0,2,0,0,debt_financing:2,repeat exposure penalty:2; article integrity issue:2; limited page access:2; development article without confirmed capital event:2
20260616-014320-175168dd,2026-06-16,Connect CRE Atlanta,Tier 2,development_pipeline;gp_activity;sunbelt,OK,,3,1,0,1,1,0,0,0,0,refinancing:1,repeat exposure penalty:1; historical article over 30 days old:1
20260616-014320-175168dd,2026-06-16,AHV Communities Source Expansion,Tier 3,gp_activity;institutional_capital,Disabled,Registered source is disabled until a public feed is confirmed,0,0,0,0,0,0,0,0,0,,Registered source is disabled until a public feed is confirmed:1
