run_date,run_id,firm_name,strategic_tier,strategic_weight,residential_sector,detected_markets,detected_source_categories,detected_platform_types,detected_activity_types,article_count,highest_relevance_score,average_relevance_score,capital_flow_signal,relationship_signal,partnership_relevance_to_woomi,california_la_relevance,institutional_relationship_score,recommended_follow_up
2026-06-16,20260616-014320-175168dd,Brookfield,Tier 1 / Immediate Strategic Importance,100,Affordable Housing,Los Angeles / California,Regional / California / LA Sources,Other,acquisition; entitlement; operational technology / AI adoption,1,100,100.0,Capital Inflow,GP Capability Benchmark Signal,competitive pressure indicator,High,100,Review California / LA capital and developer activity
2026-06-16,20260616-014320-175168dd,CBRE,Tier 3 / Growth and Market Signal Watch,50,Apartment,California; New York,Site / Parcel Source Expansion,Other,acquisition; disposition / exit; refinancing; operational technology / AI adoption,3,100,85.7,Capital Inflow,GP Capability Benchmark Signal,competitive pressure indicator,High,100,Review California / LA capital and developer activity
2026-06-16,20260616-014320-175168dd,Marcus & Millichap,Tier 3 / Growth and Market Signal Watch,50,Apartment,Dallas / Texas; Los Angeles / California; Other / Unknown,Core Multifamily News; Regional / California / LA Sources; Site / Parcel Source Expansion,Other,acquisition; disposition / exit; refinancing; operational technology / AI adoption,4,100,91.8,Capital Inflow,GP Capability Benchmark Signal,competitive pressure indicator,High,100,Review California / LA capital and developer activity
2026-06-16,20260616-014320-175168dd,Partnership,Tier 3 / Growth and Market Signal Watch,50,Apartment,Connecticut; Miami / Florida; Other / Unknown,Site / Parcel Source Expansion,Other,acquisition; disposition / exit; refinancing; JV / partnership; operational technology / AI adoption,4,100,91.8,Capital Inflow,Potential JV / Partnership Signal,potential JV partnership signal,Low,100,Map potential GP / JV relationship and monitor partnership activity
2026-06-16,20260616-014320-175168dd,Genton Property Group,Tier 3 / Growth and Market Signal Watch,50,Affordable Housing,Los Angeles / California,Regional / California / LA Sources,Other,entitlement; JV / partnership; operational technology / AI adoption,1,100,100.0,Development Capital Deployment,Potential JV / Partnership Signal,potential JV partnership signal,High,99,Map potential GP / JV relationship and monitor partnership activity
2026-06-16,20260616-014320-175168dd,Berkadia,Tier 3 / Growth and Market Signal Watch,50,Apartment,Miami / Florida,Site / Parcel Source Expansion,Other,refinancing; JV / partnership; operational technology / AI adoption,2,100,100.0,Refinancing / Recapitalization,Potential JV / Partnership Signal,potential JV partnership signal,Low,98,Map potential GP / JV relationship and monitor partnership activity
2026-06-16,20260616-014320-175168dd,Final Residential Tower,Tier 3 / Growth and Market Signal Watch,50,Mixed-Use Residential,Miami / Florida,Site / Parcel Source Expansion,Other,refinancing; JV / partnership; operational technology / AI adoption,2,100,100.0,Refinancing / Recapitalization,Potential JV / Partnership Signal,potential JV partnership signal,Low,98,Map potential GP / JV relationship and monitor partnership activity
2026-06-16,20260616-014320-175168dd,Greystar,Tier 1 / Immediate Strategic Importance,100,Apartment,Miami / Florida,Site / Parcel Source Expansion,Other,operational technology / AI adoption,1,98,98.0,Operational / Platform Investment,GP Capability Benchmark Signal,competitive pressure indicator,Low,95,Monitor only
2026-06-16,20260616-014320-175168dd,IPA,Tier 3 / Growth and Market Signal Watch,50,Apartment,Dallas / Texas; Phoenix / Arizona,Core Multifamily News; Site / Parcel Source Expansion,Other,disposition / exit; JV / partnership; operational technology / AI adoption,2,97,84.5,Capital Outflow / Exit,Potential JV / Partnership Signal,potential JV partnership signal,Low,94,Map potential GP / JV relationship and monitor partnership activity
2026-06-16,20260616-014320-175168dd,Freestone Capital,Tier 3 / Growth and Market Signal Watch,50,Affordable Housing,California,Site / Parcel Source Expansion,Other,recapitalization; JV / partnership; capital raise; operational technology / AI adoption,1,84,84.0,Capital Inflow,Potential JV / Partnership Signal,potential JV partnership signal,High,93,Map potential GP / JV relationship and monitor partnership activity
2026-06-16,20260616-014320-175168dd,PEF Advisors,Tier 3 / Growth and Market Signal Watch,50,Affordable Housing,California,Site / Parcel Source Expansion,Other,recapitalization; JV / partnership; capital raise; operational technology / AI adoption,1,84,84.0,Capital Inflow,Potential JV / Partnership Signal,potential JV partnership signal,High,93,Map potential GP / JV relationship and monitor partnership activity
2026-06-16,20260616-014320-175168dd,Douglas Final Phase 13th Floor Investments,Tier 3 / Growth and Market Signal Watch,50,Apartment,Miami / Florida,Site / Parcel Source Expansion,Other,refinancing; JV / partnership; operational technology / AI adoption,1,100,100.0,Refinancing / Recapitalization,Potential JV / Partnership Signal,potential JV partnership signal,Low,91,Map potential GP / JV relationship and monitor partnership activity
2026-06-16,20260616-014320-175168dd,Millichap Capital,Tier 3 / Growth and Market Signal Watch,50,Mixed-Use Residential,Los Angeles / California,Regional / California / LA Sources,Other,refinancing; operational technology / AI adoption,1,100,100.0,Refinancing / Recapitalization,GP Capability Benchmark Signal,competitive pressure indicator,High,91,Review California / LA capital and developer activity
2026-06-16,20260616-014320-175168dd,Sentinel Real Estate,Tier 3 / Growth and Market Signal Watch,50,Apartment,Washington DC,Site / Parcel Source Expansion,Other,acquisition; disposition / exit; operational technology / AI adoption,2,82,79.0,Capital Inflow,GP Capability Benchmark Signal,competitive pressure indicator,Low,90,Track capital deployment and pricing signals
2026-06-16,20260616-014320-175168dd,Wood Partners,Tier 3 / Growth and Market Signal Watch,50,Apartment,Phoenix / Arizona,Site / Parcel Source Expansion,Other,disposition / exit; JV / partnership; operational technology / AI adoption,1,97,97.0,Capital Outflow / Exit,Potential JV / Partnership Signal,potential JV partnership signal,Low,90,Map potential GP / JV relationship and monitor partnership activity
2026-06-16,20260616-014320-175168dd,Associated Bank,Tier 3 / Growth and Market Signal Watch,50,BTR / Single-Family Rental,Other / Unknown,Site / Parcel Source Expansion,Other,refinancing; BTR expansion,1,86,86.0,Refinancing / Recapitalization,GP Capability Benchmark Signal,capital market sentiment indicator,Low,86,Track refinancing or recapitalization pipeline
2026-06-16,20260616-014320-175168dd,JLL,Tier 3 / Growth and Market Signal Watch,50,Senior Housing,California,Site / Parcel Source Expansion,Other,operational technology / AI adoption,1,85,85.0,Operational / Platform Investment,GP Capability Benchmark Signal,competitive pressure indicator,High,85,Review California / LA capital and developer activity
2026-06-16,20260616-014320-175168dd,Kennedy Wilson,Tier 1 / Immediate Strategic Importance,100,Apartment,Other / Unknown,Core Multifamily News,Other,operational technology / AI adoption,1,68,68.0,Operational / Platform Investment,GP Capability Benchmark Signal,competitive pressure indicator,High,85,Review California / LA capital and developer activity
2026-06-16,20260616-014320-175168dd,Quarterra,Tier 3 / Growth and Market Signal Watch,50,Apartment,Phoenix / Arizona,Site / Parcel Source Expansion,Other,disposition / exit; refinancing; operational technology / AI adoption,1,100,100.0,Capital Outflow / Exit,GP Capability Benchmark Signal,competitive pressure indicator,Low,83,Monitor only
2026-06-16,20260616-014320-175168dd,Jersey City Integritas Capital,Tier 3 / Growth and Market Signal Watch,50,Mixed-Use Residential,New York,Site / Parcel Source Expansion,Other,refinancing; operational technology / AI adoption,1,97,97.0,Refinancing / Recapitalization,GP Capability Benchmark Signal,competitive pressure indicator,Low,82,Track refinancing or recapitalization pipeline
2026-06-16,20260616-014320-175168dd,Mavrek,Tier 3 / Growth and Market Signal Watch,50,Office-to-Residential Conversion,Other / Unknown,Site / Parcel Source Expansion,Other,office-to-residential conversion; operational technology / AI adoption,1,96,96.0,Operational / Platform Investment,GP Capability Benchmark Signal,competitive pressure indicator,Low,81,Monitor only
2026-06-16,20260616-014320-175168dd,Hawkins Way Capital,Tier 3 / Growth and Market Signal Watch,50,Student Housing,Beverly Hills / California,Core Multifamily News,Other,acquisition; disposition / exit,1,66,66.0,Capital Inflow,Pricing Discovery Signal,pricing discovery reference,Low,71,Track capital deployment and pricing signals
2026-06-16,20260616-014320-175168dd,Scion Group,Tier 3 / Growth and Market Signal Watch,50,Student Housing,Phoenix / Arizona,Core Multifamily News,Other,acquisition; operational technology / AI adoption,1,58,58.0,Capital Inflow,GP Capability Benchmark Signal,competitive pressure indicator,Low,68,Track capital deployment and pricing signals
2026-06-16,20260616-014320-175168dd,Madison Realty Capital,Tier 3 / Growth and Market Signal Watch,50,General Residential,California,Regional / California / LA Sources,Other,refinancing; operational technology / AI adoption,1,50,50.0,Refinancing / Recapitalization,GP Capability Benchmark Signal,competitive pressure indicator,High,65,Review California / LA capital and developer activity
2026-06-16,20260616-014320-175168dd,Kayne Anderson Real Estate,Tier 3 / Growth and Market Signal Watch,50,Student Housing,Atlanta / Georgia,Site / Parcel Source Expansion,Other,refinancing; operational technology / AI adoption,1,65,65.0,Refinancing / Recapitalization,GP Capability Benchmark Signal,competitive pressure indicator,Low,63,Track refinancing or recapitalization pipeline
2026-06-16,20260616-014320-175168dd,Freddie Mac,Tier 3 / Growth and Market Signal Watch,50,Affordable Housing,Florida,Core Multifamily News,Other,refinancing; operational technology / AI adoption,1,57,57.0,Refinancing / Recapitalization,GP Capability Benchmark Signal,competitive pressure indicator,Low,60,Track refinancing or recapitalization pipeline
2026-06-16,20260616-014320-175168dd,Merchants Capital,Tier 3 / Growth and Market Signal Watch,50,Affordable Housing,Florida,Core Multifamily News,Other,refinancing; operational technology / AI adoption,1,57,57.0,Refinancing / Recapitalization,GP Capability Benchmark Signal,competitive pressure indicator,Low,60,Track refinancing or recapitalization pipeline
