run_date,run_id,entitlement_signal_id,market,city_or_submarket,residential_sector,gp_or_developer,project_or_deal_name,entitlement_signal_type,entitlement_stage,approval_body,regulatory_theme,affordability_component,density_or_zoning_signal,ceqa_or_environmental_signal,timing_reference,entitlement_risk_score,entitlement_opportunity_score,woomi_developer_relevance,recommended_follow_up,source_article_title,source,url,confidence_level
2026-06-16,20260616-014320-175168dd,ENT-20260616-005,Florida,Los Angeles,Affordable Housing,Merchants Capital,Merchants Capital Secures $33M Plus for Affordable Military Veteran Housing in Palm Springs Florida,CEQA / Environmental Review,Under Review,Unknown,CEQA risk,Yes,No clear density / zoning signal,Yes,No explicit timing reference,75,35,Relevant to US residential developer capability,"Monitor CEQA timeline, appeals, and environmental review milestones",Merchants Capital Secures $33M Plus for Affordable Military Veteran Housing in Palm Springs Florida,Yield PRO,https://yieldpro.com/2026/06/village-of-valor/,Low
2026-06-16,20260616-014320-175168dd,ENT-20260616-006,Washington DC,Other / Unknown,Apartment,,"Avenue5, Bell Partners to pay DC $1.4M in RealPage suit",CEQA / Environmental Review,Under Review,Unknown,CEQA risk,No,No clear density / zoning signal,Yes,2026,65,30,Relevant to US residential developer capability,"Monitor CEQA timeline, appeals, and environmental review milestones","Avenue5, Bell Partners to pay DC $1.4M in RealPage suit",Multifamily Dive,https://www.multifamilydive.com/news/avenue5-bell-partners-settlement-dc-realpage-lawsuit/822939/,Low
2026-06-16,20260616-014320-175168dd,ENT-20260616-001,Los Angeles / California,Los Angeles,Affordable Housing,Genton Property Group,Big mixed-use project clears a hurdle at 12555 Ventura Blvd. in Studio City,Planning Approval,Approved / Entitled,Planning Commission,General regulatory watch,No,No clear density / zoning signal,No,No explicit timing reference,20,60,Relevant to US residential developer capability,Monitor entitlement status for repeated confirmation,Big mixed-use project clears a hurdle at 12555 Ventura Blvd. in Studio City,Urbanize LA,https://la.urbanize.city/post/big-mixed-use-project-clears-hurdle-12555-ventura-blvd-studio-city,Low
2026-06-16,20260616-014320-175168dd,ENT-20260616-003,Los Angeles / California,Los Angeles,Affordable Housing,,City Planning Commission approves residential towers at 2143 E. Violet St. in DTLA,Planning Approval,Approved / Entitled,Planning Commission,General regulatory watch,No,No clear density / zoning signal,No,No explicit timing reference,20,55,General entitlement monitoring,Monitor entitlement status for repeated confirmation,City Planning Commission approves residential towers at 2143 E. Violet St. in DTLA,Urbanize LA,https://la.urbanize.city/post/city-planning-commission-approves-residential-towers-2143-e-violet-st-dtla,Low
2026-06-16,20260616-014320-175168dd,ENT-20260616-014,Los Angeles / California,Los Angeles,Affordable Housing,Unknown,"Entitlement / Permitting - Los Angeles / California - Fast Approvals, Slow Delivery: Just 23% Of Units Approved Under ED 1 Have Been Permitted",Entitlement Approval,Approved / Entitled,Unknown,General regulatory watch,No,No clear density / zoning signal,No,No explicit timing reference,20,55,General entitlement monitoring,Track construction-ready pipeline and comparable sponsor execution,"Fast Approvals, Slow Delivery: Just 23% Of Units Approved Under ED 1 Have Been Permitted",Bisnow,https://www.bisnow.com/los-angeles/news/affordable-housing/ed-1-affordable-housing-streamlining-los-angeles-135010,Low
2026-06-16,20260616-014320-175168dd,ENT-20260616-008,Los Angeles / California,Los Angeles / California,Office-to-Residential Conversion,Unknown,Office-to-Residential Conversion - Los Angeles / California - 230 apartments unwrapped at 640 S. St. Andrews Pl. in Koreatown,Office-to-Residential Conversion,Unknown Stage,Unknown,Office conversion policy,No,No clear density / zoning signal,No,No explicit timing reference,28,42,General entitlement monitoring,"Review office conversion feasibility, policy support, and local sponsor activity",230 apartments unwrapped at 640 S. St. Andrews Pl. in Koreatown,Urbanize LA,https://la.urbanize.city/post/230-apartments-unwrapped-640-s-st-andrews-pl-koreatown,Low
2026-06-16,20260616-014320-175168dd,ENT-20260616-013,Los Angeles / California,National,Affordable Housing,Unknown,Office-to-Residential Conversion - Los Angeles / California - Affordable housing takes shape at 711 S. New Hampshire Ave. in Koreatown,Office-to-Residential Conversion,Unknown Stage,Unknown,Office conversion policy,Yes,No clear density / zoning signal,No,No explicit timing reference,38,42,General entitlement monitoring,"Review office conversion feasibility, policy support, and local sponsor activity",Affordable housing takes shape at 711 S. New Hampshire Ave. in Koreatown,Urbanize LA,https://la.urbanize.city/post/affordable-housing-takes-shape-711-s-new-hampshire-ave-koreatown,Low
2026-06-16,20260616-014320-175168dd,ENT-20260616-002,Other / Unknown,Los Angeles,Office-to-Residential Conversion,,Downtown Chicago Apartment Conversion Project Begins Pre-Leasing,Office-to-Residential Conversion,Unknown Stage,Unknown,Office conversion policy,No,No clear density / zoning signal,No,2026,28,42,General entitlement monitoring,"Review office conversion feasibility, policy support, and local sponsor activity",Downtown Chicago Apartment Conversion Project Begins Pre-Leasing,Connect CRE Apartments,https://www.connectcre.com/stories/downtown-chicago-apartment-conversion-project-begins-pre-leasing/,Low
2026-06-16,20260616-014320-175168dd,ENT-20260616-009,Phoenix / Arizona,Phoenix,Apartment,Unknown,Office-to-Residential Conversion - Phoenix / Arizona - Camelback Office-to-Apartment Conversion Nearly Complete,Office-to-Residential Conversion,Unknown Stage,Unknown,Office conversion policy,No,No clear density / zoning signal,No,No explicit timing reference,28,42,General entitlement monitoring,"Review office conversion feasibility, policy support, and local sponsor activity",Camelback Office-to-Apartment Conversion Nearly Complete,Connect CRE Phoenix,https://www.connectcre.com/stories/camelback-office-to-apartment-conversion-nearly-complete/,Low
2026-06-16,20260616-014320-175168dd,ENT-20260616-007,Los Angeles / California,Los Angeles / California,Affordable Housing,Unknown,Entitlement / Permitting - Los Angeles / California - Wrapping off for affordable housing at 714 S. Grand View Street in Westlake,Entitlement Approval,Unknown Stage,Unknown,General regulatory watch,Yes,No clear density / zoning signal,No,No explicit timing reference,38,30,Low relevance,Track construction-ready pipeline and comparable sponsor execution,Wrapping off for affordable housing at 714 S. Grand View Street in Westlake,Urbanize LA,https://la.urbanize.city/post/wrapping-affordable-housing-714-s-grand-view-street-westlake,Low
