run_date,run_id,run_timestamp,la_submarket,article_count,deal_count,entitlement_signal_count,opportunity_count,distress_signal_count,timing_signal_count,residential_sector_focus,entitlement_theme,site_strategy_theme,local_gp_or_developer,project_or_deal_reference,la_opportunity_score,la_execution_risk_score,entitlement_precedent_signal,potential_woomi_site_strategy,recommended_local_follow_up,confidence_level
2026-06-16,20260616-014320-175168dd,2026-06-16 01:43:20,Koreatown,2,2,2,2,0,3,Office-to-Residential Conversion,Office-to-Residential Conversion,Office conversion corridor,Unknown,230 apartments unwrapped at 640 S. St. Andrews Pl. in Koreatown; Affordable housing takes shape at 711 S. New Hampshire Ave. in Koreatown; Office-to-Residential Conversion - Los Angeles / California - 230 apartments unwrapped at 640 S. St. Andrews Pl. in Koreatown; Office-to-Residential Conversion - Los Angeles / California - Affordable housing takes shape at 711 S. New Hampshire Ave. in Koreatown,100,67,Yes,Koreatown multifamily watch,Track local planning docket and entitlement precedent,High
2026-06-16,20260616-014320-175168dd,2026-06-16 01:43:20,Los Angeles,11,6,5,1,0,1,Affordable Housing,Entitlement Approval,Mixed-use corridor,Unknown,"230 apartments unwrapped at 640 S. St. Andrews Pl. in Koreatown; 77-unit affordable housing complex proposed at 8811 Reading Ave. in Westchester; Acquisition - Los Angeles / California - World Cup descends on L.A., CicLAvia on June 28, and more; Affordable housing takes shape at 711 S. New Hampshire Ave. in Koreatown; Big mixed-use project clears a hurdle at 12555 Ventura Blvd. in Studio City",100,52,Yes,Monitor only,Track local planning docket and entitlement precedent,High
2026-06-16,20260616-014320-175168dd,2026-06-16 01:43:20,DTLA,1,1,1,1,0,1,Affordable Housing,Planning Approval,Downtown infill,Unknown,City Planning Commission approves residential towers at 2143 E. Violet St. in DTLA; Entitlement / Permitting - Los Angeles / California - City Planning Commission approves residential towers at 2143 E. Violet St. in DTLA,67,48,Yes,DTLA adaptive reuse watch,Track local planning docket and entitlement precedent,Medium
2026-06-16,20260616-014320-175168dd,2026-06-16 01:43:20,Burbank,1,1,0,1,0,0,Affordable Housing,General Entitlement Signal,General submarket monitoring,Unknown,General Project Signal - California - Work to commence next year for affordable housing at 2321 Fairview St. in Burbank; Work to commence next year for affordable housing at 2321 Fairview St. in Burbank,58,30,No,Monitor only,Review potential acquisition pipeline,Medium
2026-06-16,20260616-014320-175168dd,2026-06-16 01:43:20,California,0,5,0,0,0,0,General Residential,General Entitlement Signal,General submarket monitoring,Unknown,"Disposition / Exit - California - Former Bank Branch Positioned as Development Opportunity in Garden Grove Sale; Disposition / Exit - California - Yorba Linda Parking Lot Sells for Townhome Redevelopment; General Project Signal - California - JLL Arranges $252M Financing for Huntington Beach Seniors Project; Recapitalization - California - PEF Advisors, Freestone Capital Form JV to Recapitalize Affordable Properties; Refinancing - California - Newly Opened Santa Cruz Luxury Hotel Refinanced for $115M",40,20,No,Monitor only,Monitor only,Low
2026-06-16,20260616-014320-175168dd,2026-06-16 01:43:20,Hollywood,1,0,1,0,0,0,Affordable Housing,Planning Approval,General submarket monitoring,Unknown,Nine homes slated for 1280 N. Sweetzer Ave. in West Hollywood,30,40,Yes,Hollywood / transit-oriented housing watch,Track local planning docket and entitlement precedent,Low
2026-06-16,20260616-014320-175168dd,2026-06-16 01:43:20,West Hollywood,1,0,1,0,0,0,Affordable Housing,Planning Approval,General submarket monitoring,Unknown,Nine homes slated for 1280 N. Sweetzer Ave. in West Hollywood,30,40,Yes,Hollywood / transit-oriented housing watch,Track local planning docket and entitlement precedent,Low
2026-06-16,20260616-014320-175168dd,2026-06-16 01:43:20,Arts District,1,0,0,0,0,0,Affordable Housing,General Entitlement Signal,Downtown infill; Mixed-use corridor; Arts district,Unknown,City Planning Commission approves residential towers at 2143 E. Violet St. in DTLA,12,30,No,Monitor only,Monitor only,Low
2026-06-16,20260616-014320-175168dd,2026-06-16 01:43:20,Orange County,4,0,0,0,0,0,Apartment,General Entitlement Signal,General submarket monitoring,Unknown,"Former Bank Branch Positioned as Development Opportunity in Garden Grove Sale; JLL Arranges $252M Financing for Huntington Beach Seniors Project; PEF Advisors, Freestone Capital Form JV to Recapitalize Affordable Properties; Yorba Linda Parking Lot Sells for Townhome Redevelopment",12,30,No,Orange County suburban apartment watch,Monitor only,Low
2026-06-16,20260616-014320-175168dd,2026-06-16 01:43:20,Santa Monica,1,0,0,0,0,0,Multifamily,General Entitlement Signal,Hospital-adjacent,Unknown,Repositioning LA's Westside: Bisnow Event To Examine Santa Monica Commercial Real Estate,12,30,No,Monitor only,Monitor only,Low
2026-06-16,20260616-014320-175168dd,2026-06-16 01:43:20,Wilshire,2,0,0,0,0,0,Office-to-Residential Conversion,General Entitlement Signal,Adaptive reuse corridor,Unknown,230 apartments unwrapped at 640 S. St. Andrews Pl. in Koreatown; Affordable housing takes shape at 711 S. New Hampshire Ave. in Koreatown,12,30,No,Koreatown multifamily watch,Watch office-to-residential feasibility,Low
