run_date,run_id,la_watch_id,la_submarket,project_or_deal_name,gp_or_developer,residential_sector,entitlement_signal_type,entitlement_stage,entitlement_risk_score,entitlement_opportunity_score,local_relevance_score,woomi_site_strategy_relevance,potential_site_strategy_angle,recommended_local_follow_up,source_article_title,url,confidence_level
2026-06-23,20260623-000752-0e6f5f71,LAW-20260623-001,Los Angeles,What Today’s Renters Want From Their Property Managers,Unknown,Multifamily,CEQA / Environmental Review,Under Review,65,30,52,General LA / California monitoring,Track entitlement precedent,"Review CEQA status, appeal risk, and approval timeline",What Today’s Renters Want From Their Property Managers,https://www.multifamilyexecutive.com/sponsored/what-todays-renters-want-their-property-managers,Low
2026-06-23,20260623-000752-0e6f5f71,LAW-20260623-002,Los Angeles,Infill housing in progress at 3676 S. Kelton Ave. in Palms,,Affordable Housing,Planning Approval,Approved / Entitled,20,55,49,General LA / California monitoring,Benchmark permitting timeline,Monitor construction-ready pipeline and sponsor execution,Infill housing in progress at 3676 S. Kelton Ave. in Palms,https://la.urbanize.city/post/infill-housing-progress-3676-s-kelton-ave-palms,Low
2026-06-23,20260623-000752-0e6f5f71,LAW-20260623-003,New York City,"Entitlement / Permitting - New York City / New York - Grun Group Files Plans to Build 108 Units in Kew Gardens, Queens",Unknown,Multifamily,Entitlement Approval,Approved / Entitled,20,55,49,General LA / California monitoring,Benchmark permitting timeline,Monitor construction-ready pipeline and sponsor execution,"Grun Group Files Plans to Build 108 Units in Kew Gardens, Queens",https://commercialobserver.com/2026/06/grun-group-housing-kew-gardens-queens/,Low
2026-06-23,20260623-000752-0e6f5f71,LAW-20260623-004,Dallas,Office-to-Residential Conversion - Dallas / Texas - Hunt Helming $125M Dallas Adaptive Reuse Venture,Unknown,Office-to-Residential Conversion,Office-to-Residential Conversion,Unknown Stage,28,42,47,General LA / California monitoring,Track office-to-residential feasibility,"Track local planning docket, sponsor, submarket, and entitlement precedent",Hunt Helming $125M Dallas Adaptive Reuse Venture,https://www.connectcre.com/stories/hunt-helming-125m-dallas-adaptive-reuse-venture/,Low
2026-06-23,20260623-000752-0e6f5f71,LAW-20260623-005,Los Angeles / California,Office-to-Residential Conversion - Los Angeles / California - Adaptive reuse project gets colorful new exterior at 3325 Wilshire Blvd. in Koreatown,Unknown,Office-to-Residential Conversion,Office-to-Residential Conversion,Unknown Stage,28,42,47,General LA / California monitoring,Track office-to-residential feasibility,"Track local planning docket, sponsor, submarket, and entitlement precedent",Adaptive reuse project gets colorful new exterior at 3325 Wilshire Blvd. in Koreatown,https://la.urbanize.city/post/adaptive-reuse-project-gets-colorful-new-exterior-3325-wilshire-blvd-koreatown,Low
2026-06-23,20260623-000752-0e6f5f71,LAW-20260623-006,Los Angeles / California,Entitlement / Permitting - Los Angeles / California - Work beginning for Taix redevelopment at 1911 Sunset Blvd. in Echo Park,Holland Partner Group,Affordable Housing,Entitlement Approval,Unknown Stage,28,35,44,General LA / California monitoring,Monitor local sponsor activity,"Track local planning docket, sponsor, submarket, and entitlement precedent",Work beginning for Taix redevelopment at 1911 Sunset Blvd. in Echo Park,https://la.urbanize.city/post/work-beginning-taix-redevelopment-1911-sunset-blvd-echo-park,Low
2026-06-23,20260623-000752-0e6f5f71,LAW-20260623-007,Beverly Hills / California,Entitlement / Permitting - Beverly Hills / California - Infill housing in progress at 3676 S. Kelton Ave. in Palms,Unknown,Affordable Housing,Entitlement Approval,Unknown Stage,28,30,42,General LA / California monitoring,Track entitlement precedent,"Track local planning docket, sponsor, submarket, and entitlement precedent",Infill housing in progress at 3676 S. Kelton Ave. in Palms,https://la.urbanize.city/post/infill-housing-progress-3676-s-kelton-ave-palms,Low
2026-06-23,20260623-000752-0e6f5f71,LAW-20260623-008,Los Angeles,Entitlement / Permitting - Los Angeles / California - Developer retools plan for mixed-use project at 3800 W. 6th St. in Koreatown,Unknown,Affordable Housing,Entitlement Approval,Unknown Stage,28,30,42,General LA / California monitoring,Track entitlement precedent,"Track local planning docket, sponsor, submarket, and entitlement precedent",Developer retools plan for mixed-use project at 3800 W. 6th St. in Koreatown,https://la.urbanize.city/post/developer-retools-plan-mixed-use-project-3800-w-6th-st-koreatown,Low
2026-06-23,20260623-000752-0e6f5f71,LAW-20260623-009,Los Angeles,"Planning Commission Recommends Approval For 616 South B Street, San Mateo",,Mixed-Use Residential,Planning Approval,Under Review,28,30,42,General LA / California monitoring,Monitor local sponsor activity,"Track local planning docket, sponsor, submarket, and entitlement precedent","Planning Commission Recommends Approval For 616 South B Street, San Mateo",https://sfyimby.com/2026/06/planning-commission-recommends-approval-for-616-south-b-street-san-mateo.html,Low
2026-06-23,20260623-000752-0e6f5f71,LAW-20260623-010,Los Angeles,New plan for apartments at 745 17th Street in Santa Monica,,Apartment,Entitlement Approval,Early Planning,20,30,40,General LA / California monitoring,Monitor local sponsor activity,"Track local planning docket, sponsor, submarket, and entitlement precedent",New plan for apartments at 745 17th Street in Santa Monica,https://la.urbanize.city/post/new-plan-apartments-745-17th-street-santa-monica,Low
