run_date,run_id,run_timestamp,residential_sector,article_count,high_priority_count,market_signal_count,deal_signal_count,average_relevance_score,dominant_market_focus,dominant_strategic_angle,dominant_gp_or_developer,sector_risk_or_opportunity,woomi_sector_relevance,recommended_sector_action
2026-06-23,20260623-000752-0e6f5f71,2026-06-23 00:07:52,Apartment,30,24,15,20,90.4,Other / Unknown,Developer Strategy,JLL,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-06-23,20260623-000752-0e6f5f71,2026-06-23 00:07:52,Affordable Housing,9,7,4,7,92.3,Los Angeles / California,Developer Strategy,Holland Partner Group,Affordability and subsidy program monitoring signal,Strategic Expansion Sector,Add to sector watchlist
2026-06-23,20260623-000752-0e6f5f71,2026-06-23 00:07:52,Multifamily,18,6,5,10,68.8,Other / Unknown,Developer Strategy,IPA,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-06-23,20260623-000752-0e6f5f71,2026-06-23 00:07:52,BTR / Single-Family Rental,3,2,1,3,77.0,Atlanta / Georgia,Developer Strategy,IPA,Potential expansion or product diversification signal,Strategic Expansion Sector,"Monitor BTR / SFR operators, capital flows, and target markets"
2026-06-23,20260623-000752-0e6f5f71,2026-06-23 00:07:52,Office-to-Residential Conversion,2,2,0,2,92.5,Los Angeles / California,Developer Strategy,None detected,"Adaptive reuse, entitlement, and construction feasibility signal",Strategic Expansion Sector,"Track conversion feasibility, policy support, and construction cost assumptions"
2026-06-23,20260623-000752-0e6f5f71,2026-06-23 00:07:52,Student Housing,2,1,0,1,68.0,National,Developer Strategy,None detected,Campus-adjacent demand and partnership signal,Strategic Expansion Sector,Monitor university-market demand and partnership signals
2026-06-23,20260623-000752-0e6f5f71,2026-06-23 00:07:52,Mixed-Use Residential,7,4,1,4,76.4,Dallas / Texas,Developer Strategy,Blackstone,Mixed-use development and placemaking signal,Monitoring Sector,Add to sector watchlist
2026-06-23,20260623-000752-0e6f5f71,2026-06-23 00:07:52,Senior Housing,3,2,0,2,84.0,California,Developer Strategy,JLL,Demographic demand and operating capability signal,Monitoring Sector,Monitor senior housing demand and operating model signals
2026-06-23,20260623-000752-0e6f5f71,2026-06-23 00:07:52,General Residential,1,0,0,1,57.0,California,Institutional Flow,CBRE,General residential market monitoring,Monitoring Sector,Add to sector watchlist
2026-06-23,20260623-000752-0e6f5f71,2026-06-23 00:07:52,Manufactured Housing,0,0,0,0,0,None detected,None detected,None detected,Lower-cost housing and alternative residential platform signal,Monitoring Sector,Add to sector watchlist
2026-06-23,20260623-000752-0e6f5f71,2026-06-23 00:07:52,Workforce Housing,0,0,0,0,0,None detected,None detected,None detected,Affordability and subsidy program monitoring signal,Monitoring Sector,Add to sector watchlist
