run_date,run_id,run_timestamp,la_submarket,article_count,deal_count,entitlement_signal_count,opportunity_count,distress_signal_count,timing_signal_count,residential_sector_focus,entitlement_theme,site_strategy_theme,local_gp_or_developer,project_or_deal_reference,la_opportunity_score,la_execution_risk_score,entitlement_precedent_signal,potential_woomi_site_strategy,recommended_local_follow_up,confidence_level
2026-06-23,20260623-000752-0e6f5f71,2026-06-23 00:07:52,Koreatown,2,2,2,2,0,2,Office-to-Residential Conversion,Office-to-Residential Conversion,Mixed-use corridor,Unknown,Adaptive reuse project gets colorful new exterior at 3325 Wilshire Blvd. in Koreatown; Developer retools plan for mixed-use project at 3800 W. 6th St. in Koreatown; Entitlement / Permitting - Los Angeles / California - Developer retools plan for mixed-use project at 3800 W. 6th St. in Koreatown; Office-to-Residential Conversion - Los Angeles / California - Adaptive reuse project gets colorful new exterior at 3325 Wilshire Blvd. in Koreatown,100,55,Yes,Koreatown multifamily watch,Track local planning docket and entitlement precedent,High
2026-06-23,20260623-000752-0e6f5f71,2026-06-23 00:07:52,Echo Park,1,1,1,1,0,1,Affordable Housing,Entitlement Approval,Mixed-use corridor,Unknown,Entitlement / Permitting - Los Angeles / California - Work beginning for Taix redevelopment at 1911 Sunset Blvd. in Echo Park; Work beginning for Taix redevelopment at 1911 Sunset Blvd. in Echo Park,76,40,Yes,Monitor only,Track local planning docket and entitlement precedent,High
2026-06-23,20260623-000752-0e6f5f71,2026-06-23 00:07:52,Wilshire,2,1,1,1,0,1,Office-to-Residential Conversion,Office-to-Residential Conversion,Adaptive reuse corridor; Office conversion corridor,Unknown,Adaptive reuse project gets colorful new exterior at 3325 Wilshire Blvd. in Koreatown; Mixed-use project could replace Beverly Hills gas station at 8555 Wilshire Blvd.; Office-to-Residential Conversion - Los Angeles / California - Adaptive reuse project gets colorful new exterior at 3325 Wilshire Blvd. in Koreatown,69,55,Yes,Koreatown multifamily watch,Track local planning docket and entitlement precedent,Medium
2026-06-23,20260623-000752-0e6f5f71,2026-06-23 00:07:52,Santa Monica,1,1,1,1,0,1,Apartment,Entitlement Approval,General submarket monitoring,Unknown,Entitlement / Permitting - Santa Monica / California - New plan for apartments at 745 17th Street in Santa Monica; New plan for apartments at 745 17th Street in Santa Monica,68,30,Yes,Monitor only,Track local planning docket and entitlement precedent,Medium
2026-06-23,20260623-000752-0e6f5f71,2026-06-23 00:07:52,California,0,8,0,0,0,0,Apartment,General Entitlement Signal,Downtown infill,Unknown,"Acquisition - California - Two Bay Area Multifamily Buildings Sell Totaling Nearly $18M; Construction Financing - California - JLL Arranges Debt, Equity for Luxury Condo Development in Downtown Lafayette; Disposition / Exit - California - Former Bank Branch Positioned as Development Opportunity in Garden Grove Sale; Disposition / Exit - California - Former IHOP Site in Pacific Beach Trades as Redevelopment Opportunity; Disposition / Exit - California - Yorba Linda Parking Lot Sells for Townhome Redevelopment",64,20,No,Monitor only,Monitor only,Medium
2026-06-23,20260623-000752-0e6f5f71,2026-06-23 00:07:52,Los Angeles,9,1,3,0,0,0,Affordable Housing,Planning Approval,Mixed-use corridor,Unknown,"Adaptive reuse project gets colorful new exterior at 3325 Wilshire Blvd. in Koreatown; Culver City’s Housing Strategy: Don’t Be L.A.; Developer retools plan for mixed-use project at 3800 W. 6th St. in Koreatown; Infill housing in progress at 3676 S. Kelton Ave. in Palms; Measure ULA reform goes to the ballot, Remembering Lorcan O'Herlihy, and more",60,65,Yes,Monitor only,Track local planning docket and entitlement precedent,Medium
2026-06-23,20260623-000752-0e6f5f71,2026-06-23 00:07:52,Riverside,1,1,0,1,0,1,Mixed-Use Residential,General Entitlement Signal,Mixed-use corridor,Unknown,Development Start - Riverside / California - Riverside Investment & Development Breaks Ground on 12-Story West Loop Multifamily Develop...; Riverside Investment & Development Breaks Ground on 12-Story West Loop Multifamily Development in Chicago,60,30,No,Inland Empire BTR / rental housing watch,Review potential acquisition pipeline,Medium
2026-06-23,20260623-000752-0e6f5f71,2026-06-23 00:07:52,Hollywood,1,1,0,0,0,0,Apartment,General Entitlement Signal,General submarket monitoring,Unknown,Disposition / Exit - Los Angeles / California - Kidder Closes Hollywood Multifamily Sale Despite Softening Rental Trends; Kidder Closes Hollywood Multifamily Sale Despite Softening Rental Trends,20,30,No,Hollywood / transit-oriented housing watch,Monitor only,Low
2026-06-23,20260623-000752-0e6f5f71,2026-06-23 00:07:52,Culver City,1,0,0,0,0,0,Apartment,General Entitlement Signal,Transit-oriented development,Unknown,Culver City’s Housing Strategy: Don’t Be L.A.,12,30,No,Hollywood / transit-oriented housing watch,Monitor only,Low
2026-06-23,20260623-000752-0e6f5f71,2026-06-23 00:07:52,Orange County,5,0,0,0,0,0,Senior Housing,General Entitlement Signal,General submarket monitoring,Unknown,"Former Bank Branch Positioned as Development Opportunity in Garden Grove Sale; JLL Arranges $252M Financing for Huntington Beach Seniors Project; PEF Advisors, Freestone Capital Form JV to Recapitalize Affordable Properties; Senior housing commences work at 2120 Main St. in Huntington Beach; Yorba Linda Parking Lot Sells for Townhome Redevelopment",12,30,No,Orange County suburban apartment watch,Monitor only,Low
2026-06-23,20260623-000752-0e6f5f71,2026-06-23 00:07:52,Venice,1,0,0,0,0,0,Affordable Housing,General Entitlement Signal,General submarket monitoring,Unknown,Infill housing in progress at 3676 S. Kelton Ave. in Palms,12,30,No,Monitor only,Monitor only,Low
