run_date,run_id,entitlement_signal_id,market,city_or_submarket,residential_sector,gp_or_developer,project_or_deal_name,entitlement_signal_type,entitlement_stage,approval_body,regulatory_theme,affordability_component,density_or_zoning_signal,ceqa_or_environmental_signal,timing_reference,entitlement_risk_score,entitlement_opportunity_score,woomi_developer_relevance,recommended_follow_up,source_article_title,source,url,confidence_level
2026-06-23,20260623-000752-0e6f5f71,ENT-20260623-003,Other / Unknown,Los Angeles,Multifamily,Unknown,What Today’s Renters Want From Their Property Managers,CEQA / Environmental Review,Under Review,Unknown,CEQA risk,No,No clear density / zoning signal,Yes,2026,65,30,Relevant to US residential developer capability,"Monitor CEQA timeline, appeals, and environmental review milestones",What Today’s Renters Want From Their Property Managers,Multifamily Executive,https://www.multifamilyexecutive.com/sponsored/what-todays-renters-want-their-property-managers,Low
2026-06-23,20260623-000752-0e6f5f71,ENT-20260623-002,Beverly Hills / California,Los Angeles,Affordable Housing,,Infill housing in progress at 3676 S. Kelton Ave. in Palms,Planning Approval,Approved / Entitled,Planning Commission,General regulatory watch,No,No clear density / zoning signal,No,in 2023,20,55,General entitlement monitoring,Monitor entitlement status for repeated confirmation,Infill housing in progress at 3676 S. Kelton Ave. in Palms,Urbanize LA,https://la.urbanize.city/post/infill-housing-progress-3676-s-kelton-ave-palms,Low
2026-06-23,20260623-000752-0e6f5f71,ENT-20260623-009,New York City / New York,New York City,Multifamily,Unknown,"Entitlement / Permitting - New York City / New York - Grun Group Files Plans to Build 108 Units in Kew Gardens, Queens",Entitlement Approval,Approved / Entitled,Unknown,General regulatory watch,No,No clear density / zoning signal,No,No explicit timing reference,20,55,General entitlement monitoring,Track construction-ready pipeline and comparable sponsor execution,"Grun Group Files Plans to Build 108 Units in Kew Gardens, Queens",Commercial Observer,https://commercialobserver.com/2026/06/grun-group-housing-kew-gardens-queens/,Low
2026-06-23,20260623-000752-0e6f5f71,ENT-20260623-010,Dallas / Texas,Dallas,Office-to-Residential Conversion,Unknown,Office-to-Residential Conversion - Dallas / Texas - Hunt Helming $125M Dallas Adaptive Reuse Venture,Office-to-Residential Conversion,Unknown Stage,Unknown,Office conversion policy,No,No clear density / zoning signal,No,No explicit timing reference,28,42,General entitlement monitoring,"Review office conversion feasibility, policy support, and local sponsor activity",Hunt Helming $125M Dallas Adaptive Reuse Venture,Connect CRE Apartments,https://www.connectcre.com/stories/hunt-helming-125m-dallas-adaptive-reuse-venture/,Low
2026-06-23,20260623-000752-0e6f5f71,ENT-20260623-006,Los Angeles / California,Los Angeles / California,Office-to-Residential Conversion,Unknown,Office-to-Residential Conversion - Los Angeles / California - Adaptive reuse project gets colorful new exterior at 3325 Wilshire Blvd. in Koreatown,Office-to-Residential Conversion,Unknown Stage,Unknown,Office conversion policy,No,No clear density / zoning signal,No,No explicit timing reference,28,42,General entitlement monitoring,"Review office conversion feasibility, policy support, and local sponsor activity",Adaptive reuse project gets colorful new exterior at 3325 Wilshire Blvd. in Koreatown,Urbanize LA,https://la.urbanize.city/post/adaptive-reuse-project-gets-colorful-new-exterior-3325-wilshire-blvd-koreatown,Low
2026-06-23,20260623-000752-0e6f5f71,ENT-20260623-005,Los Angeles / California,Los Angeles / California,Affordable Housing,Holland Partner Group,Entitlement / Permitting - Los Angeles / California - Work beginning for Taix redevelopment at 1911 Sunset Blvd. in Echo Park,Entitlement Approval,Unknown Stage,Unknown,General regulatory watch,No,No clear density / zoning signal,No,No explicit timing reference,28,35,Low relevance,Track construction-ready pipeline and comparable sponsor execution,Work beginning for Taix redevelopment at 1911 Sunset Blvd. in Echo Park,Urbanize LA,https://la.urbanize.city/post/work-beginning-taix-redevelopment-1911-sunset-blvd-echo-park,Low
2026-06-23,20260623-000752-0e6f5f71,ENT-20260623-008,Beverly Hills / California,Beverly Hills / California,Affordable Housing,Unknown,Entitlement / Permitting - Beverly Hills / California - Infill housing in progress at 3676 S. Kelton Ave. in Palms,Entitlement Approval,Unknown Stage,Unknown,General regulatory watch,No,No clear density / zoning signal,No,No explicit timing reference,28,30,Low relevance,Track construction-ready pipeline and comparable sponsor execution,Infill housing in progress at 3676 S. Kelton Ave. in Palms,Urbanize LA,https://la.urbanize.city/post/infill-housing-progress-3676-s-kelton-ave-palms,Low
2026-06-23,20260623-000752-0e6f5f71,ENT-20260623-007,Los Angeles / California,Los Angeles,Affordable Housing,Unknown,Entitlement / Permitting - Los Angeles / California - Developer retools plan for mixed-use project at 3800 W. 6th St. in Koreatown,Entitlement Approval,Unknown Stage,Unknown,General regulatory watch,No,No clear density / zoning signal,No,No explicit timing reference,28,30,Low relevance,Track construction-ready pipeline and comparable sponsor execution,Developer retools plan for mixed-use project at 3800 W. 6th St. in Koreatown,Urbanize LA,https://la.urbanize.city/post/developer-retools-plan-mixed-use-project-3800-w-6th-st-koreatown,Low
2026-06-23,20260623-000752-0e6f5f71,ENT-20260623-004,Other / Unknown,Los Angeles,Mixed-Use Residential,,"Planning Commission Recommends Approval For 616 South B Street, San Mateo",Planning Approval,Under Review,Planning Commission,General regulatory watch,No,No clear density / zoning signal,No,2026,28,30,Low relevance,Monitor entitlement status for repeated confirmation,"Planning Commission Recommends Approval For 616 South B Street, San Mateo",SF YIMBY,https://sfyimby.com/2026/06/planning-commission-recommends-approval-for-616-south-b-street-san-mateo.html,Low
2026-06-23,20260623-000752-0e6f5f71,ENT-20260623-001,Santa Monica / California,Los Angeles,Apartment,,New plan for apartments at 745 17th Street in Santa Monica,Entitlement Approval,Early Planning,Unknown,General regulatory watch,No,No clear density / zoning signal,No,No explicit timing reference,20,30,Low relevance,Track construction-ready pipeline and comparable sponsor execution,New plan for apartments at 745 17th Street in Santa Monica,Urbanize LA,https://la.urbanize.city/post/new-plan-apartments-745-17th-street-santa-monica,Low
