run_date,run_id,run_timestamp,market,residential_sector,market_article_count,high_priority_count,market_signal_count,average_relevance_score,dominant_strategic_angle,dominant_market_signal,regional_risk_or_opportunity,woomi_market_relevance,recommended_market_action
2026-06-09,20260609-105010-d9b80e3f,2026-06-09 10:50:10,California,Apartment,24,19,15,88.0,Developer Strategy,Supply / Starts Signal,Supply pressure / lease-up risk,Core Watch Market,Track LA / California entitlement and zoning updates
2026-06-09,20260609-105010-d9b80e3f,2026-06-09 10:50:10,Los Angeles,Apartment,17,12,11,85.6,Developer Strategy,Supply / Starts Signal,Supply pressure / lease-up risk,Core Watch Market,Track LA / California entitlement and zoning updates
2026-06-09,20260609-105010-d9b80e3f,2026-06-09 10:50:10,National / Other,Apartment,32,16,9,72.8,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,General Monitoring,Watch GP / developer partnership opportunities
2026-06-09,20260609-105010-d9b80e3f,2026-06-09 10:50:10,New York,Multifamily,8,6,3,86.0,Developer Strategy,Deal Size Signal,Institutional capital pricing signal,General Monitoring,Track institutional capital activity
2026-06-09,20260609-105010-d9b80e3f,2026-06-09 10:50:10,Florida,Apartment,8,5,4,81.4,Developer Strategy,Deal Size Signal,Institutional capital pricing signal,Strategic Watch Market,Track institutional capital activity
2026-06-09,20260609-105010-d9b80e3f,2026-06-09 10:50:10,Arizona,Apartment,6,5,2,85.3,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-06-09,20260609-105010-d9b80e3f,2026-06-09 10:50:10,Phoenix,Apartment,4,4,2,92.5,Developer Strategy,Rent Growth Signal,Developer capability / execution signal,Strategic Watch Market,Watch GP / developer partnership opportunities
2026-06-09,20260609-105010-d9b80e3f,2026-06-09 10:50:10,Seattle,Apartment,3,3,2,93.0,Institutional Flow,Deal Size Signal,Institutional capital pricing signal,Strategic Watch Market,Track institutional capital activity
2026-06-09,20260609-105010-d9b80e3f,2026-06-09 10:50:10,Southeast,Apartment,5,3,2,75.8,Developer Strategy,Supply / Starts Signal,Supply pressure / lease-up risk,Strategic Watch Market,Monitor supply pipeline and concessions
2026-06-09,20260609-105010-d9b80e3f,2026-06-09 10:50:10,Texas,Apartment,3,2,2,76.0,Institutional Flow,Rent Growth Signal,Institutional capital pricing signal,Strategic Watch Market,Track institutional capital activity
2026-06-09,20260609-105010-d9b80e3f,2026-06-09 10:50:10,Sun Belt,Multifamily,1,1,0,74.0,Financing Risk,None detected,Financing-sensitive development environment,Strategic Watch Market,Review development underwriting assumptions
2026-06-09,20260609-105010-d9b80e3f,2026-06-09 10:50:10,Austin,General Residential,0,0,0,0,None detected,None detected,General market monitoring,Low Priority,Monitor only
2026-06-09,20260609-105010-d9b80e3f,2026-06-09 10:50:10,Dallas,General Residential,0,0,0,0,None detected,None detected,General market monitoring,Low Priority,Monitor only
