run_date,run_id,run_timestamp,submarket_name,parent_market,article_count,deal_count,entitlement_signal_count,opportunity_count,distress_signal_count,timing_signal_count,dominant_residential_sector,dominant_deal_type,dominant_entitlement_signal,site_strategy_theme,submarket_opportunity_score,submarket_risk_score,execution_complexity_score,woomi_site_strategy_relevance,recommended_submarket_action,key_evidence
2026-06-09,20260609-105010-d9b80e3f,2026-06-09 10:50:10,New York,New York,8,6,2,6,3,6,Multifamily,JV / Partnership,Density Bonus / TOC,Downtown infill,100,82,30,Strategic watch submarket,Monitor entitlement precedent,40-unit development moves forward at 2301 N. Sepulveda Blvd. in Manhattan Beach; Acquisition - New York - Senior Housing Operator Omni Lifestyle Living Buys Midtown Marriott for $40M; Bank Hapoalim Lends $43M on Flushing Resi Complex; Construction Financing - New York City / New York - Bank Hapoalim Lends $43M on Flushing Resi Complex; Entitlement / Permitting - New York City / New York - 40-unit development moves forward at 2301 N. Sepulveda Blvd. in Manhattan Beach
2026-06-09,20260609-105010-d9b80e3f,2026-06-09 10:50:10,Los Angeles,Los Angeles,11,7,7,1,0,1,Affordable Housing,Acquisition,Entitlement Approval,Downtown infill; Mixed-use corridor,100,49,52,High relevance to Woomi site strategy,Monitor entitlement precedent,"19-story high-rise starts work at 6055 Center Drive in Westchester; 290 apartments planned at 18430 Sherman Way in Reseda; 40-unit development moves forward at 2301 N. Sepulveda Blvd. in Manhattan Beach; 85 apartments proposed at 15242 W. Parthenia St. in North Hills; Acquisition - Los Angeles / California - Advanced Real Estate Acquires, Rebrands Rowland Heights Apartments"
2026-06-09,20260609-105010-d9b80e3f,2026-06-09 10:50:10,Miami,Florida,7,5,0,5,1,3,Apartment,JV / Partnership,General Entitlement Signal,Mixed-use corridor,100,48,20,Strategic watch submarket,Review potential acquisition pipeline,"$8,200 Rents Await Tenants of New Coral Gables Luxury Apartments; Acquisition - Miami / Florida - Miami Apartments Trade for $109.9M; Alta Developers Lands $91.8M Construction Loan for Miami Apartments; Construction Financing - Miami / Florida - Alta Developers Lands $91.8M Construction Loan for Miami Apartments; Disposition / Exit - Miami / Florida - Marcus & Millichap Brokers $5.2M Sale of Multifamily Property in North Miami Florida"
2026-06-09,20260609-105010-d9b80e3f,2026-06-09 10:50:10,Phoenix,Arizona,4,4,1,4,1,5,Apartment,Construction Financing,Office-to-Residential Conversion,Office conversion corridor,100,48,45,Strategic watch submarket,Monitor entitlement precedent,BTR / Build-to-Rent - Phoenix / Arizona - Porter Kyle Builders Names Industry Veteran John Rowland Vice President of Construction; Camelback Office-to-Apartment Conversion Nearly Complete; Construction Financing - Phoenix / Arizona - Scottsdale Developer Inks $141M Construction Loan for Luxury Apartments; Empire Group Starts Work on $170M Phoenix Apartment Tower; General Project Signal - Phoenix / Arizona - Empire Group Starts Work on $170M Phoenix Apartment Tower
2026-06-09,20260609-105010-d9b80e3f,2026-06-09 10:50:10,Atlanta,Southeast,4,3,1,3,1,4,Apartment,Office-to-Residential Conversion,Office-to-Residential Conversion,University-adjacent,100,44,45,Strategic watch submarket,Monitor entitlement precedent,Asana Starts Transformation of Former Duke Energy HQ; General Project Signal - Atlanta / Georgia - Insignia Pursuing Embassy Row Redevelopment; Georgia Tech Student Housing Investors Ink Refi; Insignia Pursuing Embassy Row Redevelopment; Office-to-Residential Conversion - Atlanta / Georgia - Asana Starts Transformation of Former Duke Energy HQ
2026-06-09,20260609-105010-d9b80e3f,2026-06-09 10:50:10,Manhattan,New York,2,2,1,2,1,2,Multifamily,Refinancing,Entitlement Approval,General submarket monitoring,95,52,30,Strategic watch submarket,Monitor entitlement precedent,40-unit development moves forward at 2301 N. Sepulveda Blvd. in Manhattan Beach; Entitlement / Permitting - New York City / New York - 40-unit development moves forward at 2301 N. Sepulveda Blvd. in Manhattan Beach; JLL Capital Markets arranges $70M Refinance for Multifamily Property in the Heart of Manhattan’s West Village; Refinancing - New York City / New York - JLL Capital Markets arranges $70M Refinance for Multifamily Property in the Heart of Manha...
2026-06-09,20260609-105010-d9b80e3f,2026-06-09 10:50:10,Seattle,Seattle,3,2,0,2,0,1,Apartment,Disposition / Exit,General Entitlement Signal,Downtown infill,81,0,20,Strategic watch submarket,Review potential acquisition pipeline,"Acquisition - Seattle - Everett Washington Residential Multifamily Community Acquired by New Owner in $53M Deal; Disposition / Exit - Seattle - Newmark Arranges $53M Sale of Waterford Apartments in Everett; Everett Washington Residential Multifamily Community Acquired by New Owner in $53M Deal; Newmark Arranges $53M Sale of Waterford Apartments in Everett; PEF Advisors, Freestone Capital Form JV to Recapitalize Affordable Properties"
2026-06-09,20260609-105010-d9b80e3f,2026-06-09 10:50:10,California,National / Other,0,10,0,0,0,0,Affordable Housing,General Project Signal,General Entitlement Signal,General submarket monitoring,80,0,20,Strategic watch submarket,Review potential acquisition pipeline,"Acquisition - California - HVPG Acquires Affordable Housing Community in Elk Grove, California, for $83.6M; Development Start - California - Harbor Island West Marina Launches $70M Redevelopment; Disposition / Exit - California - CBRE Arranges $8.12M Sale of 1.9‑Acre Multifamily Residential Development Site in Yorba Li...; Disposition / Exit - California - Former Bank Branch Positioned as Development Opportunity in Garden Grove Sale; General Project Signal - California - Four affordable projects in the San Gabriel Valley score $25M in funding"
2026-06-09,20260609-105010-d9b80e3f,2026-06-09 10:50:10,DTLA,Los Angeles,1,1,2,1,0,1,Affordable Housing,Entitlement / Permitting,Planning Approval,Downtown infill; Mixed-use corridor,76,33,40,High relevance to Woomi site strategy,Monitor entitlement precedent,Entitlement / Permitting - Los Angeles / California - L.A. City Council upholds approval of mixed-use project at 787 S. Alameda St. in DTLA; L.A. City Council upholds approval of mixed-use project at 787 S. Alameda St. in DTLA
2026-06-09,20260609-105010-d9b80e3f,2026-06-09 10:50:10,Santa Ana,Orange County,1,1,0,1,1,1,Apartment,Construction Financing,General Entitlement Signal,General submarket monitoring,74,59,30,High relevance to Woomi site strategy,Monitor refinancing / distress pipeline,Construction Financing - California - JLL Lines Up $144M Construction Loan for Santa Ana Multifamily; JLL Lines Up $144M Construction Loan for Santa Ana Multifamily
