run_date,run_id,card_id,card_type,card_title,card_priority,card_score,market,residential_sector,gp_or_developer,summary,why_it_matters,recommended_action,source_report,source_url_if_available
2026-06-09,20260609-105010-d9b80e3f,CARD-20260609-035,Capital Flow,Arizona,Critical,100,Arizona,Apartment,Arizona,Fading,"Capital-flow memory can identify repeated lenders, refinancing stress, and capital concentration.",Track capital flow pattern and related relationships,capital_flow_report.md,
2026-06-09,20260609-105010-d9b80e3f,CARD-20260609-036,Capital Flow,Atlanta / Georgia,Critical,100,Atlanta / Georgia,Student Housing,Atlanta / Georgia,Stable,"Capital-flow memory can identify repeated lenders, refinancing stress, and capital concentration.",Track capital flow pattern and related relationships,capital_flow_report.md,
2026-06-09,20260609-105010-d9b80e3f,CARD-20260609-037,Capital Flow,Atlanta / Georgia,Critical,100,Atlanta / Georgia,Apartment,Atlanta / Georgia,Stable,"Capital-flow memory can identify repeated lenders, refinancing stress, and capital concentration.",Track capital flow pattern and related relationships,capital_flow_report.md,
2026-06-09,20260609-105010-d9b80e3f,CARD-20260609-020,LA Asset Watch,Entitlement / Permitting - Los Angeles / California - 85 apartments proposed at 15242 W. Parthenia St. in North Hills,Critical,100,Los Angeles,Affordable Housing,Unknown,Monitor entitlement path,LA / Southern California project-level watch item.,"Track entitlement docket, density bonus use, and affordability requirement",la_asset_watch_report.md,https://la.urbanize.city/post/85-apartments-proposed-15242-w-parthenia-st-north-hills
2026-06-09,20260609-105010-d9b80e3f,CARD-20260609-017,LA Asset Watch,L.A. City Council upholds approval of mixed-use project at 787 S. Alameda St. in DTLA,Critical,100,Los Angeles,Affordable Housing,Unknown,Monitor entitlement path,LA / Southern California project-level watch item.,"Track entitlement docket, density bonus use, and affordability requirement",la_asset_watch_report.md,https://la.urbanize.city/post/la-city-council-upholds-approval-mixed-use-project-787-s-alameda-st-dtla
2026-06-09,20260609-105010-d9b80e3f,CARD-20260609-019,LA Asset Watch,Refinancing - California - Affinius Capital Provides $120M Refi for San Diego Luxury Multifamily Complex,Critical,100,Los Angeles,Multifamily,JLL,Review acquisition comparables,LA / Southern California project-level watch item.,"Review parcel clue, entitlement path, sponsor, and comparable sites",la_asset_watch_report.md,https://commercialobserver.com/2026/06/affinius-capital-120m-refi-san-diego-elowen/
2026-06-09,20260609-105010-d9b80e3f,CARD-20260609-016,LA Asset Watch,Refinancing - California - Affinius Lends $120M to Refinance Kearny Mesa Luxury Apartments,Critical,100,Los Angeles,Apartment,JLL,Review acquisition comparables,LA / Southern California project-level watch item.,"Review parcel clue, entitlement path, sponsor, and comparable sites",la_asset_watch_report.md,https://www.connectcre.com/stories/487331-2/
2026-06-09,20260609-105010-d9b80e3f,CARD-20260609-018,LA Asset Watch,Refinancing - New York City / New York - JLL Capital Markets arranges $70M Refinance for Multifamily Property in the Heart of Manha...,Critical,100,Los Angeles,Multifamily,JLL,Review acquisition comparables,LA / Southern California project-level watch item.,"Track lender, maturity, owner, and recapitalization path",la_asset_watch_report.md,https://yieldpro.com/2026/06/100-jane-street/
2026-06-09,20260609-105010-d9b80e3f,CARD-20260609-001,Signal Quality,"Acquisition - California - HVPG Acquires Affordable Housing Community in Elk Grove, California, for $83.6M",Critical,97,California,Affordable Housing,Freddie Mac,"9 source file(s), 11 observation(s), latest stage Delivery / Opening, identity confidence 100",High-confidence calibrated signal with multi-layer support.,Review immediately,high_confidence_watchlist_report.md,
2026-06-09,20260609-105010-d9b80e3f,CARD-20260609-002,Signal Quality,Refinancing - California - Affinius Capital Provides $120M Refi for San Diego Luxury Multifamily Complex,Critical,97,California,Multifamily,JLL,"5 source file(s), 5 observation(s), latest stage Delivery / Opening, identity confidence 100",High-confidence calibrated signal with multi-layer support.,Review immediately,high_confidence_watchlist_report.md,
2026-06-09,20260609-105010-d9b80e3f,CARD-20260609-006,Opportunity,Construction Financing Gap,Critical,96,California,Apartment,JLL,"Construction Financing Gap may create a pricing, capital, partnership, or pipeline opening in California.","Evaluate LA / California entitlement, zoning, or local GP partnership relevance",Add to executive opportunity review,opportunity_radar_report.md,https://www.connectcre.com/stories/jll-lines-up-144m-construction-loan-for-santa-ana-multifamily/
2026-06-09,20260609-105010-d9b80e3f,CARD-20260609-003,Signal Quality,Disposition / Exit - Connecticut - Institutional Property Advisors Exclusively Offers Multifamily Development Site in Southea...,Critical,96,Unknown,Multifamily,IPA,"7 source file(s), 8 observation(s), latest stage Site Acquisition / Site Control, identity confidence 100",High-confidence calibrated signal with multi-layer support.,Review immediately,high_confidence_watchlist_report.md,
2026-06-09,20260609-105010-d9b80e3f,CARD-20260609-004,Signal Quality,"JV / Partnership - New York - Walker & Dunlop, Pretium Close on $76M Bridge Loan for Chelsea Apartments",Critical,96,New York,Affordable Housing,Walker & Dunlop,"8 source file(s), 10 observation(s), latest stage Refinancing / Recapitalization, identity confidence 100",High-confidence calibrated signal with multi-layer support.,Review immediately,high_confidence_watchlist_report.md,
2026-06-09,20260609-105010-d9b80e3f,CARD-20260609-007,Opportunity,Refinancing Gap,Critical,96,California,Multifamily,JLL,"Refinancing Gap may create a pricing, capital, partnership, or pipeline opening in California.","Evaluate LA / California entitlement, zoning, or local GP partnership relevance",Add to executive opportunity review,opportunity_radar_report.md,https://commercialobserver.com/2026/06/affinius-capital-120m-refi-san-diego-elowen/
2026-06-09,20260609-105010-d9b80e3f,CARD-20260609-008,Opportunity,Refinancing Gap,Critical,96,California,Apartment,JLL,"Refinancing Gap may create a pricing, capital, partnership, or pipeline opening in California.","Evaluate LA / California entitlement, zoning, or local GP partnership relevance",Add to executive opportunity review,opportunity_radar_report.md,https://www.connectcre.com/stories/487331-2/
2026-06-09,20260609-105010-d9b80e3f,CARD-20260609-005,Signal Quality,"Recapitalization - California - PEF Advisors, Freestone Capital Form JV to Recapitalize Affordable Properties",Critical,95,California,Affordable Housing,PEF Advisors,"10 source file(s), 11 observation(s), latest stage Refinancing / Recapitalization, identity confidence 100",High-confidence calibrated signal with multi-layer support.,Review immediately,high_confidence_watchlist_report.md,
2026-06-09,20260609-105010-d9b80e3f,CARD-20260609-009,Opportunity,Acquisition Opportunity,Critical,93,California,Affordable Housing,Freddie Mac,"Acquisition Opportunity may create a pricing, capital, partnership, or pipeline opening in California.","Evaluate LA / California entitlement, zoning, or local GP partnership relevance",Add to executive opportunity review,opportunity_radar_report.md,https://rebusinessonline.com/hvpg-acquires-affordable-housing-community-in-elk-grove-california-for-83-6m/
2026-06-09,20260609-105010-d9b80e3f,CARD-20260609-010,Opportunity,LA / California Entitlement Opportunity,Critical,92,California,Multifamily,CBRE,"LA / California Entitlement Opportunity may create a pricing, capital, partnership, or pipeline opening in California.","Evaluate LA / California entitlement, zoning, or local GP partnership relevance",Add to executive opportunity review,opportunity_radar_report.md,https://yieldpro.com/2026/06/4861-liverpool-street/
2026-06-09,20260609-105010-d9b80e3f,CARD-20260609-026,Market Entry Window,California,Critical,91,California,90,Unknown,Active Watch Window,active opportunity radar signals; possible distress or recapitalization watch; capital-flow or institutional activity signal; core Woomi California / LA strategic relevance,Actively source opportunities,market_entry_window_report.md,
2026-06-09,20260609-105010-d9b80e3f,CARD-20260609-021,GP Watch,JLL,Critical,81,California,Multifamily,JLL,Institutional-backed regional expansion,Potential GP partnership candidate,Track JV and capital partner activity,gp_watchlist_report.md,
2026-06-09,20260609-105010-d9b80e3f,CARD-20260609-022,GP Watch,JLL,Critical,81,California,Multifamily,JLL,Institutional-backed regional expansion,Potential GP partnership candidate,Track JV and capital partner activity,gp_watchlist_report.md,
