run_id,run_date,source,source_tier,coverage_focus,fetch_status,source_error_message,total_articles_collected,gp_capital_candidate_count,new_gp_capital_candidate_count,repeated_gp_capital_candidate_count,excluded_by_repeat_penalty_count,excluded_by_low_relevance_count,excluded_by_integrity_issue_count,selected_gp_capital_count,retained_repeat_count,top_activity_types,top_exclusion_reasons
20260609-105010-d9b80e3f,2026-06-09,Yield PRO,Tier 1,lease_up_supply;national_multifamily,OK,,9,8,0,8,0,0,0,3,0,disposition_exit:5; refinancing:2; acquisition:1,development article without confirmed capital event:5
20260609-105010-d9b80e3f,2026-06-09,Commercial Observer,Tier 1,national_multifamily,OK,,5,5,0,5,0,0,0,5,1,asset_management_operator_activity:2; construction_financing:2; refinancing:1,none
20260609-105010-d9b80e3f,2026-06-09,REBusiness Online,Tier 2,development_pipeline;gp_activity,OK,,6,5,0,5,0,0,0,4,2,capital_raise:1; debt_financing:1; acquisition:1; disposition_exit:1; joint_venture:1,development article without confirmed capital event:1
20260609-105010-d9b80e3f,2026-06-09,Connect CRE Apartments,Tier 2,development_pipeline;gp_activity;national_multifamily,OK,,5,4,0,4,0,0,0,4,0,debt_financing:1; construction_financing:1; disposition_exit:1; joint_venture:1,none
20260609-105010-d9b80e3f,2026-06-09,Connect CRE Orange County,Tier 2,development_pipeline;gp_activity,OK,,4,4,0,4,2,0,0,1,1,construction_financing:1; debt_financing:1; joint_venture:1; disposition_exit:1,repeat exposure penalty:2; historical article over 30 days old:2; development article without confirmed capital event:1
20260609-105010-d9b80e3f,2026-06-09,Connect CRE,Tier 1,development_pipeline;gp_activity;national_multifamily,OK,,4,3,0,3,0,0,0,3,1,joint_venture:1; refinancing:1; debt_financing:1,none
20260609-105010-d9b80e3f,2026-06-09,Connect CRE South Florida,Tier 2,development_pipeline;gp_activity;sunbelt,OK,,6,3,0,3,1,0,0,2,1,joint_venture:1; construction_financing:1; acquisition:1,repeat exposure penalty:1; historical article over 30 days old:1
20260609-105010-d9b80e3f,2026-06-09,NAHB Eye on Housing - Multifamily,Tier 3,national_multifamily,OK,,15,3,0,3,2,0,0,1,0,acquisition:1; debt_financing:1; disposition_exit:1,repeat exposure penalty:2; historical article over 30 days old:2
20260609-105010-d9b80e3f,2026-06-09,Bisnow,Tier 1,national_multifamily,OK,,2,2,0,2,0,0,0,2,0,acquisition:2,limited page access:2
20260609-105010-d9b80e3f,2026-06-09,Connect CRE Phoenix,Tier 2,development_pipeline;gp_activity;sunbelt,OK,,4,2,0,2,1,0,0,1,0,construction_financing:1; debt_financing:1,repeat exposure penalty:1; development article without confirmed capital event:1
