run_date,run_id,run_timestamp,duplicate_cluster_id,deal_fingerprint_id,duplicate_count,primary_reference_article,duplicate_articles,deduplicated_opportunity_score,deduplicated_distress_score,opportunities_before_deduplication,distress_before_deduplication,opportunities_removed_via_deduplication,distress_inflation_prevented,multi_source_confirmation,strongest_opportunity_type,strongest_distress_type,market,residential_sector
2026-08-24,20260824-232222-e00277dc,2026-08-24 23:22:22,DCL-20260824-004,DFP-2AE4DD793E,2,Princeton Developer Obtains Financing for Phase III of 374-Unit Rental Community,Princeton Developer Obtains Financing for Phase III of 374-Unit Rental Community,83,63,1,1,0,0,Yes,Construction Financing Gap,,Phoenix / Arizona,Apartment
2026-08-24,20260824-232222-e00277dc,2026-08-24 23:22:22,DCL-20260824-014,DFP-1D30DF7BD9,2,Investor Team Scores $53.5M Refi on Doral Center Offices,Investor Team Scores $53.5M Refi on Doral Center Offices,78,60,1,1,0,0,Yes,Refinancing Gap,,Miami / Florida,General Residential
2026-08-24,20260824-232222-e00277dc,2026-08-24 23:22:22,DCL-20260824-011,DFP-CF2834EAE4,2,Cushman & Wakefield Arranges $250M Refinancing for 506-Unit Seattle MF,Cushman & Wakefield Arranges $250M Refinancing for 506-Unit Seattle MF,65,62,1,1,0,0,Yes,Refinancing Gap,,Seattle,Apartment
2026-08-24,20260824-232222-e00277dc,2026-08-24 23:22:22,DCL-20260824-026,DFP-CE0BCBC123,2,Timber Equities Receives $27.5M Loan for Refinancing of Manhattan Apartment Building,Timber Equities Receives $27.5M Loan for Refinancing of Manhattan Apartment Building,61,57,1,1,0,0,Yes,Refinancing Gap,,New York City / New York,Apartment
2026-08-24,20260824-232222-e00277dc,2026-08-24 23:22:22,DCL-20260824-015,DFP-7F71C0B3A0,2,Newmark Arranges $277M Loan for Urby/Rockpoint JV on Jersey City Apartments,Newmark Arranges $277M Loan for Urby/Rockpoint JV on Jersey City Apartments,60,56,1,1,0,0,Yes,Construction Financing Gap,,New York,Apartment
2026-08-24,20260824-232222-e00277dc,2026-08-24 23:22:22,DCL-20260824-040,DFP-6BD8CF34EA,2,Truist Lends $277M on Jersey City Multifamily Tower Build,Truist Lends $277M on Jersey City Multifamily Tower Build,55,50,1,1,0,0,Yes,Construction Financing Gap,,Other / Unknown,Multifamily
2026-08-24,20260824-232222-e00277dc,2026-08-24 23:22:22,DCL-20260824-001,DFP-B273300EB5,1,Newmark Arranges Fannie Mae Loan on San Clemente Active-Adult Complex,Newmark Arranges Fannie Mae Loan on San Clemente Active-Adult Complex,92,0,1,0,0,0,No,JV / Partnership Gap,,California,Apartment
2026-08-24,20260824-232222-e00277dc,2026-08-24 23:22:22,DCL-20260824-006,DFP-6776EE5E57,1,Bascom Acquires Buena Park Apartments as Value-Add Deal,Bascom Acquires Buena Park Apartments as Value-Add Deal,88,0,1,0,0,0,No,Acquisition Opportunity,,California,Apartment
2026-08-24,20260824-232222-e00277dc,2026-08-24 23:22:22,DCL-20260824-008,DFP-4F3BD0FACF,1,Costa Mesa Multifamily Changes Hands for Value-Add Repositioning,Costa Mesa Multifamily Changes Hands for Value-Add Repositioning,87,0,1,0,0,0,No,LA / California Entitlement Opportunity,,California,Apartment
2026-08-24,20260824-232222-e00277dc,2026-08-24 23:22:22,DCL-20260824-002,DFP-82A17DE85B,1,Marcus & Millichap Brokers $5.3M Sale of Los Angeles Apartment Building,Marcus & Millichap Brokers $5.3M Sale of Los Angeles Apartment Building,85,0,1,0,0,0,No,Acquisition Opportunity,,Los Angeles / California,Apartment
2026-08-24,20260824-232222-e00277dc,2026-08-24 23:22:22,DCL-20260824-003,DFP-1ED2186CA1,1,JPI to break ground on 257 apartments at 16911 S. Normandie Ave. in Gardena,JPI to break ground on 257 apartments at 16911 S. Normandie Ave. in Gardena,84,0,1,0,0,0,No,LA / California Entitlement Opportunity,,Los Angeles / California,Apartment
2026-08-24,20260824-232222-e00277dc,2026-08-24 23:22:22,DCL-20260824-005,DFP-4D320BBFC9,1,Gantry Arranges $24.4M Agency Permanent Loan for Colorado Springs Apartment Building,Gantry Arranges $24.4M Agency Permanent Loan for Colorado Springs Apartment Building,83,0,1,0,0,0,No,GP Capability Partnership Opportunity,,Colorado,Apartment
2026-08-24,20260824-232222-e00277dc,2026-08-24 23:22:22,DCL-20260824-009,DFP-365350B183,1,Local Owner-Operator Snags Pico-Robertson Apartment Property,Local Owner-Operator Snags Pico-Robertson Apartment Property,82,0,1,0,0,0,No,GP Capability Partnership Opportunity,,Los Angeles / California,Apartment
2026-08-24,20260824-232222-e00277dc,2026-08-24 23:22:22,DCL-20260824-007,DFP-10C346483C,1,Marcus & Millichap Arranges Sale of Two Louisiana Multifamily Properties Totaling 462 Units,Marcus & Millichap Arranges Sale of Two Louisiana Multifamily Properties Totaling 462 Units,79,0,1,0,0,0,No,Acquisition Opportunity,,Baton Rouge / Louisiana,Apartment
2026-08-24,20260824-232222-e00277dc,2026-08-24 23:22:22,DCL-20260824-013,DFP-051F599375,1,Marcus & Millichap Brokers $4M Sale of Multifamily Asset in Fort Pierce Florida,Marcus & Millichap Brokers $4M Sale of Multifamily Asset in Fort Pierce Florida,79,0,1,0,0,0,No,GP Capability Partnership Opportunity,,Louisiana,Apartment
2026-08-24,20260824-232222-e00277dc,2026-08-24 23:22:22,DCL-20260824-024,DFP-0EE8909832,1,Marcus & Millichap Brokers $20.4M Sale of Chicago Multifamily Property,Marcus & Millichap Brokers $20.4M Sale of Chicago Multifamily Property,78,0,1,0,0,0,No,Acquisition Opportunity,,Other / Unknown,Multifamily
2026-08-24,20260824-232222-e00277dc,2026-08-24 23:22:22,DCL-20260824-010,DFP-4E0B076B3D,1,PCCP and RPM Living Investments Joint Venture Acquire 358-Unit Texas Multifamily Mixed-Use Apartment Community,PCCP and RPM Living Investments Joint Venture Acquire 358-Unit Texas Multifamily Mixed-Use Apartment Community,78,0,1,0,0,0,No,JV / Partnership Gap,,Texas,Mixed-Use Residential
2026-08-24,20260824-232222-e00277dc,2026-08-24 23:22:22,DCL-20260824-036,DFP-964A219034,1,Marcus & Millichap Arranges $20.4M Sale of Chicago Multifamily Property,Marcus & Millichap Arranges $20.4M Sale of Chicago Multifamily Property,76,0,1,0,0,0,No,GP Capability Partnership Opportunity,,Other / Unknown,Multifamily
2026-08-24,20260824-232222-e00277dc,2026-08-24 23:22:22,DCL-20260824-017,DFP-58F1C5BC35,1,Alliance Building Houston-Area Complex Amid Declining Multifamily Construction,Alliance Building Houston-Area Complex Amid Declining Multifamily Construction,75,0,1,0,0,0,No,Acquisition Opportunity,,Houston / Texas,Mixed-Use Residential
2026-08-24,20260824-232222-e00277dc,2026-08-24 23:22:22,DCL-20260824-039,DFP-262E31AAFD,1,Marcus & Millichap Brokers Sale of Two Multifamily Property Portfolio in Louisiana,Marcus & Millichap Brokers Sale of Two Multifamily Property Portfolio in Louisiana,74,0,1,0,0,0,No,GP Capability Partnership Opportunity,,Louisiana,Multifamily
2026-08-24,20260824-232222-e00277dc,2026-08-24 23:22:22,DCL-20260824-034,DFP-E647B02B7F,1,Marcus & Millichap Brokers Sale of Two Multifamily Properties in Baton Rouge and Natchitoches Louisiana,Marcus & Millichap Brokers Sale of Two Multifamily Properties in Baton Rouge and Natchitoches Louisiana,73,0,1,0,0,0,No,GP Capability Partnership Opportunity,,Baton Rouge / Louisiana,Multifamily
2026-08-24,20260824-232222-e00277dc,2026-08-24 23:22:22,DCL-20260824-022,DFP-17669CC015,1,Brixton Capital Launches Multifamily Investment-Management Platform,Brixton Capital Launches Multifamily Investment-Management Platform,64,0,1,0,0,0,No,JV / Partnership Gap,,California,Apartment
2026-08-24,20260824-232222-e00277dc,2026-08-24 23:22:22,DCL-20260824-012,DFP-C810DBB01B,1,"Woodland Hills Country Club, Mayoral debate, and more","Woodland Hills Country Club, Mayoral debate, and more",62,0,1,0,0,0,No,Affordable / Workforce Housing Opportunity,,Los Angeles / California,Affordable Housing
2026-08-24,20260824-232222-e00277dc,2026-08-24 23:22:22,DCL-20260824-016,DFP-719D11D08C,1,Affordable housing fully framed at 9033 Ramsgate Ave. in Westchester,Affordable housing fully framed at 9033 Ramsgate Ave. in Westchester,61,0,1,0,0,0,No,Affordable / Workforce Housing Opportunity,,Los Angeles / California,Affordable Housing
2026-08-24,20260824-232222-e00277dc,2026-08-24 23:22:22,DCL-20260824-019,DFP-0CCE1B8132,1,"Integra Investments, City of North Miami Begin Preleasing for 342-Unit Mixed-Income Apartment Complex","Integra Investments, City of North Miami Begin Preleasing for 342-Unit Mixed-Income Apartment Complex",60,0,1,0,0,0,No,JV / Partnership Gap,,Miami / Florida,Affordable Housing
