run_date,run_id,run_timestamp,deal_fingerprint_id,duplicate_cluster_id,fingerprint_confidence,canonical_project_name,canonical_deal_name,canonical_event_name,deal_type,market,residential_sector,canonical_gp_or_developer,canonical_lender_or_debt_provider,unit_count,dollar_amount,loan_amount,source_count,article_count,duplicate_count,sources,article_titles,markets_detected,highest_deal_signal_score
2026-08-24,20260824-232222-e00277dc,2026-08-24 23:22:22,DFP-4D320BBFC9,DCL-20260824-005,100,General Project Signal - Colorado - Gantry Arranges $24.4M Agency Permanent Loan for Colorado Springs Apartment Building,General Project Signal - General Project Signal - Colorado - Gantry Arranges $24.4M Agency Permanent Loan for Colorado Springs Apartment Building,General Project Signal - Freddie Mac - Colorado,General Project Signal,Colorado,Apartment,Freddie Mac,Freddie Mac,171 apartments,$24.4M; $24.4M; $24.4 million,$24.4M,1,1,1,REBusiness Online,Gantry Arranges $24.4M Agency Permanent Loan for Colorado Springs Apartment Building,Colorado,85
2026-08-24,20260824-232222-e00277dc,2026-08-24 23:22:22,DFP-82A17DE85B,DCL-20260824-002,90,Acquisition - Los Angeles / California - Marcus & Millichap Brokers $5.3M Sale of Los Angeles Apartment Building,Acquisition - Acquisition - Los Angeles / California - Marcus & Millichap Brokers $5.3M Sale of Los Angeles Apartment Building,Acquisition - Marcus & Millichap - Los Angeles,Acquisition,Los Angeles / California,Apartment,Marcus & Millichap,Unknown,16 apartments,$5.3M; $5.3M; $5.3 million,,1,1,1,REBusiness Online,Marcus & Millichap Brokers $5.3M Sale of Los Angeles Apartment Building,Los Angeles / California,87
2026-08-24,20260824-232222-e00277dc,2026-08-24 23:22:22,DFP-2AE4DD793E,DCL-20260824-004,90,Construction Financing - Phoenix / Arizona - Princeton Developer Obtains Financing for Phase III of 374-Unit Rental Community,Construction Financing - Construction Financing - Phoenix / Arizona - Princeton Developer Obtains Financing for Phase III of 374-Unit Rental Community,Construction Financing - Berkadia - Berkadia - Sun Belt,Construction Financing,Phoenix / Arizona,Apartment,Berkadia,Berkadia,,$35 million; $35 million,$35 million,1,1,1,Connect CRE South Florida,Princeton Developer Obtains Financing for Phase III of 374-Unit Rental Community,Phoenix / Arizona,85
2026-08-24,20260824-232222-e00277dc,2026-08-24 23:22:22,DFP-1ED2186CA1,DCL-20260824-003,90,Entitlement / Permitting - Los Angeles / California - JPI to break ground on 257 apartments at 16911 S. Normandie Ave. in Gardena,Entitlement / Permitting - Entitlement / Permitting - Los Angeles / California - JPI to break ground on 257 apartments at 16911 S. Normandie Ave. in Gardena,Entitlement / Permitting - JPI - Los Angeles,Entitlement / Permitting,Los Angeles / California,Apartment,JPI,Unknown,257 apartments,$125; $125,,1,1,1,Urbanize LA,JPI to break ground on 257 apartments at 16911 S. Normandie Ave. in Gardena,Los Angeles / California,87
2026-08-24,20260824-232222-e00277dc,2026-08-24 23:22:22,DFP-B273300EB5,DCL-20260824-001,90,JV / Partnership - California - Newmark Arranges Fannie Mae Loan on San Clemente Active-Adult Complex,JV / Partnership - JV / Partnership - California - Newmark Arranges Fannie Mae Loan on San Clemente Active-Adult Complex,JV / Partnership - Fannie Mae - California,JV / Partnership,California,Apartment,Fannie Mae,Fannie Mae,,$58; $58,$58,1,1,1,Connect CRE Orange County,Newmark Arranges Fannie Mae Loan on San Clemente Active-Adult Complex,California,90
2026-08-24,20260824-232222-e00277dc,2026-08-24 23:22:22,DFP-1D30DF7BD9,DCL-20260824-014,90,Refinancing - Miami / Florida - Investor Team Scores $53.5M Refi on Doral Center Offices,Refinancing - Refinancing - Miami / Florida - Investor Team Scores $53.5M Refi on Doral Center Offices,Refinancing - CBRE - CBRE - Sun Belt,Refinancing,Miami / Florida,General Residential,CBRE,CBRE,,$53.5M; $53.5M; $53.5 million,$53.5M,1,1,1,Connect CRE South Florida,Investor Team Scores $53.5M Refi on Doral Center Offices,Miami / Florida,68
2026-08-24,20260824-232222-e00277dc,2026-08-24 23:22:22,DFP-6776EE5E57,DCL-20260824-006,80,Acquisition - California - Bascom Acquires Buena Park Apartments as Value-Add Deal,Acquisition - Acquisition - California - Bascom Acquires Buena Park Apartments as Value-Add Deal,Acquisition - Bascom Group - California,Acquisition,California,Apartment,Bascom Group,Unknown,,$53; $290; $53,$53,1,1,1,Connect CRE Orange County,Bascom Acquires Buena Park Apartments as Value-Add Deal,California,82
2026-08-24,20260824-232222-e00277dc,2026-08-24 23:22:22,DFP-10C346483C,DCL-20260824-007,80,Acquisition - Baton Rouge / Louisiana - Marcus & Millichap Arranges Sale of Two Louisiana Multifamily Properties Totaling 462 Unit...,Acquisition - Acquisition - Baton Rouge / Louisiana - Marcus & Millichap Arranges Sale of Two Louisiana Multifamily Properties Totaling 462 Unit...,Acquisition - Marcus & Millichap - Baton Rouge / Louisiana,Acquisition,Baton Rouge / Louisiana,Apartment,Marcus & Millichap,Unknown,462 Units,,,1,1,1,REBusiness Online,Marcus & Millichap Arranges Sale of Two Louisiana Multifamily Properties Totaling 462 Units,Baton Rouge / Louisiana,75
2026-08-24,20260824-232222-e00277dc,2026-08-24 23:22:22,DFP-4F3BD0FACF,DCL-20260824-008,80,Disposition / Exit - California - Costa Mesa Multifamily Changes Hands for Value-Add Repositioning,Disposition / Exit - Disposition / Exit - California - Costa Mesa Multifamily Changes Hands for Value-Add Repositioning,Disposition / Exit - Marcus & Millichap - California,Disposition / Exit,California,Apartment,Marcus & Millichap,Unknown,,$16.9 million; $412; $550,,1,1,1,Connect CRE Orange County,Costa Mesa Multifamily Changes Hands for Value-Add Repositioning,California,75
2026-08-24,20260824-232222-e00277dc,2026-08-24 23:22:22,DFP-365350B183,DCL-20260824-009,80,Disposition / Exit - Los Angeles / California - Local Owner-Operator Snags Pico-Robertson Apartment Property,Disposition / Exit - Disposition / Exit - Los Angeles / California - Local Owner-Operator Snags Pico-Robertson Apartment Property,Disposition / Exit - Marcus & Millichap - Los Angeles,Disposition / Exit,Los Angeles / California,Apartment,Marcus & Millichap,Unknown,,$5.3 million; $334; $5.3 million,,1,1,1,Connect CRE California,Local Owner-Operator Snags Pico-Robertson Apartment Property,Los Angeles / California,73
