run_date,run_id,entitlement_signal_id,market,city_or_submarket,residential_sector,gp_or_developer,project_or_deal_name,entitlement_signal_type,entitlement_stage,approval_body,regulatory_theme,affordability_component,density_or_zoning_signal,ceqa_or_environmental_signal,timing_reference,entitlement_risk_score,entitlement_opportunity_score,woomi_developer_relevance,recommended_follow_up,source_article_title,source,url,confidence_level
2026-08-24,20260824-232222-e00277dc,ENT-20260824-006,Los Angeles / California,Los Angeles,Apartment,JPI,Entitlement / Permitting - Los Angeles / California - JPI to break ground on 257 apartments at 16911 S. Normandie Ave. in Gardena,Entitlement Approval,Approved / Entitled,Unknown,General regulatory watch,No,No clear density / zoning signal,No,No explicit timing reference,20,60,Relevant to US residential developer capability,Track construction-ready pipeline and comparable sponsor execution,JPI to break ground on 257 apartments at 16911 S. Normandie Ave. in Gardena,Urbanize LA,https://la.urbanize.city/post/jpi-break-ground-257-apartments-16911-s-normandie-ave-gardena,Low
2026-08-24,20260824-232222-e00277dc,ENT-20260824-009,Beverly Hills / California,Beverly Hills,Affordable Housing,Unknown,Entitlement / Permitting - Beverly Hills / California - Revised look emerges for resi tower at 8844 Burton Way in Beverly Hills,Entitlement Approval,Approved / Entitled,Unknown,General regulatory watch,No,No clear density / zoning signal,No,No explicit timing reference,20,55,General entitlement monitoring,Track construction-ready pipeline and comparable sponsor execution,Revised look emerges for resi tower at 8844 Burton Way in Beverly Hills,Urbanize LA,https://la.urbanize.city/post/revised-look-emerges-resi-tower-8844-burton-way-beverly-hills,Low
2026-08-24,20260824-232222-e00277dc,ENT-20260824-005,Other / Unknown,Los Angeles,Affordable Housing,Unknown,"MassHousing Has Awarded $200,000 to Support Pilot Programs That Will Beneﬁt Residents of Agency-Financed Rental Housing Communities",Entitlement Approval,Approved / Entitled,Unknown,General regulatory watch,Yes,No clear density / zoning signal,No,No explicit timing reference,30,55,General entitlement monitoring,Track construction-ready pipeline and comparable sponsor execution,"MassHousing Has Awarded $200,000 to Support Pilot Programs That Will Beneﬁt Residents of Agency-Financed Rental Housing Communities",Yield PRO,https://yieldpro.com/2026/08/the-mildred-c-hailey-apartments/,Low
2026-08-24,20260824-232222-e00277dc,ENT-20260824-008,Other / Unknown,Unknown,Affordable Housing,Unknown,Entitlement / Permitting - Other / Unknown - Mixed-use project unwrapped at 3555 S. Overland Ave. in Palms,Entitlement Approval,Approved / Entitled,Unknown,General regulatory watch,No,No clear density / zoning signal,No,No explicit timing reference,20,55,General entitlement monitoring,Track construction-ready pipeline and comparable sponsor execution,Mixed-use project unwrapped at 3555 S. Overland Ave. in Palms,Urbanize LA,https://la.urbanize.city/post/mixed-use-project-unwrapped-3555-s-overland-ave-palms,Low
2026-08-24,20260824-232222-e00277dc,ENT-20260824-002,Baton Rouge / Louisiana,Los Angeles,Apartment,Marcus & Millichap,Marcus & Millichap Arranges Sale of Two Louisiana Multifamily Properties Totaling 462 Units,Density Bonus / TOC,Unknown Stage,Unknown,Density incentive,No,toc,No,2026,28,53,General entitlement monitoring,Benchmark density bonus / TOC use and project economics,Marcus & Millichap Arranges Sale of Two Louisiana Multifamily Properties Totaling 462 Units,REBusiness Online,https://rebusinessonline.com/marcus-millichap-arranges-sale-of-two-louisiana-multifamily-properties-totaling-462-units/,Low
2026-08-24,20260824-232222-e00277dc,ENT-20260824-003,Baton Rouge / Louisiana,Los Angeles,Multifamily,,Marcus & Millichap Brokers Sale of Two Multifamily Properties in Baton Rouge and Natchitoches Louisiana,Density Bonus / TOC,Unknown Stage,Unknown,Density incentive,No,toc,No,No explicit timing reference,28,48,General entitlement monitoring,Benchmark density bonus / TOC use and project economics,Marcus & Millichap Brokers Sale of Two Multifamily Properties in Baton Rouge and Natchitoches Louisiana,Yield PRO,https://yieldpro.com/2026/08/magnolia-trace/,Low
2026-08-24,20260824-232222-e00277dc,ENT-20260824-004,Dallas / Texas,Los Angeles,Senior Housing,,Sr. Housing Developer Advancing 242-Unit Plano Independent Living Facility,Planning Approval,Under Review,Planning Commission,General regulatory watch,No,No clear density / zoning signal,No,2026,43,20,General entitlement monitoring,Monitor entitlement status for repeated confirmation,Sr. Housing Developer Advancing 242-Unit Plano Independent Living Facility,Connect CRE Texas,https://www.connectcre.com/stories/sr-housing-developer-advancing-242-unit-plano-independent-living-facility/,Low
2026-08-24,20260824-232222-e00277dc,ENT-20260824-011,Atlanta / Georgia,Atlanta,Apartment,Unknown,Office-to-Residential Conversion - Atlanta / Georgia - JLB Pursuing Buckhead Office-to-Apartments Conversion,Office-to-Residential Conversion,Unknown Stage,Unknown,Office conversion policy,No,No clear density / zoning signal,No,No explicit timing reference,28,42,General entitlement monitoring,"Review office conversion feasibility, policy support, and local sponsor activity",JLB Pursuing Buckhead Office-to-Apartments Conversion,Connect CRE Atlanta,https://www.connectcre.com/stories/jlb-pursuing-buckhead-office-to-apartments-conversion/,Low
2026-08-24,20260824-232222-e00277dc,ENT-20260824-007,Los Angeles / California,Los Angeles / California,Affordable Housing,Unknown,Development Start - Los Angeles / California - Affordable housing fully framed at 9033 Ramsgate Ave. in Westchester,Entitlement Approval,Unknown Stage,Unknown,General regulatory watch,Yes,No clear density / zoning signal,No,No explicit timing reference,38,30,Low relevance,Track construction-ready pipeline and comparable sponsor execution,Affordable housing fully framed at 9033 Ramsgate Ave. in Westchester,Urbanize LA,https://la.urbanize.city/post/affordable-housing-fully-framed-9033-ramsgate-ave-westchester,Low
2026-08-24,20260824-232222-e00277dc,ENT-20260824-001,Los Angeles / California,Los Angeles,Mixed-Use Residential,,City Planning Commission approves townhomes + storage facility at 7528 Bellaire Ave. in Sun Valley,Planning Approval,Under Review,Planning Commission,General regulatory watch,No,No clear density / zoning signal,No,No explicit timing reference,28,30,Low relevance,Monitor entitlement status for repeated confirmation,City Planning Commission approves townhomes + storage facility at 7528 Bellaire Ave. in Sun Valley,Urbanize LA,https://la.urbanize.city/post/city-planning-commission-approves-townhomes-storage-facility-7528-bellaire-ave-sun-valley,Low
