run_date,run_id,run_timestamp,residential_sector,article_count,high_priority_count,market_signal_count,deal_signal_count,average_relevance_score,dominant_market_focus,dominant_strategic_angle,dominant_gp_or_developer,sector_risk_or_opportunity,woomi_sector_relevance,recommended_sector_action
2026-08-24,20260824-232222-e00277dc,2026-08-24 23:22:22,Apartment,36,24,13,29,84.8,Other / Unknown,Developer Strategy,Marcus & Millichap,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-08-24,20260824-232222-e00277dc,2026-08-24 23:22:22,Affordable Housing,8,7,7,8,92.1,Los Angeles / California,Developer Strategy,None detected,Affordability and subsidy program monitoring signal,Strategic Expansion Sector,Add to sector watchlist
2026-08-24,20260824-232222-e00277dc,2026-08-24 23:22:22,Multifamily,18,3,3,11,65.6,Other / Unknown,Institutional Flow,Marcus & Millichap,Core rental housing underwriting and pipeline signal,Core Strategy Sector,Keep in weekly developer strategy review
2026-08-24,20260824-232222-e00277dc,2026-08-24 23:22:22,BTR / Single-Family Rental,2,2,0,2,88.5,Dallas / Texas,Developer Strategy,None detected,Potential expansion or product diversification signal,Strategic Expansion Sector,"Monitor BTR / SFR operators, capital flows, and target markets"
2026-08-24,20260824-232222-e00277dc,2026-08-24 23:22:22,Student Housing,1,1,0,0,76.0,Los Angeles / California,Developer Strategy,None detected,Campus-adjacent demand and partnership signal,Strategic Expansion Sector,Monitor university-market demand and partnership signals
2026-08-24,20260824-232222-e00277dc,2026-08-24 23:22:22,Mixed-Use Residential,3,3,2,3,93.0,Los Angeles / California,Developer Strategy,PCCP,Mixed-use development and placemaking signal,Monitoring Sector,Add to sector watchlist
2026-08-24,20260824-232222-e00277dc,2026-08-24 23:22:22,General Residential,3,0,2,3,57.0,Los Angeles / California,Institutional Flow,CBRE,General residential market monitoring,Monitoring Sector,Add to sector watchlist
2026-08-24,20260824-232222-e00277dc,2026-08-24 23:22:22,Senior Housing,1,0,0,0,68.0,Dallas / Texas,Developer Strategy,None detected,Demographic demand and operating capability signal,Monitoring Sector,Monitor senior housing demand and operating model signals
2026-08-24,20260824-232222-e00277dc,2026-08-24 23:22:22,Manufactured Housing,0,0,0,0,0,None detected,None detected,None detected,Lower-cost housing and alternative residential platform signal,Monitoring Sector,Add to sector watchlist
2026-08-24,20260824-232222-e00277dc,2026-08-24 23:22:22,Office-to-Residential Conversion,0,0,0,0,0,None detected,None detected,None detected,"Adaptive reuse, entitlement, and construction feasibility signal",Monitoring Sector,"Track conversion feasibility, policy support, and construction cost assumptions"
2026-08-24,20260824-232222-e00277dc,2026-08-24 23:22:22,Workforce Housing,0,0,0,0,0,None detected,None detected,None detected,Affordability and subsidy program monitoring signal,Monitoring Sector,Add to sector watchlist
